Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG
554,Iñigo Córdoba,es ESP,MF,Alavés,es La Liga,23,1997,2.4,0,1,0,0,0.42,0,0,,16.6,0,0,0,0,0,0.04,0,0
555,Jhon Córdoba,co COL,FW,Hertha BSC,de Bundesliga,27,1993,17.1,7,48,18,37.5,2.81,1.05,0.15,0.39,13.4,0,0,0,6.9,6.9,0.15,+0.1,+0.1
556,Sergio Córdova,ve VEN,FWMF,Arminia,de Bundesliga,22,1997,12.1,2,20,4,20,1.65,0.33,0.1,0.5,14.9,0,0,0,3.5,3.5,0.17,-1.5,-1.5
557,Jack Cork,eng ENG,MF,Burnley,eng Premier League,31,1989,15,0,5,0,0,0.33,0,0,,22.3,0,0,0,0.2,0.2,0.05,-0.2,-0.2
558,Andreas Cornelius,dk DEN,FW,Parma,it Serie A,27,1993,21.1,1,30,7,23.3,1.42,0.33,0.03,0.14,12.3,0,0,0,2.9,2.9,0.1,-1.9,-1.9
559,Maxwel Cornet,ci CIV,DFFW,Lyon,fr Ligue 1,23,1996,27.2,2,21,11,52.4,0.77,0.4,0.1,0.18,17.6,2,0,0,2.1,2.1,0.1,-0.1,-0.1
560,Ángel Correa,ar ARG,FWMF,Atlético Madrid,es La Liga,25,1995,26.6,9,52,23,44.2,1.96,0.87,0.17,0.39,17.4,0,0,0,7.8,7.7,0.15,+1.2,+1.3
561,Joaquín Correa,ar ARG,FW,Lazio,it Serie A,25,1994,21.5,8,53,22,41.5,2.47,1.02,0.13,0.32,13.9,0,1,1,6.9,6.3,0.12,+1.1,+0.7
562,Rober Correa,es ESP,DF,Eibar,es La Liga,27,1992,12.6,0,6,0,0,0.48,0,0,,22.9,0,0,0,0.3,0.3,0.04,-0.3,-0.3
563,Félix Correia,pt POR,MF,Juventus,it Serie A,19,2001,0.1,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
564,Thierry Correia,pt POR,DF,Valencia,es La Liga,21,1999,23.7,1,8,2,25,0.34,0.08,0.13,0.5,16.5,0,0,0,0.5,0.5,0.06,+0.5,+0.5
565,Danny da Costa,de GER,DFFW,Mainz 05,de Bundesliga,27,1993,13.4,0,3,0,0,0.22,0,0,,23.8,0,0,0,0.1,0.1,0.04,-0.1,-0.1
566,Danny da Costa,de GER,DF,Eint Frankfurt,de Bundesliga,27,1993,1.2,0,3,0,0,2.45,0,0,,20.1,0,0,0,0.2,0.2,0.05,-0.2,-0.2
567,David Pereira da Costa,pt POR,MFFW,Lens,fr Ligue 1,19,2001,1.8,1,2,1,50,1.14,0.57,0.5,1,19.4,0,0,0,0.4,0.4,0.22,+0.6,+0.6
568,Diego Costa,es ESP,FW,Atlético Madrid,es La Liga,31,1988,2.3,2,4,2,50,1.73,0.87,0.25,0.5,13.4,0,1,1,1.4,0.6,0.15,+0.6,+0.4
569,Douglas Costa,br BRA,MFFW,Juventus,it Serie A,29,1990,0.5,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
570,Douglas Costa,br BRA,FWMF,Bayern Munich,de Bundesliga,29,1990,3.6,1,4,2,50,1.13,0.56,0.25,0.5,21.7,0,0,0,0.2,0.2,0.04,+0.8,+0.8
571,Hélder Costa,ao ANG,MFFW,Leeds United,eng Premier League,26,1994,12.8,3,16,6,37.5,1.25,0.47,0.19,0.5,14.8,0,0,0,2.2,2.2,0.14,+0.8,+0.8
572,Jaume Costa,es ESP,DFMF,Villarreal,es La Liga,32,1988,3.9,0,2,0,0,0.51,0,0,,14.1,0,0,0,0.1,0.1,0.04,-0.1,-0.1
573,Angelo da Costa Júnior,br BRA,GK,Bologna,it Serie A,36,1983,6,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
574,Charles Costes,fr FRA,MF,Dijon,fr Ligue 1,17,2002,0,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
575,Benoît Costil,fr FRA,GK,Bordeaux,fr Ligue 1,33,1987,38,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
576,Vladimír Coufal,cz CZE,DF,West Ham,eng Premier League,27,1992,33.9,0,15,5,33.3,0.44,0.15,0,0,16.5,0,0,0,1.3,1.3,0.08,-1.3,-1.3
577,Kalifa Coulibaly,ml MLI,FW,Nantes,fr Ligue 1,28,1991,10.9,3,18,4,22.2,1.65,0.37,0.11,0.5,13.1,0,1,1,2.6,1.8,0.1,+0.4,+0.2
578,Lassana Coulibaly,ml MLI,MF,Angers,fr Ligue 1,24,1996,18.7,1,14,4,28.6,0.75,0.21,0.07,0.25,23.2,0,0,0,1.2,1.2,0.08,-0.2,-0.2
579,Mamadou Coulibaly,sn SEN,MF,Udinese,it Serie A,21,1999,2,0,2,0,0,0.98,0,0,,22.8,0,0,0,0.1,0.1,0.04,-0.1,-0.1
580,Senou Coulibaly,ml MLI,DF,Dijon,fr Ligue 1,25,1994,21.5,2,5,3,60,0.23,0.14,0.4,0.67,8.9,0,0,0,0.8,0.8,0.17,+1.2,+1.2
581,Tanguy Coulibaly,fr FRA,DFFW,Stuttgart,de Bundesliga,19,2001,16.7,2,26,9,34.6,1.55,0.54,0.08,0.22,17.2,1,0,0,2.8,2.8,0.11,-0.8,-0.8
582,Thibaut Courtois,be BEL,GK,Real Madrid,es La Liga,28,1992,38,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
583,Philippe Coutinho,br BRA,MFFW,Barcelona,es La Liga,28,1992,7.3,2,28,9,32.1,3.85,1.24,0.07,0.22,17.3,0,0,0,4,4,0.14,-2,-2
584,Nicolas Cozza,fr FRA,DF,Montpellier,fr Ligue 1,21,1999,15.2,0,1,0,0,0.07,0,0,,6.4,0,0,0,0.3,0.3,0.26,-0.3,-0.3
585,Alessio Cragno,it ITA,GK,Cagliari,it Serie A,26,1994,34,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
586,Gian Crespi,it ITA,GK,Crotone,it Serie A,19,2001,1,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
587,Aaron Cresswell,eng ENG,DF,West Ham,eng Premier League,30,1989,35.2,0,19,4,21.1,0.54,0.11,0,0,25.4,11,0,0,1,1,0.05,-1,-1
588,Domenico Criscito,it ITA,DF,Genoa,it Serie A,33,1986,19.2,1,5,1,20,0.26,0.05,0,0,29.2,0,1,1,0.9,0.1,0.03,+0.1,-0.1
589,Bryan Cristante,it ITA,DFMF,Roma,it Serie A,25,1995,23.9,1,28,8,28.6,1.17,0.33,0.04,0.13,19,1,0,0,2.4,2.4,0.08,-1.4,-1.4
590,Giovanni Crociata,it ITA,DF,Crotone,it Serie A,22,1997,0.3,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
591,Juan Cruz Armada,es ESP,DF,Osasuna,es La Liga,28,1992,21.8,0,1,0,0,0.05,0,0,,20.4,0,0,0,0.1,0.1,0.06,-0.1,-0.1
592,Juan Cuadrado,co COL,DFMF,Juventus,it Serie A,32,1988,24.2,2,18,6,33.3,0.74,0.25,0.06,0.17,17.8,0,1,1,2.3,1.5,0.09,-0.3,-0.5
593,Andrés Cubas,py PAR,MF,Nîmes,fr Ligue 1,24,1996,24.9,1,11,5,45.5,0.44,0.2,0.09,0.2,23.7,0,0,0,0.4,0.4,0.04,+0.6,+0.6
594,Sergio Cubero Ezcurra,es ESP,MF,Eibar,es La Liga,20,1999,0,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
595,Cucho,co COL,FWMF,Getafe,es La Liga,21,1999,16.3,2,28,11,39.3,1.72,0.68,0.07,0.18,16,1,0,0,2.7,2.7,0.1,-0.7,-0.7
596,Marc Cucurella,es ESP,MF,Getafe,es La Liga,22,1998,36,3,26,8,30.8,0.72,0.22,0.12,0.38,18.6,0,0,0,1.9,1.8,0.07,+1.1,+1.2
597,Mickaël Cuisance,fr FRA,MF,Marseille,fr Ligue 1,20,1999,11.4,2,9,3,33.3,0.79,0.26,0.22,0.67,18.1,1,0,0,0.8,0.8,0.09,+1.2,+1.2
598,Mickaël Cuisance,fr FRA,FW,Bayern Munich,de Bundesliga,20,1999,0.2,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
599,Matheus Cunha,br BRA,FWMF,Hertha BSC,de Bundesliga,21,1999,23.9,7,67,31,46.3,2.81,1.3,0.07,0.16,23.6,8,2,3,8.4,6.1,0.09,-1.4,-1.1
600,Giuseppe Cuomo,it ITA,DF,Crotone,it Serie A,22,1998,8.9,0,2,0,0,0.22,0,0,,8.7,0,0,0,0.2,0.2,0.11,-0.2,-0.2
601,Patrick Cutrone,it ITA,FW,Wolves,eng Premier League,22,1998,0.3,0,1,0,0,3.6,0,0,,10.2,0,0,0,0.1,0.1,0.08,-0.1,-0.1
602,Patrick Cutrone,it ITA,FW,Fiorentina,it Serie A,22,1998,2.2,0,3,1,33.3,1.38,0.46,0,0,13.5,0,0,0,0.2,0.2,0.05,-0.2,-0.2
603,Patrick Cutrone,it ITA,FW,Valencia,es La Liga,22,1998,1.2,0,3,1,33.3,2.5,0.83,0,0,15.8,0,0,0,0.4,0.4,0.14,-0.4,-0.4
604,Wylan Cyprien,fr FRA,MF,Parma,it Serie A,25,1995,4.6,0,6,1,16.7,1.32,0.22,0,0,27.8,3,0,0,0.3,0.3,0.04,-0.3,-0.3
605,Rafael Czichos,de GER,DF,Köln,de Bundesliga,30,1990,25.1,1,10,2,20,0.4,0.08,0.1,0.5,7.1,0,0,0,1.8,1.8,0.18,-0.8,-0.8
606,Lennart-Marten Czyborra,de GER,DF,Genoa,it Serie A,21,1999,13,1,5,2,40,0.38,0.15,0.2,0.5,19.2,0,0,0,0.2,0.2,0.04,+0.8,+0.8
607,Danilo D'Ambrosio,it ITA,DF,Inter,it Serie A,31,1988,7.8,3,8,6,75,1.03,0.77,0.38,0.5,11.2,0,0,0,1.3,1.3,0.16,+1.7,+1.7
608,Damien Da Silva,fr FRA,DF,Rennes,fr Ligue 1,32,1988,29.6,4,23,11,47.8,0.78,0.37,0.17,0.36,13.3,0,0,0,2.1,2.1,0.09,+1.9,+1.9
609,Moanes Dabbur,il ISR,FWMF,Hoffenheim,de Bundesliga,28,1992,11.1,4,27,13,48.1,2.43,1.17,0.15,0.31,15.1,1,0,1,5.3,4.5,0.17,-1.3,-0.5
610,Bryan Dabo,bf BFA,MF,Benevento,it Serie A,28,1992,12.4,0,12,2,16.7,0.97,0.16,0,0,19.4,0,0,0,0.7,0.7,0.06,-0.7,-0.7
611,Colin Dagba,fr FRA,DF,Paris S-G,fr Ligue 1,21,1998,15.1,1,7,1,14.3,0.46,0.07,0.14,1,20,0,0,0,0.7,0.7,0.1,+0.3,+0.3
612,Finn Dahmen,de GER,GK,Mainz 05,de Bundesliga,22,1998,3,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
613,Mahmoud Dahoud,de GER,MF,Dortmund,de Bundesliga,24,1996,14,1,16,5,31.3,1.14,0.36,0.06,0.2,27.5,1,0,0,0.6,0.6,0.04,+0.4,+0.4
614,Leon Dajaku,de GER,FW,Union Berlin,de Bundesliga,19,2001,0.4,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
615,Stuart Dallas,nir NIR,MFDF,Leeds United,eng Premier League,29,1991,37.9,8,48,18,37.5,1.27,0.48,0.17,0.44,20.5,0,0,0,4.2,4.2,0.09,+3.8,+3.8
616,Diogo Dalot,pt POR,DF,Milan,it Serie A,21,1999,12.1,1,10,5,50,0.83,0.41,0.1,0.2,21.4,0,0,0,0.4,0.4,0.04,+0.6,+0.6
617,Mikkel Damsgaard,dk DEN,MFFW,Sampdoria,it Serie A,20,2000,19.7,2,25,8,32,1.27,0.41,0.08,0.25,19.7,3,0,0,2.9,2.9,0.12,-0.9,-0.9
618,Flavius Daniliuc,at AUT,DF,Nice,fr Ligue 1,19,2001,16.4,1,9,2,22.2,0.55,0.12,0.11,0.5,17.7,0,0,0,0.6,0.6,0.07,+0.4,+0.4
619,Danilo,br BRA,DFMF,Juventus,it Serie A,29,1991,32.4,1,19,2,10.5,0.59,0.06,0.05,0.5,22.6,0,0,0,1.9,1.9,0.1,-0.9,-0.9
620,Scott Dann,eng ENG,DF,Crystal Palace,eng Premier League,33,1987,15,1,4,1,25,0.27,0.07,0.25,1,10.2,0,0,0,0.3,0.3,0.07,+0.7,+0.7
621,Tiago Dantas,pt POR,MF,Bayern Munich,de Bundesliga,19,2000,0.8,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
622,Dante,br BRA,DF,Nice,fr Ligue 1,36,1983,8.6,2,7,2,28.6,0.81,0.23,0.29,1,12.3,1,0,0,0.9,0.9,0.12,+1.1,+1.1
623,Andrea Danzi,it ITA,MFDF,Hellas Verona,it Serie A,21,1999,1.2,0,1,0,0,0.87,0,0,,27.3,0,0,0,0,0,0.03,0,0
624,Ebrima Darboe,gm GAM,MF,Roma,it Serie A,19,2001,3.6,0,3,0,0,0.84,0,0,,25.4,0,0,0,0.1,0.1,0.03,-0.1,-0.1
625,Márton Dárdai,de GER,DFMF,Hertha BSC,de Bundesliga,18,2002,9.1,0,2,0,0,0.22,0,0,,21.7,0,0,0,0.1,0.1,0.04,-0.1,-0.1
626,Vladimír Darida,cz CZE,MF,Hertha BSC,de Bundesliga,29,1990,21.1,1,27,7,25.9,1.28,0.33,0.04,0.14,23.2,1,0,0,1.7,1.7,0.06,-0.7,-0.7
627,Karl Darlow,eng ENG,GK,Newcastle Utd,eng Premier League,29,1990,25,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
628,Matteo Darmian,it ITA,DF,Inter,it Serie A,30,1989,12.9,3,9,4,44.4,0.7,0.31,0.33,0.75,12.8,0,0,0,1.5,1.5,0.17,+1.5,+1.5
629,Matteo Darmian,it ITA,DF,Parma,it Serie A,30,1989,2.3,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
630,Jonathan David,ca CAN,FW,Lille,fr Ligue 1,20,2000,26.2,13,55,33,60,2.1,1.26,0.24,0.39,15.2,0,0,0,9.1,9.1,0.17,+3.9,+3.9
631,Alphonso Davies,ca CAN,DF,Bayern Munich,de Bundesliga,19,2000,19.6,1,4,3,75,0.2,0.15,0.25,0.33,23.2,0,0,0,0.2,0.2,0.04,+0.8,+0.8
632,Ben Davies,wls WAL,DF,Tottenham,eng Premier League,27,1993,15,0,3,0,0,0.2,0,0,,13,0,0,0,0.2,0.2,0.07,-0.2,-0.2
633,Tom Davies,eng ENG,MF,Everton,eng Premier League,22,1998,15.8,0,7,0,0,0.44,0,0,,25.8,0,0,0,0.2,0.2,0.03,-0.2,-0.2
634,Keinan Davis,eng ENG,FWMF,Aston Villa,eng Premier League,22,1998,3.1,1,9,2,22.2,2.92,0.65,0.11,0.5,10.6,0,0,0,1.5,1.5,0.16,-0.5,-0.5
635,Leif Davis,eng ENG,DF,Leeds United,eng Premier League,20,2000,0.4,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
636,Paweł Dawidowicz,pl POL,DF,Hellas Verona,it Serie A,25,1995,20.7,0,15,4,26.7,0.73,0.19,0,0,12,0,0,0,1.9,1.9,0.13,-1.9,-1.9
637,Craig Dawson,eng ENG,DF,West Ham,eng Premier League,30,1990,21.4,3,16,5,31.3,0.75,0.23,0.19,0.6,10.1,0,0,0,1.9,1.9,0.12,+1.1,+1.1
638,Kevin De Bruyne,be BEL,MF,Manchester City,eng Premier League,29,1991,22.2,6,77,24,31.2,3.47,1.08,0.05,0.17,21,10,2,3,9.3,6.9,0.09,-3.3,-2.9
639,Sebastien De Maio,fr FRA,DF,Udinese,it Serie A,33,1987,9.5,0,6,1,16.7,0.63,0.11,0,0,12.7,0,0,0,0.4,0.4,0.07,-0.4,-0.4
640,Rodrigo De Paul,ar ARG,MF,Udinese,it Serie A,26,1994,35.6,9,79,19,24.1,2.22,0.53,0.08,0.32,25.5,10,3,3,6.2,3.8,0.05,+2.8,+2.2
641,Mattia De Sciglio,it ITA,DF,Juventus,it Serie A,27,1992,0.3,0,1,0,0,3.75,0,0,,20.4,0,0,0,0,0,0.03,0,0
642,Mattia De Sciglio,it ITA,DF,Lyon,fr Ligue 1,27,1992,16.3,0,3,1,33.3,0.18,0.06,0,0,25.6,0,0,0,0.1,0.1,0.03,-0.1,-0.1
643,Lorenzo De Silvestri,it ITA,DF,Bologna,it Serie A,32,1988,23.8,2,11,6,54.5,0.46,0.25,0.18,0.33,11.6,0,0,0,2.1,2.1,0.19,-0.1,-0.1
644,Thibault De Smet,be BEL,DF,Reims,fr Ligue 1,22,1998,5.5,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
645,Lucas Deaux,fr FRA,MFDF,Nîmes,fr Ligue 1,31,1988,19.5,1,13,4,30.8,0.67,0.21,0.08,0.25,18.9,0,0,0,1.2,1.2,0.09,-0.2,-0.2
646,Mathieu Debuchy,fr FRA,DF,Saint-Étienne,fr Ligue 1,35,1985,23.4,2,26,7,26.9,1.11,0.3,0.08,0.29,13.5,0,0,0,2.7,2.7,0.1,-0.7,-0.7
647,Grégoire Defrel,mq MTQ,MFFW,Sassuolo,it Serie A,29,1991,14.8,3,22,9,40.9,1.48,0.61,0.14,0.33,18.1,0,0,0,2.1,2.1,0.1,+0.9,+0.9
648,Alessandro Deiola,it ITA,MF,Spezia,it Serie A,24,1995,4,0,5,1,20,1.25,0.25,0,0,24.1,1,0,0,0.2,0.2,0.04,-0.2,-0.2
649,Alessandro Deiola,it ITA,MF,Cagliari,it Serie A,24,1995,6.8,0,6,1,16.7,0.88,0.15,0,0,22.6,0,0,0,0.2,0.2,0.04,-0.2,-0.2
650,Romain Del Castillo,fr FRA,MFFW,Rennes,fr Ligue 1,24,1996,7.2,0,16,5,31.3,2.21,0.69,0,0,19.7,1,0,0,1.1,1.1,0.07,-1.1,-1.1
651,Lorenzo Del Pinto,it ITA,MF,Benevento,it Serie A,30,1990,0.1,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
652,Thomas Delaine,fr FRA,DFFW,Metz,fr Ligue 1,28,1992,19.8,3,18,10,55.6,0.91,0.51,0.17,0.3,21.1,0,0,0,1.7,1.7,0.09,+1.3,+1.3
653,Thomas Delaney,dk DEN,MF,Dortmund,de Bundesliga,28,1991,14.3,1,8,3,37.5,0.56,0.21,0.13,0.33,13.5,0,0,0,0.6,0.6,0.07,+0.4,+0.4
654,Liam Delap,eng ENG,FW,Manchester City,eng Premier League,17,2003,0.4,0,1,0,0,2.25,0,0,,13,0,0,0,0,0,0.05,0,0
655,Jonathan Delaplace,fr FRA,DF,Lorient,fr Ligue 1,34,1986,10.1,0,5,0,0,0.5,0,0,,21.3,0,0,0,0.2,0.2,0.04,-0.2,-0.2
656,Sacha Delaye,fr FRA,MF,Montpellier,fr Ligue 1,18,2002,0.1,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
657,Cristian Dell'Orco,it ITA,DF,Spezia,it Serie A,26,1994,2.9,0,1,0,0,0.34,0,0,,7.6,0,0,0,0.1,0.1,0.07,-0.1,-0.1
658,Andy Delort,dz ALG,FW,Montpellier,fr Ligue 1,28,1991,27.6,15,90,35,38.9,3.26,1.27,0.17,0.43,16.7,2,0,1,12.8,12,0.14,+2.2,+3.0
659,Fabian Delph,eng ENG,MFDF,Everton,eng Premier League,30,1989,3,0,1,0,0,0.34,0,0,,31.9,0,0,0,0,0,0.02,0,0
660,Moussa Dembélé,fr FRA,FW,Atlético Madrid,es La Liga,24,1996,1.1,0,6,2,33.3,5.4,1.8,0,0,10.5,0,0,0,1,1,0.17,-1,-1
661,Moussa Dembélé,fr FRA,FW,Lyon,fr Ligue 1,24,1996,7.5,1,30,9,30,3.99,1.2,0.03,0.11,13.5,1,0,0,5.3,5.3,0.18,-4.3,-4.3
662,Ousmane Dembélé,fr FRA,FW,Barcelona,es La Liga,23,1997,19.7,6,55,21,38.2,2.79,1.07,0.11,0.29,17.1,0,0,0,5.6,5.6,0.1,+0.4,+0.4
663,Merih Demiral,tr TUR,DF,Juventus,it Serie A,22,1998,10.4,0,6,2,33.3,0.57,0.19,0,0,11.1,0,0,0,0.5,0.5,0.08,-0.5,-0.5
664,Kerem Demirbay,de GER,MF,Leverkusen,de Bundesliga,27,1993,19.4,4,44,13,29.5,2.27,0.67,0.09,0.31,24.2,5,0,0,3.5,3.5,0.08,+0.5,+0.5
665,Ermedin Demirović,ba BIH,FW,Freiburg,de Bundesliga,22,1998,16.6,5,42,19,45.2,2.52,1.14,0.12,0.26,14.3,0,0,0,4.9,4.9,0.12,+0.1,+0.1
666,Diego Demme,de GER,MF,Napoli,it Serie A,28,1991,17.7,2,14,6,42.9,0.79,0.34,0.14,0.33,16.3,0,0,0,1.2,1.2,0.08,+0.8,+0.8
667,Jason Denayer,be BEL,DF,Lyon,fr Ligue 1,25,1995,29,1,5,1,20,0.17,0.03,0.2,1,18.5,0,0,0,0.5,0.5,0.09,+0.5,+0.5
668,Leander Dendoncker,be BEL,MFDF,Wolves,eng Premier League,25,1995,27.8,1,31,8,25.8,1.11,0.29,0.03,0.13,15,0,0,0,3.1,3.1,0.1,-2.1,-2.1
669,Kevin Denkey,tg TOG,FW,Nîmes,fr Ligue 1,19,2000,5.8,1,18,8,44.4,3.09,1.37,0.06,0.13,14.6,0,0,0,2.1,2.1,0.12,-1.1,-1.1
670,Emmanuel Dennis,ng NGA,FW,Köln,de Bundesliga,22,1997,5.3,0,5,0,0,0.95,0,0,,13.4,0,0,0,0.6,0.6,0.12,-0.6,-0.6
671,Stefano Denswil,nl NED,DF,Bologna,it Serie A,27,1993,1.3,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
672,Fabio Depaoli,it ITA,DF,Benevento,it Serie A,23,1997,12.4,0,8,2,25,0.64,0.16,0,0,20.3,0,0,0,0.3,0.3,0.04,-0.3,-0.3
673,Fabio Depaoli,it ITA,MF,Sampdoria,it Serie A,23,1997,0.9,0,2,1,50,2.34,1.17,0,0,16.5,0,0,0,0.1,0.1,0.05,-0.1,-0.1
674,Fabio Depaoli,it ITA,DF,Atalanta,it Serie A,23,1997,2.1,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
675,Clément Depres,fr FRA,FW,Nîmes,fr Ligue 1,25,1994,0.2,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
676,Mike van der Hoorn,nl NED,DF,Arminia,de Bundesliga,27,1992,15.1,0,5,2,40,0.33,0.13,0,0,11.1,0,0,0,0.4,0.4,0.08,-0.4,-0.4
677,Kastriot Dermaku,al ALB,DF,Parma,it Serie A,28,1992,1.1,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
678,Kiril Despodov,bg BUL,FW,Cagliari,it Serie A,23,1996,0.1,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
679,Sergiño Dest,us USA,DFFW,Barcelona,es La Liga,19,2000,21.2,2,14,5,35.7,0.66,0.24,0.14,0.4,15.3,0,0,0,1.7,1.7,0.12,+0.3,+0.3
680,Mattia Destro,it ITA,FW,Genoa,it Serie A,29,1991,17.8,11,37,22,59.5,2.07,1.23,0.3,0.5,12.1,0,0,0,6.2,6.2,0.17,+4.8,+4.8
681,Gerard Deulofeu,es ESP,FWMF,Udinese,it Serie A,26,1994,6.6,1,17,9,52.9,2.56,1.35,0.06,0.11,16.1,1,0,0,1.4,1.4,0.08,-0.4,-0.4
682,Deyverson,br BRA,FW,Alavés,es La Liga,29,1991,9.7,1,14,2,14.3,1.44,0.21,0.07,0.5,16.6,0,0,0,1.5,1.5,0.1,-0.5,-0.5
683,Jacopo Dezi,it ITA,FWMF,Parma,it Serie A,28,1992,0.9,0,1,0,0,1.14,0,0,,21.8,0,0,0,0.1,0.1,0.07,-0.1,-0.1
684,Samuel Di Carmine,it ITA,FW,Hellas Verona,it Serie A,31,1988,5.6,0,9,2,22.2,1.62,0.36,0,0,9.3,0,0,0,1.8,1.8,0.2,-1.8,-1.8
685,Samuel Di Carmine,it ITA,FW,Crotone,it Serie A,31,1988,5.3,0,6,1,16.7,1.14,0.19,0,0,12.1,0,0,0,0.5,0.5,0.09,-0.5,-0.5
686,Giovanni Di Lorenzo,it ITA,DF,Napoli,it Serie A,26,1993,36,3,28,12,42.9,0.78,0.33,0.11,0.25,12.4,0,0,0,3.8,3.8,0.14,-0.8,-0.8
687,Ángel Di María,ar ARG,FWMF,Paris S-G,fr Ligue 1,32,1988,20.6,4,60,17,28.3,2.91,0.83,0.07,0.24,21.5,6,0,0,4.7,4.7,0.08,-0.7,-0.7
688,Alessandro Di Pardo,it ITA,FWDF,Juventus,it Serie A,21,1999,0.2,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
689,Giuseppe Di Serio,it ITA,FWMF,Benevento,it Serie A,19,2001,3.2,0,4,2,50,1.23,0.62,0,0,16.6,0,0,0,0.6,0.6,0.16,-0.6,-0.6
690,Boulaye Dia,sn SEN,FWMF,Reims,fr Ligue 1,23,1996,32.6,14,58,22,37.9,1.78,0.68,0.16,0.41,16.2,0,5,5,12.5,8.6,0.15,+1.5,+0.4
691,Abdoulay Diaby,ml MLI,DF,Getafe,es La Liga,29,1991,0.2,0,1,0,0,5,0,0,,15,0,0,0,0.3,0.3,0.26,-0.3,-0.3
692,Moussa Diaby,fr FRA,FWMF,Leverkusen,de Bundesliga,21,1999,26.5,4,50,25,50,1.88,0.94,0.08,0.16,18.6,0,0,0,4.6,4.6,0.09,-0.6,-0.6
693,Mbaye Diagne,sn SEN,FW,West Brom,eng Premier League,28,1991,13.2,3,25,9,36,1.89,0.68,0.12,0.33,10.4,0,0,0,6.6,6.6,0.27,-3.6,-3.6
694,Mouctar Diakhaby,gn GUI,DF,Valencia,es La Liga,23,1996,23.1,1,11,4,36.4,0.48,0.17,0.09,0.25,11.7,0,0,0,1.2,1.2,0.1,-0.2,-0.2
695,Abdou Diallo,sn SEN,DF,Paris S-G,fr Ligue 1,24,1996,16.6,0,4,0,0,0.24,0,0,,14.6,0,0,0,0.2,0.2,0.05,-0.2,-0.2
696,Amad Diallo,ci CIV,FW,Manchester Utd,eng Premier League,18,2002,1.8,0,1,1,100,0.54,0.54,0,0,25.7,0,0,0,0,0,0.03,0,0
697,Amad Diallo,ci CIV,MF,Atalanta,it Serie A,18,2002,0.2,0,1,0,0,6.43,0,0,,23.3,0,0,0,0,0,0.03,0,0
698,Habib Diallo,sn SEN,FW,Strasbourg,fr Ligue 1,25,1995,25.8,9,52,20,38.5,2.02,0.78,0.15,0.4,16.8,0,1,1,7.6,6.8,0.13,+1.4,+1.2
699,Habib Diallo,sn SEN,FWMF,Metz,fr Ligue 1,25,1995,1.6,0,2,0,0,1.26,0,0,,9.2,0,0,0,0.4,0.4,0.2,-0.4,-0.4
700,Ibrahima Diallo,fr FRA,MF,Southampton,eng Premier League,21,1999,11.3,0,7,1,14.3,0.62,0.09,0,0,22.4,0,0,0,0.5,0.5,0.07,-0.5,-0.5
701,Ibrahima Diallo,fr FRA,MF,Brest,fr Ligue 1,21,1999,4.9,0,1,0,0,0.2,0,0,,36.5,0,0,0,0,0,0.02,0,0
702,Amadou Diambo,gh GHA,FW,Benevento,it Serie A,19,2001,0,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
703,Grady Diangana,eng ENG,MFFW,West Brom,eng Premier League,22,1998,13.7,1,14,4,28.6,1.02,0.29,0.07,0.25,17.4,0,0,0,1.1,1.1,0.08,-0.1,-0.1
704,Stéphane Diarra,fr FRA,MFFW,Lorient,fr Ligue 1,21,1998,2.2,0,2,2,100,0.91,0.91,0,0,23.6,0,0,0,0.1,0.1,0.05,-0.1,-0.1
705,Rúben Dias,pt POR,DF,Manchester City,eng Premier League,23,1997,31.6,1,14,6,42.9,0.44,0.19,0.07,0.17,8.3,0,0,0,1.9,1.9,0.13,-0.9,-0.9
