Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s
63,Trent Alexander-Arnold,eng ENG,DF,Liverpool,eng Premier League,22,1998,32,32,2853,31.7
64,Mircea Alexandru Tirlea,ro ROU,DF,Alavés,es La Liga,21,2000,1,0,15,0.2
2666,Raúl de Tomás,es ESP,FW,Espanyol,es La Liga,26,1994,34,33,2914,32.4
66,Alisson,br BRA,GK,Liverpool,eng Premier League,28,1992,36,36,3240,36
67,Allan,br BRA,MF,Everton,eng Premier League,30,1991,28,25,2183,24.3
1723,Bryan Mbeumo,cm CMR,FW,Brentford,eng Premier League,21,1999,35,34,2905,32.3
69,Dele Alli,eng ENG,MF,Tottenham,eng Premier League,25,1996,10,8,657,7.3
70,Dele Alli,eng ENG,MFFW,Everton,eng Premier League,25,1996,11,1,338,3.8
71,Miguel Almirón,py PAR,MFFW,Newcastle Utd,eng Premier League,27,1994,30,19,1716,19.1
72,Marcos Alonso,es ESP,DF,Chelsea,eng Premier League,30,1990,28,25,2167,24.1
73,Giorgio Altare,it ITA,DF,Cagliari,it Serie A,22,1998,19,17,1466,16.3
2674,Ivan Toney,eng ENG,FW,Brentford,eng Premier League,25,1996,33,32,2909,32.3
75,Yeray Álvarez,es ESP,DF,Athletic Club,es La Liga,26,1995,22,21,1860,20.7
76,Dani Alves,br BRA,DF,Barcelona,es La Liga,38,1983,14,13,1098,12.2
77,Steven Alzate,co COL,MF,Brighton,eng Premier League,22,1998,9,5,404,4.5
78,Ibrahim Amadou,fr FRA,DFMF,Metz,fr Ligue 1,28,1993,10,10,812,9
79,Emmanuel Amankwaa Akurugu,gh GHA,DF,Getafe,es La Liga,19,2001,3,1,79,0.9
80,Daniel Amartey,gh GHA,DF,Leicester City,eng Premier League,26,1994,28,23,2123,23.6
81,Amath,sn SEN,FWMF,Mallorca,es La Liga,25,1996,19,9,884,9.8
82,Jordan Amavi,fr FRA,DF,Nice,fr Ligue 1,27,1994,8,4,413,4.6
83,Jordan Amavi,fr FRA,DFFW,Marseille,fr Ligue 1,27,1994,2,2,128,1.4
84,Wisdom Amey,it ITA,DF,Bologna,it Serie A,15,2005,1,1,71,0.8
85,Kelvin Amian,fr FRA,DF,Spezia,it Serie A,23,1998,32,31,2646,29.4
86,Nadiem Amiri,de GER,MFFW,Genoa,it Serie A,24,1996,13,9,683,7.6
87,Nadiem Amiri,de GER,MFFW,Leverkusen,de Bundesliga,24,1996,13,3,369,4.1
88,Ethan Ampadu,wls WAL,MFDF,Venezia,it Serie A,20,2000,29,26,2282,25.4
89,Sofyan Amrabat,ma MAR,MF,Fiorentina,it Serie A,24,1996,23,8,944,10.5
90,Joachim Andersen,dk DEN,DF,Crystal Palace,eng Premier League,25,1996,34,32,2916,32.4
91,Felipe Anderson,br BRA,FW,Lazio,it Serie A,28,1993,38,33,2888,32.1
2135,Andrea Pinamonti,it ITA,FW,Empoli,it Serie A,22,1999,36,32,2869,31.9
1272,Luis Javier Suárez,co COL,FW,Granada,es La Liga,23,1997,37,34,2844,31.6
94,Andrés Andrade Cedeño,pa PAN,DF,Arminia,de Bundesliga,22,1998,17,12,1046,11.6
95,Benjamin André,fr FRA,MF,Lille,fr Ligue 1,30,1990,33,33,2752,30.6
96,Fredrik André Bjørkan,no NOR,DF,Hertha BSC,de Bundesliga,22,1998,9,2,353,3.9
97,Robert Andrich,de GER,MF,Leverkusen,de Bundesliga,26,1994,26,21,1817,20.2
98,José Ángel,es ESP,DF,Osasuna,es La Liga,31,1989,23,12,1083,12
99,Angeliño,es ESP,DF,RB Leipzig,de Bundesliga,24,1997,29,26,2298,25.5
100,Ebenezer Annan,gh GHA,DF,Bologna,it Serie A,18,2002,1,0,25,0.3
101,Cristian Ansaldi,ar ARG,DF,Torino,it Serie A,34,1986,19,5,691,7.7
286,Domenico Berardi,it ITA,FW,Sassuolo,it Serie A,26,1994,33,33,2819,31.3
103,Waldemar Anton,de GER,DF,Stuttgart,de Bundesliga,25,1996,29,29,2595,28.8
104,Josep Antoni Gayá,es ESP,DF,Mallorca,es La Liga,21,2000,1,1,58,0.6
1640,Sadio Mané,sn SEN,FW,Liverpool,eng Premier League,29,1992,34,32,2819,31.3
106,Christopher Antwi-Adjei,gh GHA,FWMF,Bochum,de Bundesliga,27,1994,25,12,1130,12.6
107,Houssem Aouar,fr FRA,MFFW,Lyon,fr Ligue 1,23,1998,36,29,2504,27.8
108,Adil Aouchiche,fr FRA,MFFW,Saint-Étienne,fr Ligue 1,19,2002,35,11,1081,12
109,Dennis Appiah,fr FRA,DF,Nantes,fr Ligue 1,29,1992,32,22,2099,23.3
110,Mauro Arambarri,uy URU,MF,Getafe,es La Liga,25,1995,31,31,2663,29.6
111,Mattia Aramu,it ITA,MFFW,Venezia,it Serie A,26,1995,32,25,2100,23.3
112,Charles Aránguiz,cl CHI,MF,Leverkusen,de Bundesliga,32,1989,26,16,1578,17.5
113,Néstor Araujo,mx MEX,DF,Celta Vigo,es La Liga,29,1991,34,29,2617,29.1
114,Ronald Araújo,uy URU,DF,Barcelona,es La Liga,22,1999,30,25,2272,25.2
115,Cameron Archer,eng ENG,FWMF,Aston Villa,eng Premier League,20,2001,3,0,27,0.3
116,Alphonse Areola,fr FRA,GK,West Ham,eng Premier League,28,1993,1,1,90,1
117,Jesús Areso,es ESP,DF,Osasuna,es La Liga,22,1999,3,2,188,2.1
118,Matias Arezo,uy URU,FWMF,Granada,es La Liga,18,2002,8,1,162,1.8
119,Santiago Arias,co COL,DF,Granada,es La Liga,29,1992,12,4,440,4.9
639,Jonathan David,ca CAN,FW,Lille,fr Ligue 1,21,2000,38,32,2804,31.2
121,Stuart Armstrong,sct SCO,MF,Southampton,eng Premier League,29,1992,25,15,1473,16.4
2729,Enes Ünal,tr TUR,FW,Getafe,es La Liga,24,1997,37,33,2798,31.1
123,Maximilian Arnold,de GER,MF,Wolfsburg,de Bundesliga,27,1994,34,34,2994,33.3
124,Kepa Arrizabalaga,es ESP,GK,Chelsea,eng Premier League,26,1994,4,4,360,4
125,Tolgay Arslan,de GER,MF,Udinese,it Serie A,30,1990,30,22,1658,18.4
461,Francesco Caputo,it ITA,FW,Sampdoria,it Serie A,33,1987,36,31,2790,31
127,Santiago Arzamendia,py PAR,MF,Cádiz,es La Liga,23,1998,14,5,469,5.2
128,Takuma Asano,jp JPN,FWMF,Bochum,de Bundesliga,26,1994,27,20,1608,17.9
129,Santiago Ascacíbar,ar ARG,MF,Hertha BSC,de Bundesliga,24,1997,28,27,2375,26.4
130,Sergio Asenjo,es ESP,GK,Villarreal,es La Liga,32,1989,6,6,540,6
1201,Branimir Hrgota,se SWE,FW,Greuther Fürth,de Bundesliga,28,1993,34,33,2777,30.9
132,Marco Asensio,es ESP,FWMF,Real Madrid,es La Liga,25,1996,31,19,1731,19.2
133,Harrison Ashby,sct SCO,DF,West Ham,eng Premier League,19,2001,1,0,7,0.1
134,Kristoffer Askildsen,no NOR,MF,Sampdoria,it Serie A,20,2001,19,7,754,8.4
135,Fisnik Asllani,xk KVX,MFFW,Hoffenheim,de Bundesliga,18,2002,2,0,9,0.1
136,Kristjan Asllani,al ALB,MF,Empoli,it Serie A,19,2002,23,14,1353,15
2842,Iñaki Williams,gh GHA,FW,Athletic Club,es La Liga,27,1994,38,32,2777,30.9
138,Lorenz Assignon,tg TOG,DF,Rennes,fr Ligue 1,21,2000,20,5,616,6.8
139,Simon Asta,de GER,DF,Greuther Fürth,de Bundesliga,20,2001,13,9,783,8.7
140,Youcef Atal,dz ALG,DF,Nice,fr Ligue 1,25,1996,17,13,1140,12.7
2360,Mohamed Salah,eg EGY,FW,Liverpool,eng Premier League,29,1992,35,30,2762,30.7
2882,Wilfried Zaha,ci CIV,FW,Crystal Palace,eng Premier League,28,1992,33,31,2760,30.7
143,Emil Audero,it ITA,GK,Sampdoria,it Serie A,24,1997,29,29,2560,28.4
144,Tommaso Augello,it ITA,DF,Sampdoria,it Serie A,26,1994,36,25,2395,26.6
145,Jean-Kévin Augustin,fr FRA,FWMF,Nantes,fr Ligue 1,24,1997,7,0,84,0.9
146,Ludwig Augustinsson,se SWE,DFFW,Sevilla,es La Liga,27,1994,19,9,793,8.8
147,Serge Aurier,ci CIV,DF,Villarreal,es La Liga,28,1992,19,10,1010,11.2
148,Ezequiel Ávila,ar ARG,FWMF,Osasuna,es La Liga,27,1994,36,22,1870,20.8
37,Ludovic Ajorque,re REU,FW,Strasbourg,fr Ligue 1,27,1994,36,31,2738,30.4
150,Ramzi Aya,it ITA,DF,Salernitana,it Serie A,30,1990,2,2,135,1.5
1452,Gaëtan Laborde,fr FRA,FW,Rennes,fr Ligue 1,27,1994,34,32,2729,30.3
152,Kaan Ayhan,tr TUR,DF,Sassuolo,it Serie A,26,1994,23,14,1354,15
153,Luke Ayling,eng ENG,DF,Leeds United,eng Premier League,29,1991,26,26,2272,25.2
154,Karim Azamoum,fr FRA,DF,Troyes,fr Ligue 1,31,1990,7,4,388,4.3
155,Sardar Azmoun,ir IRN,FWMF,Leverkusen,de Bundesliga,26,1995,9,4,359,4
156,César Azpilicueta,es ESP,DF,Chelsea,eng Premier League,31,1989,27,24,2070,23
157,Iddrisu Baba,gh GHA,MF,Mallorca,es La Liga,25,1996,26,23,1934,21.5
1234,Ciro Immobile,it ITA,FW,Lazio,it Serie A,31,1990,31,31,2711,30.1
159,Daniel Bachmann,at AUT,GK,Watford,eng Premier League,27,1994,12,12,1080,12
160,Loïc Bade,fr FRA,DF,Rennes,fr Ligue 1,21,2000,14,11,985,10.9
161,Milan Badelj,hr CRO,MF,Genoa,it Serie A,32,1989,34,34,2844,31.6
162,Édgar Badía,es ESP,GK,Elche,es La Liga,29,1992,24,24,2160,24
163,Benoît Badiashile,fr FRA,DF,Monaco,fr Ligue 1,20,2001,24,21,1838,20.4
164,Youssouph Badji,sn SEN,FWMF,Brest,fr Ligue 1,19,2001,9,1,135,1.5
165,Miguel Baeza,es ESP,DF,Celta Vigo,es La Liga,21,2000,1,0,2,0
166,Nicola Bagnolini,it ITA,GK,Bologna,it Serie A,17,2004,1,0,3,0
1818,Terem Moffi,ng NGA,FW,Lorient,fr Ligue 1,22,1999,37,34,2711,30.1
122,Marko Arnautović,at AUT,FW,Bologna,it Serie A,32,1989,33,32,2694,29.9
169,Leon Bailey,jm JAM,FWMF,Aston Villa,eng Premier League,23,1997,18,7,761,8.5
170,Eric Bailly,ci CIV,DF,Manchester Utd,eng Premier League,27,1994,4,3,217,2.4
171,Dénys Bain,fr FRA,DF,Brest,fr Ligue 1,28,1993,2,2,180,2
172,Stefan Bajic,fr FRA,GK,Saint-Étienne,fr Ligue 1,19,2001,7,4,510,5.7
173,Nedim Bajrami,al ALB,MFFW,Empoli,it Serie A,22,1999,35,23,2054,22.8
1311,Vinicius Júnior,br BRA,FW,Real Madrid,es La Liga,21,2000,35,30,2690,29.9
175,Abdoulaye Bakayoko,fr FRA,DF,Saint-Étienne,fr Ligue 1,18,2002,4,4,307,3.4
176,Tiemoué Bakayoko,fr FRA,MF,Milan,it Serie A,26,1994,14,5,501,5.6
177,Mitchel Bakker,nl NED,DF,Leverkusen,de Bundesliga,21,2000,25,19,1822,20.2
178,Ridle Baku,de GER,DFFW,Wolfsburg,de Bundesliga,23,1998,34,28,2446,27.2
179,Dilane Bakwa,fr FRA,FWMF,Bordeaux,fr Ligue 1,18,2002,5,0,43,0.5
2492,Giovanni Simeone,ar ARG,FW,Hellas Verona,it Serie A,26,1995,35,32,2653,29.5
181,Alejandro Balde,es ESP,DFFW,Barcelona,es La Liga,17,2003,5,2,188,2.1
182,Ibrahima Baldé,fr FRA,FWMF,Lens,fr Ligue 1,18,2003,4,0,58,0.6
1281,Raúl Jiménez,mx MEX,FW,Wolves,eng Premier League,30,1991,34,30,2631,29.2
1815,Anthony Modeste,fr FRA,FW,Köln,de Bundesliga,33,1988,32,31,2606,29
185,Mikel Balenziaga,es ESP,DF,Athletic Club,es La Liga,33,1988,26,23,2027,22.5
186,Leonardo Balerdi,ar ARG,DF,Marseille,fr Ligue 1,22,1999,17,10,950,10.6
187,Iván Balliu,al ALB,DF,Rayo Vallecano,es La Liga,29,1992,35,35,3147,35
188,Fodé Ballo-Touré,sn SEN,DF,Milan,it Serie A,24,1997,10,5,446,5
1490,Rafael Leão,pt POR,FW,Milan,it Serie A,22,1999,34,31,2605,28.9
190,Abdoulaye Bamba,ci CIV,DFFW,Angers,fr Ligue 1,31,1990,10,4,458,5.1
191,Jonathan Bamba,fr FRA,MFFW,Lille,fr Ligue 1,25,1996,31,28,2428,27
284,Karim Benzema,fr FRA,FW,Real Madrid,es La Liga,33,1987,32,31,2593,28.8
193,Filippo Bandinelli,it ITA,MF,Empoli,it Serie A,26,1995,35,24,1955,21.7
194,Mattia Bani,it ITA,DF,Genoa,it Serie A,27,1993,17,13,1211,13.5
1188,Lucas Höler,de GER,FW,Freiburg,de Bundesliga,27,1994,34,30,2583,28.7
196,Shandon Baptiste,gd GRN,MF,Brentford,eng Premier League,23,1998,22,9,910,10.1
197,Antonín Barák,cz CZE,MFFW,Hellas Verona,it Serie A,26,1994,29,27,2340,26
198,Barbero,es ESP,FWMF,Osasuna,es La Liga,22,1998,6,0,21,0.2
199,Danilo Barbosa,br BRA,DF,Nice,fr Ligue 1,25,1996,1,1,90,1
200,Barcia,es ESP,DF,Granada,es La Liga,20,2000,1,1,75,0.8
201,Bradley Barcola,fr FRA,FWMF,Lyon,fr Ligue 1,18,2002,11,2,263,2.9
202,Melvin Bard,fr FRA,DF,Nice,fr Ligue 1,20,2000,33,30,2589,28.8
203,Enis Bardhi,mk MKD,MFFW,Levante,es La Liga,26,1995,30,17,1701,18.9
204,Francesco Bardi,it ITA,GK,Bologna,it Serie A,29,1992,2,2,177,2
205,Keidi Bare,al ALB,MF,Espanyol,es La Liga,23,1997,25,18,1481,16.5
206,Nicolò Barella,it ITA,MF,Inter,it Serie A,24,1997,36,36,2913,32.4
207,Kike Barja,es ESP,MFFW,Osasuna,es La Liga,24,1997,21,9,865,9.6
208,Ross Barkley,eng ENG,MFFW,Chelsea,eng Premier League,27,1993,6,1,179,2
209,Aymen Barkok,ma MAR,MFDF,Eint Frankfurt,de Bundesliga,23,1998,5,2,160,1.8
265,Wissam Ben Yedder,fr FRA,FW,Monaco,fr Ligue 1,30,1990,37,29,2529,28.1
211,Harvey Barnes,eng ENG,FWMF,Leicester City,eng Premier League,23,1997,32,24,2101,23.3
212,Antonio Barragán,es ESP,DF,Elche,es La Liga,34,1987,16,12,1020,11.3
213,Leandro Barreiro Martins,lu LUX,MF,Mainz 05,de Bundesliga,21,2000,31,20,1789,19.9
214,Ander Barrenetxea,es ESP,FWMF,Real Sociedad,es La Liga,19,2001,11,6,547,6.1
215,Jacob Barrett Laursen,dk DEN,DF,Arminia,de Bundesliga,26,1994,24,20,1632,18.1
216,Musa Barrow,gm GAM,FWMF,Bologna,it Serie A,22,1998,34,25,2134,23.7
217,Abdourahmane Barry,fr FRA,DF,Greuther Fürth,de Bundesliga,21,2000,8,1,210,2.3
218,Marc Bartra,es ESP,DF,Betis,es La Liga,30,1991,23,23,1993,22.1
219,Daniele Baselli,it ITA,MFFW,Torino,it Serie A,29,1992,6,0,150,1.7
220,Daniele Baselli,it ITA,MF,Cagliari,it Serie A,29,1992,9,2,290,3.2
221,Toma Bašić,hr CRO,MF,Lazio,it Serie A,24,1996,29,9,982,10.9
222,Toma Bašić,hr CRO,MF,Bordeaux,fr Ligue 1,24,1996,3,3,209,2.3
223,Amine Bassi,fr FRA,MFFW,Metz,fr Ligue 1,23,1997,5,2,184,2
224,Álvaro Bastida,es ESP,MF,Cádiz,es La Liga,17,2004,6,2,197,2.2
225,Alessandro Bastoni,it ITA,DF,Inter,it Serie A,22,1999,31,29,2311,25.7
226,Simone Bastoni,it ITA,MFDF,Spezia,it Serie A,24,1996,31,26,2288,25.4
227,Lewis Bate,eng ENG,MF,Leeds United,eng Premier League,18,2002,3,1,146,1.6
228,Rodrigo Battaglia,ar ARG,MF,Mallorca,es La Liga,30,1991,26,12,1179,13.1
229,Maximilian Bauer,de GER,DF,Greuther Fürth,de Bundesliga,21,2000,26,18,1690,18.8
230,Oliver Baumann,de GER,GK,Hoffenheim,de Bundesliga,31,1990,33,33,2970,33
231,Timo Baumgartl,de GER,DF,Union Berlin,de Bundesliga,25,1996,25,25,2166,24.1
232,Julian Baumgartlinger,at AUT,MFFW,Leverkusen,de Bundesliga,33,1988,6,1,88,1
233,Christoph Baumgartner,at AUT,MFFW,Hoffenheim,de Bundesliga,21,1999,29,23,1888,21
234,Jon Bautista,es ESP,MF,Real Sociedad,es La Liga,26,1995,1,0,45,0.5
235,Paul Baysse,fr FRA,MFDF,Bordeaux,fr Ligue 1,33,1988,2,0,11,0.1
236,Noah Joel Sarenren Bazee,ng NGA,MFFW,Augsburg,de Bundesliga,24,1996,14,1,241,2.7
2256,Richarlison,br BRA,FW,Everton,eng Premier League,24,1997,30,28,2523,28
238,Ihlas Bebou,tg TOG,FWDF,Hoffenheim,de Bundesliga,27,1994,28,25,2091,23.2
239,Rodrigo Becão,br BRA,DF,Udinese,it Serie A,25,1996,35,35,3130,34.8
240,Mads Bech Sørensen,dk DEN,DF,Brentford,eng Premier League,22,1999,11,9,835,9.3
241,Sheraldo Becker,sr SUR,FWMF,Union Berlin,de Bundesliga,26,1995,28,22,1758,19.5
242,Jan Bednarek,pl POL,DF,Southampton,eng Premier League,25,1996,31,30,2629,29.2
243,Donny van de Beek,nl NED,MF,Manchester Utd,eng Premier League,24,1997,8,0,75,0.8
244,Donny van de Beek,nl NED,MF,Everton,eng Premier League,24,1997,7,5,483,5.4
245,Asmir Begović,ba BIH,GK,Everton,eng Premier League,34,1987,3,3,270,3
246,Valon Behrami,ch SUI,MFFW,Genoa,it Serie A,36,1985,10,2,311,3.5
2724,Hwang Ui-jo,kr KOR,FW,Bordeaux,fr Ligue 1,28,1992,32,29,2508,27.9
248,Youcef Belaïli,dz ALG,MFFW,Brest,fr Ligue 1,29,1992,13,11,825,9.2
249,Vid Belec,si SVN,GK,Salernitana,it Serie A,31,1990,23,21,1938,21.5
791,Edin Džeko,ba BIH,FW,Inter,it Serie A,35,1986,36,27,2469,27.4
251,Haris Belkebla,dz ALG,MF,Brest,fr Ligue 1,27,1994,31,26,2310,25.7
252,Stefan Bell,de GER,DF,Mainz 05,de Bundesliga,29,1991,33,33,2864,31.8
253,Armel Bella Kotchap,de GER,DF,Bochum,de Bundesliga,19,2001,22,20,1768,19.6
254,Raoul Bellanova,it ITA,DFFW,Cagliari,it Serie A,21,2000,31,27,2496,27.7
255,Karim Bellarabi,de GER,FWMF,Leverkusen,de Bundesliga,31,1990,16,9,683,7.6
256,Jean-Ricner Bellegarde,fr FRA,MF,Strasbourg,fr Ligue 1,23,1998,36,26,2332,25.9
257,Héctor Bellerín,es ESP,DF,Betis,es La Liga,26,1995,23,22,1979,22
258,Jude Bellingham,eng ENG,MF,Dortmund,de Bundesliga,18,2003,32,32,2790,31
259,George Bello,us USA,DF,Arminia,de Bundesliga,19,2002,10,3,434,4.8
260,Jeanöel Belocian,fr FRA,DF,Rennes,fr Ligue 1,16,2005,1,0,12,0.1
2307,Cristiano Ronaldo,pt POR,FW,Manchester Utd,eng Premier League,36,1985,30,27,2456,27.3
262,Fran Beltrán,es ESP,MF,Celta Vigo,es La Liga,22,1999,37,31,2597,28.9
263,Hatem Ben Arfa,fr FRA,FWMF,Lille,fr Ligue 1,34,1987,7,4,314,3.5
264,Salim Ben Seghir,fr FRA,MF,Marseille,fr Ligue 1,18,2003,1,0,1,0
665,Andy Delort,dz ALG,FW,Nice,fr Ligue 1,29,1991,32,26,2448,27.2
266,Marco Benassi,it ITA,DFMF,Fiorentina,it Serie A,26,1994,6,1,158,1.8
267,Marco Benassi,it ITA,MF,Empoli,it Serie A,26,1994,12,3,382,4.2
268,Darío Benedetto,ar ARG,FWMF,Elche,es La Liga,31,1990,14,6,590,6.6
269,Darío Benedetto,ar ARG,FWMF,Marseille,fr Ligue 1,31,1990,2,0,54,0.6
270,László Bénes,sk SVK,MF,M'Gladbach,de Bundesliga,23,1997,13,2,246,2.7
271,Walter Benítez,ar ARG,GK,Nice,fr Ligue 1,28,1993,37,37,3330,37
272,Iker Benito,es ESP,FWMF,Osasuna,es La Liga,18,2002,4,1,118,1.3
273,Loris Benito,ch SUI,DF,Bordeaux,fr Ligue 1,29,1992,1,1,61,0.7
1465,Mohamed Lamine Bayo,gn GUI,FW,Clermont Foot,fr Ligue 1,23,1998,32,27,2413,26.8
275,Filip Benković,hr CRO,DFFW,Udinese,it Serie A,24,1997,2,0,8,0.1
276,Ismaël Bennacer,dz ALG,MF,Milan,it Serie A,23,1997,31,15,1525,16.9
277,Keanan Bennetts,eng ENG,FWDF,M'Gladbach,de Bundesliga,22,1999,4,0,50,0.6
278,Saïd Benrahma,dz ALG,FWMF,West Ham,eng Premier League,25,1995,32,26,2168,24.1
279,Ramy Bensebaini,dz ALG,DF,M'Gladbach,de Bundesliga,26,1995,23,22,2020,22.4
280,Nabil Bentaleb,dz ALG,MF,Angers,fr Ligue 1,26,1994,18,18,1515,16.8
281,Rodrigo Bentancur,uy URU,MF,Tottenham,eng Premier League,24,1997,17,16,1361,15.1
282,Rodrigo Bentancur,uy URU,MF,Juventus,it Serie A,24,1997,19,13,1155,12.8
955,Kévin Gameiro,fr FRA,FW,Strasbourg,fr Ligue 1,34,1987,35,28,2385,26.5
345,Rafael Borré,co COL,FW,Eint Frankfurt,de Bundesliga,25,1995,31,28,2378,26.4
