Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s
85,Djavan Anderson,nl NED,FWDF,Lazio,it Serie A,24,1995,6,2,167,1.9
86,Felipe Anderson,br BRA,MFFW,West Ham,eng Premier League,26,1993,25,20,1497,16.6
87,Sebastian Andersson,se SWE,FW,Union Berlin,de Bundesliga,28,1991,33,31,2682,29.8
88,Florin Andone,ro ROU,FW,Brighton,eng Premier League,26,1993,3,1,73,0.8
89,Benjamin André,fr FRA,MF,Lille,fr Ligue 1,28,1990,26,23,2054,22.8
90,Lorenzo Andrenacci,it ITA,GK,Brescia,it Serie A,24,1995,6,5,531,5.9
91,Robert Andrich,de GER,MF,Union Berlin,de Bundesliga,24,1994,30,30,2572,28.6
92,Victorien Angban,ci CIV,MF,Metz,fr Ligue 1,22,1996,20,11,1029,11.4
93,Miguel Ángel Guerrero,es ESP,FW,Leganés,es La Liga,29,1990,13,9,790,8.8
94,José Ángel,es ESP,DF,Eibar,es La Liga,29,1989,28,27,2360,26.2
95,Miguel Ángel Moyá,es ESP,GK,Real Sociedad,es La Liga,35,1984,13,13,1170,13
96,Angeliño,es ESP,DF,Manchester City,eng Premier League,22,1997,6,4,423,4.7
97,Angeliño,es ESP,DFFW,RB Leipzig,de Bundesliga,22,1997,13,12,1095,12.2
98,Faustino Anjorin,eng ENG,FW,Chelsea,eng Premier League,17,2001,1,0,20,0.2
99,Peter Ankersen,dk DEN,DF,Genoa,it Serie A,28,1990,19,11,1063,11.8
100,Cristian Ansaldi,ar ARG,DFMF,Torino,it Serie A,32,1986,27,21,1768,19.6
101,Janis Antiste,fr FRA,MF,Toulouse,fr Ligue 1,16,2002,1,0,12,0.1
102,Michail Antonio,jm JAM,FW,West Ham,eng Premier League,29,1990,24,19,1768,19.6
103,Antoñito,es ESP,DFMF,Valladolid,es La Liga,31,1987,15,11,1029,11.4
104,Mirko Antonucci,it ITA,FWMF,Roma,it Serie A,20,1999,2,0,82,0.9
105,Vitorino Antunes,pt POR,MF,Getafe,es La Liga,32,1987,1,0,6,0.1
106,Christopher Antwi-Adjei,gh GHA,MFFW,Paderborn 07,de Bundesliga,25,1994,34,28,2470,27.4
107,Anuar,ma MAR,MFFW,Valladolid,es La Liga,24,1995,11,1,189,2.1
108,Houssem Aouar,fr FRA,MFFW,Lyon,fr Ligue 1,21,1998,25,23,1956,21.7
109,Adil Aouchiche,fr FRA,MF,Paris S-G,fr Ligue 1,17,2002,1,1,64,0.7
110,Dennis Appiah,fr FRA,DF,Nantes,fr Ligue 1,27,1992,19,18,1605,17.8
111,Mauro Arambarri,uy URU,MF,Getafe,es La Liga,23,1995,35,34,3069,34.1
112,Guilherme Arana,br BRA,DF,Atalanta,it Serie A,22,1997,4,0,80,0.9
113,Charles Aránguiz,cl CHI,MF,Leverkusen,de Bundesliga,30,1989,27,23,2118,23.5
114,Luiz Araújo,br BRA,FWMF,Lille,fr Ligue 1,23,1996,21,7,828,9.2
115,Néstor Araujo,mx MEX,DF,Celta Vigo,es La Liga,27,1991,34,32,2888,32.1
116,Ronald Araújo,uy URU,DF,Barcelona,es La Liga,20,1999,6,2,238,2.6
117,Anaitz Arbilla,es ESP,DF,Eibar,es La Liga,32,1987,24,22,2007,22.3
118,Alphonse Areola,fr FRA,GK,Real Madrid,es La Liga,26,1993,4,4,360,4
119,Alphonse Areola,fr FRA,GK,Paris S-G,fr Ligue 1,26,1993,3,3,270,3
120,Santiago Arias,co COL,DF,Atlético Madrid,es La Liga,27,1992,14,11,1076,12
121,Nicolò Armini,it ITA,DF,Lazio,it Serie A,18,2001,1,0,3,0
122,Stuart Armstrong,sct SCO,MF,Southampton,eng Premier League,27,1992,30,19,1715,19.1
123,José Arnaiz,es ESP,FWMF,Osasuna,es La Liga,24,1995,14,8,791,8.8
124,José Arnaiz,es ESP,MF,Leganés,es La Liga,24,1995,12,2,337,3.7
125,Maximilian Arnold,de GER,MF,Wolfsburg,de Bundesliga,25,1994,33,32,2821,31.3
126,Kepa Arrizabalaga,es ESP,GK,Chelsea,eng Premier League,24,1994,33,33,2970,33
127,Kwadwo Asamoah,gh GHA,DFFW,Inter,it Serie A,30,1988,8,7,639,7.1
128,Santiago Ascacíbar,ar ARG,MF,Hertha BSC,de Bundesliga,22,1997,8,7,634,7
129,Sergio Asenjo,es ESP,GK,Villarreal,es La Liga,30,1989,34,34,3060,34
130,Marco Asensio,es ESP,FW,Real Madrid,es La Liga,23,1996,9,3,336,3.7
131,Kristoffer Askildsen,no NOR,MF,Sampdoria,it Serie A,18,2001,4,0,76,0.8
132,Iago Aspas,es ESP,FW,Celta Vigo,es La Liga,31,1987,37,37,3262,36.2
133,Roger Assalé,ci CIV,FWMF,Leganés,es La Liga,25,1993,14,2,531,5.9
134,Youcef Atal,dz ALG,FWDF,Nice,fr Ligue 1,23,1996,13,12,1003,11.1
135,Miguel Atienza,es ESP,MF,Eibar,es La Liga,20,1999,3,0,30,0.3
136,Christian Atsu,gh GHA,MFFW,Newcastle Utd,eng Premier League,27,1992,19,6,749,8.3
137,Pierre-Emerick Aubameyang,ga GAB,FW,Arsenal,eng Premier League,30,1989,36,35,3136,34.8
138,Emil Audero,it ITA,GK,Sampdoria,it Serie A,22,1997,36,36,3240,36
139,Tommaso Augello,it ITA,DF,Sampdoria,it Serie A,24,1994,17,12,1135,12.6
140,Jean-Kévin Augustin,fr FRA,FW,Monaco,fr Ligue 1,22,1997,10,2,266,3
141,Ludwig Augustinsson,se SWE,DFMF,Werder Bremen,de Bundesliga,25,1994,12,10,924,10.3
142,Serge Aurier,ci CIV,DF,Tottenham,eng Premier League,26,1992,33,31,2700,30
143,Mathias Autret,fr FRA,MFFW,Brest,fr Ligue 1,28,1991,23,14,1222,13.6
144,Ezequiel Ávila,ar ARG,FW,Osasuna,es La Liga,25,1994,20,18,1591,17.7
145,Javier Avilés,es ESP,MFFW,Leganés,es La Liga,21,1997,9,1,184,2
146,Chidozie Awaziem,ng NGA,DF,Leganés,es La Liga,22,1997,26,21,1997,22.2
147,Taiwo Awoniyi,ng NGA,FWMF,Mainz 05,de Bundesliga,21,1997,12,5,483,5.4
148,Florian Ayé,fr FRA,FWMF,Brescia,it Serie A,22,1997,22,15,1380,15.3
149,Jordan Ayew,gh GHA,FW,Crystal Palace,eng Premier League,27,1991,37,37,3148,35
150,Kaan Ayhan,tr TUR,DF,Düsseldorf,de Bundesliga,24,1994,31,31,2731,30.3
151,Ramon Azeez,ng NGA,MF,Granada,es La Liga,26,1992,25,14,1361,15.1
152,César Azpilicueta,es ESP,DF,Chelsea,eng Premier League,29,1989,36,36,3229,35.9
153,Ludovic Baal,gf GUF,DF,Brest,fr Ligue 1,33,1986,11,9,827,9.2
154,Iddrisu Baba,gh GHA,MF,Mallorca,es La Liga,23,1996,36,35,2903,32.3
155,Khouma Babacar,sn SEN,FW,Lecce,it Serie A,26,1993,25,17,1422,15.8
156,Carlos Bacca,co COL,FW,Villarreal,es La Liga,32,1986,19,7,688,7.6
157,Milan Badelj,hr CRO,MF,Fiorentina,it Serie A,30,1989,22,20,1585,17.6
158,Matthias Bader,de GER,DF,Köln,de Bundesliga,22,1997,1,0,12,0.1
159,Benoît Badiashile,fr FRA,DF,Monaco,fr Ligue 1,18,2001,16,16,1411,15.7
160,Bastian Badu,fr FRA,FW,Montpellier,fr Ligue 1,19,2000,1,0,9,0.1
161,Alex Baena,es ESP,MF,Villarreal,es La Liga,18,2001,1,0,15,0.2
162,Stéphane Bahoken,cm CMR,FW,Angers,fr Ligue 1,27,1992,20,10,907,10.1
163,Daniel Baier,de GER,MF,Augsburg,de Bundesliga,35,1984,23,22,1941,21.6
164,Leon Bailey,jm JAM,FWMF,Leverkusen,de Bundesliga,21,1997,22,12,1090,12.1
165,Eric Bailly,ci CIV,DF,Manchester Utd,eng Premier League,25,1994,4,1,150,1.7
166,Dénys Bain,fr FRA,DF,Brest,fr Ligue 1,26,1993,15,13,1268,14.1
167,Leighton Baines,eng ENG,DF,Everton,eng Premier League,34,1984,8,4,404,4.5
168,Stefan Bajic,fr FRA,GK,Saint-Étienne,fr Ligue 1,17,2001,1,1,90,1
169,Tiemoué Bakayoko,fr FRA,MF,Monaco,fr Ligue 1,24,1994,20,20,1719,19.1
170,Lewis Baker,eng ENG,MF,Düsseldorf,de Bundesliga,24,1995,8,7,545,6.1
171,Mitchel Bakker,nl NED,DF,Paris S-G,fr Ligue 1,19,2000,1,1,90,1
172,Ridle Baku,de GER,DFMF,Mainz 05,de Bundesliga,21,1998,30,26,2351,26.1
173,Fabián Balbuena,py PAR,DF,West Ham,eng Premier League,27,1991,17,13,1177,13.1
174,Keita Baldé,sn SEN,FWMF,Monaco,fr Ligue 1,24,1995,21,9,858,9.5
175,George Baldock,gr GRE,DF,Sheffield Utd,eng Premier League,26,1993,38,38,3420,38
176,Gareth Bale,wls WAL,FWMF,Real Madrid,es La Liga,30,1989,16,12,1089,12.1
177,Mikel Balenziaga,es ESP,DF,Athletic Club,es La Liga,31,1988,9,6,563,6.3
178,Leonardo Balerdi,ar ARG,DFMF,Dortmund,de Bundesliga,20,1999,7,1,133,1.5
179,Marco Ballarini,it ITA,MF,Udinese,it Serie A,18,2001,1,0,1,0
180,Fodé Ballo-Touré,sn SEN,DF,Monaco,fr Ligue 1,22,1997,21,18,1679,18.7
181,Florent Balmont,fr FRA,MF,Dijon,fr Ligue 1,39,1980,11,4,401,4.5
182,Mario Balotelli,it ITA,FW,Brescia,it Serie A,28,1990,19,16,1404,15.6
183,Abdoulaye Bamba,ci CIV,DF,Angers,fr Ligue 1,29,1990,7,6,554,6.2
184,Jonathan Bamba,fr FRA,FWMF,Lille,fr Ligue 1,23,1996,26,22,1937,21.5
185,Éver Banega,ar ARG,MF,Sevilla,es La Liga,31,1988,33,28,2475,27.5
186,Mattia Bani,it ITA,DF,Bologna,it Serie A,25,1993,27,26,2207,24.5
187,Antonín Barák,cz CZE,MFFW,Udinese,it Serie A,24,1994,8,1,194,2.2
188,Antonín Barák,cz CZE,MF,Lecce,it Serie A,24,1994,16,15,1369,15.2
189,Federico Barba,it ITA,DF,Valladolid,es La Liga,25,1993,5,5,450,5
190,Danilo Barbosa,br BRA,DFMF,Nice,fr Ligue 1,23,1996,16,12,1122,12.5
191,Melvin Bard,fr FRA,DF,Lyon,fr Ligue 1,18,2000,1,0,45,0.5
192,Enis Bardhi,mk MKD,MF,Levante,es La Liga,24,1995,30,23,2114,23.5
193,Phil Bardsley,sct SCO,DF,Burnley,eng Premier League,34,1985,21,21,1890,21
194,Nicolò Barella,it ITA,MF,Inter,it Serie A,22,1997,27,23,2013,22.4
195,Philipp Bargfrede,de GER,MF,Werder Bremen,de Bundesliga,30,1989,15,6,586,6.5
196,Antonino Barillà,it ITA,MF,Parma,it Serie A,31,1988,26,20,1688,18.8
197,Kike Barja,es ESP,MFFW,Osasuna,es La Liga,22,1997,8,4,313,3.5
198,Ross Barkley,eng ENG,MF,Chelsea,eng Premier League,25,1993,21,13,1103,12.3
199,Aymen Barkok,ma MAR,FWMF,Düsseldorf,de Bundesliga,21,1998,3,1,79,0.9
200,Ashley Barnes,eng ENG,FW,Burnley,eng Premier League,29,1989,19,17,1352,15
201,Harvey Barnes,eng ENG,MFFW,Leicester City,eng Premier League,21,1997,36,24,2083,23.1
202,Antonio Barragán,es ESP,DF,Betis,es La Liga,32,1987,12,7,641,7.1
203,Antonio Barreca,it ITA,DFFW,Genoa,it Serie A,24,1995,18,11,1095,12.2
204,Leandro Barreiro Martins,lu LUX,MF,Mainz 05,de Bundesliga,19,2000,18,11,938,10.4
205,Ander Barrenetxea,es ESP,FWMF,Real Sociedad,es La Liga,17,2001,17,3,442,4.9
206,Édgar Barreto,py PAR,MF,Sampdoria,it Serie A,35,1984,2,1,90,1
207,Musa Barrow,gm GAM,FWMF,Bologna,it Serie A,20,1998,18,14,1354,15
208,Musa Barrow,gm GAM,FWMF,Atalanta,it Serie A,20,1998,7,1,190,2.1
209,Fin Bartels,de GER,MFFW,Werder Bremen,de Bundesliga,32,1987,14,1,340,3.8
210,Marc Bartra,es ESP,DFMF,Betis,es La Liga,28,1991,30,29,2524,28
211,Daniele Baselli,it ITA,MF,Torino,it Serie A,27,1992,16,16,1278,14.2
212,Chris Basham,eng ENG,DF,Sheffield Utd,eng Premier League,31,1988,38,38,3242,36
213,Toma Bašić,hr CRO,MF,Bordeaux,fr Ligue 1,22,1996,15,11,991,11
214,Thomas Basila,fr FRA,DF,Nantes,fr Ligue 1,20,1999,7,3,415,4.6
215,Gil Bastião Dias,pt POR,MFDF,Granada,es La Liga,22,1996,12,3,356,4
216,Gil Bastião Dias,pt POR,DFMF,Monaco,fr Ligue 1,22,1996,14,12,1057,11.7
217,Borja Bastón,es ESP,MFFW,Aston Villa,eng Premier League,26,1992,2,0,18,0.2
218,Alessandro Bastoni,it ITA,DF,Inter,it Serie A,20,1999,25,21,1921,21.3
219,Bastos,ao ANG,DF,Lazio,it Serie A,28,1991,16,6,765,8.5
220,Oliver Batista-Meier,de GER,MF,Bayern Munich,de Bundesliga,18,2001,1,0,13,0.1
221,Michy Batshuayi,be BEL,FW,Chelsea,eng Premier League,25,1993,16,1,239,2.7
222,Cristian Battocchio,it ITA,MF,Brest,fr Ligue 1,27,1992,24,16,1392,15.5
223,Oliver Baumann,de GER,GK,Hoffenheim,de Bundesliga,29,1990,30,30,2700,30
224,Julian Baumgartlinger,at AUT,MF,Leverkusen,de Bundesliga,31,1988,27,20,1791,19.9
225,Christoph Baumgartner,at AUT,MFFW,Hoffenheim,de Bundesliga,19,1999,26,17,1493,16.6
226,Noah Joel Sarenren Bazee,ng NGA,FW,Augsburg,de Bundesliga,22,1996,10,4,381,4.2
227,Ihlas Bebou,tg TOG,FWMF,Hoffenheim,de Bundesliga,25,1994,32,20,2102,23.4
228,Rodrigo Becão,br BRA,DF,Udinese,it Serie A,23,1996,29,24,2213,24.6
229,Sheraldo Becker,sr SUR,MFFW,Union Berlin,de Bundesliga,24,1995,13,5,540,6
230,Timo Becker,de GER,DFMF,Schalke 04,de Bundesliga,22,1997,10,4,336,3.7
231,Jan Bednarek,pl POL,DF,Southampton,eng Premier League,23,1996,34,34,3057,34
232,Asmir Begović,ba BIH,GK,Milan,it Serie A,32,1987,2,1,129,1.4
233,Valon Behrami,ch SUI,MF,Genoa,it Serie A,34,1985,17,13,1107,12.3
234,Maximilian Beier,de GER,FW,Hoffenheim,de Bundesliga,16,2002,6,0,109,1.2
235,Gaëtan Belaud,fr FRA,DF,Brest,fr Ligue 1,32,1986,7,6,580,6.4
236,Ishak Belfodil,dz ALG,FWMF,Hoffenheim,de Bundesliga,27,1992,5,3,269,3
237,Haris Belkebla,dz ALG,MF,Brest,fr Ligue 1,25,1994,23,20,1816,20.2
238,Raoul Bellanova,it ITA,DF,Atalanta,it Serie A,19,2000,1,0,18,0.2
239,Raoul Bellanova,it ITA,DF,Bordeaux,fr Ligue 1,19,2000,1,1,62,0.7
240,Karim Bellarabi,de GER,FWDF,Leverkusen,de Bundesliga,29,1990,26,17,1424,15.8
241,Jean-Ricner Bellegarde,fr FRA,MF,Strasbourg,fr Ligue 1,21,1998,24,16,1497,16.6
242,Héctor Bellerín,es ESP,DFMF,Arsenal,eng Premier League,24,1995,15,13,1158,12.9
243,Andrea Belotti,it ITA,FW,Torino,it Serie A,25,1993,36,34,3008,33.4
244,Fran Beltrán,es ESP,MF,Celta Vigo,es La Liga,20,1999,28,22,1830,20.3
245,Sami Ben Amar,ma MAR,FW,Nîmes,fr Ligue 1,21,1998,2,0,14,0.2
246,Hatem Ben Arfa,fr FRA,MFFW,Valladolid,es La Liga,32,1987,5,2,159,1.8
247,Wissam Ben Yedder,fr FRA,FW,Monaco,fr Ligue 1,28,1990,26,25,2164,24
248,Marco Benassi,it ITA,MF,Fiorentina,it Serie A,24,1994,18,10,980,10.9
249,Cristian Benavente,pe PER,MFFW,Nantes,fr Ligue 1,25,1994,12,4,349,3.9
250,Lars Bender,de GER,DFMF,Leverkusen,de Bundesliga,30,1989,18,16,1373,15.3
251,Sven Bender,de GER,DF,Leverkusen,de Bundesliga,30,1989,33,33,2726,30.3
252,Darío Benedetto,ar ARG,FW,Marseille,fr Ligue 1,29,1990,26,25,2101,23.3
253,László Bénes,sk SVK,MF,M'Gladbach,de Bundesliga,21,1997,22,10,898,10
254,Walter Benítez,ar ARG,GK,Nice,fr Ligue 1,26,1993,26,26,2340,26
255,Loris Benito,ch SUI,DF,Bordeaux,fr Ligue 1,27,1992,23,21,1896,21.1
256,Bilal Benkhedim,fr FRA,MFFW,Saint-Étienne,fr Ligue 1,18,2001,3,1,132,1.5
257,Ismaël Bennacer,dz ALG,MF,Milan,it Serie A,21,1997,31,28,2485,27.6
258,Ryan Bennett,eng ENG,DF,Wolves,eng Premier League,29,1990,11,7,606,6.7
259,Ryan Bennett,eng ENG,DF,Leicester City,eng Premier League,29,1990,5,3,331,3.7
260,Keanan Bennetts,eng ENG,MF,M'Gladbach,de Bundesliga,20,1999,1,0,1,0
261,Yassine Benrahou,fr FRA,FWMF,Bordeaux,fr Ligue 1,20,1999,6,1,168,1.9
262,Yassine Benrahou,fr FRA,MFFW,Nîmes,fr Ligue 1,20,1999,9,9,762,8.5
263,Ramy Bensebaini,dz ALG,DF,M'Gladbach,de Bundesliga,24,1995,19,16,1448,16.1
264,Nabil Bentaleb,dz ALG,MF,Newcastle Utd,eng Premier League,24,1994,12,8,751,8.3
265,Rodrigo Bentancur,uy URU,MF,Juventus,it Serie A,22,1997,30,25,2196,24.4
266,Christian Benteke,be BEL,FW,Crystal Palace,eng Premier League,28,1990,24,13,1261,14
267,Romario Benzar,ro ROU,DF,Lecce,it Serie A,27,1992,3,1,97,1.1
268,Karim Benzema,fr FRA,FW,Real Madrid,es La Liga,31,1987,37,36,3141,34.9
269,Yassine Benzia,dz ALG,MF,Dijon,fr Ligue 1,24,1994,3,2,173,1.9
270,Domenico Berardi,it ITA,FW,Sassuolo,it Serie A,24,1994,31,29,2493,27.7
271,Yuri Berchiche,es ESP,DF,Athletic Club,es La Liga,29,1990,33,32,2850,31.7
272,Álex Berenguer,es ESP,MFDF,Torino,it Serie A,24,1995,29,21,1823,20.3
273,Bartosz Bereszyński,pl POL,DF,Sampdoria,it Serie A,27,1992,28,27,2402,26.7
274,Jóhann Berg Guðmundsson,is ISL,MF,Burnley,eng Premier League,28,1990,12,6,621,6.9
275,Markel Bergara,es ESP,MF,Getafe,es La Liga,33,1986,2,0,72,0.8
276,Sander Berge,no NOR,MF,Sheffield Utd,eng Premier League,21,1998,14,12,943,10.5
277,Steven Bergwijn,nl NED,FWMF,Tottenham,eng Premier League,21,1997,14,8,704,7.8
278,Robert Berić,si SVN,FW,Saint-Étienne,fr Ligue 1,28,1991,11,4,413,4.6
279,Etrit Berisha,al ALB,GK,SPAL,it Serie A,30,1989,26,26,2340,26
280,Valon Berisha,xk KVX,MF,Lazio,it Serie A,26,1993,3,0,33,0.4
281,Valon Berisha,xk KVX,MF,Düsseldorf,de Bundesliga,26,1993,13,12,941,10.5
282,Sergio Bermejo,es ESP,MFFW,Celta Vigo,es La Liga,21,1997,1,0,5,0.1
283,Bernard,br BRA,MFFW,Everton,eng Premier League,26,1992,27,15,1280,14.2
284,Federico Bernardeschi,it ITA,MFFW,Juventus,it Serie A,25,1994,29,19,1571,17.5
285,Bernardo,br BRA,DFMF,Brighton,eng Premier League,24,1995,14,7,679,7.5
