Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Blocks,Blocks_Sh,Blocks_Pass,Int,Tkl+Int,Clr,Err
623,Dante,br BRA,DF,Nice,fr Ligue 1,35,1983,21,34,21,24,10,0,27,16,11,26,60,79,0
624,Andrea Danzi,it ITA,MF,Hellas Verona,it Serie A,20,1999,0,0,0,0,0,0,0,0,0,0,0,0,0
625,Sergi Darder,es ESP,MF,Espanyol,es La Liga,25,1993,29.5,47,23,11,26,10,30,1,29,24,71,23,1
626,Vladimír Darida,cz CZE,MF,Hertha BSC,de Bundesliga,28,1990,25.1,50,27,14,31,5,44,7,37,27,77,19,2
627,Matteo Darmian,it ITA,DF,Parma,it Serie A,29,1989,29.8,81,42,48,30,3,38,16,22,25,106,78,1
628,Alphonso Davies,ca CAN,DF,Bayern Munich,de Bundesliga,18,2000,24.8,70,43,35,24,11,35,6,29,31,101,51,0
629,Ben Davies,wls WAL,DF,Tottenham,eng Premier League,26,1993,15.9,28,15,13,11,4,28,12,16,22,50,47,0
630,Tom Davies,eng ENG,MF,Everton,eng Premier League,21,1998,22.5,38,17,12,22,4,12,4,8,35,73,28,0
631,Keinan Davis,eng ENG,FW,Aston Villa,eng Premier League,21,1998,6.1,1,1,0,1,0,4,0,4,0,1,3,0
632,Paweł Dawidowicz,pl POL,DF,Hellas Verona,it Serie A,24,1995,7.7,15,12,11,4,0,6,5,1,12,27,26,0
633,Craig Dawson,eng ENG,DF,Watford,eng Premier League,29,1990,26.2,29,18,16,13,0,41,32,9,34,63,116,0
634,Kevin De Bruyne,be BEL,MF,Manchester City,eng Premier League,28,1991,31,45,24,8,20,17,26,4,22,18,63,24,2
635,Sebastien De Maio,fr FRA,DF,Udinese,it Serie A,32,1987,16.7,18,11,11,7,0,28,20,8,32,50,86,2
636,Rodrigo De Paul,ar ARG,MF,Udinese,it Serie A,25,1994,31.4,61,31,31,26,4,38,3,35,29,90,8,1
637,Mattia De Sciglio,it ITA,DF,Juventus,it Serie A,26,1992,5.2,10,8,6,4,0,5,2,3,8,18,18,1
638,Lorenzo De Silvestri,it ITA,DF,Torino,it Serie A,31,1988,24.9,15,8,4,7,4,20,7,13,19,34,72,0
639,Lucas Deaux,fr FRA,MF,Nîmes,fr Ligue 1,30,1988,14.8,49,26,16,29,4,20,4,16,15,64,19,0
640,Mathieu Debuchy,fr FRA,DF,Saint-Étienne,fr Ligue 1,34,1985,19.7,44,26,22,15,7,21,11,10,43,87,59,0
641,Troy Deeney,eng ENG,FW,Watford,eng Premier League,31,1988,24.7,19,12,6,10,3,13,1,12,11,30,27,0
642,Grégoire Defrel,mq MTQ,FWMF,Sassuolo,it Serie A,28,1991,10.9,12,8,4,6,2,9,0,9,3,15,5,0
643,Alessandro Deiola,it ITA,MF,Cagliari,it Serie A,23,1995,0,0,0,0,0,0,0,0,0,1,1,0,0
644,Alessandro Deiola,it ITA,MF,Lecce,it Serie A,23,1995,8,16,9,9,7,0,12,4,8,8,24,14,1
645,Romain Del Castillo,fr FRA,FWMF,Rennes,fr Ligue 1,23,1996,13.8,20,14,5,11,4,12,2,10,7,27,7,0
646,Thomas Delaine,fr FRA,DF,Metz,fr Ligue 1,27,1992,13.9,25,16,18,6,1,17,1,16,15,40,28,0
647,Thomas Delaney,dk DEN,MF,Dortmund,de Bundesliga,27,1991,9.2,22,10,10,11,1,16,7,9,26,48,26,0
648,Paul Delecroix,gw GNB,GK,Metz,fr Ligue 1,30,1988,1.5,0,0,0,0,0,0,0,0,0,0,0,0
649,Cristian Dell'Orco,it ITA,DF,Lecce,it Serie A,25,1994,11.2,22,12,14,7,1,11,7,4,16,38,33,0
650,Andy Delort,dz ALG,FW,Montpellier,fr Ligue 1,27,1991,25.3,28,18,11,9,8,21,6,15,3,31,10,0
651,Fabian Delph,eng ENG,MF,Everton,eng Premier League,29,1989,13.2,26,12,10,13,3,12,3,9,15,41,19,1
652,Moussa Dembélé,fr FRA,FW,Lyon,fr Ligue 1,23,1996,24.3,12,7,2,5,5,14,3,11,5,17,31,0
653,Ousmane Dembélé,fr FRA,FW,Barcelona,es La Liga,22,1997,4,2,2,1,1,0,4,0,4,0,2,0,1
654,Merih Demiral,tr TUR,DF,Juventus,it Serie A,21,1998,4.6,8,7,5,3,0,4,3,1,4,12,16,1
655,Kerem Demirbay,de GER,MF,Leverkusen,de Bundesliga,26,1993,17.5,35,19,10,21,4,19,5,14,22,57,7,1
656,Diego Demme,de GER,MF,Napoli,it Serie A,27,1991,10,18,8,14,3,1,9,1,8,8,26,9,0
657,Diego Demme,de GER,MF,RB Leipzig,de Bundesliga,27,1991,13.5,41,18,17,19,5,14,2,12,15,56,14,0
658,Jason Denayer,be BEL,DF,Lyon,fr Ligue 1,24,1995,23.7,17,13,12,5,0,32,29,3,20,37,83,0
659,Leander Dendoncker,be BEL,MFDF,Wolves,eng Premier League,24,1995,31.1,68,31,41,19,8,39,12,27,38,106,64,2
660,Kevin Denkey,tg TOG,FW,Nîmes,fr Ligue 1,18,2000,6.7,10,5,1,8,1,7,0,7,2,12,1,1
661,Stefano Denswil,nl NED,DF,Bologna,it Serie A,26,1993,24.9,49,28,29,19,1,23,8,15,31,80,68,0
662,Fabio Depaoli,it ITA,MFDF,Sampdoria,it Serie A,22,1997,20.6,41,28,26,10,5,29,3,26,16,57,39,0
663,Kastriot Dermaku,al ALB,DF,Parma,it Serie A,27,1992,11.4,13,5,10,3,0,20,16,4,12,25,61,1
664,Daniele Dessena,it ITA,MF,Brescia,it Serie A,32,1987,20.8,21,11,5,14,2,11,1,10,11,32,21,0
665,Mattia Destro,it ITA,FW,Bologna,it Serie A,28,1991,2.1,3,2,1,2,0,1,0,1,0,3,0,0
666,Mattia Destro,it ITA,FWMF,Genoa,it Serie A,28,1991,1.7,0,0,0,0,0,0,0,0,0,0,1,0
667,Gerard Deulofeu,es ESP,FW,Watford,eng Premier League,25,1994,23.3,33,16,18,9,6,10,0,10,25,58,6,0
668,Deyverson,br BRA,FW,Getafe,es La Liga,28,1991,2.3,0,0,0,0,0,2,1,1,0,0,5,0
669,Samuel Di Carmine,it ITA,FWMF,Hellas Verona,it Serie A,30,1988,14.4,2,1,0,0,2,3,0,3,1,3,10,0
670,Federico Di Francesco,it ITA,FW,SPAL,it Serie A,25,1994,12,11,5,2,6,3,9,1,8,3,14,2,1
671,Giovanni Di Lorenzo,it ITA,DF,Napoli,it Serie A,25,1993,33,59,35,27,19,13,27,11,16,28,87,54,0
672,Ángel Di María,ar ARG,FWMF,Paris S-G,fr Ligue 1,31,1988,22.2,17,12,2,8,7,14,3,11,11,28,1,3
673,Boulaye Dia,sn SEN,FW,Reims,fr Ligue 1,22,1996,20.1,15,9,7,6,2,9,2,7,7,22,16,0
674,Fousseni Diabaté,ml MLI,FWMF,Amiens,fr Ligue 1,23,1995,13.2,16,10,6,6,4,11,0,11,8,24,3,1
675,Moussa Diaby,fr FRA,FWMF,Leverkusen,de Bundesliga,20,1999,19.7,10,8,3,7,0,6,0,6,9,19,4,0
676,Mouctar Diakhaby,gn GUI,DF,Valencia,es La Liga,22,1996,16,11,8,7,3,1,17,15,2,11,22,73,0
677,Bafodé Diakité,fr FRA,DF,Toulouse,fr Ligue 1,18,2001,15.2,23,19,15,8,0,18,9,9,20,43,75,0
678,Abdou Diallo,sn SEN,DF,Paris S-G,fr Ligue 1,23,1996,13.3,20,11,9,10,1,9,5,4,10,30,32,0
679,Amad Diallo,ci CIV,FW,Atalanta,it Serie A,17,2002,0.3,1,1,0,1,0,0,0,0,0,1,0,0
680,Habib Diallo,sn SEN,FW,Metz,fr Ligue 1,24,1995,24.4,2,1,0,2,0,6,5,1,4,6,43,0
681,Ibrahima Diallo,fr FRA,MF,Brest,fr Ligue 1,20,1999,17.3,38,24,15,22,1,9,2,7,23,61,16,3
682,Moussa Diarra,ml MLI,DF,Toulouse,fr Ligue 1,18,2000,1,3,3,2,1,0,0,0,0,3,6,2,0
683,Lucas Dias,fr FRA,GK,Nîmes,fr Ligue 1,20,1999,3.5,1,1,1,0,0,0,0,0,0,1,2,0
684,Amadou Diawara,gn GUI,MF,Roma,it Serie A,22,1997,16.9,40,25,14,20,6,10,1,9,33,73,16,2
685,Brahim Díaz,es ESP,FW,Real Madrid,es La Liga,19,1999,0.7,1,0,0,1,0,2,0,2,0,1,0,0
686,Víctor Díaz,es ESP,DF,Granada,es La Liga,31,1988,32,74,43,38,31,5,53,23,30,48,122,94,1
687,Bakaye Dibassy,ml MLI,DF,Amiens,fr Ligue 1,29,1989,20.8,26,14,17,8,1,29,18,11,37,63,78,2
688,Eric Dier,eng ENG,DFMF,Tottenham,eng Premier League,25,1994,14.9,21,12,10,10,1,14,9,5,21,42,65,0
689,Lucas Digne,fr FRA,DF,Everton,eng Premier League,26,1993,33.7,73,49,49,19,5,39,10,29,42,115,108,0
690,Mitchell Dijks,nl NED,DF,Bologna,it Serie A,26,1993,11.2,13,10,6,5,2,5,1,4,10,23,23,0
691,Javairô Dilrosun,nl NED,MFFW,Hertha BSC,de Bundesliga,21,1998,14.5,15,8,11,1,3,20,0,20,18,33,10,0
692,Federico Dimarco,it ITA,DF,Hellas Verona,it Serie A,21,1997,5.8,11,5,4,4,3,3,2,1,4,15,11,0
693,Federico Dimarco,it ITA,DF,Inter,it Serie A,21,1997,0.3,1,0,0,1,0,0,0,0,1,2,1,0
694,Tristan Dingomé,cm CMR,MF,Reims,fr Ligue 1,28,1991,9.9,10,4,3,6,1,6,0,6,6,16,1,0
695,Lois Diony,fr FRA,FW,Saint-Étienne,fr Ligue 1,26,1992,7.4,15,5,0,11,4,3,0,3,1,16,0,0
696,Issa Diop,fr FRA,DF,West Ham,eng Premier League,22,1997,30.7,27,15,18,9,0,37,21,16,47,74,166,2
697,Papakouli Diop,sn SEN,MF,Eibar,es La Liga,33,1986,25,39,26,13,22,4,24,7,17,34,73,38,0
698,Assane Dioussé,sn SEN,MF,Saint-Étienne,fr Ligue 1,21,1997,1.3,1,1,0,1,0,0,0,0,0,1,2,0
699,Axel Disasi,fr FRA,DF,Reims,fr Ligue 1,21,1998,27,32,21,18,13,1,29,24,5,26,58,97,0
700,Tiago Djaló,pt POR,DF,Lille,fr Ligue 1,19,2000,7.3,9,4,5,3,1,3,2,1,11,20,28,0
701,Djené,tg TOG,DF,Getafe,es La Liga,27,1991,34,42,32,27,15,0,20,7,13,34,76,105,1
702,Moussa Djenepo,ml MLI,MFDF,Southampton,eng Premier League,21,1998,10.3,27,21,13,9,5,15,1,14,9,36,9,0
703,Koffi Djidji,ci CIV,DF,Torino,it Serie A,26,1992,9.5,27,12,19,8,0,28,23,5,15,42,53,1
704,Alexander Djiku,gh GHA,DFMF,Strasbourg,fr Ligue 1,24,1994,22.9,46,32,27,19,0,14,8,6,55,101,82,4
705,Berat Djimsiti,al ALB,DF,Atalanta,it Serie A,26,1993,30.9,42,23,17,23,2,21,14,7,49,91,92,0
706,Naïs Djouahra,fr FRA,FW,Real Sociedad,es La Liga,19,1999,0.3,0,0,0,0,0,0,0,0,0,0,0,0
707,Marko Dmitrović,rs SRB,GK,Eibar,es La Liga,27,1992,35,3,2,3,0,0,1,0,1,3,6,24,0
708,Matt Doherty,ie IRL,MFDF,Wolves,eng Premier League,27,1992,31.5,55,29,34,17,4,34,4,30,40,95,52,1
709,Kasper Dolberg,dk DEN,FW,Nice,fr Ligue 1,21,1997,21,10,6,0,3,7,18,2,16,10,20,24,0
710,Keagan Dolly,za RSA,MF,Montpellier,fr Ligue 1,26,1993,1.6,6,3,1,3,2,1,0,1,1,7,0,0
711,Jaume Doménech,es ESP,GK,Valencia,es La Liga,28,1990,14.7,0,0,0,0,0,0,0,0,1,1,3,1
712,Nicolás Domínguez,ar ARG,MF,Bologna,it Serie A,21,1998,7.8,21,14,15,5,1,12,2,10,12,33,7,0
713,Giulio Donati,it ITA,DF,Lecce,it Serie A,29,1990,19.6,32,21,22,8,2,19,10,9,25,57,42,0
714,Ji Dong-won,kr KOR,FWMF,Mainz 05,de Bundesliga,28,1991,1.1,0,0,0,0,0,1,0,1,0,0,0,0
715,Anastasios Donis,gr GRE,FW,Reims,fr Ligue 1,22,1996,6.8,3,2,2,1,0,2,0,2,1,4,3,0
716,Alfredo Donnarumma,it ITA,FW,Brescia,it Serie A,28,1990,18.7,17,9,3,9,5,7,0,7,5,22,1,0
717,Gianluigi Donnarumma,it ITA,GK,Milan,it Serie A,20,1999,35.6,1,0,1,0,0,0,0,0,3,4,25,7
718,Gabriel Dos Santos,br BRA,DF,Lille,fr Ligue 1,21,1997,23.2,41,29,27,11,3,27,18,9,22,63,86,2
719,Mathieu Dossevi,tg TOG,MFFW,Toulouse,fr Ligue 1,31,1988,19.5,32,20,7,17,8,17,0,17,14,46,7,0
720,Bas Dost,nl NED,FW,Eint Frankfurt,de Bundesliga,30,1989,16.4,11,7,1,7,3,6,2,4,5,16,22,0
721,Abdoulaye Doucouré,ml MLI,MF,Watford,eng Premier League,26,1993,35.1,64,30,29,29,6,46,8,38,31,95,32,0
722,Mamadou Doucouré,fr FRA,MF,M'Gladbach,de Bundesliga,21,1998,0,0,0,0,0,0,0,0,0,0,0,0,0
723,Moussa Doumbia,ml MLI,FWMF,Reims,fr Ligue 1,24,1994,19.1,16,8,5,6,5,14,1,13,9,25,5,0
724,Souleyman Doumbia,ci CIV,DF,Angers,fr Ligue 1,22,1996,5,10,4,7,2,1,5,0,5,6,16,18,0
725,Souleyman Doumbia,ci CIV,DF,Rennes,fr Ligue 1,22,1996,1,1,1,1,0,0,2,2,0,0,1,3,0
726,Thomas Doyle,eng ENG,MF,Manchester City,eng Premier League,17,2001,0.2,0,0,0,0,0,0,0,0,0,0,0,0
727,Mohamed Dräger,tn TUN,DF,Paderborn 07,de Bundesliga,23,1996,16.2,32,21,22,8,2,17,5,12,18,50,39,0
728,Aleksandar Dragović,at AUT,DF,Leverkusen,de Bundesliga,28,1991,11.4,18,11,11,6,1,9,3,6,15,33,39,0
729,Bartłomiej Drągowski,pl POL,GK,Fiorentina,it Serie A,21,1997,31,0,0,0,0,0,0,0,0,3,3,8,1
730,Julian Draxler,de GER,MF,Paris S-G,fr Ligue 1,25,1993,7.6,13,10,2,9,2,7,1,6,10,23,1,0
731,Dominick Drexler,de GER,MFFW,Köln,de Bundesliga,29,1990,17.6,34,25,12,19,3,11,5,6,26,60,11,0
732,Danny Drinkwater,eng ENG,MF,Aston Villa,eng Premier League,29,1990,2.9,5,3,3,2,0,5,0,5,5,10,5,1
733,Danny Drinkwater,eng ENG,MF,Burnley,eng Premier League,29,1990,0.6,2,1,1,1,0,0,0,0,1,3,0,0
734,Josip Drmić,ch SUI,FW,Norwich City,eng Premier League,26,1992,7.2,3,2,1,2,0,6,0,6,1,4,5,1
735,Domingos Duarte,pt POR,DF,Granada,es La Liga,24,1995,34.3,30,19,24,5,1,34,24,10,34,64,153,1
736,Léo Duarte,br BRA,DF,Milan,it Serie A,23,1996,4.5,4,3,0,3,1,9,6,3,3,7,9,0
737,Óscar Duarte,cr CRC,DF,Levante,es La Liga,30,1989,5.4,12,3,11,1,0,7,6,1,6,18,29,0
738,Rubén Duarte,es ESP,DF,Alavés,es La Liga,23,1995,29.6,61,32,30,28,3,30,8,22,47,108,71,0
739,Edgaras Dubickas,lt LTU,DF,Lecce,it Serie A,21,1998,0,0,0,0,0,0,0,0,0,0,0,0,0
740,Leo Dubois,fr FRA,DF,Lyon,fr Ligue 1,24,1994,15,32,23,20,9,3,12,4,8,18,50,34,1
741,Martin Dúbravka,sk SVK,GK,Newcastle Utd,eng Premier League,30,1989,38,1,1,1,0,0,2,0,2,1,2,17,5
742,Ondrej Duda,sk SVK,MF,Norwich City,eng Premier League,24,1994,8,18,11,9,6,3,10,2,8,6,24,8,0
743,Ondrej Duda,sk SVK,MF,Hertha BSC,de Bundesliga,24,1994,5,6,4,1,2,3,3,1,2,5,11,5,0
744,Shane Duffy,ie IRL,DF,Brighton,eng Premier League,27,1992,13.8,18,9,14,4,0,13,7,6,21,39,72,0
745,Haris Duljević,ba BIH,FWMF,Nîmes,fr Ligue 1,25,1993,5.8,11,6,3,7,1,5,0,5,2,13,1,0
746,Paul Dummett,wls WAL,DF,Newcastle Utd,eng Premier League,27,1991,13.6,27,17,19,7,1,23,9,14,23,50,69,0
747,Alfred Duncan,gh GHA,MF,Fiorentina,it Serie A,26,1993,9.9,12,9,11,1,0,4,0,4,5,17,12,0
748,Alfred Duncan,gh GHA,MF,Sassuolo,it Serie A,26,1993,9.4,19,12,8,7,4,7,0,7,9,28,13,0
749,Lewis Dunk,eng ENG,DF,Brighton,eng Premier League,27,1991,35.9,40,24,23,17,0,55,33,22,55,95,125,2
750,Erik Durm,de GER,DFFW,Eint Frankfurt,de Bundesliga,27,1992,5.7,13,6,9,2,2,11,2,9,3,16,11,0
751,Riza Durmisi,dk DEN,DFMF,Nice,fr Ligue 1,25,1994,1.8,1,1,1,0,0,2,1,1,1,2,3,0
752,Hugo Duro,es ESP,FWMF,Getafe,es La Liga,19,1999,4.2,6,5,2,2,2,3,0,3,1,7,3,0
753,Jean-Kevin Duverne,fr FRA,DF,Brest,fr Ligue 1,22,1997,13.1,12,8,5,6,1,23,8,15,20,32,50,0
754,Paulo Dybala,ar ARG,FWMF,Juventus,it Serie A,25,1993,23.9,19,10,6,9,4,15,0,15,13,32,3,0
755,Edin Džeko,ba BIH,FW,Roma,it Serie A,33,1986,31.7,16,11,2,7,7,11,4,7,6,22,33,0
756,Blerim Džemaili,ch SUI,MF,Bologna,it Serie A,33,1986,7.8,19,12,3,13,3,9,3,6,7,26,6,0
757,Bruno Ecuele Manga,ga GAB,DF,Dijon,fr Ligue 1,31,1988,28,22,15,17,5,0,34,23,11,37,59,112,2
758,Simone Edera,it ITA,MFFW,Torino,it Serie A,22,1997,4.4,13,5,3,7,3,1,0,1,1,14,3,0
759,Ederson,br BRA,GK,Manchester City,eng Premier League,25,1993,34.1,2,2,2,0,0,0,0,0,3,5,16,6
760,John Egan,ie IRL,DF,Sheffield Utd,eng Premier League,26,1992,35.4,44,27,34,10,0,39,27,12,58,102,171,4
761,Johannes Eggestein,de GER,MFFW,Werder Bremen,de Bundesliga,21,1998,5.7,8,6,2,2,4,6,0,6,2,10,4,0
762,Maximilian Eggestein,de GER,MF,Werder Bremen,de Bundesliga,22,1996,31.7,40,28,20,18,2,37,8,29,36,76,57,0
763,Kingsley Ehizibue,nl NED,DF,Köln,de Bundesliga,24,1995,25.9,79,53,44,30,5,28,8,20,39,118,79,1
764,Albin Ekdal,se SWE,MF,Sampdoria,it Serie A,30,1989,26.5,51,25,18,31,2,35,14,21,33,84,46,1
765,Harvey Elliott,eng ENG,DF,Liverpool,eng Premier League,16,2003,0.1,0,0,0,0,0,0,0,0,0,0,0,0
766,Elif Elmas,mk MKD,MF,Napoli,it Serie A,19,1999,12.6,16,7,5,6,5,11,1,10,11,27,4,0
767,Ilay Elmkies,il ISR,MF,Hoffenheim,de Bundesliga,19,2000,0,1,1,1,0,0,0,0,0,0,1,0,0
768,Ahmed Elmohamady,eg EGY,DF,Aston Villa,eng Premier League,31,1987,11.5,19,9,10,7,2,11,5,6,13,32,25,1
769,Aritz Elustondo,es ESP,DF,Real Sociedad,es La Liga,25,1994,16.8,28,17,19,8,1,21,8,13,15,43,67,0
770,Nico Elvedi,ch SUI,DF,M'Gladbach,de Bundesliga,22,1996,29.1,45,27,37,8,0,32,15,17,62,107,112,0
771,Rodrigo Ely,br BRA,DF,Alavés,es La Liga,25,1993,23.6,22,13,15,7,0,23,19,4,32,54,116,0
772,Adri Embarba,es ESP,MFFW,Espanyol,es La Liga,27,1992,15.2,37,22,16,16,5,28,4,24,16,53,11,0
773,Breel Embolo,ch SUI,FWMF,M'Gladbach,de Bundesliga,22,1997,17.2,22,11,2,15,5,12,1,11,8,30,5,0
774,Emerson,br BRA,DF,Betis,es La Liga,20,1999,31.5,74,46,49,19,6,30,9,21,31,105,57,1
775,Renaud Emond,be BEL,FW,Nantes,fr Ligue 1,27,1991,3.2,3,1,0,2,1,0,0,0,0,3,7,0
776,Alan Empereur,br BRA,DF,Hellas Verona,it Serie A,25,1994,9.5,16,8,11,4,1,19,12,7,22,38,36,0
777,Youssef En-Nesyri,ma MAR,FW,Leganés,es La Liga,22,1997,15.4,9,7,1,2,6,15,2,13,5,14,22,0
778,Youssef En-Nesyri,ma MAR,FW,Sevilla,es La Liga,22,1997,8.8,7,5,1,6,0,9,3,6,5,12,7,0
779,Björn Engels,be BEL,DF,Aston Villa,eng Premier League,24,1994,16.1,11,6,8,2,1,18,17,1,28,39,86,3
780,Sergi Enrich,es ESP,FW,Eibar,es La Liga,29,1990,20.7,17,6,4,8,5,16,2,14,9,26,12,0
781,Javier Eraso,es ESP,MF,Leganés,es La Liga,29,1990,9.1,11,5,4,5,2,5,0,5,7,18,5,0
782,Christian Eriksen,dk DEN,MFFW,Tottenham,eng Premier League,27,1992,12.2,19,9,10,8,1,10,1,9,12,31,16,0
783,Christian Eriksen,dk DEN,MF,Inter,it Serie A,27,1992,7.8,11,6,2,8,1,3,0,3,0,11,0,0
784,Gonzalo Escalante,ar ARG,MF,Eibar,es La Liga,26,1993,18.6,41,22,15,17,9,22,4,18,29,70,14,0
785,Aarón Escandell,es ESP,GK,Granada,es La Liga,23,1995,3,1,1,1,0,0,0,0,0,0,1,0,0
786,Sergio Escudero,es ESP,DF,Sevilla,es La Liga,29,1989,8.6,29,16,17,10,2,11,1,10,13,42,35,0
787,Bernardo Espinosa,co COL,DF,Espanyol,es La Liga,30,1989,25.1,24,16,18,4,2,19,11,8,24,48,108,2
788,Sebastiano Esposito,it ITA,FW,Inter,it Serie A,17,2002,2.2,3,2,0,2,1,3,0,3,3,6,1,0
789,Vicente Esquerdo,es ESP,MFFW,Valencia,es La Liga,20,1999,0.2,1,0,1,0,0,1,0,1,0,1,1,0
790,Alexander Esswein,de GER,FWMF,Hertha BSC,de Bundesliga,29,1990,2.4,6,4,4,2,0,8,1,7,7,13,7,1
791,Pervis Estupiñán,ec ECU,DF,Osasuna,es La Liga,21,1998,33.1,84,45,53,27,4,30,7,23,58,142,61,6
792,Oghenekaro Etebo,ng NGA,MF,Getafe,es La Liga,23,1995,6.4,12,4,5,7,0,10,1,9,11,23,4,1
793,Beñat Etxebarria,es ESP,MF,Athletic Club,es La Liga,32,1987,4.4,6,1,2,3,1,6,1,5,4,10,6,0
794,Xabier Etxeita,es ESP,DF,Getafe,es La Liga,31,1987,16.1,20,11,11,9,0,9,5,4,17,37,68,0
795,Antony Evans,eng ENG,MFDF,Paderborn 07,de Bundesliga,20,1998,1.7,5,4,1,3,1,1,1,0,2,7,4,0
796,Jonny Evans,nir NIR,DF,Leicester City,eng Premier League,31,1988,37.6,48,34,33,14,1,33,18,15,57,105,174,4
797,Edu Expósito,es ESP,MF,Eibar,es La Liga,22,1996,25.7,52,28,12,31,9,20,6,14,31,83,18,1
798,Valentin Eysseric,fr FRA,MFFW,Hellas Verona,it Serie A,27,1992,3.9,4,4,1,2,1,3,0,3,1,5,2,0
799,Valentin Eysseric,fr FRA,FWMF,Fiorentina,it Serie A,27,1992,0.5,0,0,0,0,0,1,0,1,0,0,0,0
800,Łukasz Fabiański,pl POL,GK,West Ham,eng Premier League,34,1985,23.5,2,2,2,0,0,0,0,0,1,3,5,3
801,Fabinho,br BRA,MF,Liverpool,eng Premier League,25,1993,23.1,62,35,20,35,7,25,2,23,34,96,19,1
802,Fábio,br BRA,DF,Nantes,fr Ligue 1,29,1990,9.3,38,22,18,20,0,10,5,5,18,56,19,0
803,Cesc Fàbregas,es ESP,MF,Monaco,fr Ligue 1,32,1987,10.3,11,4,6,3,2,8,1,7,7,18,3,0
804,Fabricio,es ESP,GK,Mallorca,es La Liga,31,1987,1,0,0,0,0,0,0,0,0,0,0,0,1
805,Ralf Fährmann,de GER,GK,Norwich City,eng Premier League,30,1988,0.2,0,0,0,0,0,0,0,0,0,0,0,0
806,Fayçal Fajr,ma MAR,MF,Getafe,es La Liga,30,1988,4.5,1,1,0,1,0,4,0,4,4,5,1,0
807,Luca Falbo,it ITA,DF,Lazio,it Serie A,19,2000,0,0,0,0,0,0,0,0,0,0,0,0,0
808,Filippo Falco,it ITA,FWMF,Lecce,it Serie A,27,1992,22.4,13,7,4,5,4,11,1,10,2,15,1,0
809,Eliseo Falcon,es ESP,DF,Levante,es La Liga,22,1997,0.8,0,0,0,0,0,0,0,0,0,0,2,0
810,Wladimiro Falcone,it ITA,GK,Sampdoria,it Serie A,24,1995,2,0,0,0,0,0,0,0,0,0,0,0,0
811,Simon Falette,gn GUI,DF,Eint Frankfurt,de Bundesliga,27,1992,1,0,0,0,0,0,3,3,0,3,3,5,0
812,Iago Falque,es ESP,FWMF,Torino,it Serie A,29,1990,1.1,0,0,0,0,0,1,0,1,0,0,0,0
813,Iago Falque,es ESP,MF,Genoa,it Serie A,29,1990,5.8,7,3,1,4,2,7,0,7,1,8,4,0
814,Akin Famewo,eng ENG,MF,Norwich City,eng Premier League,20,1998,0,0,0,0,0,0,0,0,0,0,0,0,0
815,Andri Fannar Baldursson,is ISL,MF,Bologna,it Serie A,17,2002,1.6,1,0,0,1,0,2,0,2,1,2,3,0
816,Paolo Faragò,it ITA,DFMF,Cagliari,it Serie A,26,1993,14.9,41,28,21,15,5,18,9,9,10,51,58,0
817,Davide Faraoni,it ITA,DF,Hellas Verona,it Serie A,27,1991,35.9,67,37,43,19,5,50,15,35,36,103,115,0
818,Mohamed Fares,dz ALG,DFMF,SPAL,it Serie A,23,1996,4.7,6,4,3,2,1,5,3,2,5,11,8,0
819,Diego Farias,br BRA,MFFW,Lecce,it Serie A,29,1990,9.2,9,6,3,5,1,7,0,7,4,13,4,0
820,Ansu Fati,es ESP,FW,Barcelona,es La Liga,16,2002,11.4,16,8,4,7,5,14,1,13,8,24,3,0
821,Julien Faussurier,fr FRA,DF,Brest,fr Ligue 1,32,1987,22,36,22,23,13,0,22,7,15,33,69,46,1
822,Andrea Favilli,it ITA,FW,Genoa,it Serie A,22,1997,7.3,8,7,2,3,3,5,1,4,0,8,7,0
823,Federico Fazio,ar ARG,DF,Roma,it Serie A,32,1987,13.5,19,11,12,6,1,8,6,2,19,38,52,0
824,Aleix Febas,es ESP,MFFW,Mallorca,es La Liga,23,1996,18.8,36,24,13,19,4,15,0,15,17,53,6,0
825,Zouhair Feddal,ma MAR,DF,Betis,es La Liga,30,1989,15.9,20,13,14,5,1,15,9,6,23,43,74,0
826,Ljubomir Fejsa,rs SRB,MF,Alavés,es La Liga,30,1988,8.7,19,13,8,10,1,8,1,7,6,25,13,0
827,Nabil Fekir,fr FRA,MFFW,Betis,es La Liga,26,1993,29.3,41,26,14,19,8,27,3,24,10,51,3,0
828,Felipe,br BRA,DF,Atlético Madrid,es La Liga,30,1989,23.4,27,19,21,6,0,18,13,5,40,67,130,0
829,Luiz Felipe,it ITA,DF,Lazio,it Serie A,22,1997,22.5,42,24,24,15,3,39,30,9,41,83,69,2
830,Lucas Felippe,br BRA,MFDF,Hellas Verona,it Serie A,19,2000,0.3,1,1,1,0,0,0,0,0,0,1,0,0
831,João Félix,pt POR,FWMF,Atlético Madrid,es La Liga,19,1999,19.4,9,3,3,3,3,4,0,4,10,19,4,1
832,Ohis Felix Uduokhai,de GER,DF,Augsburg,de Bundesliga,21,1997,21.8,43,26,30,12,1,40,30,10,36,79,125,2
833,Kiko Femenía,es ESP,DF,Watford,eng Premier League,28,1991,24.9,68,38,49,17,2,16,2,14,36,104,49,0
834,Zinedine Ferhat,dz ALG,FWMF,Nîmes,fr Ligue 1,26,1993,25,26,16,5,16,5,15,3,12,16,42,18,0
