Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err
2415,Lasse Sørensen,dk DEN,MF,Stoke City,eng Premier League,17,1999,0.8,2,2,2,0,0,2,0,2,0,2,3,0
2416,Alexander Sørloth,no NOR,FW,Crystal Palace,eng Premier League,21,1995,4,6,3,1,4,1,5,0,5,2,8,5,0
2417,Adel Taarabt,ma MAR,FWMF,Genoa,it Serie A,28,1989,17.9,18,11,5,11,2,13,3,10,12,30,7,0
2418,Franck Tabanou,fr FRA,DF,Guingamp,fr Ligue 1,28,1989,11.6,23,17,17,5,1,5,3,2,26,49,48,0
2419,Dušan Tadić,rs SRB,MFFW,Southampton,eng Premier League,28,1988,31,46,29,16,22,8,38,2,36,19,65,29,1
2420,Jonathan Tah,de GER,DF,Leverkusen,de Bundesliga,21,1996,27,47,34,35,12,0,22,13,9,34,81,112,2
2421,Ervin Taha,fr FRA,FW,Bordeaux,fr Ligue 1,18,1999,0.4,1,1,0,1,0,0,0,0,0,1,0,0
2422,Mehdi Tahrat,dz ALG,MF,Angers,fr Ligue 1,27,1990,4.9,7,6,4,3,0,3,1,2,9,16,15,1
2423,Saphir Taïder,dz ALG,MF,Bologna,it Serie A,25,1992,4.3,6,2,4,2,0,3,2,1,1,7,4,0
2424,Flavien Tait,fr FRA,MF,Angers,fr Ligue 1,24,1993,24.8,50,36,26,18,6,43,4,39,20,70,17,1
2425,Adrien Tameze,cm CMR,MF,Nice,fr Ligue 1,23,1994,18.7,58,36,32,21,5,26,5,21,41,99,22,1
2426,Tana,es ESP,MFFW,Las Palmas,es La Liga,26,1990,17.2,31,24,13,14,4,8,0,8,23,54,5,0
2427,Oussama Tannane,ma MAR,FW,Las Palmas,es La Liga,23,1994,6.4,15,13,6,8,1,5,0,5,5,20,0,0
2428,Oussama Tannane,ma MAR,FW,Saint-Étienne,fr Ligue 1,23,1994,2.3,12,6,4,5,3,2,0,2,3,15,2,0
2429,Matt Targett,eng ENG,DF,Southampton,eng Premier League,21,1995,1.8,6,3,5,0,1,3,2,1,3,9,7,1
2430,James Tarkowski,eng ENG,DF,Burnley,eng Premier League,24,1992,31,46,26,36,10,0,55,43,12,50,96,223,2
2431,Ciprian Tătărușanu,ro ROU,GK,Nantes,fr Ligue 1,31,1986,37,1,0,1,0,0,0,0,0,1,2,12,3
2432,Júlio Tavares,cv CPV,FW,Dijon,fr Ligue 1,28,1988,22.8,3,1,1,1,1,11,6,5,3,6,36,0
2433,Taleb Tawatha,il ISR,DFMF,Eint Frankfurt,de Bundesliga,25,1992,4.9,12,7,7,5,0,7,1,6,6,18,18,0
2434,Charlie Taylor,eng ENG,DF,Burnley,eng Premier League,23,1993,10.6,16,4,9,6,1,13,5,8,15,31,52,0
2435,Jordan Tell,fr FRA,FWMF,Rennes,fr Ligue 1,20,1997,1.3,4,4,1,3,0,0,0,0,1,5,0,0
2436,Cristian Tello,es ESP,FWMF,Betis,es La Liga,25,1991,18.8,32,24,12,14,6,19,0,19,16,48,4,1
2437,Marc-André ter Stegen,de GER,GK,Barcelona,es La Liga,25,1992,37,1,0,1,0,0,1,0,1,4,5,12,1
2438,Simon Terodde,de GER,FW,Stuttgart,de Bundesliga,29,1988,10.6,9,6,1,7,1,8,2,6,5,14,8,0
2439,Simon Terodde,de GER,FW,Köln,de Bundesliga,29,1988,12.9,11,9,3,8,0,3,0,3,4,15,7,0
2440,Marco Terrazzino,de GER,MFFW,Freiburg,de Bundesliga,26,1991,16.5,31,24,12,13,6,16,0,16,9,40,19,0
2441,Martin Terrier,fr FRA,FWMF,Strasbourg,fr Ligue 1,20,1997,18.6,42,30,16,23,3,11,1,10,14,56,6,0
2442,Kenny Tete,nl NED,DF,Lyon,fr Ligue 1,21,1995,17.9,37,25,24,10,3,20,7,13,29,66,52,0
2443,Cedric Teuchert,de GER,FW,Schalke 04,de Bundesliga,20,1997,0.4,0,0,0,0,0,1,0,1,0,0,0,0
2444,Florian Thauvin,fr FRA,FW,Marseille,fr Ligue 1,24,1993,32.8,44,28,16,20,8,22,1,21,17,61,20,0
2445,Kévin Théophile-Catherine,fr FRA,DF,Saint-Étienne,fr Ligue 1,27,1989,24.1,36,27,23,13,0,19,15,4,31,67,113,1
2446,Cyril Théréau,fr FRA,FWMF,Udinese,it Serie A,34,1983,2,1,1,1,0,0,0,0,0,0,1,2,0
2447,Cyril Théréau,fr FRA,FWMF,Fiorentina,it Serie A,34,1983,12.4,11,6,3,6,2,13,0,13,8,19,9,0
2448,Vincent Thill,lu LUX,MF,Metz,fr Ligue 1,17,2000,0.3,0,0,0,0,0,0,0,0,0,0,0,0
2449,Romain Thomas,fr FRA,DF,Angers,fr Ligue 1,29,1988,27.4,31,21,16,15,0,32,19,13,34,65,151,1
2450,Adrien Thomasson,fr FRA,MFFW,Nantes,fr Ligue 1,23,1993,28.6,71,52,41,23,7,58,4,54,18,89,20,0
2451,Erik Thommy,de GER,FW,Augsburg,de Bundesliga,22,1994,1.9,6,5,1,3,2,2,0,2,5,11,0,0
2452,Erik Thommy,de GER,MF,Stuttgart,de Bundesliga,22,1994,10.9,19,11,7,7,5,17,2,15,9,28,8,1
2453,Marcus Thuram,fr FRA,FW,Guingamp,fr Ligue 1,19,1997,21.4,20,15,6,10,4,14,0,14,5,25,12,0
2454,Youri Tielemans,be BEL,MF,Monaco,fr Ligue 1,20,1997,17.4,47,24,14,28,5,24,5,19,34,81,20,1
2455,David Timor,es ESP,MFDF,Girona,es La Liga,27,1989,10.3,17,10,7,7,3,10,5,5,20,37,30,1
2456,Jonathan Tinhan,bj BEN,MFFW,Troyes,fr Ligue 1,28,1989,0.8,1,0,0,1,0,1,0,1,1,2,0,0
2457,Marcel Tisserand,cd COD,DF,Wolfsburg,de Bundesliga,24,1993,13.9,15,10,10,4,1,18,13,5,31,46,50,0
2458,Tito,es ESP,DF,Leganés,es La Liga,32,1985,6.8,8,5,5,3,0,12,5,7,12,20,16,0
2459,Ola Toivonen,se SWE,FWMF,Toulouse,fr Ligue 1,31,1986,8.9,4,4,1,0,3,2,0,2,2,6,12,0
2460,Karl Toko Ekambi,cm CMR,FWMF,Angers,fr Ligue 1,24,1992,33.8,17,8,2,5,10,13,0,13,15,32,2,0
2461,Hernán Toledo,ar ARG,FWMF,Las Palmas,es La Liga,21,1996,6.9,5,5,2,2,1,2,0,2,5,10,5,0
2462,Corentin Tolisso,fr FRA,MF,Bayern Munich,de Bundesliga,22,1994,17.5,33,22,8,18,7,13,3,10,16,49,8,0
2463,Jeremy Toljan,de GER,DFFW,Hoffenheim,de Bundesliga,22,1994,2,3,1,1,2,0,3,0,3,0,3,3,0
2464,Jeremy Toljan,de GER,DF,Dortmund,de Bundesliga,22,1994,13.5,29,20,17,11,1,17,2,15,12,41,45,0
2465,Rafael Tolói,it ITA,DF,Atalanta,it Serie A,26,1990,27.2,72,40,34,38,0,35,14,21,63,135,119,1
2466,James Tomkins,eng ENG,DF,Crystal Palace,eng Premier League,28,1989,26.5,47,26,36,10,1,24,12,12,63,110,216,1
2467,Nenad Tomović,rs SRB,DF,Fiorentina,it Serie A,29,1987,1.5,2,1,1,1,0,0,0,0,3,5,5,1
2468,Nenad Tomović,rs SRB,DF,Chievo,it Serie A,29,1987,25.6,23,17,17,6,0,29,21,8,50,73,146,0
2469,Lorenzo Tonelli,it ITA,DF,Napoli,it Serie A,27,1990,3.9,7,1,4,3,0,2,1,1,7,14,10,0
2470,Aleksandar Tonev,bg BUL,FWMF,Crotone,it Serie A,27,1990,4.5,5,3,1,2,2,4,1,3,1,6,6,0
2471,Toño,es ESP,DF,Levante,es La Liga,27,1989,12,12,11,11,1,0,4,0,4,6,18,29,0
2472,Ömer Toprak,tr TUR,DF,Dortmund,de Bundesliga,28,1989,22.4,36,25,29,6,1,27,16,11,21,57,104,1
2473,Vasilis Torosidis,gr GRE,DF,Bologna,it Serie A,32,1985,9.1,8,7,5,2,1,8,3,5,15,23,42,0
2474,Emanuele Torrasi,it ITA,MF,Milan,it Serie A,18,1999,0.1,,,,,,,,,,,,
2475,Lucas Torreira,uy URU,MF,Sampdoria,it Serie A,21,1996,35.3,101,73,36,57,8,52,17,35,72,173,36,1
2476,Daniel Torres,co COL,MF,Alavés,es La Liga,27,1989,13.5,19,11,14,5,0,15,7,8,19,38,32,2
2477,Fernando Torres,es ESP,FW,Atlético Madrid,es La Liga,33,1984,10.9,11,8,3,7,1,4,1,3,2,13,9,0
2478,Ferrán Torres,es ESP,MF,Valencia,es La Liga,17,2000,3.5,8,7,3,5,0,1,0,1,3,11,1,0
2479,Miguel Torres,es ESP,DF,Málaga,es La Liga,31,1986,7.5,16,13,13,3,0,9,7,2,13,29,35,0
2480,Pau Torres,es ESP,DF,Villarreal,es La Liga,20,1997,0.6,0,0,0,0,0,1,1,0,0,0,4,0
2481,Jordan Torunarigha,de GER,DF,Hertha BSC,de Bundesliga,19,1997,7.4,18,12,16,2,0,20,13,7,23,41,43,1
2482,Alin Toșca,ro ROU,DF,Benevento,it Serie A,25,1992,13,11,8,7,4,0,9,4,5,13,24,69,0
2483,Alin Toșca,ro ROU,DF,Betis,es La Liga,25,1992,4.7,12,9,7,5,0,7,1,6,5,17,17,1
2484,Cenk Tosun,tr TUR,FW,Everton,eng Premier League,26,1991,11,6,3,2,2,2,9,4,5,1,7,13,0
2485,Jérémy Toulalan,fr FRA,DF,Bordeaux,fr Ligue 1,33,1983,21,43,25,35,7,1,25,16,9,28,71,121,0
2486,Abdoulaye Touré,fr FRA,MF,Nantes,fr Ligue 1,23,1994,31.2,74,52,28,38,8,40,10,30,62,136,49,1
2487,Almamy Touré,ml MLI,DF,Monaco,fr Ligue 1,21,1996,13.9,51,29,31,13,7,15,2,13,22,73,61,0
2488,Thomas Touré,ci CIV,FW,Bordeaux,fr Ligue 1,23,1993,0.1,0,0,0,0,0,0,0,0,1,1,0,0
2489,Thomas Touré,ci CIV,MF,Angers,fr Ligue 1,23,1993,1.4,2,1,0,1,1,5,0,5,1,3,0,0
2490,Yaya Touré,ci CIV,MF,Manchester City,eng Premier League,34,1983,2.6,2,2,1,0,1,3,1,2,5,7,4,0
2491,Lucas Tousart,fr FRA,MF,Lyon,fr Ligue 1,20,1997,34.8,98,59,41,55,2,41,16,25,52,150,79,0
2492,Andros Townsend,eng ENG,FWMF,Crystal Palace,eng Premier League,26,1991,34.7,60,34,35,12,13,49,1,48,35,95,28,0
2493,Adama Traoré,ml MLI,MFFW,Monaco,fr Ligue 1,22,1995,2.1,6,4,0,4,2,3,0,3,3,9,1,0
2494,Bertrand Traoré,bf BFA,FW,Lyon,fr Ligue 1,21,1995,25.4,32,20,7,20,5,24,3,21,39,71,31,1
2495,Charles Traore,ml MLI,DF,Troyes,fr Ligue 1,25,1992,33.3,60,32,46,9,5,52,16,36,57,117,171,0
2496,Hamari Traoré,ml MLI,DF,Rennes,fr Ligue 1,25,1992,29.3,79,55,43,31,5,31,12,19,61,140,117,0
2497,Ibrahima Traoré,gn GUI,MF,M'Gladbach,de Bundesliga,29,1988,2.2,4,2,2,2,0,2,0,2,0,4,1,0
2498,Ismaël Traoré,ci CIV,DF,Angers,fr Ligue 1,30,1986,31.7,54,32,40,13,1,25,10,15,52,106,132,2
2499,Lacina Traoré,ci CIV,FW,Amiens,fr Ligue 1,27,1990,8.7,9,9,2,3,4,6,3,3,2,11,21,0
2500,Kevin Trapp,de GER,GK,Paris S-G,fr Ligue 1,27,1990,4,0,0,0,0,0,0,0,0,0,0,1,0
2501,Manu Trigueros,es ESP,MF,Villarreal,es La Liga,25,1991,30,61,41,23,34,4,38,13,25,22,83,44,0
2502,Kieran Trippier,eng ENG,DF,Tottenham,eng Premier League,26,1990,21.3,52,30,29,21,2,31,6,25,20,72,53,1
2503,Marcello Trotta,it ITA,FW,Crotone,it Serie A,24,1992,25.1,39,21,12,18,9,22,2,20,14,53,20,0
2504,Philipp Tschauner,de GER,GK,Hannover 96,de Bundesliga,31,1985,31,1,0,1,0,0,2,0,2,0,1,8,5
2505,Axel Tuanzebe,eng ENG,FW,Manchester Utd,eng Premier League,19,1997,0,0,0,0,0,0,0,0,0,0,0,0,0
2506,Marco Tumminello,it ITA,FW,Crotone,it Serie A,18,1998,2.3,2,2,0,1,1,2,0,2,0,2,0,0
2507,Marco Tumminello,it ITA,FW,Roma,it Serie A,18,1998,0,0,0,0,0,0,0,0,0,0,0,0,0
2508,Ľubomír Tupta,sk SVK,MFFW,Hellas Verona,it Serie A,19,1998,0.4,0,0,0,0,0,0,0,0,0,0,0,0
2509,Josh Tymon,eng ENG,DF,Stoke City,eng Premier League,18,1999,1.8,5,1,4,1,0,1,0,1,1,6,3,0
2510,Przemysław Tytoń,pl POL,GK,La Coruña,es La Liga,30,1987,1.1,0,0,0,0,0,0,0,0,0,0,0,0
2511,Matthieu Udol,fr FRA,DF,Metz,fr Ligue 1,21,1996,3.9,14,8,13,1,0,10,2,8,5,19,17,0
2512,Anthony Ujah,ng NGA,FW,Mainz 05,de Bundesliga,26,1990,2.3,4,3,0,2,2,2,0,2,0,4,6,0
2513,Leonardo Ulloa,ar ARG,FW,Leicester City,eng Premier League,31,1986,0.2,1,0,0,0,1,0,0,0,0,1,1,0
2514,Leonardo Ulloa,ar ARG,FW,Brighton,eng Premier League,31,1986,3,3,1,0,1,2,1,0,1,0,3,3,0
2515,Sven Ulreich,de GER,GK,Bayern Munich,de Bundesliga,28,1988,29,1,0,1,0,0,0,0,0,3,4,6,1
2516,Samuel Umtiti,fr FRA,DF,Barcelona,es La Liga,23,1993,24.3,50,35,35,15,0,25,17,8,37,87,72,3
2517,Enes Ünal,tr TUR,FW,Villarreal,es La Liga,20,1997,12.5,9,5,0,4,5,16,3,13,4,13,11,0
2518,Enes Ünal,tr TUR,FW,Levante,es La Liga,20,1997,6.6,6,6,2,2,2,7,1,6,2,8,5,0
2519,Cengiz Ünder,tr TUR,FW,Roma,it Serie A,20,1997,13.9,10,6,4,6,0,8,1,7,9,19,10,0
2520,Dayot Upamecano,fr FRA,DF,RB Leipzig,de Bundesliga,18,1998,25.2,57,43,36,17,4,32,9,23,55,112,141,1
2521,Mark Uth,de GER,FW,Hoffenheim,de Bundesliga,25,1991,24.2,32,23,4,21,7,30,3,27,9,41,19,0
2522,Francis Uzoho,ng NGA,GK,La Coruña,es La Liga,18,1998,2,0,0,0,0,0,0,0,0,0,0,1,0
2523,Valentín Vada,ar ARG,MF,Bordeaux,fr Ligue 1,21,1996,9.6,22,11,7,14,1,8,1,7,6,28,5,1
2524,Josha Vagnoman,de GER,MF,Hamburger SV,de Bundesliga,16,2000,0.2,1,1,0,1,0,0,0,0,0,1,0,0
2525,Sauli Väisänen,fi FIN,DF,SPAL,it Serie A,23,1994,6,12,9,9,3,0,5,4,1,13,25,26,0
2526,Mirko Valdifiori,it ITA,MF,Torino,it Serie A,31,1986,6.9,13,9,5,7,1,3,1,2,6,19,9,0
2527,Antonio Valencia,ec ECU,DF,Manchester Utd,eng Premier League,31,1985,30.4,57,32,21,28,8,47,6,41,48,105,80,0
2528,Gerard Valentín,es ESP,DFFW,La Coruña,es La Liga,24,1993,1.8,5,4,4,0,1,1,0,1,3,8,3,0
2529,Borja Valero,es ESP,MF,Inter,it Serie A,32,1985,28.5,46,31,17,25,4,15,4,11,18,64,41,1
2530,Borja Valle,es ESP,FWMF,La Coruña,es La Liga,25,1992,5.4,6,6,3,3,0,2,0,2,3,9,4,0
2531,Jesús Vallejo,es ESP,DF,Real Madrid,es La Liga,20,1997,7,8,7,6,2,0,6,5,1,16,24,21,1
2532,Mattia Valoti,it ITA,MFFW,Hellas Verona,it Serie A,23,1993,17.5,62,41,21,35,6,25,3,22,41,103,37,1
2533,Federico Valverde,uy URU,MFFW,La Coruña,es La Liga,19,1998,13.7,25,16,12,10,3,12,1,11,21,46,17,0
2534,Virgil van Dijk,nl NED,DF,Southampton,eng Premier League,26,1991,11,10,7,6,2,2,14,13,1,29,39,81,1
2535,Virgil van Dijk,nl NED,DF,Liverpool,eng Premier League,26,1991,14,15,8,7,7,1,8,2,6,18,33,80,1
2536,Raphaël Varane,fr FRA,DF,Real Madrid,es La Liga,24,1993,25.8,28,19,20,7,1,27,10,17,33,61,109,2
2537,Jamie Vardy,eng ENG,FW,Leicester City,eng Premier League,30,1987,36.1,15,9,3,7,5,21,1,20,2,17,17,0
2538,Cédric Varrault,fr FRA,DF,Dijon,fr Ligue 1,37,1980,9.8,13,7,6,7,0,14,11,3,16,29,72,0
2539,Franco Vázquez,ar ARG,MF,Sevilla,es La Liga,28,1989,20.4,39,32,16,15,8,20,2,18,11,50,11,0
2540,Lucas Vázquez,es ESP,MFFW,Real Madrid,es La Liga,26,1991,18.7,48,33,16,21,11,28,2,26,7,55,9,0
2541,Matías Vecino,uy URU,MF,Inter,it Serie A,25,1991,23.7,54,34,15,30,9,28,6,22,20,74,31,0
2542,Koke Vegas,es ESP,GK,Levante,es La Liga,21,1995,1,0,0,0,0,0,0,0,0,0,0,1,0
2543,Carlos Vela,mx MEX,FW,Real Sociedad,es La Liga,28,1989,4.2,12,7,5,3,4,2,0,2,0,12,1,0
2544,Miloš Veljković,rs SRB,DF,Werder Bremen,de Bundesliga,21,1995,29.5,45,32,30,13,2,34,12,22,34,79,134,1
2545,Miguel Veloso,pt POR,MF,Genoa,it Serie A,31,1986,19.3,40,29,18,19,3,26,3,23,13,53,35,0
2546,Lorenzo Venuti,it ITA,DF,Benevento,it Serie A,22,1995,26.6,44,34,26,12,6,40,16,24,40,84,105,3
2547,Rémy Vercoutre,fr FRA,GK,Caen,fr Ligue 1,37,1980,34.5,2,2,2,0,0,0,0,0,2,4,14,2
2548,Daniele Verde,it ITA,FWMF,Hellas Verona,it Serie A,21,1996,21.7,10,9,8,1,1,8,0,8,30,40,19,0
2549,Simone Verdi,it ITA,FWMF,Bologna,it Serie A,25,1992,31.4,33,24,17,13,3,20,1,19,36,69,12,0
2550,Olivier Verdon,bj BEN,DF,Bordeaux,fr Ligue 1,21,1995,0.1,0,0,0,0,0,0,0,0,0,0,3,0
2551,Jordan Veretout,fr FRA,MF,Fiorentina,it Serie A,24,1993,35.7,65,45,34,23,8,39,4,35,37,102,59,0
2552,Paul Verhaegh,nl NED,DF,Wolfsburg,de Bundesliga,33,1983,29,45,38,21,22,2,38,10,28,33,78,60,0
2553,Thomas Vermaelen,be BEL,DF,Barcelona,es La Liga,31,1985,11.3,13,9,7,5,1,10,3,7,18,31,28,0
2554,Marco Verratti,it ITA,MF,Paris S-G,fr Ligue 1,24,1992,19.1,51,33,20,25,6,25,6,19,26,77,11,3
2555,Valerio Verre,it ITA,MF,Sampdoria,it Serie A,23,1994,4,7,3,3,2,2,12,0,12,8,15,7,0
2556,Jan Vertonghen,be BEL,DF,Tottenham,eng Premier League,30,1987,35.6,64,41,40,20,4,29,11,18,60,124,177,0
2557,Mikel Vesga,es ESP,MF,Athletic Club,es La Liga,24,1993,9,17,8,6,11,0,14,3,11,8,25,15,0
2558,Jannik Vestergaard,dk DEN,DF,M'Gladbach,de Bundesliga,24,1992,32,58,41,43,15,0,55,39,16,40,98,161,3
2559,Rúben Vezo,pt POR,DF,Valencia,es La Liga,23,1994,17.3,43,24,30,12,1,25,9,16,23,66,83,0
2560,Francesco Vicari,it ITA,DF,SPAL,it Serie A,22,1994,31.7,38,22,25,13,0,33,27,6,45,83,210,1
2561,Aleix Vidal,es ESP,MFFW,Barcelona,es La Liga,27,1989,5.1,6,4,2,3,1,4,0,4,9,15,1,0
2562,Arturo Vidal,cl CHI,MF,Bayern Munich,de Bundesliga,30,1987,16.2,69,51,36,28,5,22,1,21,28,97,20,1
2563,Nacho Vidal,es ESP,DF,Valencia,es La Liga,22,1995,5,17,14,15,1,1,5,2,3,10,27,18,0
2564,Luca Vido,it ITA,FWMF,Atalanta,it Serie A,20,1997,0.8,5,5,2,3,0,1,0,1,0,5,0,0
2565,Jonathan Viera,es ESP,MF,Las Palmas,es La Liga,27,1989,22.1,36,25,10,22,4,21,0,21,11,47,2,0
2566,Luciano Vietto,ar ARG,FW,Atlético Madrid,es La Liga,23,1993,3,5,4,1,2,2,3,0,3,3,8,3,0
2567,Luciano Vietto,ar ARG,FW,Valencia,es La Liga,23,1993,5.9,8,6,2,3,3,3,0,3,2,10,5,0
2568,Carlos Vigaray,es ESP,DF,Alavés,es La Liga,22,1994,9.9,27,16,16,9,2,5,1,4,14,41,13,0
2569,Dídac Vilà,es ESP,DFMF,Espanyol,es La Liga,28,1989,8.1,29,26,15,9,5,14,3,11,14,43,27,0
2570,Julio Villalba,py PAR,DF,M'Gladbach,de Bundesliga,18,1998,0.1,0,0,0,0,0,0,0,0,0,0,0,0
2571,Nicolas Viola,it ITA,MF,Benevento,it Serie A,27,1989,20.6,37,27,20,14,3,29,8,21,24,61,23,2
2572,Mattia Vitale,it ITA,MFFW,SPAL,it Serie A,19,1997,1.1,2,1,2,0,0,1,0,1,3,5,1,0
2573,Vitolo,es ESP,FWMF,Las Palmas,es La Liga,27,1989,7.7,15,12,9,5,1,10,3,7,6,21,9,0
2574,Vitolo,es ESP,MFFW,Atlético Madrid,es La Liga,27,1989,6.9,9,6,4,3,2,10,1,9,6,15,5,0
2575,Federico Viviani,it ITA,MF,SPAL,it Serie A,25,1992,27.6,52,36,23,26,3,39,9,30,58,110,26,2
2576,Emiliano Viviano,it ITA,GK,Sampdoria,it Serie A,31,1985,27,0,0,0,0,0,0,0,0,2,2,10,4
2577,Oswaldo Vizcarrondo,ve VEN,DF,Troyes,fr Ligue 1,33,1984,19.1,21,15,17,3,1,18,16,2,20,41,129,2
2578,Nikola Vlašić,hr CRO,MFFW,Everton,eng Premier League,19,1997,6.4,9,5,3,6,0,14,2,12,9,18,10,0
2579,Kevin Vogt,de GER,DF,Hoffenheim,de Bundesliga,25,1991,31,38,28,30,7,1,37,23,14,25,63,114,2
2580,Sam Vokes,wls WAL,FW,Burnley,eng Premier League,27,1989,11.1,3,1,1,2,0,6,2,4,3,6,15,0
2581,Kevin Volland,de GER,FWMF,Leverkusen,de Bundesliga,25,1992,28.8,23,20,7,8,8,16,1,15,3,26,35,0
2582,Giovanni Volpicelli,it ITA,MF,Benevento,it Serie A,17,1999,0,0,0,0,0,0,0,0,0,0,0,0,0
2583,Michel Vorm,nl NED,GK,Tottenham,eng Premier League,33,1983,1,0,0,0,0,0,0,0,0,0,0,1,0
2584,Stefan de Vrij,nl NED,DF,Lazio,it Serie A,25,1992,33.7,31,22,14,17,0,43,24,19,71,102,156,1
2585,Šime Vrsaljko,hr CRO,DF,Atlético Madrid,es La Liga,25,1992,18.8,48,30,25,17,6,24,8,16,36,84,63,0
2586,Jagoš Vuković,rs SRB,DF,Hellas Verona,it Serie A,29,1988,14.8,5,4,3,1,1,19,14,5,20,25,113,0
2587,Sandro Wagner,de GER,FW,Hoffenheim,de Bundesliga,29,1987,9.7,8,5,3,5,0,11,3,8,3,11,13,0
2588,Sandro Wagner,de GER,FW,Bayern Munich,de Bundesliga,29,1987,8.1,9,6,3,5,1,4,0,4,2,11,1,0
2589,Molla Wagué,ml MLI,DF,Watford,eng Premier League,26,1991,4.9,5,3,3,2,0,1,0,1,9,14,30,0
2590,Molla Wagué,ml MLI,DF,Udinese,it Serie A,26,1991,0.6,1,0,0,1,0,0,0,0,2,3,5,0
2591,Wakaso,gh GHA,MF,Alavés,es La Liga,27,1990,12.2,43,30,25,15,3,22,1,21,35,78,21,0
2592,Walace,br BRA,MF,Hamburger SV,de Bundesliga,22,1995,14.6,38,25,13,23,2,25,3,22,21,59,14,1
2593,Theo Walcott,eng ENG,FWMF,Arsenal,eng Premier League,28,1989,0.8,1,0,1,0,0,0,0,0,1,2,0,0
2594,Theo Walcott,eng ENG,FW,Everton,eng Premier League,28,1989,12.8,27,19,12,13,2,9,0,9,8,35,12,0
2595,Luca Waldschmidt,de GER,MFFW,Hamburger SV,de Bundesliga,21,1996,8.8,10,6,1,8,1,11,0,11,3,13,2,0
2596,Kyle Walker,eng ENG,DF,Manchester City,eng Premier League,27,1990,30.9,47,31,20,21,6,21,2,19,29,76,75,2
2597,Kyle Walker-Peters,eng ENG,DF,Tottenham,eng Premier League,20,1997,2.1,5,4,4,1,0,2,0,2,3,8,8,0
2598,Wallace,br BRA,DF,Lazio,it Serie A,22,1994,11.1,17,7,11,6,0,13,5,8,29,46,43,3
2599,Anthony Walongwa,cd COD,DF,Nantes,fr Ligue 1,23,1993,1,2,1,2,0,0,0,0,0,1,3,8,0
2600,Rémi Walter,fr FRA,MFFW,Nice,fr Ligue 1,22,1995,5.5,11,7,4,6,1,2,1,1,5,16,3,0
2601,Rémi Walter,fr FRA,MF,Troyes,fr Ligue 1,22,1995,11.1,23,10,9,13,1,7,3,4,11,34,14,0
2602,Jonathan Walters,ie IRL,FW,Burnley,eng Premier League,33,1983,0.4,0,0,0,0,0,0,0,0,0,0,1,0
2603,Aaron Wan-Bissaka,eng ENG,DF,Crystal Palace,eng Premier League,19,1997,7,30,19,20,7,3,18,7,11,15,45,45,0
2604,Victor Wanyama,ke KEN,MF,Tottenham,eng Premier League,26,1991,9.4,30,20,13,16,1,13,3,10,10,40,20,1
2605,Joel Ward,eng ENG,DF,Crystal Palace,eng Premier League,27,1989,17.9,35,30,23,12,0,27,11,16,28,63,76,0
2606,Stephen Ward,ie IRL,DF,Burnley,eng Premier League,31,1985,27.3,39,31,27,8,4,27,12,15,42,81,126,0
2607,James Ward-Prowse,eng ENG,FWMF,Southampton,eng Premier League,22,1994,19.1,23,16,9,11,3,29,1,28,8,31,31,0
2608,Daniel Wass,dk DEN,MFDF,Celta Vigo,es La Liga,28,1989,32.6,30,21,8,18,4,23,3,20,30,60,47,0
2609,Ben Watson,eng ENG,MF,Watford,eng Premier League,32,1985,5.1,19,9,9,9,1,6,1,5,7,26,10,0
2610,Timothy Weah,us USA,FW,Paris S-G,fr Ligue 1,17,2000,1.4,1,1,1,0,0,0,0,0,0,1,0,0
2611,Roman Weidenfeller,de GER,GK,Dortmund,de Bundesliga,36,1980,1,0,0,0,0,0,0,0,0,0,0,0,1
2612,Julian Weigl,de GER,MF,Dortmund,de Bundesliga,21,1995,21.6,69,49,20,42,7,26,6,20,34,103,29,2
2613,Mitchell Weiser,de GER,DFFW,Hertha BSC,de Bundesliga,23,1994,22,54,43,20,27,7,28,1,27,44,98,37,1
2614,Danny Welbeck,eng ENG,FWMF,Arsenal,eng Premier League,26,1990,13.3,20,13,9,5,6,22,1,21,11,31,13,0
2615,Nahki Wells,bm BER,FWMF,Burnley,eng Premier League,27,1990,0.6,4,3,0,3,1,2,0,2,0,4,0,0
2616,Wendell,br BRA,DF,Leverkusen,de Bundesliga,24,1993,23.5,54,41,29,20,5,44,8,36,28,82,58,0
2617,Oscar Wendt,se SWE,DF,M'Gladbach,de Bundesliga,31,1985,27.3,54,40,31,19,4,46,12,34,27,81,71,0
2618,Axel Werner,ar ARG,GK,Atlético Madrid,es La Liga,21,1996,1,0,0,0,0,0,0,0,0,0,0,1,0
2619,Timo Werner,de GER,FW,RB Leipzig,de Bundesliga,21,1996,27.7,16,11,2,8,6,26,0,26,7,23,11,0
2620,Ashley Westwood,eng ENG,MF,Burnley,eng Premier League,27,1990,12.3,13,10,10,3,0,17,9,8,19,32,16,0
2621,Dean Whitehead,eng ENG,MF,Huddersfield,eng Premier League,35,1982,0.8,0,0,0,0,0,1,0,1,2,2,0,0
2622,Silvan Widmer,ch SUI,DFFW,Udinese,it Serie A,24,1993,18.1,45,32,30,15,0,22,5,17,28,73,59,0
