Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks
92,Victorien Angban,ci CIV,MF,Metz,fr Ligue 1,22,1996,11.4,620,596,23,17,0,6,3,2,1,0,1,0,542,1,7
93,Miguel Ángel Guerrero,es ESP,FW,Leganés,es La Liga,29,1990,8.8,194,178,15,0,1,1,4,0,0,0,0,0,145,1,2
94,José Ángel,es ESP,DF,Eibar,es La Liga,29,1989,26.2,1498,1107,379,61,0,33,148,313,5,0,4,0,990,12,30
95,Miguel Ángel Moyá,es ESP,GK,Real Sociedad,es La Liga,35,1984,13,462,325,136,36,0,0,0,0,0,0,0,0,367,1,0
96,Angeliño,es ESP,DF,Manchester City,eng Premier League,22,1997,4.7,429,377,50,4,0,1,43,46,0,0,0,0,333,2,8
97,Angeliño,es ESP,DFFW,RB Leipzig,de Bundesliga,22,1997,12.2,767,613,151,19,1,5,80,102,30,20,3,0,574,3,20
98,Faustino Anjorin,eng ENG,FW,Chelsea,eng Premier League,17,2001,0.2,7,7,0,0,0,0,0,0,0,0,0,0,7,0,0
99,Peter Ankersen,dk DEN,DF,Genoa,it Serie A,28,1990,11.8,607,528,77,8,0,1,22,69,0,0,0,0,495,2,7
100,Cristian Ansaldi,ar ARG,DFMF,Torino,it Serie A,32,1986,19.6,819,660,156,19,0,30,141,130,7,2,0,0,571,3,21
101,Janis Antiste,fr FRA,MF,Toulouse,fr Ligue 1,16,2002,0.1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
102,Michail Antonio,jm JAM,FW,West Ham,eng Premier League,29,1990,19.6,524,480,39,1,5,2,48,25,0,0,0,0,329,5,23
103,Antoñito,es ESP,DFMF,Valladolid,es La Liga,31,1987,11.4,464,364,96,1,1,1,36,95,0,0,0,0,326,4,7
104,Mirko Antonucci,it ITA,FWMF,Roma,it Serie A,20,1999,0.9,21,21,0,0,0,0,0,0,0,0,0,0,16,0,0
105,Vitorino Antunes,pt POR,MF,Getafe,es La Liga,32,1987,0.1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
106,Christopher Antwi-Adjei,gh GHA,MFFW,Paderborn 07,de Bundesliga,25,1994,27.4,854,703,145,6,1,9,69,107,31,14,5,0,593,6,35
107,Anuar,ma MAR,MFFW,Valladolid,es La Liga,24,1995,2.1,105,101,4,3,0,0,1,0,1,0,0,0,89,0,2
108,Houssem Aouar,fr FRA,MFFW,Lyon,fr Ligue 1,21,1998,21.7,1082,1030,51,21,5,7,24,5,9,4,4,0,910,1,16
109,Adil Aouchiche,fr FRA,MF,Paris S-G,fr Ligue 1,17,2002,0.7,31,30,0,0,0,0,0,0,0,0,0,0,22,1,0
110,Dennis Appiah,fr FRA,DF,Nantes,fr Ligue 1,27,1992,17.8,982,781,199,12,0,1,32,187,0,0,0,0,734,2,20
111,Mauro Arambarri,uy URU,MF,Getafe,es La Liga,23,1995,34.1,947,899,42,27,0,26,45,0,13,1,2,1,621,6,25
112,Guilherme Arana,br BRA,DF,Atalanta,it Serie A,22,1997,0.9,56,47,9,0,0,0,4,9,0,0,0,0,42,0,3
113,Charles Aránguiz,cl CHI,MF,Leverkusen,de Bundesliga,30,1989,23.5,1628,1577,42,37,2,8,13,1,4,1,3,0,1385,9,21
114,Luiz Araújo,br BRA,FWMF,Lille,fr Ligue 1,23,1996,9.2,311,286,23,10,2,1,28,5,7,1,2,0,222,2,12
115,Néstor Araujo,mx MEX,DF,Celta Vigo,es La Liga,27,1991,32.1,1559,1477,77,74,0,11,0,3,0,0,0,0,1320,5,6
116,Ronald Araújo,uy URU,DF,Barcelona,es La Liga,20,1999,2.6,208,204,4,2,0,0,0,1,0,0,0,0,195,0,1
117,Anaitz Arbilla,es ESP,DF,Eibar,es La Liga,32,1987,22.3,1215,1063,147,53,0,45,30,94,0,0,0,0,872,5,15
118,Alphonse Areola,fr FRA,GK,Real Madrid,es La Liga,26,1993,4,134,96,38,9,0,0,0,0,0,0,0,0,113,0,0
119,Alphonse Areola,fr FRA,GK,Paris S-G,fr Ligue 1,26,1993,3,58,43,14,5,0,0,0,0,0,0,0,0,57,1,0
120,Santiago Arias,co COL,DF,Atlético Madrid,es La Liga,27,1992,12,647,534,110,0,0,2,24,110,0,0,0,0,482,3,11
121,Nicolò Armini,it ITA,DF,Lazio,it Serie A,18,2001,0,3,3,0,0,0,0,0,0,0,0,0,0,3,0,0
122,Stuart Armstrong,sct SCO,MF,Southampton,eng Premier League,27,1992,19.1,616,594,21,0,2,0,23,13,0,0,0,0,464,1,30
123,José Arnaiz,es ESP,FWMF,Osasuna,es La Liga,24,1995,8.8,172,160,12,0,0,1,7,0,1,1,0,0,130,0,6
124,José Arnaiz,es ESP,MF,Leganés,es La Liga,24,1995,3.7,95,90,5,1,0,0,12,0,4,1,2,0,72,0,3
125,Maximilian Arnold,de GER,MF,Wolfsburg,de Bundesliga,25,1994,31.3,1550,1272,264,146,8,33,166,22,90,29,41,5,1160,14,22
126,Kepa Arrizabalaga,es ESP,GK,Chelsea,eng Premier League,24,1994,33,1095,839,251,52,0,2,0,1,0,0,0,0,896,5,1
127,Kwadwo Asamoah,gh GHA,DFFW,Inter,it Serie A,30,1988,7.1,372,326,46,3,0,0,18,43,0,0,0,0,298,0,13
128,Santiago Ascacíbar,ar ARG,MF,Hertha BSC,de Bundesliga,22,1997,7,311,295,16,15,0,3,2,1,0,0,0,0,261,0,11
129,Sergio Asenjo,es ESP,GK,Villarreal,es La Liga,30,1989,34,1035,660,372,90,0,2,0,0,0,0,0,0,742,3,0
130,Marco Asensio,es ESP,FW,Real Madrid,es La Liga,23,1996,3.7,158,153,4,2,0,4,11,1,1,0,1,0,131,1,2
131,Kristoffer Askildsen,no NOR,MF,Sampdoria,it Serie A,18,2001,0.8,32,31,1,0,0,0,0,1,0,0,0,0,28,0,0
132,Iago Aspas,es ESP,FW,Celta Vigo,es La Liga,31,1987,36.2,1311,1217,86,7,9,18,26,15,5,2,0,0,991,8,49
133,Roger Assalé,ci CIV,FWMF,Leganés,es La Liga,25,1993,5.9,124,121,3,0,2,0,6,2,0,0,0,0,100,0,4
134,Youcef Atal,dz ALG,FWDF,Nice,fr Ligue 1,23,1996,11.1,509,440,69,15,0,6,30,52,2,0,0,0,399,0,12
135,Miguel Atienza,es ESP,MF,Eibar,es La Liga,20,1999,0.3,14,14,0,0,0,0,0,0,0,0,0,0,9,0,0
136,Christian Atsu,gh GHA,MFFW,Newcastle Utd,eng Premier League,27,1992,8.3,218,206,10,2,1,0,17,1,6,0,3,0,167,2,7
137,Pierre-Emerick Aubameyang,ga GAB,FW,Arsenal,eng Premier League,30,1989,34.8,912,881,28,0,7,1,89,3,1,0,0,0,614,3,32
138,Emil Audero,it ITA,GK,Sampdoria,it Serie A,22,1997,36,1039,617,416,125,0,2,0,0,0,0,0,0,674,6,1
139,Tommaso Augello,it ITA,DF,Sampdoria,it Serie A,24,1994,12.6,823,691,130,11,0,2,82,118,1,0,0,0,632,2,18
140,Jean-Kévin Augustin,fr FRA,FW,Monaco,fr Ligue 1,22,1997,3,40,39,1,0,0,1,0,0,0,0,0,0,33,0,0
141,Ludwig Augustinsson,se SWE,DFMF,Werder Bremen,de Bundesliga,25,1994,10.3,546,419,125,17,0,2,57,93,15,5,9,0,386,2,18
142,Serge Aurier,ci CIV,DF,Tottenham,eng Premier League,26,1992,30,1676,1409,264,9,0,3,137,255,0,0,0,0,1263,3,51
143,Mathias Autret,fr FRA,MFFW,Brest,fr Ligue 1,28,1991,13.6,565,485,74,20,6,9,71,7,46,29,13,0,373,6,10
144,Ezequiel Ávila,ar ARG,FW,Osasuna,es La Liga,25,1994,17.7,316,295,19,0,0,5,23,1,0,0,0,0,170,2,10
145,Javier Avilés,es ESP,MFFW,Leganés,es La Liga,21,1997,2,69,69,0,0,0,0,17,0,0,0,0,0,47,0,5
146,Chidozie Awaziem,ng NGA,DF,Leganés,es La Liga,22,1997,22.2,821,715,105,41,2,15,8,64,0,0,0,0,604,1,12
147,Taiwo Awoniyi,ng NGA,FWMF,Mainz 05,de Bundesliga,21,1997,5.4,109,105,4,0,1,0,9,1,0,0,0,0,73,0,6
148,Florian Ayé,fr FRA,FWMF,Brescia,it Serie A,22,1997,15.3,310,298,10,0,1,1,7,2,0,0,0,0,207,2,11
149,Jordan Ayew,gh GHA,FW,Crystal Palace,eng Premier League,27,1991,35,853,816,34,4,2,2,25,11,1,0,0,0,673,3,24
150,Kaan Ayhan,tr TUR,DF,Düsseldorf,de Bundesliga,24,1994,30.3,1816,1670,140,55,4,67,23,85,0,0,0,0,1502,6,20
151,Ramon Azeez,ng NGA,MF,Granada,es La Liga,26,1992,15.1,388,368,18,4,0,2,7,13,0,0,0,0,303,2,10
152,César Azpilicueta,es ESP,DF,Chelsea,eng Premier League,29,1989,35.9,2943,2527,407,29,0,12,121,378,0,0,0,0,2317,9,50
153,Ludovic Baal,gf GUF,DF,Brest,fr Ligue 1,33,1986,9.2,621,518,103,12,0,2,26,91,0,0,0,0,491,0,13
154,Iddrisu Baba,gh GHA,MF,Mallorca,es La Liga,23,1996,32.3,1276,1245,29,28,2,3,2,1,0,0,0,0,1029,2,26
155,Khouma Babacar,sn SEN,FW,Lecce,it Serie A,26,1993,15.8,292,281,10,0,1,2,2,2,0,0,0,0,213,1,7
156,Carlos Bacca,co COL,FW,Villarreal,es La Liga,32,1986,7.6,134,124,10,0,0,0,3,0,0,0,0,0,99,0,5
157,Milan Badelj,hr CRO,MF,Fiorentina,it Serie A,30,1989,17.6,945,894,47,40,4,7,4,2,0,0,0,0,768,4,15
158,Matthias Bader,de GER,DF,Köln,de Bundesliga,22,1997,0.1,8,4,4,1,0,0,0,3,0,0,0,0,6,0,0
159,Benoît Badiashile,fr FRA,DF,Monaco,fr Ligue 1,18,2001,15.7,943,910,30,25,2,15,1,5,0,0,0,0,802,3,5
160,Bastian Badu,fr FRA,FW,Montpellier,fr Ligue 1,19,2000,0.1,6,6,0,0,0,0,0,0,0,0,0,0,6,0,0
161,Alex Baena,es ESP,MF,Villarreal,es La Liga,18,2001,0.2,4,3,1,0,0,0,0,0,0,0,0,0,4,0,0
162,Stéphane Bahoken,cm CMR,FW,Angers,fr Ligue 1,27,1992,10.1,194,174,19,0,0,0,15,2,0,0,0,0,143,1,4
163,Daniel Baier,de GER,MF,Augsburg,de Bundesliga,35,1984,21.6,897,859,32,27,1,6,5,5,0,0,0,0,667,6,19
164,Leon Bailey,jm JAM,FWMF,Leverkusen,de Bundesliga,21,1997,12.1,479,435,44,10,1,5,78,11,23,13,7,1,316,0,18
165,Eric Bailly,ci CIV,DF,Manchester Utd,eng Premier League,25,1994,1.7,78,76,2,2,0,0,0,0,0,0,0,0,70,0,0
166,Dénys Bain,fr FRA,DF,Brest,fr Ligue 1,26,1993,14.1,693,669,23,23,0,2,0,0,0,0,0,0,631,1,4
167,Leighton Baines,eng ENG,DF,Everton,eng Premier League,34,1984,4.5,218,165,51,6,0,0,27,34,11,9,2,0,176,2,6
168,Stefan Bajic,fr FRA,GK,Saint-Étienne,fr Ligue 1,17,2001,1,19,9,10,2,0,0,0,0,0,0,0,0,18,0,0
169,Tiemoué Bakayoko,fr FRA,MF,Monaco,fr Ligue 1,24,1994,19.1,961,929,24,24,3,3,10,0,0,0,0,0,811,8,4
170,Lewis Baker,eng ENG,MF,Düsseldorf,de Bundesliga,24,1995,6.1,222,213,7,5,0,7,4,0,2,0,2,0,182,2,6
171,Mitchel Bakker,nl NED,DF,Paris S-G,fr Ligue 1,19,2000,1,95,88,7,2,0,0,1,5,0,0,0,0,92,0,0
172,Ridle Baku,de GER,DFMF,Mainz 05,de Bundesliga,21,1998,26.1,1167,989,173,19,3,11,83,154,0,0,0,0,827,5,27
173,Fabián Balbuena,py PAR,DF,West Ham,eng Premier League,27,1991,13.1,512,489,20,15,1,7,1,5,0,0,0,0,365,3,7
174,Keita Baldé,sn SEN,FWMF,Monaco,fr Ligue 1,24,1995,9.5,285,267,17,2,0,0,16,5,6,3,0,0,191,1,5
175,George Baldock,gr GRE,DF,Sheffield Utd,eng Premier League,26,1993,38,1522,1241,276,5,0,1,128,271,0,0,0,0,1143,5,70
176,Gareth Bale,wls WAL,FWMF,Real Madrid,es La Liga,30,1989,12.1,500,481,14,0,0,15,45,14,0,0,0,0,363,5,10
177,Mikel Balenziaga,es ESP,DF,Athletic Club,es La Liga,31,1988,6.3,262,205,55,0,0,0,14,55,0,0,0,0,183,2,10
178,Leonardo Balerdi,ar ARG,DFMF,Dortmund,de Bundesliga,20,1999,1.5,132,130,2,2,0,4,0,0,0,0,0,0,115,0,4
179,Marco Ballarini,it ITA,MF,Udinese,it Serie A,18,2001,0,5,5,0,0,0,0,0,0,0,0,0,0,5,0,0
180,Fodé Ballo-Touré,sn SEN,DF,Monaco,fr Ligue 1,22,1997,18.7,874,713,159,13,1,2,61,146,0,0,0,0,681,2,22
181,Florent Balmont,fr FRA,MF,Dijon,fr Ligue 1,39,1980,4.5,263,244,18,11,0,0,9,4,3,1,1,1,213,1,1
182,Mario Balotelli,it ITA,FW,Brescia,it Serie A,28,1990,15.6,360,336,21,2,2,10,8,2,0,0,0,0,231,3,2
183,Abdoulaye Bamba,ci CIV,DF,Angers,fr Ligue 1,29,1990,6.2,277,219,58,3,0,1,15,55,0,0,0,0,204,0,5
184,Jonathan Bamba,fr FRA,FWMF,Lille,fr Ligue 1,23,1996,21.5,835,766,63,15,7,5,51,17,31,17,10,0,662,6,19
185,Éver Banega,ar ARG,MF,Sevilla,es La Liga,31,1988,27.5,2401,2122,263,132,9,70,164,10,121,46,49,3,1959,16,39
186,Mattia Bani,it ITA,DF,Bologna,it Serie A,25,1993,24.5,1169,1117,49,43,0,9,6,6,0,0,0,0,936,3,12
187,Antonín Barák,cz CZE,MFFW,Udinese,it Serie A,24,1994,2.2,101,94,7,3,0,0,7,2,2,1,1,0,75,0,5
188,Antonín Barák,cz CZE,MF,Lecce,it Serie A,24,1994,15.2,679,664,13,7,2,8,20,5,1,0,0,0,552,2,15
189,Federico Barba,it ITA,DF,Valladolid,es La Liga,25,1993,5,218,176,40,4,0,5,5,36,0,0,0,0,140,2,3
190,Danilo Barbosa,br BRA,DFMF,Nice,fr Ligue 1,23,1996,12.5,793,773,19,19,1,2,1,0,0,0,0,0,725,1,5
