Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s
2071,Xesc Regis,es ESP,FW,Eibar,es La Liga,20,1996,1,0,1,0
2072,Winston Reid,nz NZL,DF,West Ham,eng Premier League,29,1988,17,17,1452,16.1
2073,Pepe Reina,es ESP,GK,Napoli,it Serie A,34,1982,37,37,3330,37
2074,Jeff Reine-Adélaïde,fr FRA,MF,Angers,fr Ligue 1,19,1998,10,7,439,4.9
2075,Karim Rekik,nl NED,DF,Hertha BSC,de Bundesliga,22,1994,26,26,2302,25.6
2076,Loïc Rémy,fr FRA,FW,Las Palmas,es La Liga,30,1987,12,6,766,8.5
2077,Loïc Rémy,fr FRA,FWMF,Getafe,es La Liga,30,1987,11,6,457,5.1
2078,Jan Repas,si SVN,MFFW,Caen,fr Ligue 1,20,1997,15,12,902,10
2079,Panagiotis Retsos,gr GRE,DF,Leverkusen,de Bundesliga,18,1998,24,18,1716,19.1
2080,Marco Reus,de GER,MFFW,Dortmund,de Bundesliga,28,1989,11,11,928,10.3
2081,Elvis Rexhbeçaj,de GER,DFMF,Wolfsburg,de Bundesliga,19,1997,4,1,128,1.4
2082,Baptiste Reynet,fr FRA,GK,Dijon,fr Ligue 1,26,1990,38,38,3420,38
2083,Franck Ribéry,fr FRA,FWMF,Bayern Munich,de Bundesliga,34,1983,20,15,1203,13.4
2084,Federico Ricca,uy URU,DF,Málaga,es La Liga,22,1994,14,13,1109,12.3
2085,Federico Ricci,it ITA,FW,Crotone,it Serie A,23,1994,15,10,921,10.2
2086,Federico Ricci,it ITA,MF,Genoa,it Serie A,23,1994,5,2,217,2.4
2087,Declan Rice,eng ENG,DFMF,West Ham,eng Premier League,18,1999,26,15,1430,15.9
2088,Richarlison,br BRA,FWMF,Watford,eng Premier League,20,1997,38,32,2823,31.4
2089,Marco Richter,de GER,FW,Augsburg,de Bundesliga,19,1997,12,6,644,7.2
2090,Diego Rico,es ESP,DF,Leganés,es La Liga,24,1993,26,26,2228,24.8
2091,Mikel Rico,es ESP,MF,Athletic Club,es La Liga,32,1984,17,13,1171,13
2092,Sergio Rico,es ESP,GK,Sevilla,es La Liga,23,1993,24,23,2156,24
2093,Jaïro Riedewald,nl NED,MFDF,Crystal Palace,eng Premier League,20,1996,12,4,442,4.9
2094,Asier Riesgo,es ESP,GK,Eibar,es La Liga,33,1983,1,1,90,1
2095,Luca Rigoni,it ITA,MF,Genoa,it Serie A,32,1984,23,19,1574,17.5
2096,Nicola Rigoni,it ITA,MF,Chievo,it Serie A,26,1990,15,12,933,10.4
2097,Kévin Rimane,gf GUF,DF,Paris S-G,fr Ligue 1,26,1991,1,0,7,0.1
2098,Tomás Rincón,ve VEN,MF,Torino,it Serie A,29,1988,36,35,2995,33.3
2099,Birk Risa,no NOR,FW,Köln,de Bundesliga,19,1998,2,1,81,0.9
2100,Marcel Risse,de GER,DFMF,Köln,de Bundesliga,27,1989,16,13,1169,13
2101,Matt Ritchie,sct SCO,MFFW,Newcastle Utd,eng Premier League,27,1989,35,32,2804,31.2
2102,Cristian Rivera,es ESP,MF,Eibar,es La Liga,20,1997,7,2,246,2.7
2103,Emmanuel Rivière,fr FRA,FW,Metz,fr Ligue 1,27,1990,28,23,2009,22.3
2104,Jonathan Rivierez,mq MTQ,DF,Metz,fr Ligue 1,28,1989,26,24,2064,22.9
2105,Luca Rizzo,it ITA,MF,SPAL,it Serie A,25,1992,11,4,488,5.4
2106,Arjen Robben,nl NED,FWMF,Bayern Munich,de Bundesliga,33,1984,21,19,1507,16.7
2107,Rober,es ESP,DFMF,Levante,es La Liga,22,1995,25,19,1909,21.2
2108,Roberto,es ESP,GK,Málaga,es La Liga,31,1986,34,34,3060,34
2109,Sergi Roberto,es ESP,DF,Barcelona,es La Liga,25,1992,30,24,2225,24.7
2110,Connor Roberts,wls WAL,DF,Swansea City,eng Premier League,21,1995,4,3,268,3
2111,Andrew Robertson,sct SCO,DF,Liverpool,eng Premier League,23,1994,22,22,1940,21.6
2112,Álex Robles,es ESP,DF,Málaga,es La Liga,18,1999,1,1,90,1
2113,Hal Robson-Kanu,wls WAL,FWMF,West Brom,eng Premier League,28,1989,21,8,827,9.2
2114,Marc Roca,es ESP,MF,Espanyol,es La Liga,20,1996,8,2,264,2.9
2115,Rubén Rochina,es ESP,MFDF,Levante,es La Liga,26,1991,5,1,151,1.7
2116,Ronny Rodelin,fr FRA,FWMF,Caen,fr Ligue 1,27,1989,37,36,3161,35.1
2117,Rodri,es ESP,MF,Villarreal,es La Liga,21,1996,37,36,3227,35.9
2118,Rodrigo,es ESP,FW,Valencia,es La Liga,26,1991,37,31,2684,29.8
2119,Kévin Rodrigues,pt POR,DF,Real Sociedad,es La Liga,23,1994,20,18,1635,18.2
2120,Ángel Rodríguez,es ESP,FW,Getafe,es La Liga,30,1987,33,26,2293,25.5
2121,Iván Rodríguez,es ESP,DF,Málaga,es La Liga,21,1996,1,0,20,0.2
2122,James Rodríguez,co COL,MFFW,Bayern Munich,de Bundesliga,26,1991,23,19,1621,18
2123,Jay Rodriguez,eng ENG,FWMF,West Brom,eng Premier League,28,1989,37,31,2812,31.2
2124,Ricardo Rodríguez,ch SUI,DF,Milan,it Serie A,24,1992,34,34,3005,33.4
2125,Marko Rog,hr CRO,MFFW,Napoli,it Serie A,22,1995,28,0,289,3.2
2126,Rogério,br BRA,DF,Sassuolo,it Serie A,19,1998,13,10,910,10.1
2127,Marcus Rohdén,se SWE,MF,Crotone,it Serie A,26,1991,26,20,1632,18.1
2128,Marcos Rojo,ar ARG,DF,Manchester Utd,eng Premier League,27,1990,9,8,640,7.1
2129,Diego Rolán,uy URU,FWMF,Málaga,es La Liga,24,1993,26,21,1946,21.6
2130,Rolando,pt POR,DF,Marseille,fr Ligue 1,31,1985,31,28,2511,27.9
2131,Esteban Rolón,ar ARG,MF,Málaga,es La Liga,22,1995,8,6,418,4.6
2132,Filippo Romagna,it ITA,DF,Cagliari,it Serie A,20,1997,23,21,1888,21
2133,Alessio Romagnoli,it ITA,DF,Milan,it Serie A,22,1995,28,27,2353,26.1
2134,Simone Romagnoli,it ITA,DF,Bologna,it Serie A,27,1990,8,6,557,6.2
2135,Aristóteles Romero,ve VEN,MFFW,Crotone,it Serie A,21,1995,6,0,86,1
2136,Óscar Romero,py PAR,MFFW,Alavés,es La Liga,25,1992,5,2,251,2.8
2137,Sergio Romero,ar ARG,GK,Manchester Utd,eng Premier League,30,1987,1,1,90,1
2138,Oriol Romeu,es ESP,MF,Southampton,eng Premier League,25,1991,34,34,2897,32.2
2139,Rômulo,it ITA,MFDF,Hellas Verona,it Serie A,30,1987,37,36,3168,35.2
2140,Cristiano Ronaldo,pt POR,FW,Real Madrid,es La Liga,32,1985,27,27,2285,25.4
2141,Facundo Roncaglia,ar ARG,DF,Celta Vigo,es La Liga,30,1987,21,17,1492,16.6
2142,Salomón Rondón,ve VEN,FW,West Brom,eng Premier League,27,1989,36,32,2767,30.7
2143,Valentin Rongier,fr FRA,MF,Nantes,fr Ligue 1,22,1994,32,29,2350,26.1
2144,Marten de Roon,nl NED,MF,Atalanta,it Serie A,26,1991,34,29,2571,28.6
2145,Wayne Rooney,eng ENG,MFFW,Everton,eng Premier League,31,1985,31,27,2268,25.2
2146,Roberto Rosales,ve VEN,DF,Málaga,es La Liga,28,1988,35,35,3123,34.7
2147,Danny Rose,eng ENG,DF,Tottenham,eng Premier League,27,1990,10,9,800,8.9
2148,Liam Rosenior,eng ENG,DF,Brighton,eng Premier League,33,1984,3,1,164,1.8
2149,Aleandro Rosi,it ITA,DF,Genoa,it Serie A,30,1987,24,22,1700,18.9
2150,Valentin Rosier,fr FRA,DF,Dijon,fr Ligue 1,20,1996,36,31,2780,30.9
2151,Luca Rossettini,it ITA,DF,Genoa,it Serie A,32,1985,23,22,2027,22.5
2152,Francesco Rossi,it ITA,GK,Atalanta,it Serie A,26,1991,1,0,8,0.1
2153,Giuseppe Rossi,it ITA,FWMF,Genoa,it Serie A,30,1987,9,1,260,2.9
2154,Jérôme Roussillon,fr FRA,DF,Montpellier,fr Ligue 1,24,1993,22,22,1880,20.9
2155,Wayne Routledge,eng ENG,MFFW,Swansea City,eng Premier League,32,1985,15,4,429,4.8
2156,Nolan Roux,fr FRA,FWMF,Metz,fr Ligue 1,29,1988,35,33,2834,31.5
2157,Rubén,es ESP,GK,La Coruña,es La Liga,33,1984,28,27,2478,27.5
2158,Antonio Rüdiger,de GER,DF,Chelsea,eng Premier League,24,1993,27,25,2338,26
2159,Sebastian Rudy,de GER,MF,Bayern Munich,de Bundesliga,27,1990,25,16,1515,16.8
2160,Stéphane Ruffier,fr FRA,GK,Saint-Étienne,fr Ligue 1,30,1986,35,35,3112,34.6
2161,Vincent Rüfli,ch SUI,DFFW,Dijon,fr Ligue 1,29,1988,3,0,25,0.3
2162,Daniele Rugani,it ITA,DF,Juventus,it Serie A,23,1994,22,22,1935,21.5
2163,Mário Rui,pt POR,DF,Napoli,it Serie A,26,1991,25,24,2087,23.2
2164,Aitor Ruibal,es ESP,MF,Betis,es La Liga,21,1996,2,0,9,0.1
2165,Fabián Ruiz Peña,es ESP,MF,Betis,es La Liga,21,1996,34,30,2659,29.5
2166,Víctor Ruiz,es ESP,DF,Villarreal,es La Liga,28,1989,27,27,2416,26.8
2167,Antonio Rukavina,rs SRB,DF,Villarreal,es La Liga,33,1984,17,14,1272,14.1
2168,Gerónimo Rulli,ar ARG,GK,Real Sociedad,es La Liga,25,1992,26,26,2340,26
2169,Lukas Rupp,de GER,MFFW,Hoffenheim,de Bundesliga,26,1991,21,15,1160,12.9
2170,Marco Russ,de GER,DF,Eint Frankfurt,de Bundesliga,31,1985,19,12,1145,12.7
2171,Mathew Ryan,au AUS,GK,Brighton,eng Premier League,25,1992,38,38,3420,38
2172,Idriss Saadi,dz ALG,FW,Strasbourg,fr Ligue 1,25,1992,26,10,941,10.5
2173,Youssouf Sabaly,sn SEN,DF,Bordeaux,fr Ligue 1,24,1993,35,35,3093,34.4
2174,Abdelhamid Sabiri,ma MAR,MF,Huddersfield,eng Premier League,20,1996,5,2,220,2.4
2175,Marcel Sabitzer,at AUT,MFFW,RB Leipzig,de Bundesliga,23,1994,22,21,1790,19.9
2176,Enric Saborit,es ESP,DF,Athletic Club,es La Liga,25,1992,19,16,1428,15.9
2177,Ihsan Sacko,fr FRA,FWMF,Nice,fr Ligue 1,20,1997,8,3,257,2.9
2178,Ihsan Sacko,fr FRA,FWMF,Strasbourg,fr Ligue 1,20,1997,17,8,709,7.9
2179,Mujaid Sadick,es ESP,DF,La Coruña,es La Liga,17,2000,2,1,106,1.2
2180,Armando Sadiku,al ALB,FW,Levante,es La Liga,26,1991,6,4,267,3
2181,Umar Sadiq,ng NGA,FW,Torino,it Serie A,20,1997,3,3,225,2.5
2182,Bacary Sagna,fr FRA,DF,Benevento,it Serie A,34,1983,13,10,957,10.6
2183,Adrián Sahibeddine,fr FRA,FWMF,Dijon,fr Ligue 1,22,1994,3,0,32,0.4
2184,Nuri Şahin,tr TUR,MF,Dortmund,de Bundesliga,28,1988,18,14,1225,13.6
2185,Wesley Saïd,fr FRA,FWMF,Dijon,fr Ligue 1,22,1995,29,20,1839,20.4
2186,Allan Saint-Maximin,fr FRA,FWMF,Nice,fr Ligue 1,20,1997,30,26,2246,25
2187,Allan Saint-Maximin,fr FRA,MF,Monaco,fr Ligue 1,20,1997,1,0,16,0.2
2188,Henri Saivet,sn SEN,MF,Newcastle Utd,eng Premier League,26,1990,1,1,83,0.9
2189,Gōtoku Sakai,jp JPN,DFMF,Hamburger SV,de Bundesliga,26,1991,28,26,2289,25.4
2190,Hiroki Sakai,jp JPN,DF,Marseille,fr Ligue 1,27,1990,33,30,2520,28
2191,Diafra Sakho,sn SEN,FW,West Ham,eng Premier League,27,1989,14,0,306,3.4
2192,Diafra Sakho,sn SEN,FW,Rennes,fr Ligue 1,27,1989,13,7,778,8.6
2193,Mamadou Sakho,fr FRA,DF,Crystal Palace,eng Premier League,27,1990,19,18,1600,17.8
2194,Bakary Sako,ml MLI,FWMF,Crystal Palace,eng Premier League,29,1988,16,4,478,5.3
2195,Emiliano Sala,ar ARG,FW,Nantes,fr Ligue 1,26,1990,36,34,3031,33.7
2196,Jacopo Sala,it ITA,DF,Sampdoria,it Serie A,25,1991,13,12,992,11
2197,Mohamed Salah,eg EGY,FW,Liverpool,eng Premier League,25,1992,36,34,2907,32.3
2198,Bartosz Salamon,pl POL,DF,SPAL,it Serie A,26,1991,22,20,1725,19.2
2199,Carlos Salcedo,mx MEX,DF,Eint Frankfurt,de Bundesliga,23,1993,20,17,1607,17.9
2200,Eddie Salcedo,it ITA,FW,Genoa,it Serie A,15,2001,2,0,34,0.4
2201,Yannis Salibur,fr FRA,FWMF,Guingamp,fr Ligue 1,26,1991,22,19,1521,16.9
2202,Sejad Salihović,ba BIH,MF,Hamburger SV,de Bundesliga,32,1984,10,4,370,4.1
2203,Yoann Salmier,gf GUF,DF,Strasbourg,fr Ligue 1,24,1992,14,12,1107,12.3
2204,Mamadou Samassa,ml MLI,GK,Troyes,fr Ligue 1,27,1990,21,21,1890,21
2205,Brice Samba,cg CGO,GK,Caen,fr Ligue 1,23,1994,4,3,316,3.5
2206,Junior Sambia,fr FRA,MF,Montpellier,fr Ligue 1,20,1996,28,16,1543,17.1
2207,Frédéric Sammaritano,fr FRA,FWMF,Dijon,fr Ligue 1,31,1986,26,16,1429,15.9
2208,Sergi Samper,es ESP,MF,Las Palmas,es La Liga,22,1995,2,2,143,1.6
2209,Jairo Samperio,es ESP,FWMF,Las Palmas,es La Liga,24,1993,11,6,556,6.2
2210,Jairo Samperio,es ESP,MFFW,Mainz 05,de Bundesliga,24,1993,2,0,36,0.4
2211,Mario Sampirisi,it ITA,DF,Crotone,it Serie A,24,1992,31,24,2194,24.4
2212,Mikel San José,es ESP,MF,Athletic Club,es La Liga,28,1989,26,24,2155,23.9
2213,Antonio Sanabria,py PAR,FW,Betis,es La Liga,21,1996,17,8,853,9.5
2214,Renato Sanches,pt POR,MF,Swansea City,eng Premier League,19,1997,12,9,702,7.8
2215,Alexis Sánchez,cl CHI,MFFW,Arsenal,eng Premier League,28,1988,19,17,1503,16.7
2216,Alexis Sánchez,cl CHI,FWMF,Manchester Utd,eng Premier League,28,1988,12,12,1043,11.6
2217,Carlos Sánchez,co COL,MFDF,Fiorentina,it Serie A,31,1986,9,3,368,4.1
2218,Carlos Sánchez,co COL,MF,Espanyol,es La Liga,31,1986,14,13,1122,12.5
2219,Davinson Sánchez,co COL,DF,Tottenham,eng Premier League,21,1996,31,29,2534,28.2
2220,Sergio Sánchez,es ESP,DF,Espanyol,es La Liga,31,1986,2,1,101,1.1
2221,Víctor Sánchez,es ESP,MFDF,Espanyol,es La Liga,29,1987,30,29,2457,27.3
2222,Jadon Sancho,eng ENG,FW,Dortmund,de Bundesliga,17,2000,12,7,690,7.7
2223,Sandro,br BRA,MF,Benevento,it Serie A,28,1989,14,13,1153,12.8
2224,Alex Sandro,br BRA,DF,Juventus,it Serie A,26,1991,26,23,2117,23.5
2225,Arona Sané,sn SEN,MFFW,Atlético Madrid,es La Liga,22,1995,1,0,65,0.7
2226,Lamine Sané,sn SEN,DF,Werder Bremen,de Bundesliga,30,1987,11,9,786,8.7
2227,Leroy Sané,de GER,FW,Manchester City,eng Premier League,21,1996,32,27,2419,26.9
2228,Salif Sané,sn SEN,DF,Hannover 96,de Bundesliga,26,1990,32,32,2879,32
2229,Ibrahim Sangaré,ci CIV,MF,Toulouse,fr Ligue 1,19,1997,20,18,1588,17.6
2230,Younousse Sankharé,sn SEN,MF,Bordeaux,fr Ligue 1,27,1989,29,20,1881,20.9
2231,Baissama Sankoh,gn GUI,MFDF,Caen,fr Ligue 1,25,1992,26,15,1540,17.1
2232,Siriki Sanogo,ci CIV,MF,Benevento,it Serie A,15,2001,2,0,39,0.4
2233,Yaya Sanogo,fr FRA,FW,Toulouse,fr Ligue 1,24,1993,27,17,1513,16.8
2234,Morgan Sanson,fr FRA,MF,Marseille,fr Ligue 1,22,1994,33,25,2165,24.1
2235,Nicola Sansone,it ITA,FWMF,Villarreal,es La Liga,25,1991,18,5,635,7.1
2236,Baptiste Santamaria,fr FRA,MF,Angers,fr Ligue 1,22,1995,31,30,2591,28.8
2237,Ivan Santini,hr CRO,FW,Caen,fr Ligue 1,28,1989,32,31,2777,30.9
2238,Davide Santon,it ITA,DF,Inter,it Serie A,26,1991,15,9,836,9.3
2239,Christian Santos,ve VEN,FW,Alavés,es La Liga,29,1988,10,5,436,4.8
2240,Douglas Santos,br BRA,DF,Hamburger SV,de Bundesliga,23,1994,27,26,2378,26.4
2241,Samir Santos,br BRA,DF,Udinese,it Serie A,22,1994,31,30,2569,28.5
2242,Antonio Santurro,do DOM,GK,Bologna,it Serie A,25,1992,1,1,90,1
2243,Riccardo Saponara,it ITA,MFFW,Fiorentina,it Serie A,25,1991,18,10,900,10
2244,Pablo Sarabia,es ESP,FWMF,Sevilla,es La Liga,25,1992,34,27,2395,26.6
2245,Yusuf Sari,tr TUR,FW,Marseille,fr Ligue 1,18,1998,1,0,1,0
2246,Bouna Sarr,sn SEN,DFFW,Marseille,fr Ligue 1,25,1992,29,18,1789,19.9
2247,Ismaila Sarr,sn SEN,FWMF,Rennes,fr Ligue 1,19,1998,24,22,1858,20.6
2248,Malang Sarr,fr FRA,DF,Nice,fr Ligue 1,18,1999,21,13,1322,14.7
2249,Imanol Sarriegi,es ESP,MFFW,Eibar,es La Liga,22,1995,3,0,41,0.5
2250,Marco Sau,it ITA,FWMF,Cagliari,it Serie A,29,1987,29,16,1311,14.6
2251,Stefan Savić,me MNE,DF,Atlético Madrid,es La Liga,26,1991,27,26,2299,25.5
2252,Gianluca Scamacca,it ITA,FWMF,Sassuolo,it Serie A,18,1999,3,0,23,0.3
2253,Fabian Schär,ch SUI,DF,La Coruña,es La Liga,25,1991,25,25,2219,24.7
2254,Ezequiel Schelotto,it ITA,DF,Brighton,eng Premier League,28,1989,20,15,1318,14.6
2255,Pasquale Schiattarella,it ITA,MF,SPAL,it Serie A,30,1987,31,22,1990,22.1
2256,Eros Schiavon,it ITA,MFDF,SPAL,it Serie A,34,1983,12,3,390,4.3
2257,Patrik Schick,cz CZE,FWMF,Roma,it Serie A,21,1996,22,10,992,11
2258,Julian Schieber,de GER,MFFW,Hertha BSC,de Bundesliga,28,1989,3,0,56,0.6
2259,Christopher Schindler,de GER,DF,Huddersfield,eng Premier League,27,1990,37,37,3265,36.3
2260,Sven Schipplock,de GER,FWMF,Hamburger SV,de Bundesliga,28,1988,9,3,338,3.8
2261,Jeffrey Schlupp,gh GHA,DFMF,Crystal Palace,eng Premier League,24,1992,24,21,1745,19.4
2262,Kasper Schmeichel,dk DEN,GK,Leicester City,eng Premier League,30,1986,33,33,2965,32.9
2263,Marcel Schmelzer,de GER,DF,Dortmund,de Bundesliga,29,1988,18,17,1491,16.6
2264,Jonathan Schmid,fr FRA,DFFW,Augsburg,de Bundesliga,27,1990,25,15,1473,16.4
2265,Manuel Schmiedebach,de GER,MF,Hannover 96,de Bundesliga,28,1988,6,2,165,1.8
2266,Benno Schmitz,de GER,DF,RB Leipzig,de Bundesliga,22,1994,2,1,82,0.9
2267,Morgan Schneiderlin,fr FRA,MF,Everton,eng Premier League,27,1989,30,24,2130,23.7
2268,Alessandro Schöpf,at AUT,DFFW,Schalke 04,de Bundesliga,23,1994,15,9,808,9
2269,Nico Schulz,de GER,FWMF,Hoffenheim,de Bundesliga,24,1993,27,19,1780,19.8
2270,André Schürrle,de GER,FW,Dortmund,de Bundesliga,26,1990,18,11,1236,13.7
2271,Julian Schuster,de GER,DFMF,Freiburg,de Bundesliga,32,1985,18,16,1308,14.5
2272,Pirmin Schwegler,ch SUI,MF,Hannover 96,de Bundesliga,30,1987,29,27,2319,25.8
2273,Alexander Schwolow,de GER,GK,Freiburg,de Bundesliga,25,1992,33,33,2906,32.3
2274,Simone Scuffet,it ITA,GK,Udinese,it Serie A,21,1996,6,6,540,6
2275,Sergio Segura García,es ESP,DF,Leganés,es La Liga,21,1995,1,0,23,0.3
2276,Ernest Seka,gn GUI,DF,Strasbourg,fr Ligue 1,30,1987,27,25,2178,24.2
2277,Vahid Selimović,lu LUX,DF,Metz,fr Ligue 1,20,1997,13,12,1056,11.7
2278,Davie Selke,de GER,FW,Hertha BSC,de Bundesliga,22,1995,27,19,1886,21
2279,Ole Selnæs,no NOR,MF,Saint-Étienne,fr Ligue 1,23,1994,26,23,2058,22.9
2280,Nélson Semedo,pt POR,DF,Barcelona,es La Liga,23,1993,24,17,1493,16.6
2281,Rúben Semedo,pt POR,DFMF,Villarreal,es La Liga,23,1994,4,3,231,2.6
2282,Stefano Sensi,it ITA,MF,Sassuolo,it Serie A,21,1995,17,10,1041,11.6
2283,Luigi Sepe,it ITA,GK,Napoli,it Serie A,26,1991,1,1,90,1
2284,Suat Serdar,de GER,MF,Mainz 05,de Bundesliga,20,1997,25,16,1703,18.9
2285,Jean Seri,ci CIV,MF,Nice,fr Ligue 1,26,1991,31,30,2615,29.1
2286,Julien Serrano,fr FRA,DF,Monaco,fr Ligue 1,19,1998,4,3,280,3.1
2287,Grégory Sertic,fr FRA,DFMF,Marseille,fr Ligue 1,27,1989,7,3,350,3.9
2288,Stéphane Sessègnon,bj BEN,MFFW,Montpellier,fr Ligue 1,33,1984,16,11,985,10.9
2289,Lee Seung-woo,kr KOR,MFFW,Hellas Verona,it Serie A,19,1998,14,1,358,4
2290,Stephan El Shaarawy,it ITA,FW,Roma,it Serie A,24,1992,33,25,2155,23.9
2291,Meritan Shabani,al ALB,FW,Bayern Munich,de Bundesliga,18,1999,1,1,55,0.6
2292,Xherdan Shaqiri,ch SUI,MFFW,Stoke City,eng Premier League,25,1991,36,36,3039,33.8
2293,Luke Shaw,eng ENG,DF,Manchester Utd,eng Premier League,22,1995,11,8,790,8.8
2294,Ryan Shawcross,eng ENG,DF,Stoke City,eng Premier League,29,1987,27,27,2371,26.3
2295,Jonjo Shelvey,eng ENG,MF,Newcastle Utd,eng Premier League,25,1992,30,25,2270,25.2
2296,Gaku Shibasaki,jp JPN,MFFW,Getafe,es La Liga,25,1992,22,12,1002,11.1
2297,Djibril Sidibé,fr FRA,DF,Monaco,fr Ligue 1,25,1992,27,25,2153,23.9
2298,Sidnei,br BRA,DF,La Coruña,es La Liga,27,1989,21,21,1778,19.8
2299,Jaime Sierra Mateos,es ESP,FWMF,Leganés,es La Liga,19,1998,2,0,28,0.3
2300,Vincent Sierro,ch SUI,MFFW,Freiburg,de Bundesliga,21,1995,4,3,213,2.4
2301,Gylfi Sigurðsson,is ISL,MFFW,Everton,eng Premier League,27,1989,27,25,2259,25.1
2302,Kolbeinn Sigþórsson,is ISL,FW,Nantes,fr Ligue 1,27,1990,2,0,25,0.3
2303,Adrien Silva,pt POR,MF,Leicester City,eng Premier League,28,1989,12,9,761,8.5
2304,André Silva,pt POR,FW,Milan,it Serie A,21,1995,24,7,940,10.4
2305,Bernardo Silva,pt POR,FWMF,Manchester City,eng Premier League,22,1994,35,15,1533,17
2306,David Silva,es ESP,MF,Manchester City,eng Premier League,31,1986,29,28,2430,27
2307,Gabriel Silva,br BRA,DF,Saint-Étienne,fr Ligue 1,26,1991,25,23,2077,23.1
2308,Jonathan Silva,ar ARG,DF,Roma,it Serie A,23,1994,2,1,112,1.2
2309,Thiago Silva,br BRA,DF,Paris S-G,fr Ligue 1,32,1984,25,24,2115,23.5
2310,Matías Silvestre,ar ARG,DF,Sampdoria,it Serie A,32,1984,34,34,3060,34
2311,Marco Silvestri,it ITA,GK,Hellas Verona,it Serie A,26,1991,2,2,180,2
2312,Giovanni Simeone,ar ARG,FW,Fiorentina,it Serie A,22,1995,38,36,2998,33.3
2313,Lorenco Šimić,hr CRO,DF,SPAL,it Serie A,21,1996,6,3,318,3.5
2314,Stefan Simić,cz CZE,DF,Crotone,it Serie A,22,1995,9,6,555,6.2
2315,David Simón,es ESP,DF,Las Palmas,es La Liga,28,1988,11,6,721,8
2316,Danny Simpson,eng ENG,DF,Leicester City,eng Premier League,30,1987,28,27,2306,25.6
2317,Jack Simpson,eng ENG,DF,Bournemouth,eng Premier League,20,1996,1,1,71,0.8
2318,Josh Sims,eng ENG,FWMF,Southampton,eng Premier League,20,1997,6,1,163,1.8
2319,Jerome Sinclair,eng ENG,MFFW,Watford,eng Premier League,20,1996,4,0,31,0.3
2320,Giovanni Sio,ci CIV,FW,Montpellier,fr Ligue 1,28,1989,33,27,2193,24.4
2321,Dimitris Siovas,gr GRE,DF,Leganés,es La Liga,28,1988,24,24,2057,22.9
2322,Tobias Sippel,de GER,GK,M'Gladbach,de Bundesliga,29,1988,5,4,435,4.8
2323,Salvatore Sirigu,it ITA,GK,Torino,it Serie A,30,1987,37,37,3330,37
2324,Moussa Sissoko,fr FRA,MFFW,Tottenham,eng Premier League,27,1989,32,15,1386,15.4
2325,Pione Sisto,dk DEN,FWMF,Celta Vigo,es La Liga,22,1995,34,31,2517,28
2326,Antonio Sivera,es ESP,GK,Alavés,es La Liga,20,1996,1,1,62,0.7
2327,Ellyes Skhiri,tn TUN,MF,Montpellier,fr Ligue 1,22,1995,35,35,3049,33.9
2328,Łukasz Skorupski,pl POL,GK,Roma,it Serie A,26,1991,1,1,90,1
2329,Milan Škriniar,sk SVK,DF,Inter,it Serie A,22,1995,38,38,3420,38
2330,Islam Slimani,dz ALG,FW,Leicester City,eng Premier League,29,1988,12,2,249,2.8
2331,Islam Slimani,dz ALG,FW,Newcastle Utd,eng Premier League,29,1988,4,1,132,1.5
2332,Naïm Sliti,tn TUN,FWMF,Dijon,fr Ligue 1,25,1992,31,26,2290,25.4
2333,Chris Smalling,eng ENG,DF,Manchester Utd,eng Premier League,27,1989,29,28,2536,28.2
2334,Adam Smith,eng ENG,DFMF,Bournemouth,eng Premier League,26,1991,27,22,2071,23
2335,Tommy Smith,eng ENG,DF,Huddersfield,eng Premier League,25,1992,24,21,1904,21.2
2336,Wesley Sneijder,nl NED,MFFW,Nice,fr Ligue 1,33,1984,5,4,399,4.4
2337,Cédric Soares,pt POR,DF,Southampton,eng Premier League,25,1991,32,32,2794,31
2338,Ramadan Sobhi,eg EGY,MFFW,Stoke City,eng Premier League,20,1997,24,12,1238,13.8
2339,Rubén Sobrino,es ESP,FWMF,Alavés,es La Liga,25,1992,28,15,1466,16.3
2340,Dominic Solanke,eng ENG,FW,Liverpool,eng Premier League,19,1997,21,5,596,6.6
2341,Carlos Soler,es ESP,MF,Valencia,es La Liga,20,1997,33,27,2365,26.3
2342,Somália,br BRA,MFFW,Toulouse,fr Ligue 1,28,1988,27,23,2002,22.2
2343,Yann Sommer,ch SUI,GK,M'Gladbach,de Bundesliga,28,1988,30,30,2625,29.2
2344,Kévin Soni,cm CMR,MF,Girona,es La Liga,19,1998,2,0,19,0.2
2345,Jérémy Sorbon,fr FRA,DF,Guingamp,fr Ligue 1,33,1983,29,29,2610,29
2346,Oliver Sorg,de GER,DFMF,Hannover 96,de Bundesliga,27,1990,22,20,1687,18.7
2347,David Soria,es ESP,GK,Sevilla,es La Liga,24,1993,15,15,1264,14
2348,Roberto Soriano,it ITA,MFFW,Villarreal,es La Liga,26,1991,22,11,1139,12.7
2349,Stefano Sorrentino,it ITA,GK,Chievo,it Serie A,38,1979,38,38,3420,38
2350,Pape Souaré,sn SEN,DF,Crystal Palace,eng Premier League,27,1990,1,0,9,0.1
2351,Rayan Souici,fr FRA,MF,Saint-Étienne,fr Ligue 1,19,1998,1,0,12,0.1
2352,Adama Soumaoro,fr FRA,DF,Lille,fr Ligue 1,25,1992,14,14,1192,13.2
