Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG
1351,Danilo Larangeira,br BRA,DF,Bologna,it Serie A,34,1984,34.2,1,9,4,44.4,0.26,0.12,0.11,0.25,9.4,0,0,0,0.8,0.8,0.09,+0.2,+0.2
1352,Johan Larsson,se SWE,DF,Guingamp,fr Ligue 1,28,1990,1,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
1353,Kevin Lasagna,it ITA,FW,Udinese,it Serie A,25,1992,27.3,6,63,20,31.7,2.31,0.73,0.1,0.3,15.5,1,0,1,8.5,7.6,0.12,-2.5,-1.6
1354,Jamaal Lascelles,eng ENG,DF,Newcastle Utd,eng Premier League,24,1993,30.5,0,11,1,9.1,0.36,0.03,0,0,11.2,0,0,0,0.6,0.6,0.06,-0.6,-0.6
1355,Paul Lasne,fr FRA,MFDF,Montpellier,fr Ligue 1,29,1989,19.9,2,23,8,34.8,1.16,0.4,0.09,0.25,23.3,0,0,0,1.4,1.4,0.06,+0.6,+0.6
1356,Toni Lato,es ESP,DF,Valencia,es La Liga,20,1997,3,0,2,0,0,0.67,0,0,,16.1,0,0,0,0.1,0.1,0.06,-0.1,-0.1
1357,Danny Latza,de GER,MF,Mainz 05,de Bundesliga,28,1989,20.7,0,39,7,17.9,1.88,0.34,0,0,21.6,1,0,0,2.9,2.9,0.08,-2.9,-2.9
1358,Alexandre Lauray,fr FRA,DF,Bordeaux,fr Ligue 1,21,1997,2.9,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
1359,Armand Lauriente,fr FRA,MF,Rennes,fr Ligue 1,19,1998,0,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
1360,Vincent Laurini,fr FRA,DF,Fiorentina,it Serie A,29,1989,10.2,0,2,1,50,0.2,0.1,0,0,19.6,0,0,0,0.1,0.1,0.05,-0.1,-0.1
1361,Wesley Lautoa,nc NCL,DFMF,Dijon,fr Ligue 1,30,1987,33.6,0,14,2,14.3,0.42,0.06,0,0,16.7,0,0,0,0.8,0.8,0.06,-0.8,-0.8
1362,Diego Laxalt,uy URU,DFMF,Milan,it Serie A,25,1993,7.2,0,6,3,50,0.83,0.41,0,0,8.8,0,0,0,1.2,1.2,0.25,-1.2,-1.2
1363,Miguel Layún,mx MEX,MFDF,Villarreal,es La Liga,30,1988,5.6,0,12,2,16.7,2.13,0.36,0,0,24.3,2,0,0,0.5,0.4,0.03,-0.5,-0.4
1364,Valentino Lazaro,at AUT,DFFW,Hertha BSC,de Bundesliga,22,1996,30.5,3,20,8,40,0.66,0.26,0.15,0.38,18.3,3,0,0,2.1,2.1,0.11,+0.9,+0.9
1365,Darko Lazović,rs SRB,DFFW,Genoa,it Serie A,27,1990,28.2,3,38,9,23.7,1.35,0.32,0.08,0.33,19.8,3,0,0,2.2,2.2,0.06,+0.8,+0.8
1366,Manuel Lazzari,it ITA,DF,SPAL,it Serie A,24,1993,31.5,0,34,5,14.7,1.08,0.16,0,0,20.2,0,0,0,1.4,1.4,0.04,-1.4,-1.4
1367,Mickaël Le Bihan,fr FRA,FW,Nice,fr Ligue 1,28,1990,2.3,1,4,2,50,1.76,0.88,0,0,18.9,0,1,1,1.3,0.5,0.12,-0.3,-0.5
1368,Maxime Le Marchand,fr FRA,DF,Fulham,eng Premier League,28,1989,25,0,5,0,0,0.2,0,0,,13.2,0,0,0,0.3,0.3,0.06,-0.3,-0.3
1369,Robin Le Normand,fr FRA,DF,Real Sociedad,es La Liga,21,1996,3.2,0,2,0,0,0.63,0,0,,6.2,0,0,0,0.2,0.2,0.09,-0.2,-0.2
1370,Damien Le Tallec,fr FRA,MF,Montpellier,fr Ligue 1,28,1990,31.2,3,34,13,38.2,1.09,0.42,0.09,0.23,17.3,0,0,0,4.1,4.1,0.12,-1.1,-1.1
1371,James Lea Siliki,cm CMR,MFFW,Rennes,fr Ligue 1,22,1996,13.6,0,21,4,19,1.55,0.3,0,0,23.2,1,0,0,1.5,1.5,0.07,-1.5,-1.5
1372,Rafael Leão,pt POR,FW,Lille,fr Ligue 1,19,1999,14.3,8,37,20,54.1,2.59,1.4,0.22,0.4,14.7,0,0,0,4.3,4.3,0.12,+3.7,+3.7
1373,Mathew Leckie,au AUS,FWMF,Hertha BSC,de Bundesliga,27,1991,10.5,2,22,9,40.9,2.1,0.86,0.09,0.22,12.9,0,0,0,2.7,2.7,0.12,-0.7,-0.7
1374,Benjamin Lecomte,fr FRA,GK,Montpellier,fr Ligue 1,27,1991,37,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
1375,Pierre Lees-Melou,fr FRA,MF,Nice,fr Ligue 1,25,1993,26.6,2,39,11,28.2,1.47,0.41,0.05,0.18,19.8,0,0,0,3.3,3.3,0.08,-1.3,-1.3
1376,Jordan Lefort,fr FRA,DF,Amiens,fr Ligue 1,24,1993,20,0,11,1,9.1,0.55,0.05,0,0,22.4,0,0,0,0.4,0.4,0.04,-0.4,-0.4
1377,Wu Lei,cn CHN,FWMF,Espanyol,es La Liga,26,1991,11.8,3,31,8,25.8,2.63,0.68,0.1,0.38,13,0,0,0,5.1,5.1,0.16,-2.1,-2.1
1378,Tim Leibold,de GER,DF,Nürnberg,de Bundesliga,24,1993,30.7,0,27,5,18.5,0.88,0.16,0,0,22.8,3,0,1,2,1.2,0.04,-2,-1.2
1379,Lucas Leiva,br BRA,MF,Lazio,it Serie A,31,1987,22.1,0,15,1,6.7,0.68,0.05,0,0,22.1,1,0,0,0.6,0.6,0.04,-0.6,-0.6
1380,Florian Lejeune,fr FRA,DF,Newcastle Utd,eng Premier League,27,1991,11.7,0,7,2,28.6,0.6,0.17,0,0,15.9,0,0,0,0.4,0.4,0.06,-0.4,-0.4
1381,Iñigo Lekue,es ESP,DF,Athletic Club,es La Liga,25,1993,2.3,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
1382,Thomas Lemar,fr FRA,MF,Atlético Madrid,es La Liga,22,1995,20.2,3,26,12,46.2,1.29,0.59,0.12,0.25,20.9,1,0,0,3,3,0.12,0,0
1383,Mario Lemina,ga GAB,MF,Southampton,eng Premier League,24,1993,17.9,1,25,5,20,1.39,0.28,0.04,0.2,22.2,0,0,0,1.1,1.1,0.04,-0.1,-0.1
1384,Mauricio Lemos,uy URU,DF,Sassuolo,it Serie A,22,1995,2,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
1385,Clément Lenglet,fr FRA,DF,Barcelona,es La Liga,23,1995,21.5,1,6,2,33.3,0.28,0.09,0.17,0.5,8.5,0,0,0,0.9,0.9,0.16,+0.1,+0.1
1386,Aaron Lennon,eng ENG,MF,Burnley,eng Premier League,31,1987,13.5,1,4,2,50,0.3,0.15,0.25,0.5,13.4,0,0,0,0.8,0.8,0.2,+0.2,+0.2
1387,Bernd Leno,de GER,GK,Arsenal,eng Premier League,26,1992,31.5,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
1388,Pedro León,es ESP,MFFW,Eibar,es La Liga,31,1986,4.7,1,7,2,28.6,1.48,0.42,0.14,0.5,20.6,0,0,0,1,1,0.14,0,0
1389,Sergio León,es ESP,FWMF,Betis,es La Liga,29,1989,7.1,0,13,2,15.4,1.83,0.28,0,0,18.6,0,0,0,0.6,0.6,0.04,-0.6,-0.6
1390,Lukas Lerager,dk DEN,MF,Genoa,it Serie A,25,1993,12.5,1,16,5,31.3,1.28,0.4,0.06,0.2,16.2,0,0,0,1.3,1.3,0.08,-0.3,-0.3
1391,Lukas Lerager,dk DEN,MF,Bordeaux,fr Ligue 1,25,1993,14.4,0,11,3,27.3,0.76,0.21,0,0,22.9,0,0,0,0.5,0.5,0.04,-0.5,-0.5
1392,Mehdi Léris,dz ALG,MFDF,Chievo,it Serie A,20,1998,17.9,0,30,7,23.3,1.68,0.39,0,0,22.9,0,0,0,1.7,1.7,0.06,-1.7,-1.7
1393,Jefferson Lerma,co COL,MF,Bournemouth,eng Premier League,23,1994,27.8,2,31,8,25.8,1.11,0.29,0.06,0.25,25.8,0,0,0,1.3,1.3,0.04,+0.7,+0.7
1394,Robert Lewandowski,pl POL,FW,Bayern Munich,de Bundesliga,29,1988,32.9,22,140,48,34.3,4.26,1.46,0.14,0.4,13.2,5,3,4,30.7,27.5,0.2,-8.7,-8.5
1395,Igor Lewczuk,pl POL,DF,Bordeaux,fr Ligue 1,33,1985,5,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
1396,Aaron Leya Iseka,be BEL,FW,Toulouse,fr Ligue 1,20,1997,16,4,28,11,39.3,1.75,0.69,0.14,0.36,14.4,0,0,0,3.9,3.9,0.14,+0.1,+0.1
1397,Stephan Lichtsteiner,ch SUI,DF,Arsenal,eng Premier League,34,1984,10.4,0,1,0,0,0.1,0,0,,29.8,0,0,0,0,0,0.02,0,0
1398,Dimitri Liénard,fr FRA,MFDF,Strasbourg,fr Ligue 1,30,1988,14.3,0,22,7,31.8,1.53,0.49,0,0,26.1,5,0,0,1,1,0.05,-1,-1
1399,Philipp Lienhart,at AUT,DF,Freiburg,de Bundesliga,22,1996,6.8,0,4,0,0,0.59,0,0,,11.8,0,0,0,0.5,0.5,0.12,-0.5,-0.5
1400,Lucas Lima,br BRA,DFFW,Nantes,fr Ligue 1,26,1991,27.7,0,21,4,19,0.76,0.14,0,0,23.5,5,0,0,1,1,0.05,-1,-1
1401,Anthony Limbombe,be BEL,FW,Nantes,fr Ligue 1,24,1994,13.7,1,42,12,28.6,3.06,0.87,0.02,0.08,19.4,1,0,0,2.5,2.5,0.06,-1.5,-1.5
1402,Victor Lindelöf,se SWE,DF,Manchester Utd,eng Premier League,24,1994,28.9,1,8,1,12.5,0.28,0.03,0.13,1,9.3,0,0,0,0.7,0.7,0.09,+0.3,+0.3
1403,Karol Linetty,pl POL,MF,Sampdoria,it Serie A,23,1995,27.9,3,34,13,38.2,1.22,0.47,0.09,0.23,22.6,0,0,0,2.1,2.1,0.06,+0.9,+0.9
1404,Jesse Lingard,eng ENG,FWMF,Manchester Utd,eng Premier League,25,1992,18.5,4,31,13,41.9,1.68,0.7,0.1,0.23,17.6,0,1,1,4.7,3.9,0.13,-0.7,-0.9
1405,Pol Lirola,es ESP,DFMF,Sassuolo,it Serie A,20,1997,33.1,2,17,3,17.6,0.51,0.09,0.12,0.67,21,0,0,0,1.6,1.6,0.09,+0.4,+0.4
1406,Adem Ljajić,rs SRB,MF,Torino,it Serie A,26,1991,0.3,0,2,1,50,6,3,0,0,21,0,0,0,0.1,0.1,0.04,-0.1,-0.1
1407,Diego Llorente,es ESP,DF,Real Sociedad,es La Liga,24,1993,19.5,0,7,1,14.3,0.36,0.05,0,0,19.4,1,0,0,0.5,0.5,0.07,-0.5,-0.5
1408,Fernando Llorente,es ESP,FW,Tottenham,eng Premier League,33,1985,7.7,1,24,5,20.8,3.11,0.65,0.04,0.2,10.6,0,0,0,3.4,3.4,0.14,-2.4,-2.4
1409,Marcos Llorente,es ESP,MF,Real Madrid,es La Liga,23,1995,6,0,1,1,100,0.17,0.17,0,0,13.8,0,0,0,0.1,0.1,0.06,-0.1,-0.1
1410,Hugo Lloris,fr FRA,GK,Tottenham,eng Premier League,31,1986,33,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
1411,Giovani Lo Celso,ar ARG,MFFW,Betis,es La Liga,22,1996,26.6,9,60,25,41.7,2.25,0.94,0.12,0.28,20.3,2,2,4,8.2,5,0.08,+0.8,+2.0
1412,Giovani Lo Celso,ar ARG,MF,Paris S-G,fr Ligue 1,22,1996,0.1,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
1413,Stanislav Lobotka,sk SVK,MF,Celta Vigo,es La Liga,23,1994,27.7,0,11,2,18.2,0.4,0.07,0,0,21.8,0,0,0,0.9,0.9,0.08,-0.9,-0.9
1414,Jürgen Locadia,nl NED,FWMF,Brighton,eng Premier League,24,1993,13.7,2,27,9,33.3,1.97,0.66,0.07,0.22,17.8,1,0,0,2.7,2.7,0.1,-0.7,-0.7
1415,Manuel Locatelli,it ITA,MF,Sassuolo,it Serie A,20,1998,20.5,2,31,6,19.4,1.51,0.29,0.06,0.33,23.1,0,0,0,2.5,2.5,0.08,-0.5,-0.5
1416,Ruben Loftus-Cheek,eng ENG,MFFW,Chelsea,eng Premier League,22,1996,11.1,6,28,8,28.6,2.53,0.72,0.21,0.75,16.2,0,0,0,2.8,2.8,0.1,+3.2,+3.2
1417,Enzo Loiodice,fr FRA,MF,Dijon,fr Ligue 1,17,2000,9.4,0,5,2,40,0.53,0.21,0,0,27.5,0,0,0,0.2,0.2,0.03,-0.2,-0.2
1418,Kevin Long,ie IRL,DF,Burnley,eng Premier League,27,1990,5.7,0,1,0,0,0.18,0,0,,10.1,0,0,0,0.1,0.1,0.06,-0.1,-0.1
1419,Shane Long,ie IRL,FWMF,Southampton,eng Premier League,31,1987,14.1,5,30,10,33.3,2.12,0.71,0.17,0.5,14.5,0,0,0,4.6,4.6,0.16,+0.4,+0.4
1420,Samuele Longo,it ITA,FW,Huesca,es La Liga,26,1992,6.2,1,10,4,40,1.62,0.65,0.1,0.25,9.1,0,0,0,1.8,1.8,0.18,-0.8,-0.8
1421,Sean Longstaff,eng ENG,MF,Newcastle Utd,eng Premier League,20,1997,7.6,1,8,2,25,1.05,0.26,0.13,0.5,23.6,0,0,0,0.7,0.7,0.09,+0.3,+0.3
1422,Ademola Lookman,ng NGA,FWMF,Everton,eng Premier League,20,1997,6.9,0,12,3,25,1.75,0.44,0,0,18.6,0,0,0,1.4,1.4,0.12,-1.4,-1.4
1423,Anthony Lopes,pt POR,GK,Lyon,fr Ligue 1,27,1990,34,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
1424,Rony Lopes,pt POR,FWMF,Monaco,fr Ligue 1,22,1995,20.5,2,51,24,47.1,2.48,1.17,0.04,0.08,19.7,6,0,0,4,4,0.08,-2,-2
1425,Alejandro López,es ESP,MF,Espanyol,es La Liga,21,1997,1.2,0,1,0,0,0.8,0,0,,28.5,0,0,0,0,0,0.02,0,0
1426,Cristian López,es ESP,FW,Angers,fr Ligue 1,29,1989,4.1,2,11,3,27.3,2.66,0.73,0.18,0.67,13.7,0,0,1,2.1,1.3,0.12,-0.1,+0.7
1427,David López,es ESP,DF,Espanyol,es La Liga,28,1989,20.2,0,9,2,22.2,0.45,0.1,0,0,18.1,0,0,0,1,1,0.11,-1,-1
1428,Diego López,es ESP,GK,Espanyol,es La Liga,36,1981,38,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
1429,Javi López,es ESP,DF,Espanyol,es La Liga,32,1986,21.6,0,7,1,14.3,0.32,0.05,0,0,19.2,0,0,0,0.7,0.7,0.1,-0.7,-0.7
1430,Lluis López,es ESP,DF,Espanyol,es La Liga,21,1997,5.8,0,1,1,100,0.17,0.17,0,0,3.9,0,0,0,0.2,0.2,0.22,-0.2,-0.2
1431,Maxime Lopez,fr FRA,MF,Marseille,fr Ligue 1,20,1997,24.2,1,13,4,30.8,0.54,0.17,0.08,0.25,27.3,1,0,0,0.5,0.5,0.04,+0.5,+0.5
1432,Pedro López Muñoz,es ESP,DF,Levante,es La Liga,34,1983,5.2,0,2,1,50,0.39,0.19,0,0,20.6,0,0,0,0.1,0.1,0.04,-0.1,-0.1
1433,Pau López,es ESP,GK,Betis,es La Liga,23,1994,33,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
1434,Roberto López,es ESP,MF,Real Sociedad,es La Liga,18,2000,0.3,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
1435,Unai López,es ESP,MF,Athletic Club,es La Liga,22,1995,3.6,0,4,1,25,1.1,0.27,0,0,22.5,0,0,0,0.2,0.2,0.05,-0.2,-0.2
1436,Jonas Lössl,dk DEN,GK,Huddersfield,eng Premier League,29,1989,30.9,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
1437,Albert Lottin,fr FRA,MFFW,Bordeaux,fr Ligue 1,16,2001,0.2,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
1438,Imran Louza,ma MAR,MF,Nantes,fr Ligue 1,19,1999,1,0,1,0,0,1.02,0,0,,29.7,0,0,0,0,0,0.03,0,0
1439,Davor Lovren,hr CRO,MF,Düsseldorf,de Bundesliga,19,1998,0.5,0,1,1,100,1.96,1.96,0,0,27.8,0,0,0,0,0,0.03,0,0
1440,Dejan Lovren,hr CRO,DF,Liverpool,eng Premier League,29,1989,11,1,6,1,16.7,0.55,0.09,0.17,1,12.6,0,0,0,0.7,0.7,0.12,+0.3,+0.3
1441,Chris Löwe,de GER,DFMF,Huddersfield,eng Premier League,29,1989,22.9,0,18,6,33.3,0.79,0.26,0,0,24.2,1,0,0,0.6,0.6,0.04,-0.6,-0.6
1442,Eduard Löwen,de GER,MFFW,Nürnberg,de Bundesliga,21,1997,18,3,37,13,35.1,2.05,0.72,0.08,0.23,25,7,0,0,3.1,3.1,0.08,-0.1,-0.1
1443,Matthew Lowton,eng ENG,DF,Burnley,eng Premier League,29,1989,19.4,0,4,0,0,0.21,0,0,,23.5,0,0,0,0.6,0.6,0.16,-0.6,-0.6
1444,Anthony Lozano,hn HON,FWMF,Girona,es La Liga,25,1993,8.1,0,23,11,47.8,2.84,1.36,0,0,14.2,0,0,0,2.3,2.3,0.1,-2.3,-2.3
1445,Derrick Luckassen,nl NED,DF,Hertha BSC,de Bundesliga,23,1995,2.8,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
1446,Filipe Luís,br BRA,DF,Atlético Madrid,es La Liga,32,1985,22.6,2,10,6,60,0.44,0.27,0.2,0.33,20.6,0,0,0,0.8,0.8,0.08,+1.2,+1.2
1447,José Luis Gayà,es ESP,DF,Valencia,es La Liga,23,1995,34.9,1,15,3,20,0.43,0.09,0.07,0.33,20.8,1,0,0,1,1,0.06,0,0
1448,José Luis Morales,es ESP,FWMF,Levante,es La Liga,31,1987,35.5,12,60,28,46.7,1.69,0.79,0.15,0.32,15.5,0,3,5,13.6,9.7,0.16,-1.6,-0.7
1449,José Luis Palomino,ar ARG,DF,Atalanta,it Serie A,28,1990,25.1,1,8,3,37.5,0.32,0.12,0.13,0.33,11.8,0,0,0,1.9,1.9,0.24,-0.9,-0.9
1450,Luisinho,pt POR,DF,Huesca,es La Liga,33,1985,5.6,0,3,1,33.3,0.53,0.18,0,0,25.9,0,0,0,0.1,0.1,0.03,-0.1,-0.1
1451,David Luiz,br BRA,DF,Chelsea,eng Premier League,31,1987,36,3,34,8,23.5,0.95,0.22,0.09,0.38,18.1,9,0,0,2.6,2.6,0.08,+0.4,+0.4
1452,Douglas Luiz,br BRA,MF,Girona,es La Liga,20,1998,16.6,0,16,0,0,0.97,0,0,,25.4,0,0,0,1.6,1.6,0.1,-1.6,-1.6
1453,Everton Luiz,br BRA,MF,SPAL,it Serie A,30,1988,3.5,0,2,0,0,0.57,0,0,,20,0,0,0,0.1,0.1,0.03,-0.1,-0.1
1454,Jordan Lukaku,be BEL,DFMF,Lazio,it Serie A,24,1994,1.9,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
1455,Romelu Lukaku,be BEL,FW,Manchester Utd,eng Premier League,25,1993,23.7,12,55,32,58.2,2.32,1.35,0.22,0.38,11.3,0,0,0,10.5,10.5,0.19,+1.5,+1.5
1456,Dodi Lukebakio,be BEL,FWMF,Düsseldorf,de Bundesliga,20,1997,21.9,10,50,26,52,2.28,1.19,0.12,0.23,18.2,0,4,6,12.7,8,0.16,-2.7,-2
1457,Saša Lukić,rs SRB,MF,Torino,it Serie A,21,1996,11,2,9,4,44.4,0.82,0.36,0.22,0.5,21.3,0,0,0,1.5,1.5,0.17,+0.5,+0.5
1458,Senad Lulić,ba BIH,DFFW,Lazio,it Serie A,32,1986,32.5,4,27,8,29.6,0.83,0.25,0.15,0.5,19,0,0,0,2.3,2.3,0.08,+1.7,+1.7
1459,Antonio Luna,es ESP,DFFW,Levante,es La Liga,27,1991,14,0,3,1,33.3,0.21,0.07,0,0,18.7,0,0,0,0.2,0.2,0.06,-0.2,-0.2
1460,Andriy Lunin,ua UKR,GK,Leganés,es La Liga,19,1999,4.1,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
1461,Sebastiano Luperto,it ITA,DF,Napoli,it Serie A,21,1996,8.1,0,2,0,0,0.25,0,0,,11.7,0,0,0,0.1,0.1,0.05,-0.1,-0.1
1462,Fabian Lustenberger,ch SUI,DFMF,Hertha BSC,de Bundesliga,30,1988,24.1,0,2,0,0,0.08,0,0,,9,0,0,0,0.1,0.1,0.07,-0.1,-0.1
1463,Andreas Luthe,de GER,GK,Augsburg,de Bundesliga,31,1987,14.6,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
1464,Lyanco,br BRA,DF,Torino,it Serie A,21,1997,1,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
1465,Lyanco,br BRA,DF,Bologna,it Serie A,21,1997,12.4,1,8,2,25,0.64,0.16,0.13,0.5,20.1,0,0,0,0.4,0.4,0.05,+0.6,+0.6
1466,Hervé Lybohy,ne NIG,DF,Nîmes,fr Ligue 1,35,1983,16.4,2,4,2,50,0.24,0.12,0.5,1,10,0,0,0,0.5,0.5,0.12,+1.5,+1.5
1467,Charalambos Lykogiannis,gr GRE,DF,Cagliari,it Serie A,24,1993,9.2,0,7,2,28.6,0.76,0.22,0,0,25.2,2,0,0,0.3,0.3,0.04,-0.3,-0.3
1468,Yann M'Vila,fr FRA,MF,Saint-Étienne,fr Ligue 1,28,1990,36.2,0,14,2,14.3,0.39,0.06,0,0,26.5,0,0,0,0.4,0.4,0.03,-0.4,-0.4
1469,Darwin Machís,ve VEN,FWMF,Udinese,it Serie A,25,1993,5.1,0,16,3,18.8,3.11,0.58,0,0,22.2,0,0,0,1.1,1.1,0.07,-1.1,-1.1
1470,James Maddison,eng ENG,MFFW,Leicester City,eng Premier League,21,1996,31.5,7,81,26,32.1,2.58,0.83,0.07,0.23,22.4,15,1,2,7.4,5.9,0.07,-0.4,+0.1
1471,Gary Madine,eng ENG,FWMF,Cardiff City,eng Premier League,27,1990,0.4,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
1472,Pablo Maffeo,es ESP,DFMF,Stuttgart,de Bundesliga,21,1997,6.6,0,4,1,25,0.6,0.15,0,0,21,0,0,0,0.2,0.2,0.05,-0.2,-0.2
1473,Francesco Magnanelli,it ITA,MF,Sassuolo,it Serie A,33,1984,20.7,0,9,0,0,0.44,0,0,,27.8,0,0,0,0.3,0.3,0.03,-0.3,-0.3
1474,Giangiacomo Magnani,it ITA,DF,Sassuolo,it Serie A,22,1995,16.8,0,2,0,0,0.12,0,0,,8.7,0,0,0,0.2,0.2,0.1,-0.2,-0.2
1475,Harry Maguire,eng ENG,DF,Leicester City,eng Premier League,25,1993,28.8,3,30,12,40,1.04,0.42,0.1,0.25,14.4,0,0,0,2.4,2.4,0.08,+0.6,+0.6
1476,Riyad Mahrez,dz ALG,FWMF,Manchester City,eng Premier League,27,1991,14.9,7,53,25,47.2,3.55,1.68,0.13,0.28,17.4,1,0,1,5.5,4.7,0.09,+1.5,+2.3
1477,Thiago Maia,br BRA,MF,Lille,fr Ligue 1,21,1997,11.3,0,2,1,50,0.18,0.09,0,0,6.2,0,0,0,0.7,0.5,0.26,-0.7,-0.5
1478,Raffaele Maiello,it ITA,MF,Frosinone,it Serie A,27,1991,22.7,0,10,2,20,0.44,0.09,0,0,24.6,0,0,0,0.4,0.4,0.04,-0.4,-0.4
1479,Arne Maier,de GER,MF,Hertha BSC,de Bundesliga,19,1999,22.9,0,20,6,30,0.87,0.26,0,0,24.7,0,0,0,0.8,0.8,0.04,-0.8,-0.8
1480,Domenico Maietta,it ITA,DF,Empoli,it Serie A,35,1982,19,0,7,2,28.6,0.37,0.11,0,0,27.1,0,0,0,0.3,0.3,0.04,-0.3,-0.3
1481,Mike Maignan,fr FRA,GK,Lille,fr Ligue 1,23,1995,38,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
1482,Linton Maina,de GER,FWMF,Hannover 96,de Bundesliga,19,1999,15.7,1,22,2,9.1,1.4,0.13,0.05,0.5,19,0,0,0,1.6,1.6,0.07,-0.6,-0.6
1483,Ainsley Maitland-Niles,eng ENG,DF,Arsenal,eng Premier League,20,1997,11,1,5,3,60,0.46,0.27,0.2,0.33,15.4,0,0,0,0.9,0.9,0.18,+0.1,+0.1
1484,Josh Maja,ng NGA,FW,Bordeaux,fr Ligue 1,19,1998,2.2,1,5,2,40,2.27,0.91,0.2,0.5,15.3,0,0,0,0.8,0.8,0.15,+0.2,+0.2
1485,Abdul Majeed Waris,gh GHA,FWMF,Nantes,fr Ligue 1,26,1991,25,5,39,13,33.3,1.56,0.52,0.1,0.31,18.4,0,1,1,5.7,4.9,0.13,-0.7,-0.9
1486,Jean-Victor Makengo,fr FRA,MFFW,Nice,fr Ligue 1,20,1998,11.4,1,13,5,38.5,1.14,0.44,0.08,0.2,17.4,0,0,0,1.4,1.4,0.11,-0.4,-0.4
1487,Nemanja Maksimović,rs SRB,MF,Getafe,es La Liga,23,1995,35.7,1,33,7,21.2,0.93,0.2,0.03,0.14,18.2,0,0,0,2.6,2.6,0.08,-1.6,-1.6
1488,Nikola Maksimović,rs SRB,DF,Napoli,it Serie A,26,1991,15.3,0,2,1,50,0.13,0.07,0,0,11.1,0,0,0,0.1,0.1,0.07,-0.1,-0.1
1489,Malcom,br BRA,FWMF,Barcelona,es La Liga,21,1997,6.8,1,11,6,54.5,1.61,0.88,0.09,0.17,13.7,0,0,0,1.4,1.4,0.12,-0.4,-0.4
1490,Kévin Malcuit,ma MAR,DF,Napoli,it Serie A,27,1991,20.1,0,12,3,25,0.6,0.15,0,0,22,0,0,0,0.4,0.4,0.03,-0.4,-0.4
1491,Yunus Mallı,tr TUR,MFFW,Wolfsburg,de Bundesliga,26,1992,7.8,1,7,3,42.9,0.9,0.39,0,0,20.4,0,1,1,1.9,1.1,0.15,-0.9,-1.1
1492,Hugo Mallo,es ESP,DF,Celta Vigo,es La Liga,27,1991,34.4,1,24,8,33.3,0.7,0.23,0.04,0.13,19.8,0,0,0,1.8,1.8,0.07,-0.8,-0.8
1493,Antonio Mance,hr CRO,FW,Nantes,fr Ligue 1,22,1995,0.6,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
1494,Vincent Manceau,fr FRA,DF,Angers,fr Ligue 1,29,1989,31,1,16,1,6.3,0.52,0.03,0.06,1,24.4,0,0,0,0.8,0.8,0.05,+0.2,+0.2
1495,Gianluca Mancini,it ITA,DF,Atalanta,it Serie A,22,1996,25,5,40,13,32.5,1.6,0.52,0.13,0.38,10.5,0,0,0,5.3,5.3,0.13,-0.3,-0.3
1496,Steve Mandanda,fr FRA,GK,Marseille,fr Ligue 1,33,1985,30.4,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
1497,Reinildo Mandava,mz MOZ,DF,Lille,fr Ligue 1,24,1994,1.1,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
1498,Aïssa Mandi,dz ALG,DF,Betis,es La Liga,26,1991,34,1,6,3,50,0.18,0.09,0.17,0.33,13.4,0,0,0,0.6,0.6,0.11,+0.4,+0.4
1499,Rolando Mandragora,it ITA,MF,Udinese,it Serie A,21,1997,32.4,3,46,11,23.9,1.42,0.34,0.07,0.27,24.7,3,0,0,1.7,1.7,0.04,+1.3,+1.3
1500,Mario Mandžukić,hr CRO,FW,Juventus,it Serie A,32,1986,22.4,9,31,17,54.8,1.39,0.76,0.29,0.53,10,0,0,0,6.4,6.4,0.21,+2.6,+2.6
