Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG
25,Kevin Agudelo,co COL,MFFW,Spezia,it Serie A,22,1998,13.7,3,21,11,52.4,1.53,0.8,0.14,0.27,17.2,0,0,0,2,2,0.1,+1.0,+1.0
26,Nayef Aguerd,ma MAR,DF,Rennes,fr Ligue 1,25,1996,30.4,2,25,7,28,0.82,0.23,0.08,0.29,9.4,0,0,0,2.5,2.5,0.1,-0.5,-0.5
27,Sergio Agüero,ar ARG,FW,Barcelona,es La Liga,33,1988,1.7,1,6,1,16.7,3.58,0.6,0.17,1,12,0,0,0,1.2,1.2,0.19,-0.2,-0.2
28,Ruben Aguilar,fr FRA,DF,Monaco,fr Ligue 1,28,1993,23.8,0,10,2,20,0.42,0.08,0,0,22.8,0,0,0,0.5,0.5,0.05,-0.5,-0.5
29,Álvaro Aguirre,es ESP,FW,Rayo Vallecano,es La Liga,21,2000,0.1,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
30,Naouirou Ahamada,fr FRA,MFDF,Stuttgart,de Bundesliga,19,2002,0.7,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
31,Anel Ahmedhodzic,ba BIH,DF,Bordeaux,fr Ligue 1,22,1999,15,0,8,4,50,0.53,0.27,0,0,16,0,0,0,0.5,0.5,0.06,-0.5,-0.5
32,Jean-Eudes Aholou,ci CIV,MF,Strasbourg,fr Ligue 1,27,1994,11.2,1,17,2,11.8,1.52,0.18,0.06,0.5,21.2,0,0,0,2.2,2.2,0.13,-1.2,-1.2
33,Joseph Aidoo,gh GHA,DF,Celta Vigo,es La Liga,25,1995,29.3,0,6,1,16.7,0.2,0.03,0,0,13.3,0,0,0,0.5,0.5,0.08,-0.5,-0.5
34,Ola Aina,ng NGA,DF,Torino,it Serie A,24,1996,16,0,10,4,40,0.63,0.25,0,0,23.6,0,0,0,0.4,0.4,0.04,-0.4,-0.4
35,Rayan Aït Nouri,fr FRA,DFMF,Wolves,eng Premier League,20,2001,20.3,1,13,4,30.8,0.64,0.2,0.08,0.25,17.6,0,0,0,0.8,0.8,0.06,+0.2,+0.2
36,Kristoffer Ajer,no NOR,DF,Brentford,eng Premier League,23,1998,22.2,1,7,1,14.3,0.32,0.05,0.14,1,8.8,0,0,0,0.8,0.8,0.12,+0.2,+0.2
37,Ludovic Ajorque,re REU,FW,Strasbourg,fr Ligue 1,27,1994,30.4,12,56,24,42.9,1.84,0.79,0.16,0.38,13.5,0,3,3,11.1,8.7,0.16,+0.9,+0.3
38,Manuel Akanji,ch SUI,DF,Dortmund,de Bundesliga,26,1995,25.1,1,13,3,23.1,0.52,0.12,0.08,0.33,11.2,1,0,0,1.9,1.9,0.15,-0.9,-0.9
39,Carlos Akapo,gq EQG,DF,Cádiz,es La Liga,28,1993,20.5,0,10,1,10,0.49,0.05,0,0,19.8,0,0,0,0.5,0.5,0.05,-0.5,-0.5
40,Marley Aké,fr FRA,FWMF,Juventus,it Serie A,20,2001,0.9,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
41,Nathan Aké,nl NED,DF,Manchester City,eng Premier League,26,1995,10.3,2,5,2,40,0.49,0.2,0.4,1,7.3,0,0,0,0.7,0.7,0.15,+1.3,+1.3
42,Ilias Akhomach,es ESP,FW,Barcelona,es La Liga,17,2004,1.4,0,4,2,50,2.9,1.45,0,0,19,0,0,0,0.2,0.2,0.05,-0.2,-0.2
43,Maghnes Akliouche,fr FRA,MFFW,Monaco,fr Ligue 1,19,2002,0.6,0,2,1,50,3.33,1.67,0,0,16,0,0,0,0.1,0.1,0.05,-0.1,-0.1
44,Paul Akouokou,ci CIV,MF,Betis,es La Liga,23,1997,5.7,0,2,0,0,0.35,0,0,,22.8,0,0,0,0.1,0.1,0.03,-0.1,-0.1
45,Jean-Daniel Akpa-Akpro,ci CIV,MF,Lazio,it Serie A,28,1992,3.5,0,3,0,0,0.86,0,0,,18.6,0,0,0,0.2,0.2,0.07,-0.2,-0.2
46,Kevin Akpoguma,ng NGA,DFFW,Hoffenheim,de Bundesliga,26,1995,17,2,12,4,33.3,0.71,0.24,0.17,0.5,12.8,0,0,0,1.4,1.4,0.12,+0.6,+0.6
47,David Alaba,at AUT,DF,Real Madrid,es La Liga,29,1992,29.4,2,21,7,33.3,0.72,0.24,0.1,0.29,21.8,7,0,0,1.7,1.7,0.09,+0.3,+0.3
48,Sofiane Alakouch,ma MAR,DFMF,Metz,fr Ligue 1,23,1998,1.8,0,1,0,0,0.57,0,0,,27.4,0,0,0,0,0,0.04,0,0
49,Tomás Alarcón,cl CHI,MF,Cádiz,es La Liga,22,1999,15.8,0,15,2,13.3,0.95,0.13,0,0,24.1,0,0,0,1.2,1.2,0.08,-1.2,-1.2
50,Lucas Alario,ar ARG,FW,Leverkusen,de Bundesliga,28,1992,7.3,6,22,13,59.1,3.02,1.79,0.27,0.46,11.7,0,0,1,6.2,5.4,0.25,-0.2,+0.6
51,Jordi Alba,es ESP,DF,Barcelona,es La Liga,32,1989,29.4,2,31,6,19.4,1.06,0.2,0.06,0.33,23.2,1,0,0,1.8,1.8,0.06,+0.2,+0.2
52,Josué Albert,gf GUF,DF,Clermont Foot,fr Ligue 1,29,1992,0.2,0,1,0,0,4.09,0,0,,19.3,0,0,0,0.1,0.1,0.06,-0.1,-0.1
53,Luis Alberto,es ESP,MF,Lazio,it Serie A,28,1992,26.1,5,47,16,34,1.8,0.61,0.11,0.31,21,2,0,0,4.1,4.1,0.09,+0.9,+0.9
54,Raúl Albiol,es ESP,DF,Villarreal,es La Liga,35,1985,27.4,0,5,1,20,0.18,0.04,0,0,7.5,0,0,0,0.5,0.5,0.09,-0.5,-0.5
55,Marc Albrighton,eng ENG,FWDF,Leicester City,eng Premier League,31,1989,12.6,1,4,1,25,0.32,0.08,0.25,1,16.3,0,0,0,0.5,0.5,0.13,+0.5,+0.5
56,Paco Alcácer,es ESP,FW,Villarreal,es La Liga,27,1993,8.7,1,18,7,38.9,2.06,0.8,0.06,0.14,13.5,1,0,0,3.3,3.3,0.18,-2.3,-2.3
57,Thiago Alcántara,es ESP,MF,Liverpool,eng Premier League,30,1991,17,1,25,6,24,1.47,0.35,0.04,0.17,19.3,0,0,0,2.3,2.3,0.1,-1.3,-1.3
58,Rubén Alcaraz,es ESP,MF,Cádiz,es La Liga,30,1991,12.3,2,23,6,26.1,1.87,0.49,0.09,0.33,23.1,5,0,0,1.6,1.6,0.07,+0.4,+0.4
59,Omar Alderete,py PAR,DF,Valencia,es La Liga,24,1996,26.7,2,18,5,27.8,0.67,0.19,0.11,0.4,16.7,0,0,0,0.9,0.9,0.05,+1.1,+1.1
60,Iván Alejo,es ESP,MFFW,Cádiz,es La Liga,26,1995,11.8,2,12,4,33.3,1.01,0.34,0.17,0.5,21.5,0,0,0,1.3,1.3,0.11,+0.7,+0.7
61,Doğan Alemdar,tr TUR,GK,Rennes,fr Ligue 1,18,2002,12,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
62,Carles Aleñá,es ESP,MF,Getafe,es La Liga,23,1998,25.8,1,46,14,30.4,1.78,0.54,0.02,0.07,24.2,0,0,0,2.4,2.3,0.05,-1.4,-1.3
63,Trent Alexander-Arnold,eng ENG,DF,Liverpool,eng Premier League,22,1998,31.7,2,51,15,29.4,1.61,0.47,0.04,0.13,24,8,0,0,2.9,2.9,0.06,-0.9,-0.9
64,Mircea Alexandru Tirlea,ro ROU,DF,Alavés,es La Liga,21,2000,0.2,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
65,Mohamed Ali Cho,fr FRA,FW,Angers,fr Ligue 1,17,2004,20.4,4,42,15,35.7,2.06,0.73,0.1,0.27,15.3,0,0,0,6.6,6.6,0.16,-2.6,-2.6
66,Alisson,br BRA,GK,Liverpool,eng Premier League,28,1992,36,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
67,Allan,br BRA,MF,Everton,eng Premier League,30,1991,24.3,0,7,3,42.9,0.29,0.12,0,0,24.5,0,0,0,0.3,0.3,0.05,-0.3,-0.3
68,Jim Allevinah,ga GAB,FW,Clermont Foot,fr Ligue 1,26,1995,16.5,1,43,15,34.9,2.6,0.91,0.02,0.07,19.2,1,0,0,3.5,3.5,0.08,-2.5,-2.5
69,Dele Alli,eng ENG,MF,Tottenham,eng Premier League,25,1996,7.3,1,3,2,66.7,0.41,0.27,0,0,21.4,0,1,1,1.6,0.8,0.26,-0.6,-0.8
70,Dele Alli,eng ENG,MFFW,Everton,eng Premier League,25,1996,3.8,0,3,0,0,0.8,0,0,,19.4,0,0,0,0.2,0.2,0.05,-0.2,-0.2
71,Miguel Almirón,py PAR,MFFW,Newcastle Utd,eng Premier League,27,1994,19.1,1,32,7,21.9,1.68,0.37,0.03,0.14,19.6,0,0,0,2.5,2.5,0.08,-1.5,-1.5
72,Marcos Alonso,es ESP,DF,Chelsea,eng Premier League,30,1990,24.1,4,43,10,23.3,1.79,0.42,0.09,0.4,18.7,9,0,0,3.6,3.6,0.08,+0.4,+0.4
73,Giorgio Altare,it ITA,DF,Cagliari,it Serie A,22,1998,16.3,1,18,6,33.3,1.11,0.37,0.06,0.17,13.7,0,0,0,1.3,1.3,0.08,-0.3,-0.3
74,Hugo Álvarez,es ESP,FW,Celta Vigo,es La Liga,18,2003,0.1,0,1,0,0,8.18,0,0,,11.5,0,0,0,0.2,0.2,0.19,-0.2,-0.2
75,Yeray Álvarez,es ESP,DF,Athletic Club,es La Liga,26,1995,20.7,0,7,0,0,0.34,0,0,,14.1,0,0,0,0.6,0.6,0.09,-0.6,-0.6
76,Dani Alves,br BRA,DF,Barcelona,es La Liga,38,1983,12.2,1,5,2,40,0.41,0.16,0.2,0.5,31.4,0,0,0,0.3,0.3,0.05,+0.7,+0.7
77,Steven Alzate,co COL,MF,Brighton,eng Premier League,22,1998,4.5,0,1,1,100,0.22,0.22,0,0,16.1,0,0,0,0.1,0.1,0.08,-0.1,-0.1
78,Ibrahim Amadou,fr FRA,DFMF,Metz,fr Ligue 1,28,1993,9,1,3,2,66.7,0.33,0.22,0.33,0.5,9.4,0,0,0,0.4,0.4,0.14,+0.6,+0.6
79,Emmanuel Amankwaa Akurugu,gh GHA,DF,Getafe,es La Liga,19,2001,0.9,0,1,0,0,1.14,0,0,,22.2,0,0,0,0,0,0.04,0,0
80,Daniel Amartey,gh GHA,DF,Leicester City,eng Premier League,26,1994,23.6,0,2,1,50,0.08,0.04,0,0,34.1,0,0,0,0,0,0.02,0,0
81,Amath,sn SEN,FWMF,Mallorca,es La Liga,25,1996,9.8,0,11,4,36.4,1.12,0.41,0,0,17.3,0,0,0,1.5,1.5,0.14,-1.5,-1.5
82,Jordan Amavi,fr FRA,DF,Nice,fr Ligue 1,27,1994,4.6,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
83,Jordan Amavi,fr FRA,DFFW,Marseille,fr Ligue 1,27,1994,1.4,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
84,Wisdom Amey,it ITA,DF,Bologna,it Serie A,15,2005,0.8,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
85,Kelvin Amian,fr FRA,DF,Spezia,it Serie A,23,1998,29.4,1,26,7,26.9,0.88,0.24,0.04,0.14,15.1,0,0,0,3.2,3.2,0.12,-2.2,-2.2
86,Nadiem Amiri,de GER,MFFW,Genoa,it Serie A,24,1996,7.6,0,16,6,37.5,2.11,0.79,0,0,23.8,1,0,0,1,1,0.07,-1,-1
87,Nadiem Amiri,de GER,MFFW,Leverkusen,de Bundesliga,24,1996,4.1,1,8,2,25,1.95,0.49,0.13,0.5,21.1,1,0,0,0.5,0.5,0.07,+0.5,+0.5
88,Ethan Ampadu,wls WAL,MFDF,Venezia,it Serie A,20,2000,25.4,0,7,1,14.3,0.28,0.04,0,0,20.2,0,0,0,0.3,0.3,0.05,-0.3,-0.3
89,Sofyan Amrabat,ma MAR,MF,Fiorentina,it Serie A,24,1996,10.5,1,4,3,75,0.38,0.29,0.25,0.33,26.6,0,0,0,0.2,0.2,0.04,+0.8,+0.8
90,Joachim Andersen,dk DEN,DF,Crystal Palace,eng Premier League,25,1996,32.4,0,8,3,37.5,0.25,0.09,0,0,15.3,1,0,0,0.9,0.9,0.11,-0.9,-0.9
91,Felipe Anderson,br BRA,FW,Lazio,it Serie A,28,1993,32.1,6,44,16,36.4,1.37,0.5,0.14,0.38,16.4,0,0,0,7.1,7.1,0.16,-1.1,-1.1
92,Sebastian Andersson,se SWE,FW,Köln,de Bundesliga,30,1991,14,3,35,12,34.3,2.51,0.86,0.09,0.25,11.8,0,0,0,4.6,4.6,0.13,-1.6,-1.6
93,Florin Andone,ro ROU,FW,Cádiz,es La Liga,28,1993,2,0,3,1,33.3,1.53,0.51,0,0,12.6,0,0,0,0.3,0.3,0.08,-0.3,-0.3
94,Andrés Andrade Cedeño,pa PAN,DF,Arminia,de Bundesliga,22,1998,11.6,0,7,3,42.9,0.6,0.26,0,0,19.6,0,0,0,0.4,0.4,0.05,-0.4,-0.4
95,Benjamin André,fr FRA,MF,Lille,fr Ligue 1,30,1990,30.6,2,18,5,27.8,0.59,0.16,0.11,0.4,14.5,0,0,0,1.6,1.6,0.09,+0.4,+0.4
96,Fredrik André Bjørkan,no NOR,DF,Hertha BSC,de Bundesliga,22,1998,3.9,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
97,Robert Andrich,de GER,MF,Leverkusen,de Bundesliga,26,1994,20.2,4,30,7,23.3,1.49,0.35,0.13,0.57,18.4,1,0,0,3.8,3.4,0.11,+0.2,+0.6
98,José Ángel,es ESP,DF,Osasuna,es La Liga,31,1989,12,1,11,3,27.3,0.91,0.25,0.09,0.33,27.3,0,0,0,0.3,0.3,0.03,+0.7,+0.7
99,Angeliño,es ESP,DF,RB Leipzig,de Bundesliga,24,1997,25.5,2,12,6,50,0.47,0.23,0.17,0.33,16.1,0,0,0,1.1,1.1,0.09,+0.9,+0.9
100,Ebenezer Annan,gh GHA,DF,Bologna,it Serie A,18,2002,0.3,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
101,Cristian Ansaldi,ar ARG,DF,Torino,it Serie A,34,1986,7.7,0,7,1,14.3,0.91,0.13,0,0,18.4,0,0,0,0.4,0.4,0.06,-0.4,-0.4
102,Janis Antiste,fr FRA,FW,Spezia,it Serie A,18,2002,8.8,1,11,2,18.2,1.24,0.23,0.09,0.5,10.4,0,0,0,1.3,1.3,0.12,-0.3,-0.3
103,Waldemar Anton,de GER,DF,Stuttgart,de Bundesliga,25,1996,28.8,2,24,6,25,0.83,0.21,0.08,0.33,14.1,0,0,0,2.4,2.4,0.1,-0.4,-0.4
104,Josep Antoni Gayá,es ESP,DF,Mallorca,es La Liga,21,2000,0.6,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
105,Michail Antonio,jm JAM,FW,West Ham,eng Premier League,31,1990,33,10,82,27,32.9,2.48,0.82,0.12,0.37,14.9,0,0,1,12.8,12.3,0.15,-2.8,-2.3
106,Christopher Antwi-Adjei,gh GHA,FWMF,Bochum,de Bundesliga,27,1994,12.6,1,29,10,34.5,2.31,0.8,0.03,0.1,14.9,0,0,0,2.8,2.8,0.1,-1.8,-1.8
107,Houssem Aouar,fr FRA,MFFW,Lyon,fr Ligue 1,23,1998,27.8,6,76,24,31.6,2.73,0.86,0.08,0.25,17.9,0,0,0,8.9,8.9,0.12,-2.9,-2.9
108,Adil Aouchiche,fr FRA,MFFW,Saint-Étienne,fr Ligue 1,19,2002,12,0,21,10,47.6,1.75,0.83,0,0,22.5,0,0,0,1.4,1.4,0.07,-1.4,-1.4
109,Dennis Appiah,fr FRA,DF,Nantes,fr Ligue 1,29,1992,23.3,0,2,0,0,0.09,0,0,,22.2,0,0,0,0.1,0.1,0.04,-0.1,-0.1
110,Mauro Arambarri,uy URU,MF,Getafe,es La Liga,25,1995,29.6,0,37,8,21.6,1.25,0.27,0,0,27.8,2,0,0,1.7,1.7,0.05,-1.7,-1.7
111,Mattia Aramu,it ITA,MFFW,Venezia,it Serie A,26,1995,23.3,7,55,15,27.3,2.36,0.64,0.07,0.27,24.5,17,3,4,7.2,4.1,0.07,-0.2,-0.1
112,Charles Aránguiz,cl CHI,MF,Leverkusen,de Bundesliga,32,1989,17.5,1,10,3,30,0.57,0.17,0.1,0.33,19.6,0,0,0,1.7,1.7,0.17,-0.7,-0.7
113,Néstor Araujo,mx MEX,DF,Celta Vigo,es La Liga,29,1991,29.1,0,8,1,12.5,0.28,0.03,0,0,21.5,0,0,0,0.4,0.4,0.05,-0.4,-0.4
114,Ronald Araújo,uy URU,DF,Barcelona,es La Liga,22,1999,25.2,4,18,10,55.6,0.71,0.4,0.22,0.4,12.6,0,0,0,1.8,1.8,0.1,+2.2,+2.2
115,Cameron Archer,eng ENG,FWMF,Aston Villa,eng Premier League,20,2001,0.3,0,1,0,0,3.33,0,0,,12.6,0,0,0,0.1,0.1,0.06,-0.1,-0.1
116,Alphonse Areola,fr FRA,GK,West Ham,eng Premier League,28,1993,1,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
117,Jesús Areso,es ESP,DF,Osasuna,es La Liga,22,1999,2.1,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
118,Matias Arezo,uy URU,FWMF,Granada,es La Liga,18,2002,1.8,0,5,3,60,2.78,1.67,0,0,17.5,0,0,0,1,1,0.19,-1,-1
119,Santiago Arias,co COL,DF,Granada,es La Liga,29,1992,4.9,1,3,1,33.3,0.61,0.2,0.33,1,14.6,0,0,0,0.6,0.6,0.21,+0.4,+0.4
120,Adam Armstrong,eng ENG,FW,Southampton,eng Premier League,24,1997,15.7,2,47,14,29.8,2.99,0.89,0.04,0.14,17.2,0,0,0,4.9,4.9,0.11,-2.9,-2.9
121,Stuart Armstrong,sct SCO,MF,Southampton,eng Premier League,29,1992,16.4,2,38,9,23.7,2.32,0.55,0.05,0.22,20.5,0,0,0,3.3,3.3,0.09,-1.3,-1.3
122,Marko Arnautović,at AUT,FW,Bologna,it Serie A,32,1989,29.9,14,89,32,36,2.97,1.07,0.13,0.38,15.2,3,2,3,15,12.8,0.14,-1,-0.8
123,Maximilian Arnold,de GER,MF,Wolfsburg,de Bundesliga,27,1994,33.3,4,39,15,38.5,1.17,0.45,0.1,0.27,32,12,0,0,1.7,1.7,0.04,+2.3,+2.3
124,Kepa Arrizabalaga,es ESP,GK,Chelsea,eng Premier League,26,1994,4,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
125,Tolgay Arslan,de GER,MF,Udinese,it Serie A,30,1990,18.4,1,23,9,39.1,1.25,0.49,0.04,0.11,22.8,1,0,0,1.7,1.7,0.07,-0.7,-0.7
126,Arthur,br BRA,FW,Fiorentina,it Serie A,23,1998,8.3,2,23,8,34.8,2.76,0.96,0.09,0.25,9.9,0,0,0,4.3,4.3,0.19,-2.3,-2.3
127,Santiago Arzamendia,py PAR,MF,Cádiz,es La Liga,23,1998,5.2,1,7,1,14.3,1.34,0.19,0.14,1,29.7,0,0,0,0.3,0.3,0.04,+0.7,+0.7
128,Takuma Asano,jp JPN,FWMF,Bochum,de Bundesliga,26,1994,17.9,3,33,11,33.3,1.85,0.62,0.09,0.27,16.8,0,0,0,4.4,4.4,0.13,-1.4,-1.4
129,Santiago Ascacíbar,ar ARG,MF,Hertha BSC,de Bundesliga,24,1997,26.4,0,13,1,7.7,0.49,0.04,0,0,17.7,0,0,0,0.9,0.9,0.07,-0.9,-0.9
130,Sergio Asenjo,es ESP,GK,Villarreal,es La Liga,32,1989,6,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
131,Alejandro Asensio,es ESP,FW,Rayo Vallecano,es La Liga,20,2000,0.1,0,1,1,100,7.5,7.5,0,0,10.1,0,0,0,0,0,0.04,0,0
132,Marco Asensio,es ESP,FWMF,Real Madrid,es La Liga,25,1996,19.2,10,64,32,50,3.33,1.66,0.16,0.31,18.9,2,0,0,8.4,8.4,0.13,+1.6,+1.6
133,Harrison Ashby,sct SCO,DF,West Ham,eng Premier League,19,2001,0.1,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
134,Kristoffer Askildsen,no NOR,MF,Sampdoria,it Serie A,20,2001,8.4,0,7,0,0,0.84,0,0,,18.9,0,0,0,0.5,0.5,0.07,-0.5,-0.5
135,Fisnik Asllani,xk KVX,MFFW,Hoffenheim,de Bundesliga,18,2002,0.1,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
136,Kristjan Asllani,al ALB,MF,Empoli,it Serie A,19,2002,15,1,17,6,35.3,1.13,0.4,0.06,0.17,25.6,2,0,0,0.7,0.7,0.04,+0.3,+0.3
137,Iago Aspas,es ESP,FW,Celta Vigo,es La Liga,33,1987,34.3,18,85,36,42.4,2.48,1.05,0.18,0.42,16.5,7,3,5,14.8,10.8,0.13,+3.2,+4.2
138,Lorenz Assignon,tg TOG,DF,Rennes,fr Ligue 1,21,2000,6.8,0,6,4,66.7,0.88,0.58,0,0,8.4,0,0,0,0.8,0.8,0.15,-0.8,-0.8
139,Simon Asta,de GER,DF,Greuther Fürth,de Bundesliga,20,2001,8.7,0,3,0,0,0.34,0,0,,14.3,0,0,0,0.3,0.3,0.11,-0.3,-0.3
140,Youcef Atal,dz ALG,DF,Nice,fr Ligue 1,25,1996,12.7,2,13,5,38.5,1.03,0.39,0.15,0.4,18.7,0,0,0,1.1,1.1,0.08,+0.9,+0.9
141,Pierre-Emerick Aubameyang,ga GAB,FW,Arsenal,eng Premier League,32,1989,11.5,4,33,16,48.5,2.86,1.39,0.12,0.25,15,0,0,2,6.6,4.9,0.15,-2.6,-0.9
142,Pierre-Emerick Aubameyang,ga GAB,FW,Barcelona,es La Liga,32,1989,12,11,37,20,54.1,3.08,1.66,0.3,0.55,12,0,0,0,7,7,0.19,+4.0,+4.0
143,Emil Audero,it ITA,GK,Sampdoria,it Serie A,24,1997,28.4,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
144,Tommaso Augello,it ITA,DF,Sampdoria,it Serie A,26,1994,26.6,1,7,2,28.6,0.26,0.08,0.14,0.5,18.3,0,0,0,0.5,0.5,0.08,+0.5,+0.5
145,Jean-Kévin Augustin,fr FRA,FWMF,Nantes,fr Ligue 1,24,1997,0.9,0,2,0,0,2.14,0,0,,18,0,0,0,0.2,0.2,0.09,-0.2,-0.2
146,Ludwig Augustinsson,se SWE,DFFW,Sevilla,es La Liga,27,1994,8.8,0,4,2,50,0.45,0.23,0,0,15.1,0,0,0,0.3,0.3,0.09,-0.3,-0.3
147,Serge Aurier,ci CIV,DF,Villarreal,es La Liga,28,1992,11.2,0,11,2,18.2,0.98,0.18,0,0,15.9,0,0,0,1,1,0.09,-1,-1
148,Ezequiel Ávila,ar ARG,FWMF,Osasuna,es La Liga,27,1994,20.8,6,62,15,24.2,2.98,0.72,0.08,0.33,24.6,4,1,1,4.7,4.5,0.07,+1.3,+0.5
