Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks
677,Adrián Diéguez,es ESP,DF,Alavés,es La Liga,21,1996,4.8,168,133,34,7,0,4,1,27,0,0,0,0,131,1,2
678,Dennis Diekmeier,de GER,DF,Hamburger SV,de Bundesliga,27,1989,20.8,900,630,268,6,0,1,86,262,0,0,0,0,547,2,53
679,Eric Dier,eng ENG,MFDF,Tottenham,eng Premier League,23,1994,31.4,2285,2222,58,52,2,19,26,6,0,0,0,0,1949,5,29
680,Lucas Digne,fr FRA,DF,Barcelona,es La Liga,24,1993,7.8,564,486,78,9,0,3,15,69,0,0,0,0,489,0,12
681,Landry Dimata,be BEL,FW,Wolfsburg,de Bundesliga,19,1997,10,196,181,15,0,0,0,8,1,0,0,0,0,149,0,11
682,Tristan Dingomé,cm CMR,MF,Troyes,fr Ligue 1,26,1991,13.2,602,590,9,4,3,3,21,2,2,0,0,0,479,3,17
683,Ismaël Diomandé,ci CIV,DFMF,Caen,fr Ligue 1,24,1992,7.9,275,270,3,3,0,7,2,0,0,0,0,0,231,2,0
684,Lois Diony,fr FRA,FW,Saint-Étienne,fr Ligue 1,24,1992,10.3,172,151,21,0,0,0,7,1,0,0,0,0,112,0,6
685,Issa Diop,fr FRA,DF,Toulouse,fr Ligue 1,20,1997,34,1247,1167,76,74,0,14,2,2,0,0,0,0,989,4,14
686,Papakouli Diop,sn SEN,MF,Espanyol,es La Liga,31,1986,2.9,80,79,1,1,0,1,0,0,0,0,0,0,63,0,1
687,Papakouli Diop,sn SEN,MF,Eibar,es La Liga,31,1986,10.4,449,433,16,14,1,4,5,2,0,0,0,0,340,0,3
688,Assane Dioussé,sn SEN,MF,Saint-Étienne,fr Ligue 1,19,1997,14.9,876,848,25,12,3,10,10,12,1,1,0,0,733,3,19
689,Djené,tg TOG,DF,Getafe,es La Liga,25,1991,36,992,925,56,52,2,8,10,4,0,0,0,0,688,11,9
690,Koffi Djidji,ci CIV,DF,Nantes,fr Ligue 1,24,1992,26.8,1004,811,192,25,0,8,21,167,0,0,0,0,744,1,14
691,Alexander Djiku,gh GHA,DF,Caen,fr Ligue 1,22,1994,28,1297,1240,52,43,0,10,5,9,0,0,0,0,1042,5,2
692,Papy Djilobodji,sn SEN,DF,Dijon,fr Ligue 1,28,1988,30,1551,1471,69,63,1,32,5,6,0,0,0,0,1220,11,12
693,Berat Djimsiti,al ALB,DF,Benevento,it Serie A,24,1993,30,1618,1542,73,62,0,17,1,11,0,0,0,0,1423,3,8
694,Marko Dmitrović,rs SRB,GK,Eibar,es La Liga,25,1992,36,1163,785,373,157,1,0,0,0,0,0,0,0,580,5,0
695,Keagan Dolly,za RSA,MFFW,Montpellier,fr Ligue 1,24,1993,9.8,446,380,64,8,0,3,64,17,35,3,25,0,340,2,15
696,Jaume Doménech,es ESP,GK,Valencia,es La Liga,26,1990,5,140,90,50,16,0,0,0,0,0,0,0,0,105,0,0
697,Jean-Luc Dompé,fr FRA,FW,Amiens,fr Ligue 1,21,1995,0.3,18,14,4,0,0,0,5,1,3,0,3,0,8,0,1
698,Giulio Donati,it ITA,DFFW,Mainz 05,de Bundesliga,27,1990,25.4,1133,839,292,35,0,25,69,257,0,0,0,0,815,2,44
699,Ji Dong-won,kr KOR,FWMF,Augsburg,de Bundesliga,26,1991,0.2,5,5,0,0,0,0,1,0,0,0,0,0,2,0,1
700,Anastasios Donis,gr GRE,MFFW,Stuttgart,de Bundesliga,20,1996,10.5,225,212,12,0,0,0,41,12,0,0,0,0,145,1,13
701,Gianluigi Donnarumma,it ITA,GK,Milan,it Serie A,18,1999,38,1238,868,367,100,0,6,0,0,0,0,0,0,984,3,1
702,Godfred Donsah,gh GHA,MF,Bologna,it Serie A,21,1996,19.9,639,622,12,3,1,8,5,7,0,0,0,0,475,5,26
703,Dória,br BRA,DF,Marseille,fr Ligue 1,22,1994,0.9,28,26,2,1,0,3,1,1,0,0,0,0,20,0,1
704,Niklas Dorsch,de GER,MF,Bayern Munich,de Bundesliga,19,1998,1,40,39,1,0,0,0,0,1,0,0,0,0,32,0,2
705,Gabriel Dos Santos,br BRA,DF,Troyes,fr Ligue 1,19,1997,0.9,42,41,1,1,1,1,0,0,0,0,0,0,31,0,0
706,Mauro dos Santos,ar ARG,DF,Leganés,es La Liga,28,1989,10.9,311,304,7,7,0,0,3,0,0,0,0,0,235,0,4
707,Mathieu Dossevi,tg TOG,FWMF,Metz,fr Ligue 1,29,1988,27.9,1123,977,140,37,0,7,245,11,89,27,55,1,760,6,64
708,Abdoulaye Doucouré,ml MLI,MF,Watford,eng Premier League,24,1993,36.9,2278,2212,60,35,2,16,26,2,0,0,0,0,1885,6,44
709,Cheick Doukouré,ci CIV,MF,Levante,es La Liga,24,1992,11.4,320,317,2,1,1,0,4,1,0,0,0,0,261,1,9
710,Mohamed Dräger,tn TUN,MFFW,Freiburg,de Bundesliga,21,1996,0.6,12,11,1,1,0,0,0,0,0,0,0,0,5,0,1
711,Aleksandar Dragović,at AUT,DF,Leicester City,eng Premier League,26,1991,8.5,361,331,29,7,0,4,1,22,0,0,0,0,301,1,1
712,Aleksandar Dragović,at AUT,DF,Leverkusen,de Bundesliga,26,1991,0.5,31,27,4,4,0,0,0,0,0,0,0,0,27,0,0
713,Bartłomiej Drągowski,pl POL,GK,Fiorentina,it Serie A,19,1997,2.4,51,31,20,10,0,0,0,0,0,0,0,0,28,0,0
714,Boukary Dramé,sn SEN,DFMF,SPAL,it Serie A,32,1985,1.1,57,47,10,1,0,0,2,9,0,0,0,0,45,0,1
715,Julian Draxler,de GER,MFFW,Paris S-G,fr Ligue 1,23,1993,18.9,1378,1319,52,7,14,13,25,8,36,10,6,1,1255,7,12
716,Danny Drinkwater,eng ENG,MF,Chelsea,eng Premier League,27,1990,5.9,389,384,3,3,3,6,2,0,0,0,0,0,331,2,5
717,Josip Drmić,ch SUI,FWMF,M'Gladbach,de Bundesliga,24,1992,5.2,139,124,14,0,1,1,1,0,0,0,0,0,93,1,5
718,Rick van Drongelen,nl NED,DF,Hamburger SV,de Bundesliga,18,1998,16,701,641,57,25,0,5,5,32,0,0,0,0,508,3,18
719,Óscar Duarte,cr CRC,DF,Espanyol,es La Liga,28,1989,11,483,461,21,21,0,1,1,0,0,0,0,0,380,1,1
720,Rubén Duarte,es ESP,DF,Alavés,es La Liga,21,1995,23.8,968,697,257,11,0,3,54,246,0,0,0,0,670,14,11
721,Leo Dubois,fr FRA,DF,Nantes,fr Ligue 1,22,1994,33.6,1998,1462,528,78,0,13,251,367,81,20,55,0,1403,8,64
722,Martin Dúbravka,sk SVK,GK,Newcastle Utd,eng Premier League,28,1989,12,348,212,136,43,0,1,0,0,0,0,0,0,203,0,0
723,Ondrej Duda,sk SVK,MF,Hertha BSC,de Bundesliga,22,1994,8.3,317,312,5,2,0,2,6,0,0,0,0,0,257,0,6
724,Shane Duffy,ie IRL,DF,Brighton,eng Premier League,25,1992,36.6,1368,1326,39,35,0,28,3,4,0,0,0,0,1045,3,8
725,Paul Dummett,wls WAL,DF,Newcastle Utd,eng Premier League,25,1991,17.8,779,615,160,6,1,2,22,154,0,0,0,0,535,4,23
726,Alfred Duncan,gh GHA,MF,Sassuolo,it Serie A,24,1993,21.6,803,763,31,5,3,11,74,12,14,1,10,1,556,9,43
727,Lewis Dunk,eng ENG,DF,Brighton,eng Premier League,25,1991,38,1529,1466,52,37,3,61,7,15,0,0,0,0,1189,11,13
728,Maxime Dupé,fr FRA,GK,Nantes,fr Ligue 1,24,1993,1,22,13,9,1,0,0,0,0,0,0,0,0,12,0,0
729,Jimmy Durmaz,se SWE,MFFW,Toulouse,fr Ligue 1,28,1989,11.4,538,464,71,31,2,6,60,14,23,17,6,0,364,3,22
730,Riza Durmisi,dk DEN,DF,Betis,es La Liga,23,1994,23.1,1069,880,186,11,1,2,68,172,3,1,1,0,856,3,22
731,Hugo Duro,es ESP,FW,Getafe,es La Liga,17,1999,0.2,6,6,0,0,0,0,0,0,0,0,0,0,6,0,0
732,Noë Dussenne,be BEL,FW,Crotone,it Serie A,25,1992,0.9,19,10,7,2,0,0,0,5,0,0,0,0,8,2,1
733,Paulo Dybala,ar ARG,MFFW,Juventus,it Serie A,23,1993,26.1,1361,1211,144,30,8,34,92,9,72,11,28,2,1132,6,35
734,Nathan Dyer,eng ENG,MFFW,Swansea City,eng Premier League,29,1987,14.5,553,542,10,3,2,0,33,7,0,0,0,0,426,1,20
735,Edin Džeko,ba BIH,FW,Roma,it Serie A,31,1986,33.5,796,730,57,4,9,16,19,0,1,0,0,0,546,9,35
736,Blerim Džemaili,ch SUI,MFFW,Bologna,it Serie A,31,1986,13.3,494,464,27,14,3,5,10,9,0,0,0,0,383,3,19
737,Félix Eboa Eboa,cm CMR,DF,Guingamp,fr Ligue 1,20,1997,16.9,719,646,71,16,0,4,13,55,0,0,0,0,556,2,14
738,Éder,it ITA,FWMF,Inter,it Serie A,30,1986,8.9,255,241,14,2,1,0,17,3,1,1,0,0,207,0,10
739,Simone Edera,it ITA,FWMF,Torino,it Serie A,20,1997,3.6,116,101,14,2,0,0,4,3,4,2,1,0,87,1,5
740,Ederson,br BRA,GK,Manchester City,eng Premier League,23,1993,35.5,1098,879,216,56,0,9,0,0,0,0,0,0,955,3,0
741,Tom Edwards,eng ENG,DFMF,Stoke City,eng Premier League,18,1999,5.3,217,176,40,1,0,1,15,39,0,0,0,0,151,1,4
742,Mandela Egbo,eng ENG,DFMF,M'Gladbach,de Bundesliga,19,1997,0.1,2,1,1,0,0,0,0,1,0,0,0,0,2,0,0
743,Johannes Eggestein,de GER,FWDF,Werder Bremen,de Bundesliga,19,1998,1.1,32,32,0,0,0,0,3,0,0,0,0,0,20,0,1
744,Maximilian Eggestein,de GER,MF,Werder Bremen,de Bundesliga,20,1996,29.9,1000,962,33,17,0,9,26,15,0,0,0,0,736,5,60
745,Albin Ekdal,se SWE,MF,Hamburger SV,de Bundesliga,28,1989,12.3,582,556,23,22,0,1,0,1,0,0,0,0,442,3,20
746,Josip Elez,hr CRO,DF,Hannover 96,de Bundesliga,23,1994,8.6,366,339,27,25,0,8,3,2,0,0,0,0,285,0,1
747,Rob Elliot,ie IRL,GK,Newcastle Utd,eng Premier League,31,1986,16,537,303,234,75,0,0,0,0,0,0,0,0,308,0,0
748,Mohamed Elneny,eg EGY,MF,Arsenal,eng Premier League,25,1992,9.6,852,833,17,9,2,2,8,5,3,2,0,0,789,2,7
749,Aritz Elustondo,es ESP,DF,Real Sociedad,es La Liga,23,1994,17.7,1028,937,90,22,2,4,9,68,0,0,0,0,870,1,11
750,Nico Elvedi,ch SUI,DF,M'Gladbach,de Bundesliga,20,1996,32.4,1780,1505,270,28,0,2,23,242,0,0,0,0,1483,5,55
751,Rodrigo Ely,br BRA,DF,Alavés,es La Liga,23,1993,29.9,1040,951,81,75,2,19,1,6,0,0,0,0,753,8,6
752,Breel Embolo,ch SUI,FWMF,Schalke 04,de Bundesliga,20,1997,10.2,221,216,5,0,1,1,7,0,2,0,0,0,161,0,14
753,Youssef En-Nesyri,ma MAR,FW,Málaga,es La Liga,20,1997,17.7,342,319,21,0,3,2,19,1,0,0,0,0,190,2,19
754,Sergi Enrich,es ESP,FW,Eibar,es La Liga,27,1990,14.8,430,400,29,1,0,3,5,4,0,0,0,0,289,1,8
755,Javier Eraso,es ESP,MFFW,Leganés,es La Liga,27,1990,28.1,875,785,82,22,3,4,80,1,47,16,27,0,623,8,24
756,Christian Eriksen,dk DEN,MFFW,Tottenham,eng Premier League,25,1992,35.8,2509,2221,270,105,24,28,222,11,125,48,48,6,1919,18,57
757,Gonzalo Escalante,ar ARG,MF,Eibar,es La Liga,24,1993,17.4,674,661,8,5,1,9,10,3,0,0,0,0,490,5,15
758,Sergio Escudero,es ESP,DF,Sevilla,es La Liga,27,1989,25.9,1651,1306,334,58,2,13,41,275,1,1,0,0,1303,11,35
759,Bernardo Espinosa,co COL,DF,Girona,es La Liga,28,1989,31.9,1177,1139,31,30,0,25,1,0,0,0,0,0,960,7,4
760,Michael Esser,de GER,GK,Hannover 96,de Bundesliga,29,1987,3,122,86,36,11,0,0,0,0,0,0,0,0,93,0,0
761,Alexander Esswein,de GER,FWMF,Hertha BSC,de Bundesliga,27,1990,6.9,231,224,7,1,0,1,15,2,0,0,0,0,168,0,18
762,Oghenekaro Etebo,ng NGA,MF,Las Palmas,es La Liga,21,1995,13.5,639,612,22,18,2,13,4,2,2,1,0,0,540,5,6
763,Beñat Etxebarria,es ESP,MF,Athletic Club,es La Liga,30,1987,12.4,817,686,124,59,2,6,79,4,49,21,25,1,642,7,13
764,Xabier Etxeita,es ESP,DF,Athletic Club,es La Liga,29,1987,4.2,161,161,0,0,0,1,0,0,0,0,0,0,136,0,3
765,Jonny Evans,nir NIR,DF,West Brom,eng Premier League,29,1988,25.2,983,922,58,43,0,2,4,15,0,0,0,0,785,3,4
766,Franck Evina,cm CMR,FW,Bayern Munich,de Bundesliga,17,2000,1.2,34,34,0,0,0,0,3,0,0,0,0,0,26,0,0
767,Patrice Evra,fr FRA,DFMF,West Ham,eng Premier League,36,1981,2.5,120,97,22,2,1,1,2,20,0,0,0,0,84,1,7
768,Patrice Evra,fr FRA,DF,Marseille,fr Ligue 1,36,1981,3.9,178,130,48,4,0,0,6,44,0,0,0,0,127,0,6
769,Edu Expósito,es ESP,MFFW,La Coruña,es La Liga,20,1996,1.1,52,52,0,0,0,0,0,0,0,0,0,0,45,0,2
770,Erik Expósito,es ESP,FW,Las Palmas,es La Liga,21,1996,5.2,95,84,8,0,0,0,3,0,0,0,0,0,58,3,2
771,Valentin Eysseric,fr FRA,FWMF,Fiorentina,it Serie A,25,1992,7.8,408,375,30,7,5,7,36,1,22,7,12,0,300,3,13
772,Valentin Eysseric,fr FRA,FW,Nice,fr Ligue 1,25,1992,1,76,66,10,4,0,3,10,0,6,2,4,0,58,0,2
773,Imoh Ezekiel,ng NGA,MFFW,Las Palmas,es La Liga,23,1993,5.2,123,119,4,1,0,0,11,2,0,0,0,0,94,0,8
774,Marco Fabián,mx MEX,MFFW,Eint Frankfurt,de Bundesliga,28,1989,4.7,187,172,15,5,1,4,12,1,8,2,5,1,158,0,6
775,Łukasz Fabiański,pl POL,GK,Swansea City,eng Premier League,32,1985,38,1276,804,468,110,0,2,0,0,0,0,0,0,752,4,2
776,Fabinho,br BRA,MF,Monaco,fr Ligue 1,23,1993,34,2003,1940,55,50,8,18,10,5,0,0,0,0,1715,8,18
777,Cesc Fàbregas,es ESP,MF,Chelsea,eng Premier League,30,1987,25.6,2351,2075,259,102,22,11,140,4,151,26,53,6,1873,17,38
778,Ralf Fährmann,de GER,GK,Schalke 04,de Bundesliga,28,1988,33.5,955,622,328,92,0,1,0,0,0,0,0,0,646,5,1
779,Fayçal Fajr,ma MAR,MFFW,Getafe,es La Liga,28,1988,26.5,1068,907,150,84,3,61,121,3,55,15,20,1,738,11,22
780,Radamel Falcao,co COL,FW,Monaco,fr Ligue 1,31,1986,23.7,563,507,54,0,1,0,8,1,0,0,0,0,438,2,12
781,Diego Falcinelli,it ITA,FW,Fiorentina,it Serie A,26,1991,4.9,116,113,3,0,0,0,6,1,0,0,0,0,84,0,2
782,Diego Falcinelli,it ITA,FW,Sassuolo,it Serie A,26,1991,14.6,237,205,30,4,0,2,9,1,0,0,0,0,157,2,12
783,Simon Falette,gn GUI,DF,Metz,fr Ligue 1,25,1992,1,67,62,5,3,0,4,0,2,0,0,0,0,62,0,0
784,Simon Falette,gn GUI,DF,Eint Frankfurt,de Bundesliga,25,1992,24.6,1244,1178,60,55,0,21,10,5,0,0,0,0,940,6,20
785,Cesar Falletti,uy URU,MFFW,Bologna,it Serie A,24,1992,3.6,177,163,11,2,0,4,11,5,4,1,2,0,136,3,8
786,Iago Falque,es ESP,FWMF,Torino,it Serie A,27,1990,31.3,1384,1264,117,31,9,25,123,15,47,21,7,2,1043,3,53
787,Paolo Faragò,it ITA,DF,Cagliari,it Serie A,24,1993,27.3,1308,978,316,17,2,5,120,296,3,0,1,0,850,14,44
788,Imad Faraj,ma MAR,MFDF,Lille,fr Ligue 1,18,1999,1.8,81,71,10,0,0,0,7,10,0,0,0,0,60,0,2
789,Davide Faraoni,it ITA,DFMF,Crotone,it Serie A,25,1991,19.5,932,721,203,40,0,9,54,160,3,3,0,0,638,8,33
790,Mohamed Fares,dz ALG,DFMF,Hellas Verona,it Serie A,21,1996,28.9,1177,1000,168,17,2,13,81,147,2,0,1,0,784,9,39
791,Diego Farias,br BRA,FWMF,Cagliari,it Serie A,27,1990,17.9,564,521,39,3,3,1,35,21,12,8,0,0,442,4,20
792,Federico Fazio,ar ARG,DF,Roma,it Serie A,30,1987,32.5,1996,1920,73,70,1,17,5,3,0,0,0,0,1680,3,12
793,Zouhair Feddal,ma MAR,DF,Betis,es La Liga,28,1989,14,825,780,42,35,0,25,3,7,0,0,0,0,668,3,5
794,Nabil Fekir,fr FRA,MFFW,Lyon,fr Ligue 1,24,1993,27.5,1253,1089,155,49,8,6,99,9,66,41,18,0,1016,9,19
795,Felipe,br BRA,DF,Hannover 96,de Bundesliga,30,1987,5.1,275,261,13,13,0,2,4,0,0,0,0,0,208,1,3
796,Luiz Felipe,it ITA,DF,Lazio,it Serie A,20,1997,13,692,659,31,14,1,3,2,17,0,0,0,0,608,2,3
797,Ohis Felix Uduokhai,de GER,DF,Wolfsburg,de Bundesliga,19,1997,17.3,924,874,48,44,0,7,1,4,0,0,0,0,793,2,12
798,Marouane Fellaini,be BEL,MF,Manchester Utd,eng Premier League,29,1987,7.6,398,393,4,3,0,1,3,1,0,0,0,0,336,1,1
799,Kiko Femenía,es ESP,DFFW,Watford,eng Premier League,26,1991,19,1004,849,154,4,1,5,60,149,1,0,0,0,807,1,27
800,Leroy Fer,nl NED,MF,Swansea City,eng Premier League,27,1990,15.5,643,627,15,11,3,10,8,2,0,0,0,0,515,1,9
801,Julien Féret,fr FRA,MF,Caen,fr Ligue 1,35,1982,34,1722,1548,162,63,6,28,129,7,74,24,45,2,1308,12,23
802,Edimilson Fernandes,ch SUI,MFDF,West Ham,eng Premier League,21,1996,9.4,288,275,11,0,0,8,7,11,0,0,0,0,222,2,9
803,Gelson Fernandes,ch SUI,MF,Eint Frankfurt,de Bundesliga,30,1986,11.5,331,325,5,3,0,0,0,2,0,0,0,0,269,1,9
804,Andrés Fernández,es ESP,GK,Villarreal,es La Liga,30,1986,2.5,70,36,33,6,0,0,0,0,0,0,0,0,44,1,0
805,Augusto Fernández,ar ARG,MF,Atlético Madrid,es La Liga,31,1986,1.2,73,68,3,2,0,0,0,0,0,0,0,0,58,2,1
806,Brian Fernández,ar ARG,FW,Metz,fr Ligue 1,22,1994,1.4,29,16,12,0,0,0,3,4,2,1,0,0,21,1,1
807,Carlos Fernández,es ESP,FW,Sevilla,es La Liga,21,1996,1.5,36,33,3,0,0,0,0,0,0,0,0,0,28,0,0
808,Enzo Fernández,es ESP,MF,Alavés,es La Liga,22,1995,0.8,30,30,0,0,0,0,0,0,0,0,0,0,17,0,1
809,Federico Fernández,ar ARG,DF,Swansea City,eng Premier League,28,1989,29.7,1218,1174,44,40,0,10,4,4,0,0,0,0,1001,0,8
810,Raúl Fernández,es ESP,GK,Levante,es La Liga,29,1988,11,325,170,153,58,0,0,0,0,0,0,0,0,174,2,1
811,Fernandinho,br BRA,MF,Manchester City,eng Premier League,32,1985,32,2999,2926,65,57,18,15,9,7,1,0,0,0,2686,8,29
812,Alex Ferrari,it ITA,DF,Hellas Verona,it Serie A,23,1994,23.7,1026,834,189,37,0,7,18,152,0,0,0,0,759,3,34
813,Jordan Ferri,fr FRA,MF,Lyon,fr Ligue 1,25,1992,7.1,546,533,12,7,4,6,5,4,1,0,0,0,480,1,7
814,Sam Field,eng ENG,MF,West Brom,eng Premier League,19,1998,6,177,169,6,3,0,3,8,1,2,1,1,0,128,2,3
815,Afonso Figueiredo,pt POR,DFFW,Rennes,fr Ligue 1,24,1993,2.5,129,99,29,6,0,1,4,23,0,0,0,0,91,1,2
816,Gian Filippo Felicioli,it ITA,MFDF,Hellas Verona,it Serie A,19,1997,3.1,83,69,14,1,0,0,8,9,3,0,2,0,61,0,6
817,Alfreð Finnbogason,is ISL,FW,Augsburg,de Bundesliga,28,1989,20.2,453,396,54,1,1,0,4,6,2,0,0,0,321,3,20
818,Roberto Firmino,br BRA,FW,Liverpool,eng Premier League,25,1991,30.7,1233,1180,48,5,17,0,43,16,1,1,0,0,869,5,52
819,Junior Firpo,es ESP,DF,Betis,es La Liga,20,1996,13.2,652,561,89,16,0,2,13,73,0,0,0,0,539,2,9
820,Viktor Fischer,dk DEN,FWMF,Mainz 05,de Bundesliga,23,1994,3.7,108,104,4,1,0,2,5,0,3,0,1,0,81,0,6
821,Mathieu Flamini,fr FRA,MF,Getafe,es La Liga,33,1984,5.3,148,145,1,1,0,0,3,0,0,0,0,0,98,2,3
822,Darren Fletcher,sct SCO,MF,Stoke City,eng Premier League,33,1984,24.7,1105,1042,59,23,6,19,49,4,26,18,8,0,843,4,20
823,Sergio Floccari,it ITA,FW,SPAL,it Serie A,35,1981,9.8,262,249,12,3,1,4,10,1,0,0,0,0,188,1,11
824,Alessandro Florenzi,it ITA,DF,Roma,it Serie A,26,1991,26.5,1802,1493,302,42,1,20,144,245,15,0,11,0,1379,7,43
825,Phil Foden,eng ENG,MFFW,Manchester City,eng Premier League,17,2000,0.5,48,46,2,0,0,0,4,0,2,0,1,0,41,0,1
826,Guessouma Fofana,mr MTN,MF,Amiens,fr Ligue 1,24,1992,8.3,246,244,1,1,1,2,7,0,0,0,0,0,177,1,2
827,Seko Fofana,ci CIV,MF,Udinese,it Serie A,22,1995,20.8,911,900,8,5,1,12,9,3,0,0,0,0,758,3,13
828,Andreu Fontàs,es ESP,DF,Celta Vigo,es La Liga,27,1989,9.8,729,694,33,27,1,4,0,6,0,0,0,0,642,2,1
829,José Fonte,pt POR,DF,West Ham,eng Premier League,33,1983,7.6,355,336,19,14,0,4,3,5,0,0,0,0,287,0,4
830,Pablo Fornals,es ESP,MFFW,Villarreal,es La Liga,21,1996,29.1,1373,1339,21,6,17,19,30,4,9,3,4,0,1047,13,43
831,Emil Forsberg,se SWE,MF,RB Leipzig,de Bundesliga,25,1991,15.2,639,530,104,30,9,2,87,9,64,30,27,1,464,5,22
832,Fraser Forster,eng ENG,GK,Southampton,eng Premier League,29,1988,20,510,313,193,47,0,0,0,0,0,0,0,0,253,4,1
833,Steven Fortes,cv CPV,DF,Toulouse,fr Ligue 1,25,1992,1.7,79,77,2,2,0,0,0,0,0,0,0,0,64,0,0
834,Marco Fossati,it ITA,MF,Hellas Verona,it Serie A,24,1992,12.2,708,649,54,31,2,17,15,6,8,5,2,0,580,5,11
835,Iver Fossum,no NOR,MF,Hannover 96,de Bundesliga,21,1996,14.5,682,659,21,10,0,3,30,3,7,2,5,0,520,2,27
836,Ben Foster,eng ENG,GK,West Brom,eng Premier League,34,1983,37,1155,657,492,154,0,1,0,0,0,0,0,0,565,6,0
837,Timothy Fosu-Mensah,nl NED,DF,Crystal Palace,eng Premier League,19,1998,17.7,746,621,122,8,0,4,17,114,0,0,0,0,536,3,13
838,Dimitri Foulquier,fr FRA,DF,Strasbourg,fr Ligue 1,24,1993,13.8,678,526,151,8,0,3,25,143,0,0,0,0,532,1,24
839,Lilian Fournier,fr FRA,FW,Metz,fr Ligue 1,19,1998,0.2,6,6,0,0,0,0,0,0,0,0,0,0,3,0,0
840,Raphael Framberger,de GER,DF,Augsburg,de Bundesliga,21,1995,7.7,372,272,100,4,0,0,36,96,0,0,0,0,260,0,16
841,Simon Francis,eng ENG,DF,Bournemouth,eng Premier League,32,1985,30.1,1864,1617,243,65,1,28,78,176,2,0,1,0,1347,4,36
842,Mike Frantz,de GER,MF,Freiburg,de Bundesliga,30,1986,11.6,248,238,10,9,2,0,12,1,0,0,0,0,172,0,6
843,Ryan Fraser,sct SCO,MFDF,Bournemouth,eng Premier League,23,1994,22.3,1005,866,134,29,3,2,138,46,59,27,22,0,694,5,39
844,Fabian Frei,ch SUI,MF,Mainz 05,de Bundesliga,28,1989,8.9,428,407,20,17,0,2,1,1,0,0,0,0,348,1,8
845,Remo Freuler,ch SUI,MF,Atalanta,it Serie A,25,1992,33.4,2252,2135,103,63,2,15,44,23,17,1,12,1,1945,14,25
846,Marco Friedl,at AUT,MF,Bayern Munich,de Bundesliga,19,1998,0.5,52,47,5,1,0,0,6,4,0,0,0,0,45,0,1
847,Marco Friedl,at AUT,DFMF,Werder Bremen,de Bundesliga,19,1998,6.7,369,287,80,10,0,2,12,70,0,0,0,0,287,2,13
848,Christian Fuchs,at AUT,DF,Leicester City,eng Premier League,31,1986,21.3,1226,939,279,14,1,8,71,251,13,1,6,0,842,8,36
849,Javi Fuego,es ESP,MF,Villarreal,es La Liga,33,1984,6,334,321,10,10,0,6,1,0,0,0,0,0,261,3,7
850,Javi Fuego,es ESP,MF,Espanyol,es La Liga,33,1984,14.9,625,601,21,21,1,3,0,0,0,0,0,0,492,3,11
851,Chris Führich,de GER,MF,Köln,de Bundesliga,19,1998,1.1,30,29,1,0,0,0,0,1,0,0,0,0,24,0,1
852,Angelo Fulgini,fr FRA,MF,Angers,fr Ligue 1,20,1996,17,734,665,66,23,12,5,57,8,30,20,7,0,539,3,23
853,Niclas Füllkrug,de GER,FW,Hannover 96,de Bundesliga,24,1993,26.5,768,714,53,0,0,3,17,1,0,0,0,0,476,1,35
854,Jay Fulton,sct SCO,MF,Swansea City,eng Premier League,23,1994,0.2,8,8,0,0,0,0,0,0,0,0,0,0,5,0,1
855,Ramiro Funes Mori,ar ARG,DF,Everton,eng Premier League,26,1991,1.3,55,53,2,1,0,0,0,1,0,0,0,0,43,0,2
856,Manolo Gabbiadini,it ITA,FW,Southampton,eng Premier League,25,1991,12,228,206,22,0,1,1,5,0,0,0,0,0,158,0,10
857,Gabi,es ESP,MF,Atlético Madrid,es La Liga,34,1983,26.1,1779,1637,133,100,4,17,45,4,29,2,23,2,1484,9,26
858,Gabriel,br BRA,MF,Leganés,es La Liga,23,1993,26.4,1196,1159,28,25,6,30,14,3,0,0,0,0,792,9,30
859,Mijat Gaćinović,rs SRB,MFFW,Eint Frankfurt,de Bundesliga,22,1995,20.2,633,597,30,16,3,4,38,2,12,3,9,0,435,6,33
860,Roberto Gagliardini,it ITA,MF,Inter,it Serie A,23,1994,22.1,1473,1428,35,32,4,9,13,3,0,0,0,0,1238,10,18
861,Nicolás Gaitán,ar ARG,MFFW,Atlético Madrid,es La Liga,29,1988,2.4,104,95,8,2,0,1,9,1,5,1,4,0,75,1,3
862,Milan Gajić,rs SRB,DF,Bordeaux,fr Ligue 1,21,1996,4,199,142,55,2,0,0,7,53,0,0,0,0,145,2,11
863,Serge Gakpé,tg TOG,FWMF,Amiens,fr Ligue 1,30,1987,20.3,508,500,8,2,1,2,27,4,2,0,2,0,348,0,23
864,Andrey Galabinov,bg BUL,FW,Genoa,it Serie A,28,1988,12.5,363,351,11,0,2,3,7,1,0,0,0,0,232,1,15
865,Álex Gálvez,es ESP,DF,Las Palmas,es La Liga,28,1989,18,952,877,74,69,0,22,2,5,0,0,0,0,770,1,10
866,Álex Gálvez,es ESP,DF,Eibar,es La Liga,28,1989,4,208,192,16,11,0,3,0,5,0,0,0,0,161,0,2
867,Bruno Gama,pt POR,FWMF,La Coruña,es La Liga,29,1987,1.3,42,40,2,0,0,0,5,0,2,2,0,0,31,0,1
868,Alessandro Gamberini,it ITA,DF,Chievo,it Serie A,35,1981,20.2,687,663,22,13,0,2,0,9,0,0,0,0,591,2,2
