Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks
650,Lorenzo Dickmann,it ITA,DFMF,SPAL,it Serie A,21,1996,1.9,58,47,11,0,0,0,1,11,0,0,0,0,45,0,3
651,Daniel Didavi,de GER,FWMF,Stuttgart,de Bundesliga,28,1990,10.6,466,391,72,27,3,1,74,8,35,20,13,0,327,3,16
652,Étienne Didot,fr FRA,MF,Guingamp,fr Ligue 1,35,1983,23.4,1221,1134,82,60,1,29,40,5,17,10,5,0,924,5,19
653,Adrián Diéguez,es ESP,DF,Huesca,es La Liga,22,1996,8.3,208,190,18,14,1,3,0,4,0,0,0,0,151,0,0
654,Eric Dier,eng ENG,MFDF,Tottenham,eng Premier League,24,1994,16.7,1093,1066,26,23,5,7,6,3,0,0,0,0,923,1,19
655,Tim Dierßen,de GER,MF,Hannover 96,de Bundesliga,22,1996,0.2,3,3,0,0,0,0,0,0,0,0,0,0,3,0,0
656,Lucas Digne,fr FRA,DF,Everton,eng Premier League,25,1993,32.9,2119,1558,554,90,0,4,280,375,89,34,48,1,1478,7,77
657,Mitchell Dijks,nl NED,DF,Bologna,it Serie A,25,1993,22.5,987,755,231,8,0,2,84,222,1,0,1,0,705,1,43
658,Javairô Dilrosun,nl NED,FWMF,Hertha BSC,de Bundesliga,20,1998,10,248,236,9,1,0,2,32,6,2,0,0,0,177,3,8
659,Federico Dimarco,it ITA,DFMF,Parma,it Serie A,20,1997,9.9,447,339,103,16,0,4,45,74,13,2,8,0,322,5,17
660,Stole Dimitrievski,mk MKD,GK,Rayo Vallecano,es La Liga,24,1993,21,645,389,251,83,0,1,0,0,0,0,0,0,417,5,1
661,Tristan Dingomé,cm CMR,MF,Reims,fr Ligue 1,27,1991,14.9,600,589,9,1,8,4,11,2,0,0,0,0,464,2,10
662,Ismaël Diomandé,ci CIV,MFDF,Caen,fr Ligue 1,25,1992,14.4,597,582,15,15,0,13,4,0,0,0,0,0,491,0,6
663,Federico Dionisi,it ITA,FWMF,Frosinone,it Serie A,31,1987,2.3,62,59,2,0,0,0,8,1,0,0,0,0,40,1,3
664,Lois Diony,fr FRA,FW,Saint-Étienne,fr Ligue 1,25,1992,17.7,318,309,8,1,1,0,28,2,0,0,0,0,195,1,20
665,Issa Diop,fr FRA,DF,West Ham,eng Premier League,21,1997,33,1141,1112,26,22,0,7,0,4,0,0,0,0,979,3,12
666,Papakouli Diop,sn SEN,MF,Eibar,es La Liga,32,1986,26.1,1146,1120,21,20,1,11,11,1,0,0,0,0,829,5,12
667,Sofiane Diop,fr FRA,MFFW,Monaco,fr Ligue 1,18,2000,8.2,239,230,9,1,2,4,16,4,3,1,0,1,161,0,14
668,Assane Dioussé,sn SEN,MF,Chievo,it Serie A,20,1997,9.9,495,471,21,19,1,6,8,1,0,0,0,0,397,3,6
669,Assane Dioussé,sn SEN,MF,Saint-Étienne,fr Ligue 1,20,1997,2.4,142,138,4,3,1,0,0,0,0,0,0,0,120,0,2
670,Axel Disasi,fr FRA,DF,Reims,fr Ligue 1,20,1998,1.8,69,66,3,0,0,2,0,3,0,0,0,0,52,0,0
671,Djené,tg TOG,DF,Getafe,es La Liga,26,1991,33.1,991,954,32,28,0,17,8,4,0,0,0,0,705,5,19
672,Koffi Djidji,ci CIV,DF,Torino,it Serie A,25,1992,15.4,600,573,24,20,0,7,3,3,0,0,0,0,493,3,2
673,Koffi Djidji,ci CIV,DF,Nantes,fr Ligue 1,25,1992,1,54,50,4,4,0,1,0,0,0,0,0,0,45,0,0
674,Alexander Djiku,gh GHA,DF,Caen,fr Ligue 1,23,1994,30.6,1418,1352,65,51,0,16,3,11,0,0,0,0,1175,1,12
675,Papy Djilobodji,sn SEN,DF,Guingamp,fr Ligue 1,29,1988,1.9,88,82,5,5,0,3,1,0,0,0,0,0,59,1,0
676,Berat Djimsiti,al ALB,DF,Atalanta,it Serie A,25,1993,20.1,1046,1002,41,33,0,16,1,8,0,0,0,0,946,3,4
677,Johan Djourou,ch SUI,DF,SPAL,it Serie A,31,1987,3.1,115,108,7,5,0,1,0,2,0,0,0,0,103,0,2
678,Marko Dmitrović,rs SRB,GK,Eibar,es La Liga,26,1992,24,760,498,261,106,0,1,0,0,0,0,0,0,367,1,0
679,Matt Doherty,ie IRL,DFMF,Wolves,eng Premier League,26,1992,34.9,1838,1457,371,4,3,17,62,367,0,0,0,0,1324,10,55
680,Keagan Dolly,za RSA,FW,Montpellier,fr Ligue 1,25,1993,1,41,33,8,5,0,1,4,0,3,1,1,0,34,0,1
681,Jaume Doménech,es ESP,GK,Valencia,es La Liga,27,1990,4,92,52,39,9,0,0,0,0,0,0,0,0,59,1,0
682,Giulio Donati,it ITA,DF,Mainz 05,de Bundesliga,28,1990,6.9,356,264,91,8,1,3,26,83,0,0,0,0,257,1,4
683,Ji Dong-won,kr KOR,MFFW,Augsburg,de Bundesliga,27,1991,9.9,383,370,10,1,1,5,14,3,0,0,0,0,269,3,8
684,Anastasios Donis,gr GRE,FWMF,Stuttgart,de Bundesliga,21,1996,10.7,195,177,17,1,0,2,25,8,0,0,0,0,139,1,8
685,Gianluigi Donnarumma,it ITA,GK,Milan,it Serie A,19,1999,34.3,1173,800,373,72,0,3,0,1,0,0,0,0,977,0,0
686,Godfred Donsah,gh GHA,MF,Bologna,it Serie A,22,1996,1.7,58,58,0,0,0,0,0,0,0,0,0,0,49,0,1
687,Riccardo Doratiotto,it ITA,FW,Cagliari,it Serie A,19,1999,0.9,10,10,0,0,0,0,0,0,0,0,0,0,6,0,2
688,Gabriel Dos Santos,br BRA,DF,Lille,fr Ligue 1,20,1997,11.8,645,611,34,31,1,3,0,1,0,0,0,0,554,0,4
689,Mathieu Dossevi,tg TOG,FWMF,Toulouse,fr Ligue 1,30,1988,27.4,926,835,86,24,2,3,189,9,47,14,30,1,606,5,39
690,Abdoulaye Doucouré,ml MLI,MF,Watford,eng Premier League,25,1993,34,1963,1919,35,31,5,13,11,2,1,0,0,0,1622,9,41
691,Cheick Doukouré,ci CIV,MF,Levante,es La Liga,25,1992,3.5,110,110,0,0,0,2,1,0,0,0,0,0,81,0,1
692,Moussa Doumbia,ml MLI,FWMF,Reims,fr Ligue 1,23,1994,17.8,649,621,23,6,1,15,37,6,7,3,2,0,496,5,16
693,Seydou Doumbia,ci CIV,FW,Girona,es La Liga,30,1987,6,71,64,7,0,0,0,1,0,0,0,0,0,50,0,4
694,Souleyman Doumbia,ci CIV,DF,Rennes,fr Ligue 1,21,1996,6.7,353,292,61,6,1,0,7,55,0,0,0,0,305,0,5
695,Aleksandar Dragović,at AUT,DF,Leverkusen,de Bundesliga,27,1991,14.8,1093,1066,24,23,0,11,0,1,0,0,0,0,979,3,7
696,Bartłomiej Drągowski,pl POL,GK,Fiorentina,it Serie A,20,1997,2.5,106,70,35,4,0,1,0,0,0,0,0,0,71,1,0
697,Bartłomiej Drągowski,pl POL,GK,Empoli,it Serie A,20,1997,14,487,294,192,39,0,0,0,0,0,0,0,0,327,1,1
698,Julian Draxler,de GER,MFFW,Paris S-G,fr Ligue 1,24,1993,22.7,1592,1521,62,12,12,8,36,13,35,19,3,1,1402,9,27
699,Luke Dreher,eng ENG,FW,Crystal Palace,eng Premier League,19,1998,0,3,3,0,0,0,0,0,0,0,0,0,0,3,0,0
700,Josip Drmić,ch SUI,FW,M'Gladbach,de Bundesliga,25,1992,2.5,63,58,5,0,0,0,3,1,0,0,0,0,56,0,1
701,Jaroslav Drobný,cz CZE,GK,Düsseldorf,de Bundesliga,38,1979,2,37,22,15,5,0,0,0,0,0,0,0,0,28,0,0
702,Óscar Duarte,cr CRC,DFMF,Espanyol,es La Liga,29,1989,7.3,334,328,6,6,0,2,1,0,0,0,0,0,290,0,1
703,Rubén Duarte,es ESP,DF,Alavés,es La Liga,22,1995,30.8,1230,968,258,27,0,7,80,226,5,5,0,0,814,4,27
704,Leo Dubois,fr FRA,DF,Lyon,fr Ligue 1,23,1994,22.7,1513,1282,224,19,1,5,88,203,2,0,2,0,1252,7,35
705,Martin Dúbravka,sk SVK,GK,Newcastle Utd,eng Premier League,29,1989,38,1175,749,424,101,0,2,0,0,0,0,0,0,691,2,2
706,Marvin Ducksch,de GER,FW,Düsseldorf,de Bundesliga,24,1994,9.1,285,244,40,5,1,3,24,3,10,2,8,0,183,1,9
707,Ondrej Duda,sk SVK,MF,Hertha BSC,de Bundesliga,23,1994,28.5,1266,1192,69,20,3,12,51,8,37,17,15,0,947,5,41
708,Shane Duffy,ie IRL,DF,Brighton,eng Premier League,26,1992,34.3,1318,1281,31,26,0,18,2,5,0,0,0,0,987,6,5
709,Demeaco Duhaney,eng ENG,DF,Huddersfield,eng Premier League,19,1998,0.5,27,20,7,1,0,0,2,6,0,0,0,0,21,0,1
710,Paul Dummett,wls WAL,DF,Newcastle Utd,eng Premier League,26,1991,22.1,903,773,128,15,0,4,32,112,1,0,1,0,625,2,14
711,Alfred Duncan,gh GHA,MF,Sassuolo,it Serie A,25,1993,20.5,854,832,18,8,10,8,25,9,1,1,0,0,680,4,17
712,Lewis Dunk,eng ENG,DF,Brighton,eng Premier League,26,1991,35,1510,1456,49,36,2,49,2,13,0,0,0,0,1246,5,16
713,Maxime Dupé,fr FRA,GK,Nantes,fr Ligue 1,25,1993,10.4,302,169,129,38,0,0,0,0,0,0,0,0,176,4,0
714,Erik Durm,de GER,DF,Huddersfield,eng Premier League,26,1992,22.8,1087,832,248,7,0,4,65,240,1,1,0,0,740,7,36
715,Jimmy Durmaz,se SWE,MFFW,Toulouse,fr Ligue 1,29,1989,21.1,1212,1071,132,59,3,11,87,22,46,21,22,2,886,9,40
716,Riza Durmisi,dk DEN,DF,Lazio,it Serie A,24,1994,3.6,165,137,27,5,0,1,18,21,1,1,0,0,117,1,4
717,Hugo Duro,es ESP,MFFW,Getafe,es La Liga,18,1999,4.6,65,62,3,0,0,0,4,2,1,0,0,0,41,0,2
718,Raphael Dwamena,gh GHA,FW,Levante,es La Liga,22,1995,2.5,44,41,3,1,0,0,3,0,0,0,0,0,29,0,0
719,Paulo Dybala,ar ARG,FWMF,Juventus,it Serie A,24,1993,23.7,1288,1129,147,27,7,50,85,22,58,18,19,2,1090,12,33
720,Edin Džeko,ba BIH,FW,Roma,it Serie A,32,1986,28.7,738,667,67,0,4,11,27,2,0,0,0,0,508,4,27
721,Blerim Džemaili,ch SUI,MF,Bologna,it Serie A,32,1986,19.4,716,669,41,25,2,13,14,7,4,2,1,0,555,6,28
722,Félix Eboa Eboa,cm CMR,DF,Guingamp,fr Ligue 1,21,1997,27,1007,940,62,23,1,7,12,39,0,0,0,0,764,5,13
723,Dennis Eckert,de GER,FW,Celta Vigo,es La Liga,21,1997,2.4,43,38,4,0,0,0,2,2,0,0,0,0,30,1,2
724,Bruno Ecuele Manga,ga GAB,DF,Cardiff City,eng Premier League,30,1988,37.5,1097,937,152,40,2,7,20,112,0,0,0,0,692,8,28
725,Simone Edera,it ITA,MF,Torino,it Serie A,21,1997,0.9,33,26,7,3,0,0,2,0,3,0,1,0,28,0,0
726,Simone Edera,it ITA,FW,Bologna,it Serie A,21,1997,2.2,82,73,9,1,0,0,12,1,7,6,1,0,57,0,5
727,Ederson,br BRA,GK,Manchester City,eng Premier League,24,1993,38,1112,860,248,59,1,4,0,0,0,0,0,0,946,4,1
728,Johannes Eggestein,de GER,FWMF,Werder Bremen,de Bundesliga,20,1998,12.4,331,326,4,0,0,1,17,2,0,0,0,0,230,1,25
729,Maximilian Eggestein,de GER,MF,Werder Bremen,de Bundesliga,21,1996,33.9,1615,1569,42,26,8,5,37,16,0,0,0,0,1275,4,56
730,Albin Ekdal,se SWE,MF,Sampdoria,it Serie A,29,1989,29.4,1654,1587,65,64,1,8,3,1,0,0,0,0,1428,2,24
731,Josip Elez,hr CRO,DF,Hannover 96,de Bundesliga,24,1994,7.2,316,286,30,23,0,3,3,7,0,0,0,0,243,0,1
732,Harvey Elliott,eng ENG,MF,Fulham,eng Premier League,15,2003,0.2,11,11,0,0,0,0,0,0,0,0,0,0,10,0,0
733,Mohamed Elneny,eg EGY,MF,Arsenal,eng Premier League,26,1992,4.2,286,276,8,5,2,1,3,3,0,0,0,0,256,2,4
734,Aritz Elustondo,es ESP,DF,Real Sociedad,es La Liga,24,1994,25,1236,1100,131,36,1,9,28,95,0,0,0,0,965,5,23
735,Gorka Elustondo,es ESP,MFDF,Rayo Vallecano,es La Liga,31,1987,3.2,146,138,7,5,0,1,1,2,0,0,0,0,118,1,4
736,Nico Elvedi,ch SUI,DF,M'Gladbach,de Bundesliga,21,1996,29.1,2086,2034,50,34,1,8,1,16,0,0,0,0,1932,2,13
737,Rodrigo Ely,br BRA,DF,Alavés,es La Liga,24,1993,4.8,160,149,11,11,0,2,0,0,0,0,0,0,114,0,2
738,Mohamed Elyounoussi,no NOR,MF,Southampton,eng Premier League,23,1994,8.8,273,239,33,5,2,1,48,2,24,7,6,8,178,1,18
739,Adri Embarba,es ESP,MFFW,Rayo Vallecano,es La Liga,26,1992,25.4,823,653,166,46,4,8,222,13,101,44,43,1,486,4,46
740,Breel Embolo,ch SUI,FW,Schalke 04,de Bundesliga,21,1997,14.9,262,253,5,0,5,2,6,1,0,0,0,0,165,4,20
741,Emerson,br BRA,FWDF,Betis,es La Liga,19,1999,3.5,191,149,41,5,0,0,8,36,0,0,0,0,155,1,6
742,Youssef En-Nesyri,ma MAR,FW,Leganés,es La Liga,21,1997,23.4,513,484,25,2,0,8,34,10,1,0,0,0,279,4,26
743,Björn Engels,be BEL,DF,Reims,fr Ligue 1,23,1994,33,1320,1272,45,43,1,26,4,2,0,0,0,0,1102,3,4
744,Sergi Enrich,es ESP,FW,Eibar,es La Liga,28,1990,28.7,941,896,42,2,1,12,6,7,0,0,0,0,667,3,31
745,Javier Eraso,es ESP,MFFW,Leganés,es La Liga,28,1990,7,234,201,31,4,1,1,22,2,15,5,8,1,176,2,7
746,Christian Eriksen,dk DEN,MF,Tottenham,eng Premier League,26,1992,30.8,2009,1846,153,59,24,20,117,10,67,23,20,4,1560,10,37
747,Patrick Erras,de GER,MF,Nürnberg,de Bundesliga,23,1995,13.6,468,462,5,5,0,2,0,0,0,0,0,0,372,1,5
748,Gonzalo Escalante,ar ARG,MF,Eibar,es La Liga,25,1993,19.9,767,761,2,2,3,7,7,0,0,0,0,0,591,4,21
749,Sergio Escudero,es ESP,DFFW,Sevilla,es La Liga,28,1989,17.2,958,762,190,20,2,11,42,166,4,0,1,1,753,6,17
750,Bernardo Espinosa,co COL,DF,Girona,es La Liga,29,1989,30.3,1397,1351,42,41,0,12,0,1,0,0,0,0,1198,4,6
751,Michael Esser,de GER,GK,Hannover 96,de Bundesliga,30,1987,32,1242,857,381,86,0,3,0,0,0,0,0,0,881,4,2
752,Alexander Esswein,de GER,MFFW,Stuttgart,de Bundesliga,28,1990,13.9,454,436,16,2,1,4,58,5,6,1,2,0,295,2,21
753,Neil Etheridge,ph PHI,GK,Cardiff City,eng Premier League,28,1990,38,1202,711,484,165,0,0,0,0,0,0,0,0,415,7,1
754,Beñat Etxebarria,es ESP,MF,Athletic Club,es La Liga,31,1987,22.6,1287,1105,171,85,2,24,108,2,65,23,33,2,1026,11,15
755,Xabier Etxeita,es ESP,DF,Huesca,es La Liga,30,1987,29.7,899,856,35,34,0,10,8,1,0,0,0,0,666,8,12
756,Lucas Evangelista,br BRA,FWMF,Nantes,fr Ligue 1,23,1995,8,308,306,2,1,0,2,15,0,0,0,0,0,227,0,11
757,Jonny Evans,nir NIR,DF,Leicester City,eng Premier League,30,1988,22.2,1031,995,35,35,0,18,1,0,0,0,0,0,873,1,6
758,Ewerton,br BRA,DF,Nürnberg,de Bundesliga,29,1989,14.9,608,581,23,21,0,3,0,2,0,0,0,0,508,4,5
759,Valentin Eysseric,fr FRA,FWMF,Fiorentina,it Serie A,26,1992,4,174,163,10,2,3,2,13,1,7,2,4,0,135,1,4
760,Valentin Eysseric,fr FRA,MFFW,Nantes,fr Ligue 1,26,1992,2.3,109,83,26,9,1,2,18,1,10,6,4,0,78,0,2
761,Marco Fabián,mx MEX,FW,Eint Frankfurt,de Bundesliga,29,1989,0.7,13,11,2,2,0,0,1,0,0,0,0,0,8,0,0
762,Łukasz Fabiański,pl POL,GK,West Ham,eng Premier League,33,1985,38,1238,761,465,156,0,1,0,0,0,0,0,0,681,12,1
763,Fabinho,br BRA,MF,Liverpool,eng Premier League,24,1993,22.4,1627,1589,35,30,2,11,10,4,0,0,0,0,1381,3,17
764,Fábio,br BRA,DFFW,Nantes,fr Ligue 1,28,1990,14.2,646,500,143,15,1,2,35,128,0,0,0,0,483,3,10
765,Cesc Fàbregas,es ESP,MF,Chelsea,eng Premier League,31,1987,2,198,185,11,8,4,2,1,2,1,1,0,0,169,2,1
766,Cesc Fàbregas,es ESP,MF,Monaco,fr Ligue 1,31,1987,10.7,759,675,80,44,4,8,30,6,30,9,14,0,623,4,6
767,Fabricio,es ESP,GK,Fulham,eng Premier League,30,1987,2,61,43,18,4,0,0,0,0,0,0,0,0,46,0,0
768,Ralf Fährmann,de GER,GK,Schalke 04,de Bundesliga,29,1988,16.3,516,353,161,41,0,1,0,0,0,0,0,0,375,2,0
769,Romain Faivre,fr FRA,MF,Monaco,fr Ligue 1,20,1998,1,43,43,0,0,0,0,0,0,0,0,0,0,37,0,0
770,Fayçal Fajr,ma MAR,MF,Caen,fr Ligue 1,29,1988,36,2146,1809,330,203,7,93,217,13,105,41,55,0,1621,7,33
771,Radamel Falcao,co COL,FW,Monaco,fr Ligue 1,32,1986,28.4,671,592,75,2,6,1,7,5,0,0,0,0,513,4,16
772,Diego Falcinelli,it ITA,FW,Bologna,it Serie A,27,1991,7.8,143,135,8,1,0,0,8,0,0,0,0,0,114,0,5
773,Simon Falette,gn GUI,DF,Eint Frankfurt,de Bundesliga,26,1992,6.7,302,283,19,8,0,2,1,11,0,0,0,0,220,0,1
774,Iago Falque,es ESP,FWMF,Torino,it Serie A,28,1990,17.9,932,811,112,38,6,10,87,3,44,12,7,0,717,9,28
775,Paolo Faragò,it ITA,MFDF,Cagliari,it Serie A,25,1993,18.9,868,779,86,13,1,11,60,73,0,0,0,0,634,3,22
776,Mohamed Fares,dz ALG,DF,SPAL,it Serie A,22,1996,32.8,1491,1252,234,12,1,9,160,202,20,7,1,0,1099,5,47
777,Diego Farias,br BRA,FW,Empoli,it Serie A,28,1990,13.3,332,319,13,3,4,3,16,4,2,0,1,0,264,0,15
778,Diego Farias,br BRA,FW,Cagliari,it Serie A,28,1990,7.8,239,226,12,2,1,0,13,5,4,1,0,0,184,1,5
779,Andrea Favilli,it ITA,FWDF,Genoa,it Serie A,21,1997,1.9,48,43,5,0,0,0,1,3,0,0,0,0,36,0,2
780,Federico Fazio,ar ARG,DF,Roma,it Serie A,31,1987,31.2,1425,1362,60,51,2,14,5,9,0,0,0,0,1208,3,9
781,Zouhair Feddal,ma MAR,DF,Betis,es La Liga,29,1989,18.9,1287,1215,68,61,1,24,4,7,0,0,0,0,1104,4,6
782,Nabil Fekir,fr FRA,MF,Lyon,fr Ligue 1,25,1993,22.1,1079,972,101,41,5,8,79,4,54,27,14,0,877,6,13
783,Yassin Fekir,fr FRA,FW,Lyon,fr Ligue 1,21,1997,0.1,17,17,0,0,0,0,1,0,0,0,0,0,13,0,0
784,Felipe,br BRA,DF,Hannover 96,de Bundesliga,31,1987,12.2,499,477,20,19,0,7,1,1,0,0,0,0,371,2,5
785,Luiz Felipe,it ITA,DF,Lazio,it Serie A,21,1997,14.3,702,663,39,21,0,6,4,18,0,0,0,0,585,0,8
786,Ohis Felix Uduokhai,de GER,DF,Wolfsburg,de Bundesliga,20,1997,2.7,141,121,20,4,0,0,5,16,0,0,0,0,113,0,3
787,Marouane Fellaini,be BEL,MF,Manchester Utd,eng Premier League,30,1987,8.4,434,430,2,1,0,2,6,1,0,0,0,0,347,2,14
788,Kiko Femenía,es ESP,DF,Watford,eng Premier League,27,1991,22.8,1178,966,209,16,0,3,64,186,7,1,5,0,945,3,21
789,Edimilson Fernandes,ch SUI,MF,Fiorentina,it Serie A,22,1996,21.9,874,860,13,7,1,7,16,2,0,0,0,0,740,1,14
790,Gelson Fernandes,ch SUI,MF,Eint Frankfurt,de Bundesliga,31,1986,24.7,845,841,4,3,0,0,1,1,0,0,0,0,704,0,27
791,Aitor Fernández,es ESP,GK,Levante,es La Liga,27,1991,16,461,239,218,56,0,1,0,0,0,0,0,0,279,4,0
792,Andrés Fernández,es ESP,GK,Villarreal,es La Liga,31,1986,6,192,113,78,29,0,1,0,0,0,0,0,0,138,1,0
793,Borja Fernández,es ESP,MFDF,Valladolid,es La Liga,37,1981,9.3,382,370,11,11,1,5,2,0,0,0,0,0,300,1,3
794,Federico Fernández,ar ARG,DF,Newcastle Utd,eng Premier League,29,1989,16.5,620,597,19,19,0,11,5,0,0,0,0,0,484,4,5
795,Joaquín Fernández,es ESP,DFMF,Valladolid,es La Liga,22,1996,9.3,312,299,13,9,0,4,0,4,0,0,0,0,244,0,4
796,Fernandinho,br BRA,MF,Manchester City,eng Premier League,33,1985,26.4,2070,2020,40,34,13,13,4,6,0,0,0,0,1799,10,25
797,Juan Ferney Otero,co COL,FWMF,Amiens,fr Ligue 1,23,1995,24.2,755,706,47,17,1,2,90,10,15,3,7,0,518,2,33
798,Alex Ferrari,it ITA,DF,Sampdoria,it Serie A,24,1994,6,320,300,19,14,0,2,1,5,0,0,0,0,281,1,3
799,David Ferreiro,es ESP,MFFW,Huesca,es La Liga,30,1988,25.3,1042,870,164,52,4,14,258,37,75,39,28,3,647,8,27
800,Facundo Ferreyra,ar ARG,FW,Espanyol,es La Liga,27,1991,2.3,52,48,4,0,0,0,2,1,0,0,0,0,35,0,2
801,Jordan Ferri,fr FRA,MF,Nîmes,fr Ligue 1,26,1992,20.8,1059,1036,22,10,8,16,21,12,0,0,0,0,855,1,24
802,Jordan Ferri,fr FRA,MF,Lyon,fr Ligue 1,26,1992,1.3,95,95,0,0,0,1,6,0,0,0,0,0,80,0,1
803,Oliver Fink,de GER,MF,Düsseldorf,de Bundesliga,36,1982,11.7,400,393,4,0,0,1,10,3,0,0,0,0,230,3,15
804,Alfreð Finnbogason,is ISL,FW,Augsburg,de Bundesliga,29,1989,14.8,327,286,38,0,2,1,4,3,0,0,0,0,220,3,20
805,Roberto Firmino,br BRA,FWMF,Liverpool,eng Premier League,26,1991,29,1314,1280,26,1,16,3,9,18,2,0,0,0,1053,8,22
806,Junior Firpo,es ESP,DFFW,Betis,es La Liga,21,1996,21.5,1138,949,184,20,1,6,35,164,0,0,0,0,914,5,20
807,Mathieu Flamini,fr FRA,MF,Getafe,es La Liga,34,1984,5,135,135,0,0,0,2,0,0,0,0,0,0,89,0,0
808,Mark Flekken,nl NED,GK,Freiburg,de Bundesliga,25,1993,1,29,23,6,1,0,0,0,0,0,0,0,0,23,0,0
809,Sergio Floccari,it ITA,FW,SPAL,it Serie A,36,1981,10.8,239,219,19,1,0,1,8,0,0,0,0,0,184,1,13
810,Alessandro Florenzi,it ITA,DFFW,Roma,it Serie A,27,1991,24.2,1486,1217,269,35,2,16,129,211,23,4,18,0,1137,0,34
811,Phil Foden,eng ENG,MF,Manchester City,eng Premier League,18,2000,3.7,237,232,4,0,3,1,4,1,3,0,0,0,202,1,4
812,Guessouma Fofana,mr MTN,MF,Amiens,fr Ligue 1,25,1992,2.1,57,57,0,0,1,1,1,0,0,0,0,0,40,0,0
813,Guessouma Fofana,mr MTN,MF,Guingamp,fr Ligue 1,25,1992,5.3,128,126,2,1,0,1,4,0,1,0,1,0,97,0,1
814,Seko Fofana,ci CIV,MF,Udinese,it Serie A,23,1995,29.3,1161,1139,19,6,3,16,35,10,2,1,0,0,971,3,21
815,Wesley Fofana,fr FRA,DF,Saint-Étienne,fr Ligue 1,17,2000,1.8,86,74,12,4,0,0,0,8,0,0,0,0,72,0,1
816,Youssouf Fofana,fr FRA,MF,Strasbourg,fr Ligue 1,19,1999,10.1,355,340,12,5,2,3,6,7,0,0,0,0,271,3,8
817,Thomas Foket,be BEL,DF,Reims,fr Ligue 1,23,1994,32,1437,1096,336,16,1,5,53,320,0,0,0,0,1070,5,34
818,Thomas Fontaine,mg MAD,DFMF,Reims,fr Ligue 1,27,1991,4.7,202,194,7,7,1,7,0,0,0,0,0,0,172,1,1
819,José Fonte,pt POR,DF,Lille,fr Ligue 1,34,1983,34.6,2231,2130,98,88,1,19,6,10,0,0,0,0,1945,3,19
820,Rui Fonte,pt POR,FWMF,Lille,fr Ligue 1,28,1990,7,190,177,13,2,0,0,2,1,0,0,0,0,148,0,5
821,Pablo Fornals,es ESP,MFFW,Villarreal,es La Liga,22,1996,27.5,1187,1140,35,8,11,8,36,9,10,2,6,0,897,12,38
822,Emil Forsberg,se SWE,MFFW,RB Leipzig,de Bundesliga,26,1991,13.9,536,466,64,16,4,0,49,3,34,15,17,0,406,6,13
823,Fraser Forster,eng ENG,GK,Southampton,eng Premier League,30,1988,1,23,12,11,4,0,0,0,0,0,0,0,0,10,0,0
824,Steven Fortes,cv CPV,DF,Toulouse,fr Ligue 1,26,1992,1.5,50,48,2,2,0,0,0,0,0,0,0,0,43,0,0
825,Iver Fossum,no NOR,MF,Hannover 96,de Bundesliga,22,1996,5.1,247,213,34,11,1,0,27,1,21,8,11,1,188,0,8
826,Ben Foster,eng ENG,GK,Watford,eng Premier League,35,1983,38,1267,749,501,193,0,1,1,0,0,0,0,0,612,17,4
827,Timothy Fosu-Mensah,nl NED,DF,Fulham,eng Premier League,20,1998,8.8,479,417,60,3,1,3,15,57,0,0,0,0,375,2,10
828,Dimitri Foulquier,fr FRA,MFDF,Getafe,es La Liga,25,1993,20,459,421,33,3,0,2,26,30,0,0,0,0,276,5,34
829,Juan Foyth,ar ARG,DF,Tottenham,eng Premier League,20,1998,9.9,605,574,29,14,1,7,2,15,0,0,0,0,512,2,12
830,Raphael Framberger,de GER,DFMF,Augsburg,de Bundesliga,22,1995,6.1,273,208,63,2,1,2,25,61,0,0,0,0,178,2,16
831,Simon Francis,eng ENG,DF,Bournemouth,eng Premier League,33,1985,13.7,812,673,136,12,0,3,32,123,1,0,0,0,590,3,23
832,Mike Frantz,de GER,MFFW,Freiburg,de Bundesliga,31,1986,24.6,671,619,51,18,1,2,44,30,1,0,1,0,502,1,18
833,Ryan Fraser,sct SCO,MFFW,Bournemouth,eng Premier League,24,1994,35.2,1490,1268,215,57,6,8,271,17,116,44,43,2,1013,7,60
834,Pierluigi Frattali,it ITA,GK,Parma,it Serie A,32,1985,1,39,23,16,1,0,0,0,0,0,0,0,0,27,0,0
835,Fred,br BRA,MF,Manchester Utd,eng Premier League,25,1993,11.6,791,754,32,22,3,13,13,4,4,3,0,0,673,5,18
836,Ryan Fredericks,eng ENG,DF,West Ham,eng Premier League,25,1992,12.1,558,451,106,5,0,1,20,101,0,0,0,0,391,1,18
837,Remo Freuler,ch SUI,MF,Atalanta,it Serie A,26,1992,33.6,2245,2135,102,82,4,13,16,20,0,0,0,0,1964,8,30
838,Nicolas Frey,fr FRA,DF,Chievo,it Serie A,34,1984,2.5,122,97,25,3,0,0,1,22,0,0,0,0,98,0,0
839,Marco Friedl,at AUT,DF,Werder Bremen,de Bundesliga,20,1998,5.3,270,236,34,5,0,1,2,29,0,0,0,0,230,0,1
840,Alexander Fuchs,de GER,MFFW,Nürnberg,de Bundesliga,21,1997,7.3,240,235,3,2,0,2,4,1,0,0,0,0,182,2,10
841,Christian Fuchs,at AUT,DF,Leicester City,eng Premier League,32,1986,2.3,157,130,26,3,0,1,15,23,0,0,0,0,119,1,6
