Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks
20,Luis Advíncula,pe PER,DF,Rayo Vallecano,es La Liga,28,1990,26.5,1197,977,217,16,1,34,54,201,0,0,0,0,957,3,34
21,Martin Agirregabiria,es ESP,DF,Alavés,es La Liga,22,1996,22.6,964,752,208,9,0,6,42,197,0,0,0,0,653,4,35
22,Nayef Aguerd,ma MAR,DF,Dijon,fr Ligue 1,22,1996,11.7,604,561,40,18,0,8,3,22,0,0,0,0,465,3,8
23,Sergio Agüero,ar ARG,FW,Manchester City,eng Premier League,30,1988,27.3,796,740,52,1,6,1,13,8,1,0,0,0,661,4,27
24,Ruben Aguilar,fr FRA,DF,Montpellier,fr Ligue 1,25,1993,28.1,1640,1334,297,15,0,7,115,281,1,0,0,0,1315,9,51
25,Juan Aguilera,es ESP,MF,Huesca,es La Liga,32,1985,3.8,189,180,6,6,0,4,2,0,0,0,0,0,166,3,0
26,Emmanuel Agyemang-Badu,gh GHA,MF,Udinese,it Serie A,27,1990,1.8,35,32,2,2,0,1,2,0,0,0,0,0,27,1,3
27,Jean-Eudes Aholou,ci CIV,MF,Monaco,fr Ligue 1,24,1994,11.9,549,537,12,9,4,8,5,2,0,0,0,0,463,0,8
28,Antonis Aidonis,de GER,DF,Stuttgart,de Bundesliga,17,2001,0.9,35,27,8,0,0,0,6,8,0,0,0,0,13,0,3
29,Ola Aina,ng NGA,DF,Torino,it Serie A,21,1996,24,1178,919,257,18,2,7,63,238,1,0,0,0,861,2,44
30,Youssef Aït Bennasser,ma MAR,MF,Saint-Étienne,fr Ligue 1,22,1996,10.4,656,643,11,5,3,7,4,6,0,0,0,0,572,2,11
31,Youssef Aït Bennasser,ma MAR,MF,Monaco,fr Ligue 1,22,1996,11.9,737,712,23,21,3,11,2,2,0,0,0,0,633,2,8
32,Rayan Aït Nouri,fr FRA,DFMF,Angers,fr Ligue 1,17,2001,0.6,35,33,2,0,0,0,0,2,0,0,0,0,30,0,0
33,Ludovic Ajorque,re REU,FW,Strasbourg,fr Ligue 1,24,1994,17,459,431,26,1,1,5,5,0,0,0,0,0,339,2,11
34,Manuel Akanji,ch SUI,DF,Dortmund,de Bundesliga,23,1995,24.5,1855,1799,54,38,0,27,2,16,0,0,0,0,1722,2,9
35,Carlos Akapo,gq EQG,DF,Huesca,es La Liga,25,1993,11.4,443,351,89,3,1,5,7,86,0,0,0,0,332,3,13
36,Nathan Aké,nl NED,DF,Bournemouth,eng Premier League,23,1995,37.9,1733,1646,85,56,1,6,6,29,0,0,0,0,1491,2,14
37,Sergio Akieme,es ESP,DF,Rayo Vallecano,es La Liga,20,1997,2,84,73,9,0,0,0,8,9,0,0,0,0,64,2,2
38,Chadrac Akolo,cd COD,MFFW,Stuttgart,de Bundesliga,23,1995,5.8,161,161,0,0,0,0,8,0,0,0,0,0,119,0,7
39,Kevin Akpoguma,ng NGA,DF,Hoffenheim,de Bundesliga,23,1995,5.5,269,255,14,8,0,0,0,6,0,0,0,0,228,0,5
40,Kevin Akpoguma,ng NGA,DF,Hannover 96,de Bundesliga,23,1995,3.5,171,164,7,5,0,1,0,2,0,0,0,0,135,0,6
41,David Alaba,at AUT,DF,Bayern Munich,de Bundesliga,26,1992,28.1,2153,1843,300,30,1,9,115,265,5,0,5,0,1769,10,52
42,Sofiane Alakouch,ma MAR,DF,Nîmes,fr Ligue 1,20,1998,21.1,1096,838,254,5,2,2,40,249,0,0,0,0,832,4,32
43,Lucas Alario,ar ARG,FW,Leverkusen,de Bundesliga,25,1992,14.1,412,386,24,1,0,2,5,1,0,0,0,0,307,2,18
44,Jordi Alba,es ESP,DF,Barcelona,es La Liga,29,1989,33.2,2695,2356,332,55,9,16,52,276,1,0,0,0,2279,7,44
45,Luis Alberto,es ESP,MFFW,Lazio,it Serie A,25,1992,22.1,1487,1236,241,52,12,18,171,27,136,46,69,0,1115,10,39
46,Raúl Albiol,es ESP,DF,Napoli,it Serie A,32,1985,19,1131,1095,35,35,2,18,3,0,0,0,0,0,1009,1,8
47,Miiko Albornoz,cl CHI,DFMF,Hannover 96,de Bundesliga,27,1990,18.4,966,756,203,13,0,3,57,188,2,0,2,0,715,7,31
48,Marc Albrighton,eng ENG,FWMF,Leicester City,eng Premier League,28,1989,18.1,776,732,33,5,9,9,125,19,8,3,3,1,448,11,54
49,Paco Alcácer,es ESP,FW,Dortmund,de Bundesliga,24,1993,13.5,290,255,32,0,8,0,3,2,0,0,0,0,213,3,3
50,Pedro Alcalá,es ESP,DF,Girona,es La Liga,29,1989,20.8,869,823,44,43,0,19,3,1,0,0,0,0,686,2,8
51,Thiago Alcántara,es ESP,MF,Bayern Munich,de Bundesliga,27,1991,26.8,2587,2437,146,75,3,49,69,7,62,47,2,1,2325,4,20
52,Rubén Alcaraz,es ESP,MF,Valladolid,es La Liga,27,1991,33.1,1757,1645,106,92,2,54,39,0,14,8,3,1,1438,6,29
53,Toby Alderweireld,be BEL,DF,Tottenham,eng Premier League,29,1989,32.5,2382,2289,83,75,6,32,6,8,0,0,0,0,2097,10,10
54,Álex Alegría,es ESP,FWMF,Rayo Vallecano,es La Liga,25,1992,1.6,32,30,2,0,0,0,0,0,0,0,0,0,22,0,3
55,Alexis Alegue,fr FRA,FW,Nantes,fr Ligue 1,21,1996,0.1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
56,Iván Alejo,es ESP,MF,Getafe,es La Liga,23,1995,1.6,43,36,6,3,0,1,7,3,0,0,0,0,18,1,2
57,Carles Aleñá,es ESP,MF,Barcelona,es La Liga,20,1998,7.1,587,572,12,3,3,2,3,8,1,1,0,0,536,3,9
58,Rúnar Alex Rúnarsson,is ISL,GK,Dijon,fr Ligue 1,23,1995,25,871,573,295,82,0,0,0,0,0,0,0,0,623,3,5
59,Alexander,ar ARG,FW,Leganés,es La Liga,29,1988,0.1,8,6,2,1,0,0,3,0,1,0,1,0,4,0,0
60,Trent Alexander-Arnold,eng ENG,DF,Liverpool,eng Premier League,19,1998,27.4,2236,1774,449,51,3,40,201,324,74,28,31,3,1644,13,51
61,Rachid Alioui,ma MAR,FW,Nîmes,fr Ligue 1,26,1992,13.9,383,363,18,0,1,3,19,5,0,0,0,0,266,2,5
62,Alisson,br BRA,GK,Liverpool,eng Premier League,25,1992,38,1290,984,304,88,0,3,0,0,0,0,0,0,1075,2,2
63,Bobby Allain,fr FRA,GK,Dijon,fr Ligue 1,26,1991,13,458,281,177,52,0,0,0,0,0,0,0,0,292,0,0
64,Allan,br BRA,MF,Napoli,it Serie A,27,1991,29.1,2231,2107,110,70,7,13,14,18,0,0,0,0,1979,14,32
65,Allan,br BRA,MF,Eint Frankfurt,de Bundesliga,21,1997,2,64,63,1,1,0,1,3,0,0,0,0,0,42,0,2
66,Dele Alli,eng ENG,MF,Tottenham,eng Premier League,22,1996,20.3,1056,1005,43,13,18,4,10,10,3,0,0,0,836,8,33
67,Miguel Almirón,py PAR,MF,Newcastle Utd,eng Premier League,24,1994,8.4,263,261,2,0,1,2,21,1,1,0,1,0,188,0,12
68,Júnior Alonso,py PAR,DFMF,Celta Vigo,es La Liga,25,1993,6,319,278,39,4,0,3,12,35,0,0,0,0,233,2,8
69,Marcos Alonso,es ESP,DF,Chelsea,eng Premier League,27,1990,30.7,2255,1950,302,30,2,17,98,272,0,0,0,0,1862,3,52
70,Mickaël Alphonse,gp GLP,DF,Dijon,fr Ligue 1,29,1989,6.3,301,238,63,7,0,1,22,56,0,0,0,0,185,0,10
71,Sergio Álvarez,es ESP,DFMF,Eibar,es La Liga,26,1992,11.9,500,491,7,7,0,3,0,0,0,0,0,0,395,2,8
72,Sergio Álvarez,es ESP,GK,Celta Vigo,es La Liga,31,1986,13,463,304,154,26,0,1,0,0,0,0,0,0,302,5,0
73,Yeray Álvarez,es ESP,DF,Athletic Club,es La Liga,23,1995,29,1294,1233,57,55,0,12,4,2,0,0,0,0,1031,4,11
74,Bruno Alves,pt POR,DF,Parma,it Serie A,36,1981,32.5,1245,1155,77,74,1,22,17,0,0,0,0,0,962,13,7
75,Dani Alves,br BRA,MFDF,Paris S-G,fr Ligue 1,35,1983,18,1581,1489,84,18,21,12,61,60,6,0,4,0,1316,8,37
76,Alfons Amade,de GER,MF,Hoffenheim,de Bundesliga,18,1999,0.1,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0
77,Ibrahim Amadou,fr FRA,MFDF,Sevilla,es La Liga,25,1993,8.5,361,355,3,3,0,3,6,0,0,0,0,0,302,3,9
78,Romain Amalfitano,fr FRA,MFFW,Dijon,fr Ligue 1,28,1989,28,1083,1055,20,8,3,24,25,12,0,0,0,0,835,8,20
79,Daniel Amartey,gh GHA,DF,Leicester City,eng Premier League,23,1994,7.1,435,370,64,4,0,2,3,60,0,0,0,0,357,1,6
80,Jordi Amat,es ESP,DF,Rayo Vallecano,es La Liga,26,1992,30.7,1295,1206,83,76,2,34,0,7,0,0,0,0,1064,6,14
81,Amath,sn SEN,MF,Getafe,es La Liga,22,1996,11.1,210,204,2,0,1,1,11,0,1,0,1,0,142,4,13
82,Jordan Amavi,fr FRA,DF,Marseille,fr Ligue 1,24,1994,24.2,1282,1029,250,18,1,2,82,232,0,0,0,0,961,3,38
83,Kelvin Amian,fr FRA,DF,Toulouse,fr Ligue 1,20,1998,32,1208,956,248,34,0,3,21,214,0,0,0,0,942,4,23
84,Nadiem Amiri,de GER,MF,Hoffenheim,de Bundesliga,21,1996,8.4,375,360,14,8,2,1,11,6,0,0,0,0,320,1,7
85,Yanis Ammour,fr FRA,MF,Montpellier,fr Ligue 1,19,1999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86,Luke Amos,eng ENG,MF,Tottenham,eng Premier League,21,1997,0,3,3,0,0,0,0,0,0,0,0,0,0,1,0,0
87,Joachim Andersen,dk DEN,DF,Sampdoria,it Serie A,22,1996,32,2036,1939,93,90,0,33,1,3,0,0,0,0,1804,4,10
88,Felipe Anderson,br BRA,MFFW,West Ham,eng Premier League,25,1993,33.8,1824,1681,133,57,22,32,122,26,49,17,25,0,1325,10,72
89,Florin Andone,ro ROU,FW,Brighton,eng Premier League,25,1993,9.8,170,164,6,0,0,0,5,0,0,0,0,0,113,0,8
90,Benjamin André,fr FRA,MF,Rennes,fr Ligue 1,27,1990,27.7,1505,1458,36,27,5,11,13,0,0,0,0,0,1174,11,26
91,Marco Andreolli,it ITA,DF,Cagliari,it Serie A,32,1986,1.2,72,71,1,1,0,0,0,0,0,0,0,0,65,0,0
92,Marco Andreolli,it ITA,DF,Chievo,it Serie A,32,1986,7.2,250,245,4,4,0,1,0,0,0,0,0,0,194,1,1
93,Yoann Andreu,fr FRA,DF,Angers,fr Ligue 1,29,1989,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0
94,José Ángel,es ESP,DF,Eibar,es La Liga,28,1989,33.6,2173,1640,521,63,2,43,260,413,45,2,41,2,1386,12,69
95,Miguel Ángel Moyá,es ESP,GK,Real Sociedad,es La Liga,34,1984,11,363,257,104,27,0,0,0,0,0,0,0,0,292,2,0
96,Cristian Ansaldi,ar ARG,DFMF,Torino,it Serie A,31,1986,20.1,888,671,210,32,3,25,147,152,25,7,3,1,574,7,29
97,Mirco Antenucci,it ITA,FW,SPAL,it Serie A,33,1984,23.7,541,498,43,2,0,1,29,4,1,0,0,0,410,0,20
98,Waldemar Anton,de GER,DF,Hannover 96,de Bundesliga,22,1996,34,1733,1644,86,74,0,17,5,12,0,0,0,0,1444,3,25
99,Luca Antonelli,it ITA,DF,Empoli,it Serie A,31,1987,8.4,381,322,55,8,0,2,8,46,0,0,0,0,271,4,11
100,Mauro Antonio Burruchaga,ar ARG,MF,Chievo,it Serie A,20,1998,0.6,39,36,3,3,0,0,0,0,0,0,0,0,31,0,1
101,Michail Antonio,jm JAM,MFFW,West Ham,eng Premier League,28,1990,23.4,773,713,58,2,5,7,50,53,0,0,0,0,496,2,37
102,Antoñito,es ESP,DFMF,Valladolid,es La Liga,30,1987,20.7,896,734,157,9,1,2,93,148,0,0,0,0,644,5,31
103,Vitorino Antunes,pt POR,DFMF,Getafe,es La Liga,31,1987,24.2,1198,820,366,64,0,20,141,256,46,11,19,3,701,12,41
104,Anuar,ma MAR,MFFW,Valladolid,es La Liga,23,1995,12,400,390,7,5,1,5,2,0,1,0,0,0,296,3,11
105,Dennis Aogo,de GER,MF,Stuttgart,de Bundesliga,31,1987,11.4,580,522,55,20,0,9,52,8,27,11,16,0,474,3,8
106,Houssem Aouar,fr FRA,MF,Lyon,fr Ligue 1,20,1998,34,2078,2034,37,29,8,11,7,6,2,0,2,0,1793,7,43
107,Emmanuel Apeh,ng NGA,FWMF,Celta Vigo,es La Liga,21,1996,0.2,4,4,0,0,0,0,0,0,0,0,0,0,3,0,1
108,Mauro Arambarri,uy URU,MF,Getafe,es La Liga,22,1995,29.7,776,743,23,15,2,36,24,3,2,0,1,1,519,10,16
109,Guilherme Arana,br BRA,DF,Sevilla,es La Liga,21,1997,7,289,236,51,3,0,0,19,48,0,0,0,0,231,2,13
110,Charles Aránguiz,cl CHI,MF,Leverkusen,de Bundesliga,29,1989,21,1661,1593,60,43,2,11,24,3,14,7,7,0,1457,8,25
111,Luiz Araújo,br BRA,FWMF,Lille,fr Ligue 1,22,1996,8.7,317,283,29,10,2,5,30,8,10,2,6,0,232,5,7
112,Néstor Araujo,mx MEX,DF,Celta Vigo,es La Liga,26,1991,29.8,1502,1450,49,43,1,9,2,6,0,0,0,0,1291,3,8
113,Anaitz Arbilla,es ESP,DF,Eibar,es La Liga,31,1987,21.7,1152,1077,71,47,1,42,8,24,0,0,0,0,863,4,14
114,Joaquín Ardaiz,uy URU,FW,Frosinone,it Serie A,19,1999,0.2,5,5,0,0,0,0,0,0,0,0,0,0,2,0,1
115,Alphonse Areola,fr FRA,GK,Paris S-G,fr Ligue 1,25,1993,21,516,354,162,23,0,2,0,0,0,0,0,0,445,0,1
116,Santiago Arias,co COL,DF,Atlético Madrid,es La Liga,26,1992,19.7,1015,832,182,9,0,2,51,173,0,0,0,0,787,1,25
117,Lorenzo Ariaudo,it ITA,DF,Frosinone,it Serie A,29,1989,18.7,639,592,45,44,1,1,1,1,0,0,0,0,528,2,3
118,Nicolò Armini,it ITA,DF,Lazio,it Serie A,17,2001,0.4,25,22,3,0,1,0,0,3,0,0,0,0,20,0,0
119,Yoël Armougom,fr FRA,DF,Caen,fr Ligue 1,20,1998,20.6,901,713,187,7,0,3,71,180,0,0,0,0,635,1,18
120,Stuart Armstrong,sct SCO,MF,Southampton,eng Premier League,26,1992,15.9,648,607,37,4,0,6,25,6,13,4,3,4,492,4,29
121,José Arnaiz,es ESP,MFFW,Leganés,es La Liga,23,1995,1.3,32,32,0,0,0,0,2,0,0,0,0,0,25,0,1
122,Marko Arnautović,at AUT,FW,West Ham,eng Premier League,29,1989,22.1,667,617,48,1,6,1,18,7,0,0,0,0,490,2,21
123,Maximilian Arnold,de GER,MF,Wolfsburg,de Bundesliga,24,1994,31.9,1473,1258,207,113,4,38,134,23,71,30,25,3,1111,8,20
124,Kepa Arrizabalaga,es ESP,GK,Chelsea,eng Premier League,23,1994,36,1161,863,296,40,0,2,0,0,0,0,0,0,1011,2,1
125,Harry Arter,ie IRL,MF,Cardiff City,eng Premier League,28,1989,22.2,680,612,65,11,3,7,17,2,0,0,0,0,539,3,12
126,Kwadwo Asamoah,gh GHA,DF,Inter,it Serie A,29,1988,29.7,2217,1986,230,25,1,26,74,205,0,0,0,0,1927,1,31
127,Takuma Asano,jp JPN,MFFW,Hannover 96,de Bundesliga,23,1994,7.8,162,160,1,0,0,0,9,1,0,0,0,0,110,1,11
128,Santiago Ascacíbar,ar ARG,MF,Stuttgart,de Bundesliga,21,1997,27,1111,1085,22,17,1,5,11,5,0,0,0,0,888,4,24
129,Sergio Asenjo,es ESP,GK,Villarreal,es La Liga,29,1989,32,826,477,343,89,0,2,0,0,0,0,0,0,544,6,1
130,Marco Asensio,es ESP,FW,Real Madrid,es La Liga,22,1996,19.8,1024,957,58,6,7,8,78,25,25,3,6,0,839,9,30
131,Iago Aspas,es ESP,FWMF,Celta Vigo,es La Liga,30,1987,25,919,875,38,13,7,9,32,13,3,1,0,0,731,6,24
132,Simon Asta,de GER,DF,Augsburg,de Bundesliga,17,2001,1,37,32,5,0,0,0,1,5,0,0,0,0,21,0,1
133,Youcef Atal,dz ALG,DFFW,Nice,fr Ligue 1,22,1996,25.1,1261,1056,204,27,3,7,72,175,2,0,1,0,1024,1,28
134,Christian Atsu,gh GHA,MF,Newcastle Utd,eng Premier League,26,1992,16.6,435,423,8,0,3,1,42,5,3,1,1,0,328,4,17
135,Pierre-Emerick Aubameyang,ga GAB,FW,Arsenal,eng Premier League,29,1989,30.3,744,701,37,0,3,1,43,3,0,0,0,0,524,6,28
136,Emil Audero,it ITA,GK,Sampdoria,it Serie A,21,1997,36,1161,773,384,87,0,0,0,0,0,0,0,0,868,4,1
137,Jean-Kévin Augustin,fr FRA,FW,RB Leipzig,de Bundesliga,21,1997,5.1,88,85,3,0,0,0,2,0,0,0,0,0,69,0,3
138,Ludwig Augustinsson,se SWE,DF,Werder Bremen,de Bundesliga,24,1994,33.6,1972,1615,354,37,0,12,129,301,16,9,7,0,1546,3,54
139,Serge Aurier,ci CIV,DF,Tottenham,eng Premier League,25,1992,6.3,348,289,59,4,0,1,24,55,0,0,0,0,253,0,13
140,Charlie Austin,eng ENG,FW,Southampton,eng Premier League,29,1989,10.9,200,191,7,1,0,0,0,0,0,0,0,0,116,2,5
141,Ezequiel Ávila,ar ARG,FWMF,Huesca,es La Liga,24,1994,22.2,583,546,31,1,6,19,40,14,1,0,1,0,296,6,32
142,Jordan Ayew,gh GHA,FW,Crystal Palace,eng Premier League,26,1991,13.1,283,263,18,0,2,1,15,1,0,0,0,0,207,2,13
143,Kaan Ayhan,tr TUR,DF,Düsseldorf,de Bundesliga,23,1994,27.2,1440,1348,90,79,3,48,4,11,0,0,0,0,1265,2,9
144,Floyd Ayité,tg TOG,FWMF,Fulham,eng Premier League,29,1988,5.3,200,195,5,1,0,1,6,2,2,1,1,0,156,0,7
145,César Azpilicueta,es ESP,DF,Chelsea,eng Premier League,28,1989,37.8,2950,2563,381,38,2,4,118,343,0,0,0,0,2494,6,74
146,Abdoulaye Ba,sn SEN,DF,Rayo Vallecano,es La Liga,27,1991,23.4,1054,1006,46,44,1,7,1,2,0,0,0,0,867,2,6
147,Florian Baak,de GER,MF,Hertha BSC,de Bundesliga,19,1999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
148,Ludovic Baal,gf GUF,DF,Rennes,fr Ligue 1,32,1986,1.4,90,74,16,1,0,0,1,15,0,0,0,0,69,0,1
149,Khouma Babacar,sn SEN,FW,Sassuolo,it Serie A,25,1993,16.5,306,268,38,0,1,1,3,4,0,0,0,0,249,0,9
150,Ryan Babel,nl NED,FWMF,Fulham,eng Premier League,31,1986,13.9,513,483,28,5,3,1,38,4,15,7,4,0,403,2,17
151,Carlos Bacca,co COL,FW,Villarreal,es La Liga,31,1986,14.1,277,259,18,0,2,3,6,1,1,0,0,0,185,0,9
152,Juninho Bacuna,cw CUW,MFDF,Huddersfield,eng Premier League,20,1997,15.7,770,699,69,28,6,13,34,19,16,8,6,1,565,2,19
153,Leandro Bacuna,cw CUW,MF,Cardiff City,eng Premier League,26,1991,6.2,163,145,16,6,1,3,7,9,1,0,1,0,105,2,4
154,Milan Badelj,hr CRO,MF,Lazio,it Serie A,29,1989,12.7,879,846,28,19,0,6,17,3,5,1,2,1,743,5,12
155,Benoît Badiashile,fr FRA,DF,Monaco,fr Ligue 1,17,2001,19.6,1091,1063,28,27,1,11,0,1,0,0,0,0,977,0,6
156,Holger Badstuber,de GER,DF,Stuttgart,de Bundesliga,29,1989,5.8,266,257,9,8,0,4,0,1,0,0,0,0,243,0,2
157,Stéphane Bahoken,cm CMR,FW,Angers,fr Ligue 1,26,1992,27.4,480,416,64,2,2,0,29,7,0,0,0,0,336,0,26
158,Daniel Baier,de GER,MF,Augsburg,de Bundesliga,34,1984,31.3,1626,1536,83,56,3,9,20,25,0,0,0,0,1229,7,31
159,Leon Bailey,jm JAM,FW,Leverkusen,de Bundesliga,20,1997,21.3,950,831,117,21,0,13,163,24,71,37,30,1,623,2,45
160,Eric Bailly,ci CIV,DF,Manchester Utd,eng Premier League,24,1994,7.1,305,295,9,7,0,3,0,2,0,0,0,0,264,1,1
161,Leighton Baines,eng ENG,DF,Everton,eng Premier League,33,1984,4.2,262,188,74,13,0,2,18,53,8,4,3,0,208,0,6
162,Marvin Bakalorz,de GER,MF,Hannover 96,de Bundesliga,28,1989,16.3,405,394,9,8,0,2,9,1,0,0,0,0,301,2,16
163,Tiemoué Bakayoko,fr FRA,MF,Milan,it Serie A,23,1994,25.6,1335,1310,21,21,0,7,2,0,0,0,0,0,1151,4,11
164,Ridle Baku,de GER,MF,Mainz 05,de Bundesliga,20,1998,10.4,451,438,12,8,0,4,4,4,0,0,0,0,367,1,10
165,Fabián Balbuena,py PAR,DF,West Ham,eng Premier League,26,1991,22.4,836,806,28,27,1,5,1,1,0,0,0,0,662,2,8
166,Keita Baldé,sn SEN,FW,Inter,it Serie A,23,1995,9.9,340,327,11,4,1,0,52,3,3,1,1,0,256,2,21
167,Gareth Bale,wls WAL,FW,Real Madrid,es La Liga,29,1989,19.8,791,756,28,2,2,21,70,24,0,0,0,0,567,7,25
168,Mikel Balenziaga,es ESP,DF,Athletic Club,es La Liga,30,1988,5.8,227,183,44,2,0,0,8,42,0,0,0,0,169,0,7
169,Andrija Balić,hr CRO,FWMF,Udinese,it Serie A,20,1997,0.3,26,21,5,4,0,1,1,0,1,0,0,0,25,0,0
170,Fodé Ballo-Touré,sn SEN,DF,Lille,fr Ligue 1,21,1997,17.7,771,601,169,14,0,1,26,155,0,0,0,0,572,1,22
171,Fodé Ballo-Touré,sn SEN,DF,Monaco,fr Ligue 1,21,1997,17.7,858,666,190,10,3,0,71,180,0,0,0,0,645,2,24
172,Florent Balmont,fr FRA,MF,Dijon,fr Ligue 1,38,1980,12,708,652,54,34,2,4,40,0,19,8,9,0,574,2,17
173,Leon Balogun,ng NGA,DF,Brighton,eng Premier League,30,1988,6.6,222,212,8,4,0,0,0,4,0,0,0,0,168,2,4
174,Mario Balotelli,it ITA,FW,Nice,fr Ligue 1,27,1990,8.4,231,213,18,5,2,10,1,1,0,0,0,0,160,0,4
175,Mario Balotelli,it ITA,FW,Marseille,fr Ligue 1,27,1990,10.4,231,206,24,1,1,5,2,0,0,0,0,0,157,1,3
176,Abdoulaye Bamba,ci CIV,DF,Angers,fr Ligue 1,28,1990,28.6,1281,971,308,14,1,1,70,294,0,0,0,0,968,2,36
177,Jonathan Bamba,fr FRA,FWMF,Lille,fr Ligue 1,22,1996,33.4,1233,1158,74,20,17,12,56,31,22,11,6,0,949,1,39
178,Sol Bamba,ci CIV,DF,Cardiff City,eng Premier League,33,1985,27.5,559,541,15,10,1,1,1,5,0,0,0,0,385,3,10
179,Yacine Bammou,ma MAR,FWMF,Caen,fr Ligue 1,26,1991,10.3,331,324,5,0,0,3,25,5,0,0,0,0,235,2,16
180,Éver Banega,ar ARG,MF,Sevilla,es La Liga,30,1988,29.6,2241,1981,248,145,6,50,131,7,96,25,41,11,1823,12,32
181,Mattia Bani,it ITA,DF,Chievo,it Serie A,24,1993,29,1278,1204,65,38,0,23,5,27,0,0,0,0,1026,9,11
182,Léo Baptistão,br BRA,FWMF,Espanyol,es La Liga,25,1992,13.7,388,372,16,1,2,2,10,9,2,0,0,0,278,0,30
183,Antonín Barák,cz CZE,MFFW,Udinese,it Serie A,23,1994,3.7,181,174,6,1,0,0,5,1,4,2,0,0,148,1,2
184,Federico Barba,it ITA,DF,Chievo,it Serie A,24,1993,27.6,1280,1101,173,46,0,25,26,127,0,0,0,0,1007,6,15
185,Danilo Barbosa,br BRA,MF,Nice,fr Ligue 1,22,1996,17.2,656,649,6,5,2,3,2,1,0,0,0,0,560,1,15
186,Enis Bardhi,mk MKD,MF,Levante,es La Liga,23,1995,31.5,1188,1084,98,39,3,15,72,7,33,13,15,0,864,6,40
187,Francesco Bardi,it ITA,GK,Frosinone,it Serie A,26,1992,3,74,45,29,14,0,0,0,0,0,0,0,0,45,0,0
188,Phil Bardsley,sct SCO,DF,Burnley,eng Premier League,33,1985,18.6,783,583,195,9,0,3,37,186,0,0,0,0,526,5,19
189,Nicolò Barella,it ITA,MF,Cagliari,it Serie A,21,1997,34.5,1923,1812,108,37,6,22,92,18,28,12,10,2,1518,3,46
190,Philipp Bargfrede,de GER,MFDF,Werder Bremen,de Bundesliga,29,1989,12,555,538,16,16,0,4,2,0,0,0,0,0,453,1,10
