Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s
919,Angel Gomes,eng ENG,MFFW,Manchester Utd,eng Premier League,17,2000,2,0,27,0.3
920,Ibai Gómez,es ESP,FW,Athletic Club,es La Liga,28,1989,14,6,580,6.4
921,Ibai Gómez,es ESP,MFFW,Alavés,es La Liga,28,1989,18,17,1449,16.1
922,Joe Gomez,eng ENG,DF,Liverpool,eng Premier League,21,1997,16,12,1063,11.8
923,Mario Gómez,de GER,FW,Stuttgart,de Bundesliga,33,1985,31,25,2211,24.6
924,Maxi Gómez,uy URU,FW,Celta Vigo,es La Liga,21,1996,35,33,2960,32.9
925,Moi Gómez,es ESP,MF,Huesca,es La Liga,24,1994,36,35,3055,33.9
926,Papu Gómez,ar ARG,MFFW,Atalanta,it Serie A,30,1988,35,34,2899,32.2
927,Sergi Gómez,es ESP,DF,Sevilla,es La Liga,26,1992,32,31,2765,30.7
928,Alfred Gomis,sn SEN,GK,SPAL,it Serie A,24,1993,20,19,1724,19.2
929,Maxime Gonalons,fr FRA,MF,Sevilla,es La Liga,29,1989,10,5,540,6
930,Anthony Gonçalves,fr FRA,MFFW,Strasbourg,fr Ligue 1,32,1986,18,12,1058,11.8
931,Jérôme Gondorf,de GER,MFFW,Freiburg,de Bundesliga,30,1988,25,13,1296,14.4
932,Álvaro González,es ESP,DF,Villarreal,es La Liga,28,1990,33,33,2964,32.9
933,Bruno González,es ESP,DF,Getafe,es La Liga,28,1990,23,18,1701,18.9
934,Cristo González,es ESP,FW,Real Madrid,es La Liga,20,1997,1,0,45,0.5
935,Giancarlo González,cr CRC,DF,Bologna,it Serie A,30,1988,12,8,746,8.3
936,Nicolás González,ar ARG,FWMF,Stuttgart,de Bundesliga,20,1998,30,23,2162,24
937,Jon Gorenc Stanković,si SVN,MFDF,Huddersfield,eng Premier League,22,1996,11,9,715,7.9
938,Leon Goretzka,de GER,MF,Bayern Munich,de Bundesliga,23,1995,30,23,2023,22.5
939,Mathieu Gorgelin,fr FRA,GK,Lyon,fr Ligue 1,27,1990,4,4,360,4
940,Mirko Gori,it ITA,MF,Frosinone,it Serie A,25,1993,10,2,329,3.7
941,Andoni Gorosabel,es ESP,DF,Real Sociedad,es La Liga,21,1996,7,6,455,5.1
942,Robin Gosens,de GER,DFMF,Atalanta,it Serie A,24,1994,28,23,1942,21.6
943,Dan Gosling,eng ENG,MF,Bournemouth,eng Premier League,28,1990,25,19,1739,19.3
944,Felix Götze,de GER,MF,Augsburg,de Bundesliga,20,1998,6,0,126,1.4
945,Mario Götze,de GER,FWMF,Dortmund,de Bundesliga,26,1992,26,19,1674,18.6
946,Prince-Désir Gouano,fr FRA,DF,Amiens,fr Ligue 1,24,1993,30,30,2620,29.1
947,Yoann Gourcuff,fr FRA,MFFW,Dijon,fr Ligue 1,32,1986,8,0,134,1.5
948,Jeffrey Gouweleeuw,nl NED,DF,Augsburg,de Bundesliga,27,1991,25,24,2092,23.2
949,Paolo Gozzi Iweru,it ITA,DF,Juventus,it Serie A,17,2001,1,1,90,1
950,Max Gradel,ci CIV,FWMF,Toulouse,fr Ligue 1,30,1987,36,36,3240,36
951,Jonathan Gradit,fr FRA,DF,Caen,fr Ligue 1,25,1992,24,23,2010,22.3
952,Samuel Grandsir,fr FRA,MFFW,Strasbourg,fr Ligue 1,21,1996,8,2,237,2.6
953,Samuel Grandsir,fr FRA,FWMF,Monaco,fr Ligue 1,21,1996,12,4,469,5.2
954,Álex Granell,es ESP,MFDF,Girona,es La Liga,29,1988,32,26,2391,26.6
955,Esteban Granero,es ESP,MF,Espanyol,es La Liga,31,1987,28,24,2013,22.4
956,Karlan Grant,eng ENG,FW,Huddersfield,eng Premier League,20,1997,13,9,877,9.7
957,Alberto Grassi,it ITA,MF,Parma,it Serie A,23,1995,7,5,462,5.1
958,Andre Gray,jm JAM,FW,Watford,eng Premier League,27,1991,29,13,1366,15.2
959,Demarai Gray,eng ENG,FWMF,Leicester City,eng Premier League,22,1996,34,23,1985,22.1
960,Mason Greenwood,eng ENG,FW,Manchester Utd,eng Premier League,16,2001,3,1,117,1.3
961,Michael Gregoritsch,at AUT,MFFW,Augsburg,de Bundesliga,24,1994,32,28,2487,27.6
962,Clément Grenier,fr FRA,MF,Rennes,fr Ligue 1,27,1991,33,29,2668,29.6
963,Antoine Griezmann,fr FRA,FWMF,Atlético Madrid,es La Liga,27,1991,37,37,3198,35.5
964,Vincenzo Grifo,it ITA,MFFW,Hoffenheim,de Bundesliga,25,1993,7,3,335,3.7
965,Vincenzo Grifo,it ITA,MFFW,Freiburg,de Bundesliga,25,1993,16,16,1427,15.9
966,Florian Grillitsch,at AUT,MF,Hoffenheim,de Bundesliga,22,1995,30,27,2394,26.6
967,Jérémy Grimm,fr FRA,MF,Strasbourg,fr Ligue 1,31,1987,5,2,168,1.9
968,Pascal Groß,de GER,MFFW,Brighton,eng Premier League,27,1991,25,24,1864,20.7
969,Sergej Grubac,me MNE,FW,Chievo,it Serie A,18,2000,3,2,157,1.7
970,Marko Grujić,rs SRB,MF,Hertha BSC,de Bundesliga,22,1996,22,20,1780,19.8
971,Vicente Guaita,es ESP,GK,Crystal Palace,eng Premier League,31,1987,20,20,1754,19.5
972,Andrés Guardado,mx MEX,MFDF,Betis,es La Liga,31,1986,31,27,2335,25.9
973,Sergi Guardiola,es ESP,FW,Valladolid,es La Liga,27,1991,17,17,1514,16.8
974,Sergi Guardiola,es ESP,MFFW,Getafe,es La Liga,27,1991,3,0,30,0.3
975,Metehan Güçlü,tr TUR,MF,Paris S-G,fr Ligue 1,19,1999,1,0,17,0.2
976,Gonçalo Guedes,pt POR,MFFW,Valencia,es La Liga,21,1996,25,18,1465,16.3
977,Mattéo Guendouzi,fr FRA,MF,Arsenal,eng Premier League,19,1999,33,23,2149,23.9
978,Javi Guerra,es ESP,FWMF,Rayo Vallecano,es La Liga,36,1982,8,1,236,2.6
979,Raphaël Guerreiro,pt POR,FWDF,Dortmund,de Bundesliga,24,1993,23,17,1527,17
980,Francis Guerrero,es ESP,DFFW,Betis,es La Liga,22,1996,22,22,1778,19.8
981,Guido Guerrieri,it ITA,GK,Lazio,it Serie A,22,1996,1,1,90,1
982,Ander Guevara,es ESP,MF,Real Sociedad,es La Liga,21,1997,1,1,90,1
983,Makhtar Gueye,sn SEN,FWMF,Saint-Étienne,fr Ligue 1,20,1997,5,0,50,0.6
984,John Guidetti,se SWE,FW,Alavés,es La Liga,26,1992,22,6,631,7
985,Josuha Guilavogui,fr FRA,MF,Wolfsburg,de Bundesliga,27,1990,19,18,1570,17.4
986,Frederic Guilbert,fr FRA,DF,Caen,fr Ligue 1,23,1994,34,33,2916,32.4
987,Baptiste Guillaume,be BEL,FW,Nîmes,fr Ligue 1,23,1995,24,15,1183,13.1
988,Sehrou Guirassy,gn GUI,FW,Amiens,fr Ligue 1,22,1996,13,13,1111,12.3
989,Péter Gulácsi,hu HUN,GK,RB Leipzig,de Bundesliga,28,1990,33,33,2925,32.5
990,Manuel Gulde,de GER,DF,Freiburg,de Bundesliga,27,1991,21,20,1712,19
991,Gerard Gumbau,es ESP,MF,Leganés,es La Liga,23,1994,16,13,1199,13.3
992,İlkay Gündoğan,de GER,MF,Manchester City,eng Premier League,27,1990,31,23,2137,23.7
993,Angus Gunn,eng ENG,GK,Southampton,eng Premier League,22,1996,12,12,1080,12
994,Aron Gunnarsson,is ISL,MF,Cardiff City,eng Premier League,29,1989,28,27,2266,25.2
995,Christian Günter,de GER,DFMF,Freiburg,de Bundesliga,25,1993,32,32,2879,32
996,Koray Günter,de GER,DF,Genoa,it Serie A,23,1994,14,8,835,9.3
997,Serdar Gürler,tr TUR,MFFW,Huesca,es La Liga,26,1991,13,5,482,5.4
998,Ahmet Gürleyen,de GER,DF,Mainz 05,de Bundesliga,19,1999,1,0,13,0.1
999,Régis Gurtner,fr FRA,GK,Amiens,fr Ligue 1,31,1986,38,38,3420,38
1000,Gorka Guruzeta,es ESP,MFFW,Athletic Club,es La Liga,21,1996,6,0,50,0.6
1001,Luiz Gustavo,br BRA,MFDF,Marseille,fr Ligue 1,31,1987,30,26,2436,27.1
1002,Jonathan de Guzmán,nl NED,MF,Eint Frankfurt,de Bundesliga,30,1987,28,17,1564,17.4
1003,Janik Haberer,de GER,MFFW,Freiburg,de Bundesliga,24,1994,27,26,2340,26
1004,Hacen,mr MTN,MF,Valladolid,es La Liga,20,1997,1,0,3,0
1005,Alexander Hack,de GER,DF,Mainz 05,de Bundesliga,24,1993,14,11,1020,11.3
1006,Munir El Haddadi,ma MAR,FW,Barcelona,es La Liga,22,1995,7,1,152,1.7
1007,Munir El Haddadi,ma MAR,FWMF,Sevilla,es La Liga,22,1995,16,12,1042,11.6
1008,Oussama Haddadi,tn TUN,DF,Dijon,fr Ligue 1,26,1992,32,30,2674,29.7
1009,Florent Hadergjonaj,xk KVX,DFMF,Huddersfield,eng Premier League,24,1994,24,19,1842,20.5
1010,Benjamin Hadžić,ba BIH,FWMF,Hannover 96,de Bundesliga,19,1999,3,0,25,0.3
1011,André Hahn,de GER,FWMF,Augsburg,de Bundesliga,27,1990,28,21,2052,22.8
1012,Amadou Haidara,ml MLI,MF,RB Leipzig,de Bundesliga,20,1998,9,4,378,4.2
1013,Oualid El Hajjam,ma MAR,DFMF,Amiens,fr Ligue 1,27,1991,11,6,544,6
1014,Achraf Hakimi,ma MAR,DF,Dortmund,de Bundesliga,19,1998,21,19,1740,19.3
1015,Sébastien Haller,ci CIV,FW,Eint Frankfurt,de Bundesliga,24,1994,29,23,2182,24.2
1016,Emil Hallfreðsson,is ISL,MF,Udinese,it Serie A,34,1984,3,1,137,1.5
1017,Emil Hallfreðsson,is ISL,MF,Frosinone,it Serie A,34,1984,6,5,392,4.4
1018,Marcel Halstenberg,de GER,DFFW,RB Leipzig,de Bundesliga,26,1991,28,27,2414,26.8
1019,Ben Hamer,eng ENG,GK,Huddersfield,eng Premier League,30,1987,7,7,552,6.1
1020,Romain Hamouma,fr FRA,FWMF,Saint-Étienne,fr Ligue 1,31,1987,27,19,1586,17.6
1021,Marek Hamšík,sk SVK,MF,Napoli,it Serie A,31,1987,13,12,916,10.2
1022,Dávid Hancko,sk SVK,DF,Fiorentina,it Serie A,20,1997,5,3,282,3.1
1023,Samir Handanović,si SVN,GK,Inter,it Serie A,34,1984,38,38,3420,38
1024,Genki Haraguchi,jp JPN,MFDF,Hannover 96,de Bundesliga,27,1991,28,22,2133,23.7
1025,Féthi Harek,dz ALG,DF,Nîmes,fr Ligue 1,35,1982,3,2,177,2
1026,Amine Harit,ma MAR,MFFW,Schalke 04,de Bundesliga,21,1997,18,12,1082,12
1027,Martin Harnik,at AUT,FWMF,Werder Bremen,de Bundesliga,31,1987,18,10,828,9.2
1028,Kadeem Harris,eng ENG,MF,Cardiff City,eng Premier League,25,1993,13,3,375,4.2
1029,Joe Hart,eng ENG,GK,Burnley,eng Premier League,31,1987,19,19,1710,19
1030,Makoto Hasebe,jp JPN,DFMF,Eint Frankfurt,de Bundesliga,34,1984,28,28,2520,28
1031,Hans Hateboer,nl NED,DF,Atalanta,it Serie A,24,1994,35,33,2973,33
1032,Kai Havertz,de GER,MFFW,Leverkusen,de Bundesliga,19,1999,34,33,2894,32.2
1033,Isaac Hayden,eng ENG,MF,Newcastle Utd,eng Premier League,23,1995,25,21,1859,20.7
1034,Eden Hazard,be BEL,FW,Chelsea,eng Premier League,27,1991,37,32,2923,32.5
1035,Thorgan Hazard,be BEL,FWMF,M'Gladbach,de Bundesliga,25,1993,33,33,2873,31.9
1036,Rhys Healey,wls WAL,FW,Cardiff City,eng Premier League,23,1994,3,0,52,0.6
1037,Tom Heaton,eng ENG,GK,Burnley,eng Premier League,32,1986,19,19,1710,19
1038,Dominique Heintz,de GER,DF,Freiburg,de Bundesliga,24,1993,34,34,3053,33.9
1039,Filip Helander,se SWE,DF,Bologna,it Serie A,25,1993,20,19,1713,19
1040,Jordan Henderson,eng ENG,MF,Liverpool,eng Premier League,28,1990,32,21,1987,22.1
1041,Jeff Hendrick,ie IRL,MFFW,Burnley,eng Premier League,26,1992,32,25,2063,22.9
1042,Wayne Hennessey,wls WAL,GK,Crystal Palace,eng Premier League,31,1987,18,17,1576,17.5
1043,Rouwen Hennings,de GER,FW,Düsseldorf,de Bundesliga,30,1987,29,19,1833,20.4
1044,Benjamin Henrichs,de GER,DFMF,Monaco,fr Ligue 1,21,1997,22,21,1824,20.3
1045,Benjamin Henrichs,de GER,DF,Leverkusen,de Bundesliga,21,1997,1,1,63,0.7
1046,Dalbert Henrique,br BRA,DF,Inter,it Serie A,24,1993,11,9,778,8.6
1047,Uche Henry Agbo,ng NGA,MF,Rayo Vallecano,es La Liga,22,1995,6,5,372,4.1
1048,Christophe Hérelle,mq MTQ,DF,Nice,fr Ligue 1,25,1992,33,33,2937,32.6
1049,Mario Hermoso,es ESP,DF,Espanyol,es La Liga,23,1995,32,31,2806,31.2
1050,Javier Hernández,mx MEX,FW,West Ham,eng Premier League,30,1988,25,14,1334,14.8
1051,Lucas Hernández,fr FRA,DF,Atlético Madrid,es La Liga,22,1996,14,13,1117,12.4
1052,Theo Hernández,fr FRA,DF,Real Sociedad,es La Liga,20,1997,24,22,1976,22
1053,Ander Herrera,es ESP,MF,Manchester Utd,eng Premier League,28,1989,22,16,1403,15.6
1054,Yangel Herrera,ve VEN,MFDF,Huesca,es La Liga,20,1998,16,14,1154,12.8
1055,Iago Herrerín,es ESP,GK,Athletic Club,es La Liga,30,1988,31,31,2790,31
1056,Patrick Herrmann,de GER,FWDF,M'Gladbach,de Bundesliga,27,1991,24,10,1079,12
1057,Pablo Hervías,es ESP,MF,Valladolid,es La Liga,25,1993,3,2,160,1.8
1058,Pablo Hervías,es ESP,MF,Eibar,es La Liga,25,1993,3,2,180,2
1059,Përparim Hetemaj,fi FIN,MF,Chievo,it Serie A,31,1986,30,25,2156,24
1060,Son Heung-min,kr KOR,FWMF,Tottenham,eng Premier League,26,1992,31,23,2039,22.7
1061,Gonzalo Higuaín,ar ARG,FW,Chelsea,eng Premier League,30,1987,14,13,1085,12.1
1062,Gonzalo Higuaín,ar ARG,FW,Milan,it Serie A,30,1987,15,15,1277,14.2
1063,Oscar Hiljemark,se SWE,MF,Genoa,it Serie A,26,1992,17,15,1196,13.3
1064,Vitorino Hilton,br BRA,DF,Montpellier,fr Ligue 1,40,1977,36,36,3232,35.9
1065,Martin Hinteregger,at AUT,DF,Augsburg,de Bundesliga,25,1992,18,18,1575,17.5
1066,Martin Hinteregger,at AUT,DF,Eint Frankfurt,de Bundesliga,25,1992,14,14,1142,12.7
1067,Marwin Hitz,ch SUI,GK,Dortmund,de Bundesliga,30,1987,2,2,180,2
1068,Andrew Hjulsager,dk DEN,MFFW,Celta Vigo,es La Liga,23,1995,15,2,359,4
1069,Wesley Hoedt,nl NED,DF,Southampton,eng Premier League,24,1994,13,13,1170,13
1070,Wesley Hoedt,nl NED,DF,Celta Vigo,es La Liga,24,1994,10,9,893,9.9
1071,André Hoffmann,de GER,DFMF,Düsseldorf,de Bundesliga,25,1993,13,11,1049,11.7
1072,Nicolas Höfler,de GER,MF,Freiburg,de Bundesliga,28,1990,18,18,1615,17.9
1073,Jonas Hofmann,de GER,MF,M'Gladbach,de Bundesliga,26,1992,27,21,1911,21.2
1074,Jonathan Hogg,eng ENG,MF,Huddersfield,eng Premier League,29,1988,29,29,2367,26.3
1075,Junior Hoilett,ca CAN,MFFW,Cardiff City,eng Premier League,28,1990,32,23,2141,23.8
1076,Rob Holding,eng ENG,DF,Arsenal,eng Premier League,22,1995,10,9,807,9
1077,José Holebas,gr GRE,DF,Watford,eng Premier League,34,1984,28,27,2393,26.6
1078,Lucas Höler,de GER,FW,Freiburg,de Bundesliga,24,1994,26,11,1006,11.2
1079,Mason Holgate,eng ENG,DF,Everton,eng Premier League,21,1996,5,4,408,4.5
1080,Gerrit Holtmann,ph PHI,FWMF,Mainz 05,de Bundesliga,23,1995,4,1,145,1.6
1081,Justin Hoogma,nl NED,DFMF,Hoffenheim,de Bundesliga,20,1998,2,1,111,1.2
1082,Lukáš Hrádecký,fi FIN,GK,Leverkusen,de Bundesliga,28,1989,32,32,2880,32
1083,Branimir Hrgota,se SWE,FW,Eint Frankfurt,de Bundesliga,25,1993,1,0,5,0.1
1084,Benjamin Hübner,de GER,DF,Hoffenheim,de Bundesliga,29,1989,10,9,813,9
1085,Tomáš Hubočan,sk SVK,DF,Marseille,fr Ligue 1,32,1985,2,0,69,0.8
1086,Callum Hudson-Odoi,eng ENG,FW,Chelsea,eng Premier League,17,2000,10,4,393,4.4
1087,Will Hughes,eng ENG,MF,Watford,eng Premier League,23,1995,32,31,2418,26.9
1088,Vitor Hugo,br BRA,DF,Fiorentina,it Serie A,27,1991,30,27,2470,27.4
1089,Mats Hummels,de GER,DF,Bayern Munich,de Bundesliga,29,1988,21,20,1775,19.7
1090,Adrien Hunou,fr FRA,FWMF,Rennes,fr Ligue 1,24,1994,19,14,1240,13.8
1091,Emerson Hyndman,us USA,MF,Bournemouth,eng Premier League,22,1996,1,0,38,0.4
1092,Elseid Hysaj,al ALB,DF,Napoli,it Serie A,24,1994,27,24,2107,23.4
1093,Suk Hyun-jun,kr KOR,FW,Reims,fr Ligue 1,27,1991,22,7,793,8.8
1094,Pierre Højbjerg,dk DEN,MF,Southampton,eng Premier League,22,1995,31,31,2760,30.7
1095,Simone Iacoponi,it ITA,DF,Parma,it Serie A,31,1987,38,38,3346,37.2
1096,Robert Ibáñez,es ESP,MF,Getafe,es La Liga,25,1993,7,0,76,0.8
1097,Roger Ibanez,br BRA,DFFW,Atalanta,it Serie A,19,1998,1,0,2,0
1098,Jordon Ibe,eng ENG,MFDF,Bournemouth,eng Premier League,22,1995,19,9,797,8.9
1099,Vedad Ibišević,ba BIH,FW,Hertha BSC,de Bundesliga,33,1984,28,24,1807,20.1
1100,Vicente Iborra,es ESP,MF,Leicester City,eng Premier League,30,1988,8,3,229,2.5
1101,Vicente Iborra,es ESP,MF,Villarreal,es La Liga,30,1988,19,19,1665,18.5
1102,Didier Ibrahim Ndong,ga GAB,MF,Guingamp,fr Ligue 1,24,1994,11,8,744,8.3
1103,Mauro Icardi,ar ARG,FW,Inter,it Serie A,25,1993,29,24,2267,25.2
1104,Salvador Ichazo,uy URU,GK,Torino,it Serie A,26,1992,3,2,251,2.8
1105,Edgar Ié,pt POR,DF,Lille,fr Ligue 1,24,1994,7,1,239,2.7
1106,Edgar Ié,pt POR,DF,Nantes,fr Ligue 1,24,1994,9,9,776,8.6
1107,Borja Iglesias,es ESP,FW,Espanyol,es La Liga,25,1993,37,35,3075,34.2
1108,Kelechi Iheanacho,ng NGA,FWMF,Leicester City,eng Premier League,21,1996,30,9,941,10.5
1109,Jordan Ikoko,cd COD,DF,Guingamp,fr Ligue 1,24,1994,20,19,1707,19
1110,Jonathan Ikone,fr FRA,MFFW,Lille,fr Ligue 1,20,1998,38,34,2796,31.1
1111,Ivo Iličević,hr CRO,MF,Nürnberg,de Bundesliga,31,1986,3,0,39,0.4
1112,Josip Iličić,si SVN,FWMF,Atalanta,it Serie A,30,1988,31,23,2145,23.8
1113,Asier Illarramendi,es ESP,MF,Real Sociedad,es La Liga,28,1990,23,20,1821,20.2
1114,Stefan Ilsanker,at AUT,DFMF,RB Leipzig,de Bundesliga,29,1989,19,10,933,10.4
1115,Giannelli Imbula,cd COD,MF,Rayo Vallecano,es La Liga,25,1992,22,21,1732,19.2
1116,Ciro Immobile,it ITA,FW,Lazio,it Serie A,28,1990,36,31,2859,31.8
1117,Emmanuel Imorou,bj BEN,DF,Caen,fr Ligue 1,29,1988,16,12,1119,12.4
1118,Svante Ingelsson,se SWE,DFMF,Udinese,it Serie A,20,1998,3,1,97,1.1
1119,Roberto Inglese,it ITA,FW,Parma,it Serie A,26,1991,25,23,1965,21.8
1120,Danny Ings,eng ENG,FW,Southampton,eng Premier League,26,1992,24,23,1651,18.3
1121,Lorenzo Insigne,it ITA,FWMF,Napoli,it Serie A,27,1991,28,24,2073,23
1122,Emiliano Insúa,ar ARG,DF,Stuttgart,de Bundesliga,29,1989,27,24,2114,23.5
1123,Pablo Insua,es ESP,DF,Huesca,es La Liga,24,1993,10,10,776,8.6
1124,Takashi Inui,jp JPN,MFFW,Alavés,es La Liga,30,1988,12,10,828,9.2
1125,Takashi Inui,jp JPN,MF,Betis,es La Liga,30,1988,8,5,377,4.2
1126,Artur Ioniță,md MDA,MF,Cagliari,it Serie A,27,1990,37,34,2968,33
1127,Gorka Iraizoz,es ESP,GK,Girona,es La Liga,37,1981,7,6,559,6.2
1128,Carlos Isaac,es ESP,DF,Atlético Madrid,es La Liga,20,1998,1,1,90,1
1129,Isco,es ESP,MFFW,Real Madrid,es La Liga,26,1992,27,11,1192,13.2
1130,Mikael Ishak,se SWE,FW,Nürnberg,de Bundesliga,25,1993,29,22,1917,21.3
1131,Wilson Isidor,fr FRA,FW,Monaco,fr Ligue 1,17,2000,1,0,42,0.5
1132,Gian-Luca Itter,de GER,DF,Wolfsburg,de Bundesliga,19,1999,2,1,94,1
1133,Manuel Iturra,cl CHI,MF,Villarreal,es La Liga,34,1984,3,1,74,0.8
1134,Ander Iturraspe,es ESP,MF,Athletic Club,es La Liga,29,1989,3,1,98,1.1
1135,Ivi,es ESP,MFFW,Valladolid,es La Liga,24,1994,3,0,20,0.2
1136,Alex Iwobi,ng NGA,FWMF,Arsenal,eng Premier League,22,1996,35,22,1970,21.9
1137,José Izquierdo,co COL,MFFW,Brighton,eng Premier League,26,1992,15,9,795,8.8
1138,Armando Izzo,it ITA,DF,Torino,it Serie A,26,1992,37,37,3271,36.3
1139,Koo Ja-cheol,kr KOR,MF,Augsburg,de Bundesliga,29,1989,26,19,1640,18.2
1140,Lukas Jäger,at AUT,FWMF,Nürnberg,de Bundesliga,24,1994,2,0,27,0.3
1141,Phil Jagielka,eng ENG,DF,Everton,eng Premier League,35,1982,7,4,331,3.7
1142,Alireza Jahanbakhsh,ir IRN,FWMF,Brighton,eng Premier League,24,1993,19,12,1020,11.3
1143,Christophe Jallet,fr FRA,DF,Nice,fr Ligue 1,34,1983,14,11,885,9.8
1144,Jandrei,br BRA,GK,Genoa,it Serie A,25,1993,1,1,90,1
1145,Christoph Janker,de GER,MFFW,Augsburg,de Bundesliga,33,1985,4,1,72,0.8
1146,Marko Janković,me MNE,DFMF,SPAL,it Serie A,23,1995,4,0,54,0.6
1147,Jakub Jankto,cz CZE,MF,Sampdoria,it Serie A,22,1996,25,7,963,10.7
1148,Daryl Janmaat,nl NED,DF,Watford,eng Premier League,29,1989,18,17,1520,16.9
1149,Vincent Janssen,nl NED,FW,Tottenham,eng Premier League,24,1994,3,0,39,0.4
1150,Tony Jantschke,de GER,DF,M'Gladbach,de Bundesliga,28,1990,14,10,933,10.4
1151,Adnan Januzaj,be BEL,FWMF,Real Sociedad,es La Liga,23,1995,20,13,1254,13.9
1152,Nicolas Janvier,fr FRA,MF,Rennes,fr Ligue 1,19,1998,1,0,3,0
1153,Paweł Jaroszyński,pl POL,DF,Chievo,it Serie A,23,1994,19,15,1348,15
1154,Rune Jarstein,no NOR,GK,Hertha BSC,de Bundesliga,33,1984,31,31,2745,30.5
1155,Jason,es ESP,DFFW,Levante,es La Liga,24,1994,30,26,2330,25.9
1156,Dennis Jastrzembski,pl POL,FWDF,Hertha BSC,de Bundesliga,18,2000,5,0,61,0.7
1157,Assil Jaziri,tn TUN,FW,Nice,fr Ligue 1,18,1999,3,0,37,0.4
1158,Corentin Jean,fr FRA,FWMF,Toulouse,fr Ligue 1,23,1995,19,6,629,7
1159,Benjamin Jeannot,fr FRA,FWMF,Dijon,fr Ligue 1,26,1992,21,19,1436,16
1160,Tin Jedvaj,hr CRO,DF,Leverkusen,de Bundesliga,22,1995,16,13,1121,12.5
1161,Jemerson,br BRA,DFMF,Monaco,fr Ligue 1,25,1992,25,25,2224,24.7
1162,Carl Jenkinson,eng ENG,DF,Arsenal,eng Premier League,26,1992,3,2,166,1.8
1163,Fredrik Jensen,fi FIN,FWMF,Augsburg,de Bundesliga,20,1997,6,2,207,2.3
1164,Mathias Jensen,dk DEN,MFFW,Celta Vigo,es La Liga,22,1996,6,3,235,2.6
1165,Jesé,es ESP,FWMF,Betis,es La Liga,25,1993,14,9,779,8.7
1166,Gabriel Jesus,br BRA,FW,Manchester City,eng Premier League,21,1997,29,8,1036,11.5
1167,Juan Jesus,br BRA,DF,Roma,it Serie A,27,1991,20,15,1403,15.6
1168,Raúl Jiménez,mx MEX,FW,Wolves,eng Premier League,27,1991,38,36,3111,34.6
1169,Joaquín,es ESP,FWMF,Betis,es La Liga,37,1981,30,17,1696,18.8
1170,Joelinton,br BRA,FWMF,Hoffenheim,de Bundesliga,21,1996,28,25,2130,23.7
1171,Aron Jóhannsson,us USA,MF,Werder Bremen,de Bundesliga,27,1990,1,0,4,0
1172,Stefan Johansen,no NOR,MF,Fulham,eng Premier League,27,1991,12,4,417,4.6
1173,Jakob Johansson,se SWE,MF,Rennes,fr Ligue 1,28,1990,16,7,712,7.9
1174,Ben Johnson,eng ENG,DF,West Ham,eng Premier League,18,2000,1,1,62,0.7
1175,Fabian Johnson,us USA,DFFW,M'Gladbach,de Bundesliga,30,1987,18,11,1012,11.2
1176,Tyreke Johnson,eng ENG,MF,Southampton,eng Premier League,19,1998,1,0,1,0
1177,Karl-Johan Johnsson,se SWE,GK,Guingamp,fr Ligue 1,28,1990,17,17,1530,17
1178,Jonathas,br BRA,FW,Hannover 96,de Bundesliga,29,1989,10,6,607,6.7
1179,Phil Jones,eng ENG,DF,Manchester Utd,eng Premier League,26,1992,18,15,1263,14
1180,Jony,es ESP,MFFW,Alavés,es La Liga,27,1991,36,34,2971,33
1181,Joan Jordán,es ESP,MF,Eibar,es La Liga,24,1994,36,32,2875,31.9
1182,Bruno Jordão,pt POR,MFDF,Lazio,it Serie A,19,1998,3,1,88,1
1183,Jorginho,it ITA,MF,Chelsea,eng Premier League,26,1991,37,37,3156,35.1
1184,Willian José,br BRA,FW,Real Sociedad,es La Liga,26,1991,31,28,2367,26.3
1185,Joselu,es ESP,FW,Newcastle Utd,eng Premier League,28,1990,16,5,596,6.6
1186,Evens Joseph,fr FRA,MFFW,Caen,fr Ligue 1,19,1999,13,2,340,3.8
1187,Diogo Jota,pt POR,FWMF,Wolves,eng Premier League,21,1996,33,29,2355,26.2
1188,Aleksandar Jovanović,rs SRB,GK,Huesca,es La Liga,25,1992,12,12,1080,12
1189,Vukašin Jovanović,rs SRB,DF,Bordeaux,fr Ligue 1,22,1996,16,15,1377,15.3
1190,Stevan Jovetić,me MNE,MFFW,Monaco,fr Ligue 1,28,1989,8,4,399,4.4
1191,Luka Jović,rs SRB,FWMF,Eint Frankfurt,de Bundesliga,20,1997,32,25,2243,24.9
1192,Jozabed,es ESP,MF,Celta Vigo,es La Liga,27,1991,20,14,1155,12.8
1193,Miguel Juan Llambrich,es ESP,DFFW,Villarreal,es La Liga,22,1996,8,5,544,6
1194,Juanfran,es ESP,DFFW,Leganés,es La Liga,29,1988,23,17,1459,16.2
1195,Juanfran,es ESP,DF,Atlético Madrid,es La Liga,33,1985,22,18,1609,17.9
1196,Juanmi,es ESP,FWMF,Real Sociedad,es La Liga,25,1993,30,16,1523,16.9
1197,Juanpe,es ESP,DF,Girona,es La Liga,27,1991,33,31,2767,30.7
1198,Juanpi,ve VEN,MFFW,Huesca,es La Liga,24,1994,14,8,670,7.4
1199,Nathaël Julan,fr FRA,FWMF,Guingamp,fr Ligue 1,22,1996,10,3,434,4.8
1200,Christopher Jullien,fr FRA,DF,Toulouse,fr Ligue 1,25,1993,34,34,3015,33.5
