Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG
1329,Vincent Koziello,fr FRA,MF,Nice,fr Ligue 1,21,1995,9,0,4,1,25,0.45,0.11,0,0,21.7,0,0,0,0.2,0.2,0.05,-0.2,-0.2
1330,Vincent Koziello,fr FRA,MF,Köln,de Bundesliga,21,1995,8.8,1,3,2,66.7,0.34,0.23,0.33,0.5,20,0,0,0,0.2,0.2,0.06,+0.8,+0.8
1331,Thomas Kraft,de GER,GK,Hertha BSC,de Bundesliga,29,1988,3,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
1332,Emil Krafth,se SWE,DF,Bologna,it Serie A,22,1994,10.5,0,2,1,50,0.19,0.1,0,0,16,0,0,0,0.3,0.3,0.15,-0.3,-0.3
1333,Oliver Kragl,de GER,MF,Crotone,it Serie A,27,1990,1.1,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
1334,Andrej Kramarić,hr CRO,FWMF,Hoffenheim,de Bundesliga,26,1991,24.8,13,81,33,40.7,3.27,1.33,0.14,0.33,19.9,8,2,2,9.6,8.1,0.11,+3.4,+2.9
1335,Christoph Kramer,de GER,MF,M'Gladbach,de Bundesliga,26,1991,23.9,3,12,4,33.3,0.5,0.17,0.25,0.75,16.3,1,0,0,1.7,1.7,0.14,+1.3,+1.3
1336,Ladislav Krejčí,cz CZE,MFFW,Bologna,it Serie A,25,1992,4.4,0,3,3,100,0.68,0.68,0,0,15,0,0,0,0.4,0.4,0.12,-0.4,-0.4
1337,Rene Krhin,si SVN,MF,Nantes,fr Ligue 1,27,1990,14.6,1,11,2,18.2,0.75,0.14,0.09,0.5,14.3,0,0,0,1.3,1.3,0.12,-0.3,-0.3
1338,Bojan Krkić,es ESP,MF,Stoke City,eng Premier League,26,1990,0.8,0,1,0,0,1.27,0,0,,20.5,0,0,0,0,0,0.03,0,0
1339,Bojan Krkić,es ESP,FWMF,Alavés,es La Liga,26,1990,4.9,0,5,4,80,1.02,0.82,0,0,17.4,0,0,0,1,1,0.19,-1,-1
1340,Michael Krohn-Dehli,dk DEN,MF,La Coruña,es La Liga,34,1983,8.1,0,8,1,12.5,0.99,0.12,0,0,19.7,0,0,0,0.3,0.3,0.04,-0.3,-0.3
1341,Michael Krohn-Dehli,dk DEN,MFFW,Sevilla,es La Liga,34,1983,6,1,5,2,40,0.84,0.34,0.2,0.5,23.4,0,0,0,0.2,0.2,0.04,+0.8,+0.8
1342,Toni Kroos,de GER,MF,Real Madrid,es La Liga,27,1990,25.1,5,41,17,41.5,1.63,0.68,0.12,0.29,23,0,0,0,2.4,2.4,0.06,+2.6,+2.6
1343,Max Kruse,de GER,FW,Werder Bremen,de Bundesliga,29,1988,27.3,6,53,21,39.6,1.94,0.77,0.11,0.29,18.2,1,0,0,5.2,5.2,0.1,+0.8,+0.8
1344,Grzegorz Krychowiak,pl POL,MF,West Brom,eng Premier League,27,1990,18.2,0,17,3,17.6,0.93,0.16,0,0,23.3,1,0,0,0.8,0.8,0.05,-0.8,-0.8
1345,Lukas Kübler,de GER,DFMF,Freiburg,de Bundesliga,24,1992,12.8,0,4,1,25,0.31,0.08,0,0,24.6,0,0,0,0.1,0.1,0.03,-0.1,-0.1
1346,Jasmin Kurtić,si SVN,MFFW,SPAL,it Serie A,28,1989,16,1,19,6,31.6,1.19,0.37,0.05,0.17,22.4,0,0,0,1,1,0.05,0,0
1347,Jasmin Kurtić,si SVN,MF,Atalanta,it Serie A,28,1989,7.4,2,11,4,36.4,1.5,0.54,0.18,0.5,13.2,0,0,0,1.5,1.5,0.14,+0.5,+0.5
1348,Layvin Kurzawa,fr FRA,DF,Paris S-G,fr Ligue 1,24,1992,18.9,2,21,3,14.3,1.11,0.16,0.1,0.67,15.1,0,0,0,1.3,1.3,0.06,+0.7,+0.7
1349,Filip Kusić,rs SRB,DFMF,Köln,de Bundesliga,21,1996,0.2,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
1350,Zdravko Kuzmanović,rs SRB,MF,Málaga,es La Liga,29,1987,5.3,0,3,0,0,0.56,0,0,,27,0,0,0,0.1,0.1,0.04,-0.1,-0.1
1351,Han Kwang-song,kp PRK,FW,Cagliari,it Serie A,18,1998,3.1,0,3,1,33.3,0.97,0.32,0,0,12.3,0,0,0,0.2,0.2,0.08,-0.2,-0.2
1352,Enock Kwateng,fr FRA,DF,Nantes,fr Ligue 1,20,1997,1,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
1353,Alberto de la Bella,es ESP,DF,Real Sociedad,es La Liga,31,1985,17,0,6,1,16.7,0.35,0.06,0,0,20,0,0,0,0.2,0.2,0.04,-0.2,-0.2
1354,Rajiv van La Parra,nl NED,FWMF,Huddersfield,eng Premier League,26,1991,23.7,3,42,14,33.3,1.77,0.59,0.05,0.14,21.6,0,1,1,3.1,2.3,0.05,-0.1,-0.3
1355,Brighton Labeau,mq MTQ,FW,Amiens,fr Ligue 1,21,1996,0.3,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
1356,Gaëtan Laborde,fr FRA,FW,Bordeaux,fr Ligue 1,23,1994,10.6,3,30,12,40,2.82,1.13,0.07,0.17,15.3,0,1,1,4.2,3.4,0.11,-1.2,-1.4
1357,Alexandre Lacazette,fr FRA,FW,Arsenal,eng Premier League,26,1991,24.5,14,66,32,48.5,2.7,1.31,0.18,0.38,13.6,0,2,2,13.7,12.1,0.18,+0.3,-0.1
1358,Mehdi Lacen,dz ALG,MF,Málaga,es La Liga,33,1984,11.7,0,5,0,0,0.43,0,0,,22,0,0,0,0.2,0.2,0.04,-0.2,-0.2
1359,Mehdi Lacen,dz ALG,MF,Getafe,es La Liga,33,1984,0.7,0,2,1,50,2.9,1.45,0,0,22.4,0,0,0,0.1,0.1,0.04,-0.1,-0.1
1360,Léo Lacroix,ch SUI,DF,Saint-Étienne,fr Ligue 1,25,1992,8.6,0,8,0,0,0.93,0,0,,11,0,0,0,0.8,0.8,0.1,-0.8,-0.8
1361,Freddie Ladapo,eng ENG,FW,Crystal Palace,eng Premier League,24,1993,0.2,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
1362,Alban Lafont,fr FRA,GK,Toulouse,fr Ligue 1,18,1999,38,0,1,0,0,0.03,0,0,,11.8,0,0,0,0.1,0.1,0.06,-0.1,-0.1
1363,Víctor Laguardia,es ESP,DF,Alavés,es La Liga,27,1989,17,2,5,2,40,0.29,0.12,0.4,1,11.3,0,0,0,0.5,0.5,0.1,+1.5,+1.5
1364,Konrad Laimer,at AUT,DFMF,RB Leipzig,de Bundesliga,20,1997,14.9,0,5,0,0,0.34,0,0,,22.1,0,0,0,0.2,0.2,0.04,-0.2,-0.2
1365,Kenny Lala,fr FRA,DF,Strasbourg,fr Ligue 1,25,1991,30.3,3,12,2,16.7,0.4,0.07,0,0,30.4,2,3,3,2.8,0.5,0.04,+0.2,-0.5
1366,Adam Lallana,eng ENG,MFFW,Liverpool,eng Premier League,29,1988,3.4,0,11,0,0,3.21,0,0,,18.9,0,0,0,1.5,1.5,0.13,-1.5,-1.5
1367,Eugenio Lamanna,it ITA,GK,Genoa,it Serie A,27,1989,1,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
1368,Érik Lamela,ar ARG,FWMF,Tottenham,eng Premier League,25,1992,9.4,2,20,6,30,2.14,0.64,0.1,0.33,14.2,0,0,0,3.4,3.4,0.17,-1.4,-1.4
1369,Ádám Lang,hu HUN,DF,Dijon,fr Ligue 1,24,1993,2.6,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
1370,Sebastian Langkamp,de GER,DF,Hertha BSC,de Bundesliga,29,1988,10.6,0,6,1,16.7,0.57,0.09,0,0,14.2,0,0,0,0.3,0.3,0.05,-0.3,-0.3
1371,Sebastian Langkamp,de GER,DF,Werder Bremen,de Bundesliga,29,1988,4.6,0,1,0,0,0.22,0,0,,4.7,0,0,0,0.7,0.7,0.71,-0.7,-0.7
1372,Manuel Lanzini,ar ARG,MFFW,West Ham,eng Premier League,24,1993,22.7,5,43,16,37.2,1.9,0.71,0.12,0.31,21,7,0,1,3.9,3.1,0.07,+1.1,+1.9
1373,Gianluca Lapadula,pe PER,FW,Genoa,it Serie A,27,1990,16.6,6,49,7,14.3,2.95,0.42,0.06,0.43,13.7,0,3,4,10.5,7.3,0.15,-4.5,-4.3
1374,Aymeric Laporte,es ESP,DF,Manchester City,eng Premier League,23,1994,9,0,3,0,0,0.33,0,0,,26.5,0,0,0,0.1,0.1,0.03,-0.1,-0.1
1375,Aymeric Laporte,es ESP,DF,Athletic Club,es La Liga,23,1994,19,0,8,2,25,0.42,0.11,0,0,17.5,2,0,0,0.7,0.7,0.09,-0.7,-0.7
1376,Danilo Larangeira,br BRA,DF,Udinese,it Serie A,33,1984,30.8,1,15,5,33.3,0.49,0.16,0.07,0.2,12.3,0,0,0,1.3,1.3,0.09,-0.3,-0.3
1377,Kevin Lasagna,it ITA,FW,Udinese,it Serie A,24,1992,23.7,12,72,31,43.1,3.04,1.31,0.17,0.39,14.8,2,0,0,11.3,11.3,0.16,+0.7,+0.7
1378,Jamaal Lascelles,eng ENG,DF,Newcastle Utd,eng Premier League,23,1993,32.5,3,12,8,66.7,0.37,0.25,0.25,0.38,12.2,0,0,0,1.1,1.1,0.09,+1.9,+1.9
1379,Paul Lasne,fr FRA,MF,Montpellier,fr Ligue 1,28,1989,34,1,45,12,26.7,1.32,0.35,0.02,0.08,27.9,0,0,0,1.4,1.4,0.03,-0.4,-0.4
1380,Borja Lasso,es ESP,MF,Sevilla,es La Liga,23,1994,0.6,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
1381,Toni Lato,es ESP,DFMF,Valencia,es La Liga,19,1997,8.9,0,1,0,0,0.11,0,0,,17.1,0,0,0,0.1,0.1,0.05,-0.1,-0.1
1382,Danny Latza,de GER,MF,Mainz 05,de Bundesliga,27,1989,26.1,2,40,9,22.5,1.53,0.34,0.05,0.22,23.3,0,0,0,1.7,1.7,0.04,+0.3,+0.3
1383,Vincent Laurini,fr FRA,DF,Fiorentina,it Serie A,28,1989,17.9,0,1,0,0,0.06,0,0,,26.7,0,0,0,0,0,0.02,0,0
1384,Wesley Lautoa,nc NCL,DFMF,Dijon,fr Ligue 1,29,1987,6.9,0,1,0,0,0.14,0,0,,8.5,0,0,0,0.1,0.1,0.09,-0.1,-0.1
1385,Diego Laxalt,uy URU,DF,Genoa,it Serie A,24,1993,31.2,3,31,6,19.4,0.99,0.19,0.1,0.5,18.2,0,0,0,1.5,1.5,0.05,+1.5,+1.5
1386,Miguel Layún,mx MEX,DF,Sevilla,es La Liga,29,1988,13.2,2,22,5,22.7,1.67,0.38,0.09,0.4,23.9,2,0,0,0.8,0.8,0.04,+1.2,+1.2
1387,Achraf Lazaar,ma MAR,MFDF,Benevento,it Serie A,25,1992,5.3,1,7,4,57.1,1.32,0.75,0.14,0.25,20.1,0,0,0,0.3,0.3,0.04,+0.7,+0.7
1388,Valentino Lazaro,at AUT,MFFW,Hertha BSC,de Bundesliga,21,1996,20.7,2,17,11,64.7,0.82,0.53,0.12,0.18,18.6,2,0,0,2.2,2.2,0.13,-0.2,-0.2
1389,Darko Lazović,rs SRB,DFMF,Genoa,it Serie A,26,1990,13.8,0,9,2,22.2,0.65,0.14,0,0,16.4,0,0,0,0.5,0.5,0.05,-0.5,-0.5
1390,Manuel Lazzari,it ITA,DF,SPAL,it Serie A,23,1993,34.6,2,23,5,21.7,0.66,0.14,0.09,0.4,22.5,0,0,0,1.2,1.2,0.05,+0.8,+0.8
1391,Mickaël Le Bihan,fr FRA,FWMF,Nice,fr Ligue 1,27,1990,1.2,0,1,0,0,0.84,0,0,,8.9,0,0,0,0.1,0.1,0.05,-0.1,-0.1
1392,Maxime Le Marchand,fr FRA,DF,Nice,fr Ligue 1,27,1989,28.2,0,12,0,0,0.43,0,0,,22.6,1,0,0,0.7,0.7,0.06,-0.7,-0.7
1393,James Lea Siliki,cm CMR,MF,Rennes,fr Ligue 1,21,1996,20.2,3,34,9,26.5,1.68,0.45,0.09,0.33,23.4,3,0,0,2.6,2.6,0.08,+0.4,+0.4
1394,Mathew Leckie,au AUS,FWMF,Hertha BSC,de Bundesliga,26,1991,20.6,5,23,8,34.8,1.12,0.39,0.22,0.63,15.7,0,0,0,2,2,0.09,+3.0,+3.0
1395,Benjamin Lecomte,fr FRA,GK,Montpellier,fr Ligue 1,26,1991,38,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
1396,Pierre Lees-Melou,fr FRA,MFFW,Nice,fr Ligue 1,24,1993,32.1,5,48,20,41.7,1.49,0.62,0.08,0.2,20.6,0,1,1,4.4,3.6,0.07,+0.6,+0.4
1397,Matthias Lehmann,de GER,MF,Köln,de Bundesliga,34,1983,16.8,0,12,3,25,0.71,0.18,0,0,31.2,1,0,0,0.3,0.3,0.03,-0.3,-0.3
1398,Lucas Leiva,br BRA,MF,Lazio,it Serie A,30,1987,32,2,27,9,33.3,0.84,0.28,0.07,0.22,16,0,0,0,2.7,2.7,0.1,-0.7,-0.7
1399,Florian Lejeune,fr FRA,DF,Newcastle Utd,eng Premier League,26,1991,23.4,0,13,2,15.4,0.56,0.09,0,0,21,2,0,0,0.6,0.6,0.05,-0.6,-0.6
1400,Iñigo Lekue,es ESP,DFFW,Athletic Club,es La Liga,24,1993,23.5,0,18,5,27.8,0.77,0.21,0,0,26.7,0,0,0,0.5,0.5,0.03,-0.5,-0.5
1401,Thomas Lemar,fr FRA,MFFW,Monaco,fr Ligue 1,21,1995,26.4,2,47,11,23.4,1.78,0.42,0.04,0.18,23.4,18,0,0,3.7,3.7,0.08,-1.7,-1.7
1402,Mario Lemina,ga GAB,MF,Southampton,eng Premier League,23,1993,19.1,1,23,5,21.7,1.2,0.26,0.04,0.2,25.1,0,0,0,0.8,0.8,0.04,+0.2,+0.2
1403,Mauricio Lemos,uy URU,DF,Sassuolo,it Serie A,21,1995,7.8,1,8,4,50,1.03,0.51,0.13,0.25,20.7,2,0,0,0.5,0.5,0.06,+0.5,+0.5
1404,Mauricio Lemos,uy URU,DFMF,Las Palmas,es La Liga,21,1995,14,0,16,2,12.5,1.14,0.14,0,0,27.4,9,0,0,0.8,0.8,0.05,-0.8,-0.8
1405,Dylan Lempereur,fr FRA,DF,Metz,fr Ligue 1,18,1998,1.6,0,1,0,0,0.63,0,0,,28.6,0,0,0,0,0,0.03,0,0
1406,Clément Lenglet,fr FRA,DF,Sevilla,es La Liga,22,1995,33.3,3,14,5,35.7,0.42,0.15,0.21,0.6,8.3,0,0,0,2.6,2.6,0.19,+0.4,+0.4
1407,Aaron Lennon,eng ENG,MF,Burnley,eng Premier League,30,1987,12.4,0,10,4,40,0.81,0.32,0,0,16.8,0,0,0,0.6,0.6,0.06,-0.6,-0.6
1408,Aaron Lennon,eng ENG,FWMF,Everton,eng Premier League,30,1987,8.8,0,4,1,25,0.45,0.11,0,0,15.9,0,0,0,0.2,0.2,0.06,-0.2,-0.2
1409,Bernd Leno,de GER,GK,Leverkusen,de Bundesliga,25,1992,33,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
1410,Pedro León,es ESP,FWMF,Eibar,es La Liga,30,1986,10.3,0,24,7,29.2,2.33,0.68,0,0,25,4,0,0,1.2,1.2,0.05,-1.2,-1.2
1411,Sergio León,es ESP,FW,Betis,es La Liga,28,1989,22,11,64,26,40.6,2.91,1.18,0.17,0.42,14.9,2,0,1,11,10.2,0.16,0,+0.8
1412,Lukas Lerager,dk DEN,MF,Bordeaux,fr Ligue 1,24,1993,36.5,3,41,12,29.3,1.12,0.33,0.07,0.25,17,0,0,0,4.4,4.4,0.11,-1.4,-1.4
1413,Mehdi Léris,dz ALG,MFFW,Chievo,it Serie A,19,1998,0.5,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
1414,Jefferson Lerma,co COL,MF,Levante,es La Liga,22,1994,23.7,0,27,1,3.7,1.14,0.04,0,0,24.2,0,0,0,1.2,1.2,0.04,-1.2,-1.2
1415,Maxime Lestienne,be BEL,MF,Málaga,es La Liga,25,1992,7.4,0,11,1,9.1,1.48,0.13,0,0,14.1,0,0,0,1.2,1.2,0.11,-1.2,-1.2
1416,Alexandre Letellier,fr FRA,GK,Angers,fr Ligue 1,26,1990,13,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
1417,Gaetano Letizia,it ITA,DF,Benevento,it Serie A,27,1990,23.8,1,22,5,22.7,0.92,0.21,0.05,0.2,27.1,1,0,0,0.8,0.8,0.04,+0.2,+0.2
1418,Timo Letschert,nl NED,DF,Sassuolo,it Serie A,24,1993,4.6,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
1419,Robert Lewandowski,pl POL,FW,Bayern Munich,de Bundesliga,28,1988,24.1,29,120,48,40,4.97,1.99,0.19,0.48,13.9,5,6,7,27.9,22.4,0.19,+1.1,+0.6
1420,Igor Lewczuk,pl POL,DF,Bordeaux,fr Ligue 1,32,1985,4.9,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
1421,Stephan Lichtsteiner,ch SUI,DF,Juventus,it Serie A,33,1984,18.9,0,3,0,0,0.16,0,0,,30.5,0,0,1,0.9,0.1,0.03,-0.9,-0.1
1422,Dimitri Liénard,fr FRA,MFFW,Strasbourg,fr Ligue 1,29,1988,28.9,5,51,17,33.3,1.76,0.59,0.08,0.24,25.9,14,1,1,3.4,2.6,0.05,+1.6,+1.4
1423,Philipp Lienhart,at AUT,DF,Freiburg,de Bundesliga,21,1996,9.6,0,2,0,0,0.21,0,0,,14.1,0,0,0,0.1,0.1,0.04,-0.1,-0.1
1424,Lucas Lima,br BRA,DFFW,Nantes,fr Ligue 1,25,1991,29.5,2,32,7,21.9,1.08,0.24,0.06,0.29,25.4,12,0,0,1.4,1.4,0.04,+0.6,+0.6
1425,Victor Lindelöf,se SWE,DF,Manchester Utd,eng Premier League,23,1994,14.3,0,1,0,0,0.07,0,0,,34.4,0,0,0,0,0,0.01,0,0
1426,Karol Linetty,pl POL,MF,Sampdoria,it Serie A,22,1995,23.8,3,26,7,26.9,1.09,0.29,0.12,0.43,19.8,0,0,0,2.2,2.2,0.09,+0.8,+0.8
1427,Jesse Lingard,eng ENG,MFFW,Manchester Utd,eng Premier League,24,1992,20.2,8,56,23,41.1,2.77,1.14,0.14,0.35,17.8,0,0,0,7.1,7.1,0.13,+0.9,+0.9
1428,Pol Lirola,es ESP,DFFW,Sassuolo,it Serie A,19,1997,22.5,0,7,2,28.6,0.31,0.09,0,0,25,0,0,0,0.2,0.2,0.03,-0.2,-0.2
1429,Jake Livermore,eng ENG,MF,West Brom,eng Premier League,27,1989,29.7,2,15,4,26.7,0.5,0.13,0.13,0.5,18.2,0,0,0,2.3,2.3,0.16,-0.3,-0.3
1430,Raúl Lizoain,es ESP,GK,Las Palmas,es La Liga,26,1991,11,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
1431,Adem Ljajić,rs SRB,MFFW,Torino,it Serie A,25,1991,24.1,6,61,21,34.4,2.53,0.87,0.1,0.29,21,16,0,0,4.3,4.2,0.07,+1.7,+1.8
1432,Diego Llorente,es ESP,DF,Real Sociedad,es La Liga,23,1993,25.8,3,22,7,31.8,0.85,0.27,0.14,0.43,14.3,0,0,0,2.3,2.3,0.1,+0.7,+0.7
1433,Fernando Llorente,es ESP,FWMF,Tottenham,eng Premier League,32,1985,2.6,1,6,2,33.3,2.27,0.76,0.17,0.5,12.5,0,0,0,1,1,0.17,0,0
1434,Marcos Llorente,es ESP,MF,Real Madrid,es La Liga,22,1995,6.1,0,6,0,0,0.99,0,0,,26.4,0,0,0,0.2,0.2,0.04,-0.2,-0.2
1435,Hugo Lloris,fr FRA,GK,Tottenham,eng Premier League,30,1986,36,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
1436,Giovani Lo Celso,ar ARG,MF,Paris S-G,fr Ligue 1,21,1996,19.7,4,38,14,36.8,1.93,0.71,0.11,0.29,21.8,0,0,0,2.8,2.8,0.07,+1.2,+1.2
1437,Simone Lo Faso,it ITA,FW,Fiorentina,it Serie A,19,1998,0.4,0,2,0,0,5,0,0,,27.7,0,0,0,0.1,0.1,0.03,-0.1,-0.1
1438,Stanislav Lobotka,sk SVK,MF,Celta Vigo,es La Liga,22,1994,34,0,8,3,37.5,0.24,0.09,0,0,26.8,0,0,0,0.2,0.2,0.03,-0.2,-0.2
1439,Jürgen Locadia,nl NED,FWMF,Brighton,eng Premier League,23,1993,2.5,1,6,1,16.7,2.41,0.4,0.17,1,18.1,0,0,0,1.1,1.1,0.18,-0.1,-0.1
1440,Manuel Locatelli,it ITA,MF,Milan,it Serie A,19,1998,7.6,0,11,5,45.5,1.45,0.66,0,0,27,0,0,0,0.3,0.3,0.03,-0.3,-0.3
1441,Ruben Loftus-Cheek,eng ENG,MF,Crystal Palace,eng Premier League,21,1996,20.8,2,32,7,21.9,1.54,0.34,0.06,0.29,16.4,0,0,0,3.5,3.5,0.11,-1.5,-1.5
1442,Enzo Loiodice,fr FRA,MF,Dijon,fr Ligue 1,16,2000,1.9,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
1443,Joe Lolley,eng ENG,FWMF,Huddersfield,eng Premier League,24,1992,2.5,1,3,3,100,1.22,1.22,0.33,0.33,20,0,0,0,0.1,0.1,0.04,+0.9,+0.9
1444,David Lombán,es ESP,DF,Eibar,es La Liga,30,1987,11,1,4,1,25,0.36,0.09,0.25,1,13.2,0,0,0,0.2,0.2,0.06,+0.8,+0.8
1445,Cristiano Lombardi,it ITA,MFDF,Benevento,it Serie A,21,1995,12.4,0,17,5,29.4,1.38,0.4,0,0,15.7,0,0,0,1.1,1.1,0.07,-1.1,-1.1
1446,Kevin Long,ie IRL,DF,Burnley,eng Premier League,26,1990,16,1,10,2,20,0.62,0.12,0.1,0.5,7.6,0,0,0,1.2,1.2,0.12,-0.2,-0.2
1447,Shane Long,ie IRL,FW,Southampton,eng Premier League,30,1987,17.6,2,33,13,39.4,1.88,0.74,0.06,0.15,12.5,0,0,0,3.7,3.7,0.11,-1.7,-1.7
1448,Ademola Lookman,ng NGA,FWMF,Everton,eng Premier League,19,1997,1.8,0,3,0,0,1.7,0,0,,20.2,0,0,0,0.1,0.1,0.03,-0.1,-0.1
1449,Ademola Lookman,ng NGA,MFFW,RB Leipzig,de Bundesliga,19,1997,6.4,5,13,6,46.2,2.04,0.94,0.38,0.83,14.1,1,0,0,3.1,3.1,0.24,+1.9,+1.9
1450,Anthony Lopes,pt POR,GK,Lyon,fr Ligue 1,26,1990,34,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
1451,Rony Lopes,pt POR,FWMF,Monaco,fr Ligue 1,21,1995,28.1,15,68,31,45.6,2.42,1.1,0.22,0.48,17.8,2,0,0,10.1,10.1,0.15,+4.9,+4.9
1452,Adrián López,es ESP,FWMF,La Coruña,es La Liga,29,1988,26.1,9,61,19,31.1,2.34,0.73,0.15,0.47,12.8,1,0,0,7.7,7.7,0.13,+1.3,+1.3
1453,Alberto López,es ESP,DF,Málaga,es La Liga,22,1995,0.5,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
1454,Andoni López,es ESP,DF,Athletic Club,es La Liga,21,1996,1,0,1,0,0,1,0,0,,20.5,0,0,0,0,0,0.03,0,0
1455,David López,es ESP,DFMF,Espanyol,es La Liga,27,1989,37,1,14,6,42.9,0.38,0.16,0.07,0.17,13,0,0,0,1.7,1.7,0.12,-0.7,-0.7
1456,Diego López,es ESP,GK,Espanyol,es La Liga,35,1981,9.5,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
1457,Iván López,es ESP,DF,Levante,es La Liga,23,1993,1.9,0,1,0,0,0.52,0,0,,29.3,0,0,0,0,0,0.03,0,0
1458,Javi López,es ESP,DF,Espanyol,es La Liga,31,1986,10.7,0,3,0,0,0.28,0,0,,29.9,0,0,0,0.1,0.1,0.03,-0.1,-0.1
1459,Lisandro López,ar ARG,DF,Inter,it Serie A,27,1989,0.5,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
1460,Maxi López,ar ARG,FW,Udinese,it Serie A,33,1984,18.7,2,28,8,28.6,1.5,0.43,0.04,0.13,15.6,0,1,1,4.2,3.4,0.12,-2.2,-2.4
1461,Maxime Lopez,fr FRA,MFFW,Marseille,fr Ligue 1,19,1997,15.3,0,10,4,40,0.65,0.26,0,0,21.9,1,0,0,0.9,0.9,0.09,-0.9,-0.9
1462,Pedro López Muñoz,es ESP,DF,Levante,es La Liga,33,1983,17.7,0,3,0,0,0.17,0,0,,27,0,0,0,0.1,0.1,0.03,-0.1,-0.1
1463,Pau López,es ESP,GK,Espanyol,es La Liga,22,1994,28.5,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
1464,Pedro López,es ESP,GK,Betis,es La Liga,22,1995,4.6,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
1465,Víctor López,es ESP,MF,Alavés,es La Liga,20,1997,0.7,0,1,0,0,1.5,0,0,,19.9,0,0,0,0.1,0.1,0.06,-0.1,-0.1
1466,Jonas Lössl,dk DEN,GK,Huddersfield,eng Premier League,28,1989,38,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
1467,Dejan Lovren,hr CRO,DF,Liverpool,eng Premier League,28,1989,23.6,2,14,4,28.6,0.59,0.17,0.14,0.5,9.3,0,0,0,1.4,1.4,0.1,+0.6,+0.6
1468,Chris Löwe,de GER,DF,Huddersfield,eng Premier League,28,1989,17.6,0,8,2,25,0.45,0.11,0,0,25.3,3,0,0,0.4,0.4,0.04,-0.4,-0.4
1469,Matthew Lowton,eng ENG,DF,Burnley,eng Premier League,28,1989,25.5,0,4,1,25,0.16,0.04,0,0,25.9,0,0,0,0.1,0.1,0.02,-0.1,-0.1
1470,Anthony Lozano,hn HON,FWMF,Girona,es La Liga,24,1993,5.2,1,16,7,43.8,3.06,1.34,0.06,0.14,16.3,0,0,0,1.4,1.4,0.09,-0.4,-0.4
1471,Fabio Lucioni,it ITA,DF,Benevento,it Serie A,29,1987,8,0,6,1,16.7,0.75,0.12,0,0,9.2,0,0,0,0.5,0.5,0.09,-0.5,-0.5
1472,Filipe Luís,br BRA,DF,Atlético Madrid,es La Liga,31,1985,18.4,1,5,2,40,0.27,0.11,0.2,0.5,21.1,0,0,0,0.3,0.3,0.05,+0.7,+0.7
1473,José Luis Gayà,es ESP,DF,Valencia,es La Liga,22,1995,32.4,0,14,3,21.4,0.43,0.09,0,0,22.9,0,0,0,0.5,0.5,0.03,-0.5,-0.5
1474,José Luis Morales,es ESP,MFFW,Levante,es La Liga,30,1987,34,10,58,22,37.9,1.71,0.65,0.12,0.32,18.2,0,3,3,10.2,7.9,0.14,-0.2,-0.9
1475,José Luis Palomino,ar ARG,DF,Atalanta,it Serie A,27,1990,22,1,9,2,22.2,0.41,0.09,0.11,0.5,9.6,0,0,0,1.7,1.7,0.19,-0.7,-0.7
1476,Luisinho,pt POR,DF,La Coruña,es La Liga,32,1985,29.1,1,16,4,25,0.55,0.14,0.06,0.25,24.4,0,0,0,0.5,0.5,0.03,+0.5,+0.5
1477,David Luiz,br BRA,DFMF,Chelsea,eng Premier League,30,1987,9.3,1,11,4,36.4,1.18,0.43,0.09,0.25,22.7,2,0,0,0.9,0.9,0.08,+0.1,+0.1
1478,Douglas Luiz,br BRA,MFFW,Girona,es La Liga,19,1998,3.4,0,10,5,50,2.91,1.46,0,0,18.7,0,0,0,0.7,0.7,0.07,-0.7,-0.7
1479,Everton Luiz,br BRA,MF,SPAL,it Serie A,29,1988,7.1,0,1,0,0,0.14,0,0,,33.9,0,0,0,0,0,0.02,0,0
