Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG
721,Leo Dubois,fr FRA,DF,Nantes,fr Ligue 1,22,1994,33.6,3,45,11,24.4,1.34,0.33,0.07,0.27,22.6,5,0,0,2.1,2.1,0.05,+0.9,+0.9
722,Martin Dúbravka,sk SVK,GK,Newcastle Utd,eng Premier League,28,1989,12,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
723,Ondrej Duda,sk SVK,MF,Hertha BSC,de Bundesliga,22,1994,8.3,1,8,3,37.5,0.97,0.36,0.13,0.33,19.1,0,0,0,1.1,1.1,0.13,-0.1,-0.1
724,Shane Duffy,ie IRL,DF,Brighton,eng Premier League,25,1992,36.6,0,28,4,14.3,0.77,0.11,0,0,10,0,0,0,2.3,2.3,0.08,-2.3,-2.3
725,Paul Dummett,wls WAL,DF,Newcastle Utd,eng Premier League,25,1991,17.8,0,4,0,0,0.22,0,0,,14.2,0,0,0,0.3,0.3,0.07,-0.3,-0.3
726,Alfred Duncan,gh GHA,MF,Sassuolo,it Serie A,24,1993,21.6,0,40,9,22.5,1.85,0.42,0,0,23.1,0,0,0,2,2,0.05,-2,-2
727,Lewis Dunk,eng ENG,DF,Brighton,eng Premier League,25,1991,38,1,27,8,29.6,0.71,0.21,0.04,0.13,11.5,1,0,0,2.7,2.7,0.1,-1.7,-1.7
728,Maxime Dupé,fr FRA,GK,Nantes,fr Ligue 1,24,1993,1,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
729,Jimmy Durmaz,se SWE,MFFW,Toulouse,fr Ligue 1,28,1989,11.4,3,9,3,33.3,0.79,0.26,0,0,28.3,0,3,4,3.6,0.5,0.05,-0.6,-0.5
730,Riza Durmisi,dk DEN,DF,Betis,es La Liga,23,1994,23.1,2,18,6,33.3,0.78,0.26,0.11,0.33,20.9,2,0,0,1.9,1.9,0.1,+0.1,+0.1
731,Hugo Duro,es ESP,FW,Getafe,es La Liga,17,1999,0.2,0,1,1,100,4.74,4.74,0,0,14,0,0,0,0.3,0.3,0.26,-0.3,-0.3
732,Noë Dussenne,be BEL,FW,Crotone,it Serie A,25,1992,0.9,0,1,0,0,1.07,0,0,,10.1,0,0,0,0.1,0.1,0.11,-0.1,-0.1
733,Paulo Dybala,ar ARG,MFFW,Juventus,it Serie A,23,1993,26.1,22,109,40,36.7,4.17,1.53,0.17,0.48,21.8,18,3,5,12.2,8.3,0.08,+9.8,+10.7
734,Nathan Dyer,eng ENG,MFFW,Swansea City,eng Premier League,29,1987,14.5,0,10,2,20,0.69,0.14,0,0,21.4,0,0,0,0.9,0.9,0.09,-0.9,-0.9
735,Edin Džeko,ba BIH,FW,Roma,it Serie A,31,1986,33.5,16,152,56,36.8,4.53,1.67,0.11,0.29,14.5,0,0,0,17.4,17.4,0.11,-1.4,-1.4
736,Blerim Džemaili,ch SUI,MFFW,Bologna,it Serie A,31,1986,13.3,1,14,8,57.1,1.06,0.6,0.07,0.13,21.6,0,0,0,0.7,0.7,0.05,+0.3,+0.3
737,Félix Eboa Eboa,cm CMR,DF,Guingamp,fr Ligue 1,20,1997,16.9,1,9,5,55.6,0.53,0.3,0.11,0.2,13.8,1,0,0,0.9,0.9,0.1,+0.1,+0.1
738,Éder,it ITA,FWMF,Inter,it Serie A,30,1986,8.9,3,27,9,33.3,3.04,1.01,0.11,0.33,18.1,2,0,0,2.7,2.7,0.1,+0.3,+0.3
739,Simone Edera,it ITA,FWMF,Torino,it Serie A,20,1997,3.6,1,8,5,62.5,2.2,1.38,0.13,0.2,21.4,0,0,0,0.3,0.3,0.04,+0.7,+0.7
740,Ederson,br BRA,GK,Manchester City,eng Premier League,23,1993,35.5,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
741,Tom Edwards,eng ENG,DFMF,Stoke City,eng Premier League,18,1999,5.3,0,1,0,0,0.19,0,0,,34.1,0,0,0,0,0,0.01,0,0
742,Mandela Egbo,eng ENG,DFMF,M'Gladbach,de Bundesliga,19,1997,0.1,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
743,Johannes Eggestein,de GER,FWDF,Werder Bremen,de Bundesliga,19,1998,1.1,0,2,1,50,1.82,0.91,0,0,9.2,0,0,0,0.2,0.2,0.11,-0.2,-0.2
744,Maximilian Eggestein,de GER,MF,Werder Bremen,de Bundesliga,20,1996,29.9,2,43,14,32.6,1.44,0.47,0.05,0.14,17.5,0,0,0,4.9,4.9,0.11,-2.9,-2.9
745,Albin Ekdal,se SWE,MF,Hamburger SV,de Bundesliga,28,1989,12.3,0,8,1,12.5,0.65,0.08,0,0,15.1,0,0,0,0.5,0.5,0.06,-0.5,-0.5
746,Josip Elez,hr CRO,DF,Hannover 96,de Bundesliga,23,1994,8.6,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
747,Rob Elliot,ie IRL,GK,Newcastle Utd,eng Premier League,31,1986,16,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
748,Mohamed Elneny,eg EGY,MF,Arsenal,eng Premier League,25,1992,9.6,0,8,1,12.5,0.83,0.1,0,0,24.5,0,0,0,0.3,0.3,0.04,-0.3,-0.3
749,Aritz Elustondo,es ESP,DF,Real Sociedad,es La Liga,23,1994,17.7,3,11,5,45.5,0.62,0.28,0.27,0.6,17.5,0,0,0,1.3,1.3,0.11,+1.7,+1.7
750,Nico Elvedi,ch SUI,DF,M'Gladbach,de Bundesliga,20,1996,32.4,2,15,7,46.7,0.46,0.22,0.13,0.29,11.2,0,0,0,1.6,1.6,0.1,+0.4,+0.4
751,Rodrigo Ely,br BRA,DF,Alavés,es La Liga,23,1993,29.9,1,18,4,22.2,0.6,0.13,0.06,0.25,13.3,0,0,0,1.2,1.2,0.07,-0.2,-0.2
752,Breel Embolo,ch SUI,FWMF,Schalke 04,de Bundesliga,20,1997,10.2,3,18,10,55.6,1.76,0.98,0.17,0.3,14.7,0,0,0,4.1,4.1,0.23,-1.1,-1.1
753,Youssef En-Nesyri,ma MAR,FW,Málaga,es La Liga,20,1997,17.7,4,47,13,27.7,2.65,0.73,0.09,0.31,16.2,0,0,1,5.2,4.4,0.09,-1.2,-0.4
754,Sergi Enrich,es ESP,FW,Eibar,es La Liga,27,1990,14.8,3,32,11,34.4,2.17,0.74,0.09,0.27,16,0,0,0,3.1,3.1,0.1,-0.1,-0.1
755,Javier Eraso,es ESP,MFFW,Leganés,es La Liga,27,1990,28.1,4,32,13,40.6,1.14,0.46,0.13,0.31,16.5,0,0,0,4.3,4.3,0.14,-0.3,-0.3
756,Christian Eriksen,dk DEN,MFFW,Tottenham,eng Premier League,25,1992,35.8,10,97,39,40.2,2.71,1.09,0.1,0.26,23,16,0,0,7,7,0.07,+3.0,+3.0
757,Gonzalo Escalante,ar ARG,MF,Eibar,es La Liga,24,1993,17.4,1,25,5,20,1.44,0.29,0.04,0.2,18.2,0,0,0,1.3,1.3,0.05,-0.3,-0.3
758,Sergio Escudero,es ESP,DF,Sevilla,es La Liga,27,1989,25.9,0,19,4,21.1,0.73,0.15,0,0,22.8,2,0,0,1,1,0.05,-1,-1
759,Bernardo Espinosa,co COL,DF,Girona,es La Liga,28,1989,31.9,0,26,4,15.4,0.82,0.13,0,0,11.8,0,0,0,2.7,2.7,0.1,-2.7,-2.7
760,Michael Esser,de GER,GK,Hannover 96,de Bundesliga,29,1987,3,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
761,Alexander Esswein,de GER,FWMF,Hertha BSC,de Bundesliga,27,1990,6.9,2,9,6,66.7,1.31,0.88,0.22,0.33,17.7,0,0,0,0.9,0.9,0.09,+1.1,+1.1
762,Oghenekaro Etebo,ng NGA,MF,Las Palmas,es La Liga,21,1995,13.5,0,20,3,15,1.48,0.22,0,0,30.3,1,0,0,0.6,0.6,0.03,-0.6,-0.6
763,Beñat Etxebarria,es ESP,MF,Athletic Club,es La Liga,30,1987,12.4,0,13,3,23.1,1.04,0.24,0,0,28.6,6,0,0,0.5,0.5,0.04,-0.5,-0.5
764,Xabier Etxeita,es ESP,DF,Athletic Club,es La Liga,29,1987,4.2,1,4,1,25,0.96,0.24,0.25,1,9.6,0,0,0,0.4,0.4,0.1,+0.6,+0.6
765,Jonny Evans,nir NIR,DF,West Brom,eng Premier League,29,1988,25.2,2,10,5,50,0.4,0.2,0.2,0.4,7.8,0,0,0,2.1,2.1,0.22,-0.1,-0.1
766,Franck Evina,cm CMR,FW,Bayern Munich,de Bundesliga,17,2000,1.2,0,3,0,0,2.45,0,0,,15.2,0,0,0,0.1,0.1,0.03,-0.1,-0.1
767,Patrice Evra,fr FRA,DFMF,West Ham,eng Premier League,36,1981,2.5,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
768,Patrice Evra,fr FRA,DF,Marseille,fr Ligue 1,36,1981,3.9,0,2,0,0,0.52,0,0,,21,0,0,0,0.1,0.1,0.05,-0.1,-0.1
769,Edu Expósito,es ESP,MFFW,La Coruña,es La Liga,20,1996,1.1,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
770,Erik Expósito,es ESP,FW,Las Palmas,es La Liga,21,1996,5.2,1,9,2,22.2,1.73,0.39,0.11,0.5,14.4,0,0,0,0.8,0.8,0.09,+0.2,+0.2
771,Valentin Eysseric,fr FRA,FWMF,Fiorentina,it Serie A,25,1992,7.8,1,15,3,20,1.91,0.38,0.07,0.33,18,1,0,0,0.8,0.8,0.05,+0.2,+0.2
772,Valentin Eysseric,fr FRA,FW,Nice,fr Ligue 1,25,1992,1,0,1,1,100,1,1,0,0,19.1,0,0,0,0.1,0.1,0.05,-0.1,-0.1
773,Imoh Ezekiel,ng NGA,MFFW,Las Palmas,es La Liga,23,1993,5.2,0,7,3,42.9,1.34,0.58,0,0,14.6,0,0,0,1.1,1.1,0.16,-1.1,-1.1
774,Marco Fabián,mx MEX,MFFW,Eint Frankfurt,de Bundesliga,28,1989,4.7,1,17,4,23.5,3.63,0.85,0.06,0.25,23,0,0,0,1.2,1.2,0.07,-0.2,-0.2
775,Łukasz Fabiański,pl POL,GK,Swansea City,eng Premier League,32,1985,38,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
776,Fabinho,br BRA,MF,Monaco,fr Ligue 1,23,1993,34,7,21,5,23.8,0.62,0.15,0.14,0.6,24.8,1,4,4,5.8,2.6,0.13,+1.2,+0.4
777,Cesc Fàbregas,es ESP,MF,Chelsea,eng Premier League,30,1987,25.6,2,38,10,26.3,1.48,0.39,0.05,0.2,19.2,2,0,0,2.4,2.4,0.06,-0.4,-0.4
778,Ralf Fährmann,de GER,GK,Schalke 04,de Bundesliga,28,1988,33.5,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
779,Fayçal Fajr,ma MAR,MFFW,Getafe,es La Liga,28,1988,26.5,1,21,9,42.9,0.79,0.34,0.05,0.11,25.5,3,0,1,1.5,0.7,0.03,-0.5,+0.3
780,Radamel Falcao,co COL,FW,Monaco,fr Ligue 1,31,1986,23.7,18,66,28,42.4,2.79,1.18,0.23,0.54,16,4,3,4,13.9,10.7,0.16,+4.1,+4.3
781,Diego Falcinelli,it ITA,FW,Fiorentina,it Serie A,26,1991,4.9,0,14,4,28.6,2.86,0.82,0,0,15.5,0,0,0,1.3,1.3,0.09,-1.3,-1.3
782,Diego Falcinelli,it ITA,FW,Sassuolo,it Serie A,26,1991,14.6,2,42,13,31,2.88,0.89,0.05,0.15,14.8,0,0,0,4.2,4,0.1,-2.2,-2
783,Simon Falette,gn GUI,DF,Metz,fr Ligue 1,25,1992,1,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
784,Simon Falette,gn GUI,DF,Eint Frankfurt,de Bundesliga,25,1992,24.6,1,16,2,12.5,0.65,0.08,0.06,0.5,13.6,0,0,0,1.6,1.6,0.1,-0.6,-0.6
785,Cesar Falletti,uy URU,MFFW,Bologna,it Serie A,24,1992,3.6,1,10,3,30,2.8,0.84,0.1,0.33,18.3,0,0,0,1.2,1.2,0.12,-0.2,-0.2
786,Iago Falque,es ESP,FWMF,Torino,it Serie A,27,1990,31.3,12,76,22,28.9,2.42,0.7,0.16,0.55,18.8,4,0,0,8.6,8.6,0.11,+3.4,+3.4
787,Paolo Faragò,it ITA,DF,Cagliari,it Serie A,24,1993,27.3,2,29,7,24.1,1.06,0.26,0.07,0.29,15.5,0,0,0,3,3,0.1,-1,-1
788,Imad Faraj,ma MAR,MFDF,Lille,fr Ligue 1,18,1999,1.8,0,5,2,40,2.78,1.11,0,0,19.8,0,0,0,0.2,0.2,0.04,-0.2,-0.2
789,Davide Faraoni,it ITA,DFMF,Crotone,it Serie A,25,1991,19.5,2,13,4,30.8,0.67,0.21,0.15,0.5,18.9,0,0,0,1.2,1.2,0.09,+0.8,+0.8
790,Mohamed Fares,dz ALG,DFMF,Hellas Verona,it Serie A,21,1996,28.9,0,33,5,15.2,1.14,0.17,0,0,21.7,0,0,0,1.8,1.8,0.06,-1.8,-1.8
791,Diego Farias,br BRA,FWMF,Cagliari,it Serie A,27,1990,17.9,1,43,16,37.2,2.41,0.89,0.02,0.06,17.9,0,0,1,4.7,3.9,0.09,-3.7,-2.9
792,Federico Fazio,ar ARG,DF,Roma,it Serie A,30,1987,32.5,2,18,4,22.2,0.55,0.12,0.11,0.5,11.7,0,0,0,2.4,2.4,0.13,-0.4,-0.4
793,Zouhair Feddal,ma MAR,DF,Betis,es La Liga,28,1989,14,3,6,3,50,0.43,0.21,0.5,1,17,1,0,0,0.5,0.5,0.09,+2.5,+2.5
794,Nabil Fekir,fr FRA,MFFW,Lyon,fr Ligue 1,24,1993,27.5,18,85,44,51.8,3.09,1.6,0.18,0.34,21.7,17,3,4,12.6,9.5,0.11,+5.4,+5.5
795,Felipe,br BRA,DF,Hannover 96,de Bundesliga,30,1987,5.1,0,1,0,0,0.2,0,0,,9.3,0,0,0,0.1,0.1,0.08,-0.1,-0.1
796,Luiz Felipe,it ITA,DF,Lazio,it Serie A,20,1997,13,0,2,0,0,0.15,0,0,,16.5,0,0,0,0.2,0.2,0.11,-0.2,-0.2
797,Ohis Felix Uduokhai,de GER,DF,Wolfsburg,de Bundesliga,19,1997,17.3,1,4,1,25,0.23,0.06,0.25,1,16.3,0,0,0,0.2,0.2,0.05,+0.8,+0.8
798,Marouane Fellaini,be BEL,MF,Manchester Utd,eng Premier League,29,1987,7.6,4,10,7,70,1.32,0.92,0.4,0.57,8.5,0,0,0,3.5,3.5,0.35,+0.5,+0.5
799,Kiko Femenía,es ESP,DFFW,Watford,eng Premier League,26,1991,19,1,9,3,33.3,0.47,0.16,0.11,0.33,20.7,0,0,0,0.4,0.4,0.04,+0.6,+0.6
800,Leroy Fer,nl NED,MF,Swansea City,eng Premier League,27,1990,15.5,1,12,3,25,0.77,0.19,0.08,0.33,14.6,0,0,0,1.6,1.6,0.14,-0.6,-0.6
801,Julien Féret,fr FRA,MF,Caen,fr Ligue 1,35,1982,34,0,26,2,7.7,0.76,0.06,0,0,27,0,0,0,0.9,0.9,0.03,-0.9,-0.9
802,Edimilson Fernandes,ch SUI,MFDF,West Ham,eng Premier League,21,1996,9.4,0,7,1,14.3,0.75,0.11,0,0,22.7,0,0,0,0.3,0.3,0.04,-0.3,-0.3
803,Gelson Fernandes,ch SUI,MF,Eint Frankfurt,de Bundesliga,30,1986,11.5,0,1,1,100,0.09,0.09,0,0,21,0,0,0,0.1,0.1,0.07,-0.1,-0.1
804,Andrés Fernández,es ESP,GK,Villarreal,es La Liga,30,1986,2.5,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
805,Augusto Fernández,ar ARG,MF,Atlético Madrid,es La Liga,31,1986,1.2,0,1,0,0,0.84,0,0,,31,0,0,0,0,0,0.02,0,0
806,Brian Fernández,ar ARG,FW,Metz,fr Ligue 1,22,1994,1.4,0,6,2,33.3,4.22,1.41,0,0,20.7,1,0,0,0.3,0.3,0.05,-0.3,-0.3
807,Carlos Fernández,es ESP,FW,Sevilla,es La Liga,21,1996,1.5,1,5,2,40,3.28,1.31,0.2,0.5,14.8,0,0,0,0.6,0.6,0.11,+0.4,+0.4
808,Enzo Fernández,es ESP,MF,Alavés,es La Liga,22,1995,0.8,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
809,Federico Fernández,ar ARG,DF,Swansea City,eng Premier League,28,1989,29.7,1,8,2,25,0.27,0.07,0.13,0.5,10.5,0,0,0,0.7,0.7,0.08,+0.3,+0.3
810,Raúl Fernández,es ESP,GK,Levante,es La Liga,29,1988,11,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
811,Fernandinho,br BRA,MF,Manchester City,eng Premier League,32,1985,32,5,47,19,40.4,1.47,0.59,0.11,0.26,23,0,0,0,2.1,2.1,0.04,+2.9,+2.9
812,Alex Ferrari,it ITA,DF,Hellas Verona,it Serie A,23,1994,23.7,1,8,1,12.5,0.34,0.04,0.13,1,21.8,0,0,0,0.8,0.8,0.1,+0.2,+0.2
813,Jordan Ferri,fr FRA,MF,Lyon,fr Ligue 1,25,1992,7.1,0,7,0,0,0.99,0,0,,19.3,0,0,0,0.4,0.4,0.05,-0.4,-0.4
814,Sam Field,eng ENG,MF,West Brom,eng Premier League,19,1998,6,1,5,1,20,0.84,0.17,0.2,1,11.4,0,0,0,0.5,0.5,0.11,+0.5,+0.5
815,Afonso Figueiredo,pt POR,DFFW,Rennes,fr Ligue 1,24,1993,2.5,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
816,Gian Filippo Felicioli,it ITA,MFDF,Hellas Verona,it Serie A,19,1997,3.1,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
817,Alfreð Finnbogason,is ISL,FW,Augsburg,de Bundesliga,28,1989,20.2,12,48,22,45.8,2.38,1.09,0.19,0.41,14.9,0,3,3,10.7,8.4,0.18,+1.3,+0.6
818,Roberto Firmino,br BRA,FW,Liverpool,eng Premier League,25,1991,30.7,15,83,36,43.4,2.7,1.17,0.17,0.39,17.1,0,1,1,10.7,9.9,0.12,+4.3,+4.1
819,Junior Firpo,es ESP,DF,Betis,es La Liga,20,1996,13.2,2,13,4,30.8,0.98,0.3,0.15,0.5,15.1,0,0,0,1.3,1.3,0.1,+0.7,+0.7
820,Viktor Fischer,dk DEN,FWMF,Mainz 05,de Bundesliga,23,1994,3.7,0,7,2,28.6,1.87,0.54,0,0,17.9,0,0,0,0.6,0.6,0.09,-0.6,-0.6
821,Mathieu Flamini,fr FRA,MF,Getafe,es La Liga,33,1984,5.3,0,1,1,100,0.19,0.19,0,0,22.8,0,0,0,0,0,0.04,0,0
822,Darren Fletcher,sct SCO,MF,Stoke City,eng Premier League,33,1984,24.7,1,11,2,18.2,0.45,0.08,0.09,0.5,25.8,0,0,0,0.4,0.4,0.03,+0.6,+0.6
823,Sergio Floccari,it ITA,FW,SPAL,it Serie A,35,1981,9.8,3,21,6,28.6,2.14,0.61,0.14,0.5,14.8,0,0,0,3.4,3.4,0.16,-0.4,-0.4
824,Alessandro Florenzi,it ITA,DF,Roma,it Serie A,26,1991,26.5,1,38,6,15.8,1.43,0.23,0.03,0.17,19.5,0,0,1,3.8,3.1,0.08,-2.8,-2.1
825,Phil Foden,eng ENG,MFFW,Manchester City,eng Premier League,17,2000,0.5,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
826,Guessouma Fofana,mr MTN,MF,Amiens,fr Ligue 1,24,1992,8.3,0,6,1,16.7,0.73,0.12,0,0,27.4,0,0,0,0.2,0.2,0.03,-0.2,-0.2
827,Seko Fofana,ci CIV,MF,Udinese,it Serie A,22,1995,20.8,3,40,9,22.5,1.93,0.43,0.05,0.22,25.6,0,1,1,2.5,1.7,0.04,+0.5,+0.3
828,Andreu Fontàs,es ESP,DF,Celta Vigo,es La Liga,27,1989,9.8,0,1,0,0,0.1,0,0,,10.4,0,0,0,0.1,0.1,0.08,-0.1,-0.1
829,José Fonte,pt POR,DF,West Ham,eng Premier League,33,1983,7.6,0,8,1,12.5,1.05,0.13,0,0,15.3,0,0,0,0.6,0.6,0.08,-0.6,-0.6
830,Pablo Fornals,es ESP,MFFW,Villarreal,es La Liga,21,1996,29.1,3,51,14,27.5,1.75,0.48,0.06,0.21,21.3,1,0,0,2.8,2.8,0.06,+0.2,+0.2
831,Emil Forsberg,se SWE,MF,RB Leipzig,de Bundesliga,25,1991,15.2,2,34,8,23.5,2.23,0.53,0.03,0.13,22.1,7,1,1,3.3,2.5,0.07,-1.3,-1.5
832,Fraser Forster,eng ENG,GK,Southampton,eng Premier League,29,1988,20,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
833,Steven Fortes,cv CPV,DF,Toulouse,fr Ligue 1,25,1992,1.7,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
834,Marco Fossati,it ITA,MF,Hellas Verona,it Serie A,24,1992,12.2,0,10,1,10,0.82,0.08,0,0,27.2,1,0,0,0.3,0.3,0.03,-0.3,-0.3
835,Iver Fossum,no NOR,MF,Hannover 96,de Bundesliga,21,1996,14.5,1,22,2,9.1,1.52,0.14,0.05,0.5,23.9,1,0,0,1.1,1.1,0.05,-0.1,-0.1
836,Ben Foster,eng ENG,GK,West Brom,eng Premier League,34,1983,37,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
837,Timothy Fosu-Mensah,nl NED,DF,Crystal Palace,eng Premier League,19,1998,17.7,0,8,0,0,0.45,0,0,,26.9,0,0,0,0.2,0.2,0.03,-0.2,-0.2
838,Dimitri Foulquier,fr FRA,DF,Strasbourg,fr Ligue 1,24,1993,13.8,0,2,0,0,0.15,0,0,,17.9,0,0,0,0.1,0.1,0.04,-0.1,-0.1
839,Lilian Fournier,fr FRA,FW,Metz,fr Ligue 1,19,1998,0.2,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
840,Raphael Framberger,de GER,DF,Augsburg,de Bundesliga,21,1995,7.7,0,1,1,100,0.13,0.13,0,0,20.9,0,0,0,0,0,0.05,0,0
841,Simon Francis,eng ENG,DF,Bournemouth,eng Premier League,32,1985,30.1,0,13,1,7.7,0.43,0.03,0,0,19.7,1,0,0,0.6,0.6,0.05,-0.6,-0.6
842,Mike Frantz,de GER,MF,Freiburg,de Bundesliga,30,1986,11.6,0,11,5,45.5,0.95,0.43,0,0,19.4,0,0,0,0.9,0.9,0.08,-0.9,-0.9
843,Ryan Fraser,sct SCO,MFDF,Bournemouth,eng Premier League,23,1994,22.3,5,30,12,40,1.35,0.54,0.17,0.42,20.5,1,0,0,1.8,1.8,0.06,+3.2,+3.2
844,Fabian Frei,ch SUI,MF,Mainz 05,de Bundesliga,28,1989,8.9,1,9,4,44.4,1.01,0.45,0.11,0.25,22.1,0,0,0,0.6,0.6,0.06,+0.4,+0.4
845,Remo Freuler,ch SUI,MF,Atalanta,it Serie A,25,1992,33.4,5,45,15,33.3,1.35,0.45,0.11,0.33,17.7,0,0,0,4.6,4.6,0.1,+0.4,+0.4
846,Marco Friedl,at AUT,MF,Bayern Munich,de Bundesliga,19,1998,0.5,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
847,Marco Friedl,at AUT,DFMF,Werder Bremen,de Bundesliga,19,1998,6.7,0,5,1,20,0.75,0.15,0,0,24.6,0,0,0,0.2,0.2,0.05,-0.2,-0.2
848,Christian Fuchs,at AUT,DF,Leicester City,eng Premier League,31,1986,21.3,0,11,0,0,0.52,0,0,,24.9,0,0,0,0.5,0.5,0.05,-0.5,-0.5
849,Javi Fuego,es ESP,MF,Villarreal,es La Liga,33,1984,6,0,1,0,0,0.17,0,0,,27.9,0,0,0,0,0,0.02,0,0
850,Javi Fuego,es ESP,MF,Espanyol,es La Liga,33,1984,14.9,0,6,2,33.3,0.4,0.13,0,0,19.7,0,0,0,0.4,0.4,0.07,-0.4,-0.4
851,Chris Führich,de GER,MF,Köln,de Bundesliga,19,1998,1.1,0,1,0,0,0.95,0,0,,24.9,0,0,0,0,0,0.03,0,0
852,Angelo Fulgini,fr FRA,MF,Angers,fr Ligue 1,20,1996,17,3,37,9,24.3,2.18,0.53,0.08,0.33,20.6,3,0,0,3.1,3.1,0.08,-0.1,-0.1
853,Niclas Füllkrug,de GER,FW,Hannover 96,de Bundesliga,24,1993,26.5,14,83,29,34.9,3.13,1.09,0.13,0.38,16.3,1,3,4,11.9,8.7,0.1,+2.1,+2.3
854,Jay Fulton,sct SCO,MF,Swansea City,eng Premier League,23,1994,0.2,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
855,Ramiro Funes Mori,ar ARG,DF,Everton,eng Premier League,26,1991,1.3,0,1,0,0,0.74,0,0,,16.9,0,0,0,0,0,0.05,0,0
856,Manolo Gabbiadini,it ITA,FW,Southampton,eng Premier League,25,1991,12,5,21,9,42.9,1.75,0.75,0.19,0.44,17.5,0,1,1,2.5,1.7,0.08,+2.5,+2.3
857,Gabi,es ESP,MF,Atlético Madrid,es La Liga,34,1983,26.1,0,10,1,10,0.38,0.04,0,0,25,0,0,0,0.3,0.3,0.03,-0.3,-0.3
858,Gabriel,br BRA,MF,Leganés,es La Liga,23,1993,26.4,5,42,13,31,1.59,0.49,0.1,0.31,19.1,3,1,1,5.5,4.7,0.11,-0.5,-0.7
859,Mijat Gaćinović,rs SRB,MFFW,Eint Frankfurt,de Bundesliga,22,1995,20.2,1,37,17,45.9,1.83,0.84,0.03,0.06,19.5,0,0,0,3,3,0.08,-2,-2
860,Roberto Gagliardini,it ITA,MF,Inter,it Serie A,23,1994,22.1,0,21,2,9.5,0.95,0.09,0,0,18,0,0,0,1.5,1.5,0.07,-1.5,-1.5
861,Nicolás Gaitán,ar ARG,MFFW,Atlético Madrid,es La Liga,29,1988,2.4,0,6,3,50,2.47,1.23,0,0,20.2,0,0,0,0.4,0.4,0.07,-0.4,-0.4
862,Milan Gajić,rs SRB,DF,Bordeaux,fr Ligue 1,21,1996,4,0,1,0,0,0.25,0,0,,33.3,0,0,0,0,0,0.02,0,0
863,Serge Gakpé,tg TOG,FWMF,Amiens,fr Ligue 1,30,1987,20.3,3,30,12,40,1.48,0.59,0.1,0.25,18.1,0,0,0,3.7,3.7,0.12,-0.7,-0.7
864,Andrey Galabinov,bg BUL,FW,Genoa,it Serie A,28,1988,12.5,3,33,14,42.4,2.63,1.12,0.06,0.14,16.9,1,1,1,3.7,2.9,0.09,-0.7,-0.9
865,Álex Gálvez,es ESP,DF,Las Palmas,es La Liga,28,1989,18,0,16,4,25,0.89,0.22,0,0,24.1,9,0,0,0.8,0.8,0.05,-0.8,-0.8
866,Álex Gálvez,es ESP,DF,Eibar,es La Liga,28,1989,4,1,2,1,50,0.5,0.25,0.5,1,14,0,0,0,0.1,0.1,0.05,+0.9,+0.9
867,Bruno Gama,pt POR,FWMF,La Coruña,es La Liga,29,1987,1.3,0,1,0,0,0.78,0,0,,18.6,0,0,0,0,0,0.03,0,0
868,Alessandro Gamberini,it ITA,DF,Chievo,it Serie A,35,1981,20.2,0,4,1,25,0.2,0.05,0,0,6.4,0,0,0,1,1,0.26,-1,-1
869,Kévin Gameiro,fr FRA,FW,Atlético Madrid,es La Liga,30,1987,12.5,7,18,11,61.1,1.44,0.88,0.28,0.45,14.6,0,2,2,6.1,4.6,0.25,+0.9,+0.4
870,Jesús Gámez,es ESP,DF,Newcastle Utd,eng Premier League,32,1985,1.1,0,1,0,0,0.92,0,0,,19.6,0,0,0,0.1,0.1,0.05,-0.1,-0.1
871,Idrissa Gana Gueye,sn SEN,MF,Everton,eng Premier League,27,1989,30.6,2,23,7,30.4,0.75,0.23,0.09,0.29,25.3,0,0,0,1.5,1.5,0.07,+0.5,+0.5
