Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Blocks,Blocks_Sh,Blocks_Pass,Int,Tkl+Int,Clr,Err
1564,Marco Majouga,fr FRA,FWMF,Nîmes,fr Ligue 1,19,2001,1.4,1,1,1,0,0,0,0,0,0,1,0,0
1565,Jean-Victor Makengo,fr FRA,MF,Udinese,it Serie A,22,1998,5.8,8,7,5,3,0,7,1,6,5,13,7,0
1566,Nemanja Maksimović,rs SRB,MF,Getafe,es La Liga,25,1995,30.3,50,28,22,24,4,40,9,31,57,107,46,1
1567,Nikola Maksimović,rs SRB,DF,Napoli,it Serie A,28,1991,13.4,18,9,11,6,1,15,6,9,21,39,49,3
1568,Filip Malbašić,rs SRB,FWMF,Cádiz,es La Liga,27,1992,9.6,12,7,4,5,3,10,0,10,4,16,2,0
1569,Kévin Malcuit,ma MAR,DF,Fiorentina,it Serie A,29,1991,2.3,5,3,2,2,1,5,0,5,3,8,6,0
1570,Kévin Malcuit,ma MAR,FWMF,Napoli,it Serie A,29,1991,0.4,2,1,2,0,0,0,0,0,2,4,2,0
1571,Daniel Maldini,it ITA,FWDF,Milan,it Serie A,18,2001,0.3,1,0,0,1,0,0,0,0,0,1,0,0
1572,Ruslan Malinovskyi,ua UKR,MFFW,Atalanta,it Serie A,27,1993,20.8,19,8,2,13,4,16,1,15,2,21,4,0
1573,Yunus Mallı,tr TUR,MF,Wolfsburg,de Bundesliga,28,1992,0.6,1,0,0,1,0,0,0,0,0,1,0,0
1574,Hugo Mallo,es ESP,DF,Celta Vigo,es La Liga,29,1991,28.9,58,40,34,23,1,42,11,31,37,95,77,0
1575,Mickael Malsa,mq MTQ,MF,Levante,es La Liga,24,1995,26,55,26,28,24,3,38,9,29,43,98,36,2
1576,Dennis Man,ro ROU,FWMF,Parma,it Serie A,21,1998,7.8,12,6,6,4,2,5,0,5,2,14,6,0
1577,Hianga Mananga Mbock,fr FRA,MFFW,Brest,fr Ligue 1,20,1999,5.1,4,3,2,2,0,2,0,2,3,7,6,0
1578,Vincent Manceau,fr FRA,DF,Angers,fr Ligue 1,31,1989,25.7,42,27,23,17,2,23,2,21,35,77,61,0
1579,Gianluca Mancini,it ITA,DF,Roma,it Serie A,24,1996,31.7,53,29,29,22,2,41,19,22,72,125,79,3
1580,Steve Mandanda,fr FRA,GK,Marseille,fr Ligue 1,35,1985,37,0,0,0,0,0,0,0,0,2,2,8,6
1581,Reinildo Mandava,mz MOZ,DF,Lille,fr Ligue 1,26,1994,24.2,79,43,39,32,8,26,3,23,45,124,53,0
1582,Aïssa Mandi,dz ALG,DF,Betis,es La Liga,28,1991,26.6,30,17,20,10,0,21,13,8,39,69,90,0
1583,Rolando Mandragora,it ITA,MF,Udinese,it Serie A,23,1997,4.4,8,5,3,4,1,10,3,7,6,14,5,0
1584,Rolando Mandragora,it ITA,MF,Torino,it Serie A,23,1997,16.9,19,4,4,9,6,19,6,13,20,39,19,0
1585,Mario Mandžukić,hr CRO,FW,Milan,it Serie A,34,1986,2.4,7,6,2,4,1,0,0,0,2,9,3,0
1586,Sadio Mané,sn SEN,FW,Liverpool,eng Premier League,28,1992,31.2,48,30,6,22,20,30,0,30,15,63,11,0
1587,Niccolò Manfredini,it ITA,GK,Benevento,it Serie A,32,1988,1,0,0,0,0,0,0,0,0,0,0,2,1
1588,Eliaquim Mangala,fr FRA,DF,Valencia,es La Liga,29,1991,3.6,0,0,0,0,0,8,6,2,6,6,12,0
1589,Orel Mangala,be BEL,MF,Stuttgart,de Bundesliga,22,1998,23.4,27,15,13,11,3,27,10,17,26,53,30,0
1590,Thomas Mangani,fr FRA,MF,Angers,fr Ligue 1,33,1987,29.9,54,37,25,26,3,31,8,23,38,92,39,0
1591,Vito Mannone,it ITA,GK,Monaco,fr Ligue 1,32,1988,9,0,0,0,0,0,0,0,0,0,0,3,1
1592,Kostas Manolas,gr GRE,DF,Napoli,it Serie A,29,1991,25.5,31,18,24,7,0,22,13,9,23,54,82,2
1593,Javier Manquillo,es ESP,DF,Newcastle Utd,eng Premier League,26,1994,9.2,24,14,8,14,2,8,1,7,9,33,15,1
1594,Juan Manuel Ramos,uy URU,DF,Spezia,it Serie A,23,1996,3.3,5,0,3,0,2,1,0,1,2,7,6,0
1595,Myziane Maolida,fr FRA,FWMF,Nice,fr Ligue 1,21,1999,12,13,8,4,4,5,6,1,5,6,19,4,0
1596,Faitout Maouassa,fr FRA,DF,Rennes,fr Ligue 1,22,1998,13,20,11,10,8,2,9,1,8,17,37,36,0
1597,Sekou Mara,fr FRA,FWMF,Bordeaux,fr Ligue 1,18,2002,2.5,5,3,1,3,1,0,0,0,1,6,1,0
1598,Maranhão,br BRA,FW,Valladolid,es La Liga,23,1996,13.1,8,2,2,2,4,15,2,13,2,10,9,0
1599,Fernando Marçal,br BRA,DFMF,Wolves,eng Premier League,31,1989,6.9,13,5,6,7,0,11,2,9,12,25,25,0
1600,Fernando Marçal,br BRA,DF,Lyon,fr Ligue 1,31,1989,0.9,1,0,0,1,0,0,0,0,2,3,0,0
1601,Marcelo,br BRA,DFMF,Real Madrid,es La Liga,32,1988,11.7,25,21,11,6,8,13,1,12,10,35,15,0
1602,Marcelo,br BRA,DF,Lyon,fr Ligue 1,33,1987,32.3,44,29,30,12,2,35,25,10,49,93,122,2
1603,Solly March,eng ENG,DFMF,Brighton,eng Premier League,26,1994,18.6,49,23,24,15,10,30,5,25,22,71,30,0
1604,Federico Marchetti,it ITA,GK,Genoa,it Serie A,37,1983,3.7,1,0,1,0,0,0,0,0,0,1,2,1
1605,Riccardo Marchizza,it ITA,DF,Spezia,it Serie A,22,1998,17.3,20,11,12,5,3,13,4,9,11,31,27,0
1606,Gian Marco Ferrari,it ITA,DF,Sassuolo,it Serie A,28,1992,33.5,32,20,15,14,3,46,37,9,50,82,100,1
1607,Iván Marcone,ar ARG,MF,Elche,es La Liga,30,1990,29.4,64,41,42,17,5,27,8,19,36,100,33,3
1608,Óscar de Marcos,es ESP,DFMF,Athletic Club,es La Liga,31,1989,16.9,28,17,12,10,6,12,1,11,12,40,38,0
1609,Dario Maresic,at AUT,DF,Reims,fr Ligue 1,20,1999,5.7,12,7,8,4,0,7,2,5,10,22,17,1
1610,José Mari,es ESP,MF,Cádiz,es La Liga,32,1987,16.1,32,17,13,18,1,16,7,9,27,59,33,1
1611,Pablo Marí,es ESP,DF,Arsenal,eng Premier League,26,1993,10,15,9,12,3,0,8,7,1,9,24,30,2
1612,José María Giménez,uy URU,DF,Atlético Madrid,es La Liga,25,1995,19.6,20,7,14,5,1,17,11,6,21,41,65,0
1613,Mariano,do DOM,FW,Real Madrid,es La Liga,26,1993,5.7,4,2,2,1,1,3,1,2,0,4,3,0
1614,Jordan Marié,fr FRA,MF,Dijon,fr Ligue 1,28,1991,15.9,34,17,9,23,2,14,5,9,23,57,12,2
1615,Adrián Marín,es ESP,DFMF,Alavés,es La Liga,23,1997,1,1,1,0,1,0,1,0,1,2,3,2,0
1616,Adrián Marín,es ESP,DFMF,Granada,es La Liga,23,1997,3,5,2,1,3,1,5,2,3,4,9,9,0
1617,Răzvan Marin,ro ROU,MF,Cagliari,it Serie A,24,1996,32.9,54,33,26,22,6,29,10,19,29,83,15,0
1618,Guillermo Maripán,cl CHI,DF,Monaco,fr Ligue 1,26,1994,23.2,26,11,17,9,0,18,11,7,27,53,66,1
1619,Marlon,br BRA,DF,Sassuolo,it Serie A,24,1995,19.4,19,13,13,6,0,23,17,6,27,46,44,2
1620,Omar Marmoush,eg EGY,FW,Wolfsburg,de Bundesliga,21,1999,0,0,0,0,0,0,0,0,0,0,0,0,0
1621,Marquinhos,br BRA,DF,Paris S-G,fr Ligue 1,26,1994,23.6,27,21,14,10,3,21,9,12,27,54,75,2
1622,Luca Marrone,it ITA,DF,Crotone,it Serie A,30,1990,17.6,25,18,16,9,0,22,11,11,26,51,56,1
1623,Roger Martí,es ESP,FW,Levante,es La Liga,29,1991,24.4,11,7,5,4,2,10,3,7,4,15,6,0
1624,Anthony Martial,fr FRA,FW,Manchester Utd,eng Premier League,24,1995,16.4,2,1,1,1,0,17,3,14,1,3,8,0
1625,Aarón Martín,es ESP,DF,Celta Vigo,es La Liga,23,1997,17.1,34,20,15,16,3,15,4,11,13,47,37,0
1626,Aarón Martín,es ESP,DFFW,Mainz 05,de Bundesliga,23,1997,2.9,3,2,2,1,0,1,0,1,2,5,2,0
1627,Álex Martín,es ESP,DF,Cádiz,es La Liga,22,1998,1.1,2,0,1,1,0,1,1,0,0,2,6,0
1628,Jonas Martin,fr FRA,MF,Rennes,fr Ligue 1,30,1990,5.4,11,9,5,4,2,11,2,9,13,24,2,1
1629,Martinelli,br BRA,FW,Arsenal,eng Premier League,19,2001,6.5,7,1,2,3,2,6,0,6,8,15,4,0
1630,Emiliano Martínez,ar ARG,GK,Aston Villa,eng Premier League,27,1992,38,3,3,3,0,0,0,0,0,2,5,10,2
1631,Iñigo Martínez,es ESP,DF,Athletic Club,es La Liga,29,1991,28,22,15,16,6,0,17,7,10,28,50,96,0
1632,Javi Martínez,es ESP,MFFW,Osasuna,es La Liga,20,1999,5.1,9,4,1,6,2,9,0,9,5,14,4,0
1633,Javi Martínez,es ESP,DFMF,Bayern Munich,de Bundesliga,31,1988,5.2,10,5,4,4,2,8,4,4,13,23,19,0
1634,Josep Martinez,es ESP,GK,RB Leipzig,de Bundesliga,22,1998,1,0,0,0,0,0,0,0,0,0,0,0,0
1635,Lautaro Martínez,ar ARG,FW,Inter,it Serie A,22,1997,28.5,25,12,5,11,9,31,1,30,27,52,16,0
1636,Pablo Martinez,fr FRA,DF,Nîmes,fr Ligue 1,31,1989,6,10,7,7,3,0,6,4,2,11,21,28,0
1637,Lucas Martínez Quarta,ar ARG,DF,Fiorentina,it Serie A,24,1996,16.5,32,20,17,11,4,27,9,18,39,71,48,0
1638,Gelson Martins,pt POR,MFFW,Monaco,fr Ligue 1,25,1995,17.2,41,26,12,16,13,20,0,20,13,54,8,0
1639,Adam Marušić,me MNE,DF,Lazio,it Serie A,27,1992,33,38,22,22,15,1,38,6,32,40,78,54,0
1640,Sylvain Marveaux,fr FRA,MFFW,Lorient,fr Ligue 1,34,1986,2.2,6,3,1,4,1,2,0,2,1,7,2,0
1641,Marvin,es ESP,DFMF,Real Madrid,es La Liga,20,2000,1.5,3,2,0,3,0,1,0,1,2,5,3,0
1642,Omar Mascarell,es ESP,MF,Schalke 04,de Bundesliga,27,1993,19.6,41,24,15,19,7,40,14,26,37,78,32,1
1643,Andrea Masiello,it ITA,DF,Genoa,it Serie A,34,1986,28.5,38,22,29,6,3,32,13,19,53,91,107,3
1644,Jordi Masip,es ESP,GK,Valladolid,es La Liga,31,1989,25,0,0,0,0,0,2,0,2,2,2,8,1
1645,Roberto Massimo,de GER,DFFW,Stuttgart,de Bundesliga,19,2000,8.4,21,11,13,5,3,5,1,4,11,32,13,0
1646,Giuseppe Mastinu,it ITA,FW,Spezia,it Serie A,28,1991,0.4,1,1,0,0,1,1,0,1,0,1,0,0
1647,Arthur Masuaku,cd COD,DFMF,West Ham,eng Premier League,26,1993,11.2,20,12,14,6,0,12,0,12,8,28,28,2
1648,Jaime Mata,es ESP,FW,Getafe,es La Liga,31,1988,22.6,12,7,1,3,8,13,2,11,6,18,16,0
1649,Juan Mata,es ESP,FWMF,Manchester Utd,eng Premier League,32,1988,5.7,1,0,1,0,0,3,0,3,3,4,3,0
1650,Pape Matar Sarr,sn SEN,MF,Metz,fr Ligue 1,17,2002,17.7,45,29,19,21,5,24,4,20,27,72,16,0
1651,Eliot Matazo,be BEL,MF,Monaco,fr Ligue 1,18,2002,3.5,11,5,6,5,0,1,0,1,1,12,2,0
1652,Jean-Philippe Mateta,fr FRA,FW,Crystal Palace,eng Premier League,23,1997,2.5,1,1,0,1,0,1,0,1,0,1,2,0
1653,Jean-Philippe Mateta,fr FRA,FW,Mainz 05,de Bundesliga,23,1997,11.1,6,3,1,3,2,3,1,2,4,10,6,0
1654,Nemanja Matić,rs SRB,MF,Manchester Utd,eng Premier League,31,1988,12.3,25,11,13,12,0,19,5,14,22,47,10,3
1655,Joël Matip,cm CMR,DF,Liverpool,eng Premier League,28,1991,7.7,14,9,7,7,0,6,0,6,7,21,22,0
1656,Rabbi Matondo,wls WAL,FWMF,Schalke 04,de Bundesliga,19,2000,2.4,3,2,0,3,0,1,0,1,1,4,1,0
1657,Ryder Matos,br BRA,MF,Udinese,it Serie A,27,1993,0.1,0,0,0,0,0,0,0,0,0,0,0,0
1658,Henning Matriciani,de GER,DF,Schalke 04,de Bundesliga,20,2000,0.3,1,1,1,0,0,1,0,1,0,1,1,0
1659,Chrislain Matsima,fr FRA,DFFW,Monaco,fr Ligue 1,18,2002,3.9,5,4,3,2,0,3,0,3,4,9,12,0
1660,Federico Mattiello,it ITA,DF,Spezia,it Serie A,25,1995,0.4,0,0,0,0,0,0,0,0,0,0,0,0
1661,Neal Maupay,fr FRA,FWMF,Brighton,eng Premier League,23,1996,27.9,20,8,9,7,4,20,0,20,13,33,6,0
1662,Tony Mauricio,fr FRA,MF,Lens,fr Ligue 1,26,1994,5.6,19,12,7,8,4,8,1,7,3,22,4,0
1663,Stephy Mavididi,eng ENG,FWMF,Montpellier,fr Ligue 1,22,1998,22.6,18,5,7,10,1,12,0,12,14,32,6,0
1664,Konstantinos Mavropanos,gr GRE,DF,Stuttgart,de Bundesliga,22,1997,16.3,42,29,29,12,1,25,10,15,59,101,66,1
1665,Eric Maxim Choupo-Moting,cm CMR,FWMF,Bayern Munich,de Bundesliga,31,1989,9.1,8,2,0,5,3,6,0,6,2,10,7,0
1666,Borja Mayoral,es ESP,FW,Roma,it Serie A,23,1997,17.2,3,2,0,0,3,5,0,5,0,3,5,2
1667,Borja Mayoral,es ESP,FW,Real Madrid,es La Liga,23,1997,0.3,0,0,0,0,0,0,0,0,0,0,0,0
1668,Youssef Maziz,fr FRA,MFFW,Metz,fr Ligue 1,22,1998,2.9,2,0,1,1,0,1,0,1,6,8,1,0
1669,Antonio Mazzotta,it ITA,DF,Crotone,it Serie A,30,1989,0.6,1,1,0,1,0,0,0,0,0,1,1,0
1670,Kevin Mbabu,ch SUI,DF,Wolfsburg,de Bundesliga,25,1995,18.2,51,33,27,17,7,28,7,21,22,73,59,1
1671,Kylian Mbappé,fr FRA,FW,Paris S-G,fr Ligue 1,21,1998,26.4,4,2,0,1,3,7,1,6,3,7,4,1
1672,Ibrahima Mbaye,sn SEN,DF,Bologna,it Serie A,25,1994,4.8,6,5,5,1,0,5,3,2,1,7,10,0
1673,Jean-Manuel Mbom,de GER,MFDF,Werder Bremen,de Bundesliga,20,2000,12.9,19,13,14,3,2,17,6,11,13,32,27,0
1674,Nathanael Mbuku,fr FRA,MFFW,Reims,fr Ligue 1,18,2002,24.6,33,19,9,13,11,17,0,17,14,47,10,0
1675,James McArthur,sct SCO,MF,Crystal Palace,eng Premier League,32,1987,16.3,57,32,25,27,5,28,3,25,23,80,31,0
1676,Oliver McBurnie,sct SCO,FW,Sheffield Utd,eng Premier League,24,1996,14.7,15,7,7,7,1,10,3,7,6,21,30,0
1677,Alex McCarthy,eng ENG,GK,Southampton,eng Premier League,30,1989,30,1,0,1,0,0,0,0,0,0,1,11,1
1678,James McCarthy,ie IRL,MF,Crystal Palace,eng Premier League,29,1990,9.1,16,12,9,7,0,15,7,8,8,24,12,0
1679,John McGinn,sct SCO,MF,Aston Villa,eng Premier League,25,1994,37,61,37,23,31,7,38,6,32,43,104,23,2
1680,David McGoldrick,ie IRL,FWMF,Sheffield Utd,eng Premier League,32,1987,26.6,33,21,8,15,10,19,3,16,2,35,25,0
1681,Weston McKennie,us USA,MF,Juventus,it Serie A,21,1998,18.9,34,19,9,20,5,21,3,18,28,62,26,0
1682,Dwight McNeil,eng ENG,MF,Burnley,eng Premier League,20,1999,34.1,47,24,24,18,5,44,6,38,32,79,32,1
1683,Scott McTominay,sct SCO,MF,Manchester Utd,eng Premier League,23,1996,23.7,51,24,23,25,3,35,10,25,29,80,46,0
1684,Gary Medel,cl CHI,DFMF,Bologna,it Serie A,32,1987,5.7,12,9,6,5,1,8,6,2,7,19,10,0
1685,Facundo Medina,ar ARG,DF,Lens,fr Ligue 1,21,1999,22.3,39,22,22,15,2,25,9,16,39,78,51,3
1686,Nathan de Medina,be BEL,DF,Arminia,de Bundesliga,22,1997,7.1,16,10,9,6,1,12,2,10,11,27,22,0
1687,Ben Mee,eng ENG,DF,Burnley,eng Premier League,30,1989,29.9,32,15,16,14,2,54,45,9,43,75,148,2
1688,Joshua Mees,de GER,FW,Union Berlin,de Bundesliga,24,1996,0.1,0,0,0,0,0,0,0,0,0,0,0,0
1689,Admir Mehmedi,ch SUI,MFFW,Wolfsburg,de Bundesliga,29,1991,9.1,17,9,6,7,4,7,0,7,5,22,1,0
1690,Soualiho Meïté,fr FRA,MF,Torino,it Serie A,26,1994,10.2,11,7,6,4,1,18,1,17,10,21,9,1
1691,Soualiho Meïté,fr FRA,MF,Milan,it Serie A,26,1994,6.5,18,10,10,6,2,9,2,7,8,26,16,0
1692,Hannibal Mejbri,tn TUN,MF,Manchester Utd,eng Premier League,17,2003,0.1,0,0,0,0,0,0,0,0,0,0,0,0
1693,Farid El Melali,dz ALG,FWMF,Angers,fr Ligue 1,23,1997,4.6,9,5,5,4,0,12,0,12,6,15,2,0
1694,Filippo Melegoni,it ITA,MFDF,Genoa,it Serie A,21,1999,4.3,7,6,2,5,0,5,0,5,5,12,8,0
1695,Gonzalo Melero,es ESP,MFFW,Levante,es La Liga,26,1994,20.6,24,15,11,6,7,14,5,9,18,42,22,1
1696,Birger Meling,no NOR,DF,Nîmes,fr Ligue 1,25,1994,25.9,49,31,27,15,7,43,9,34,36,85,70,0
1697,Arthur Melo,br BRA,MF,Juventus,it Serie A,23,1996,12.9,17,9,7,10,0,6,1,5,18,35,9,1
1698,Memphis,nl NED,FW,Lyon,fr Ligue 1,26,1994,32.5,4,3,0,3,1,11,1,10,5,9,3,0
1699,Houboulang Mendes,fr FRA,DF,Lorient,fr Ligue 1,22,1998,14.4,28,19,19,5,4,14,2,12,14,42,35,0
1700,Pedro Mendes,pt POR,DF,Montpellier,fr Ligue 1,29,1990,18.1,21,19,16,5,0,23,13,10,34,55,58,0
1701,Thiago Mendes,br BRA,MF,Lyon,fr Ligue 1,28,1992,24.9,37,22,13,20,4,33,7,26,39,76,21,2
1702,Brais Méndez,es ESP,MFFW,Celta Vigo,es La Liga,23,1997,29.7,59,31,23,27,9,27,2,25,32,91,34,0
1703,Édgar Méndez,es ESP,MFFW,Alavés,es La Liga,30,1990,23.2,39,29,18,13,8,20,3,17,19,58,14,0
1704,Eñaut Mendía,es ESP,FW,Eibar,es La Liga,21,1999,0.7,2,1,2,0,0,1,1,0,0,2,0,0
1705,Batista Mendy,fr FRA,MF,Nantes,fr Ligue 1,20,2000,0.8,1,1,0,1,0,3,1,2,1,2,1,0
1706,Benjamin Mendy,fr FRA,DF,Manchester City,eng Premier League,26,1994,10.6,13,9,1,8,4,12,5,7,5,18,14,1
1707,Edouard Mendy,sn SEN,GK,Chelsea,eng Premier League,28,1992,30.5,0,0,0,0,0,0,0,0,1,1,9,3
1708,Edouard Mendy,sn SEN,GK,Rennes,fr Ligue 1,28,1992,1,0,0,0,0,0,0,0,0,0,0,0,0
1709,Ferland Mendy,fr FRA,DF,Real Madrid,es La Liga,25,1995,24.5,26,16,17,6,3,16,4,12,26,52,32,1
1710,Nampalys Mendy,sn SEN,MF,Leicester City,eng Premier League,28,1992,16.2,26,17,18,6,2,12,1,11,14,40,8,0
1711,Hamza Mendyl,ma MAR,FWDF,Schalke 04,de Bundesliga,22,1997,1.1,2,2,2,0,0,2,0,2,0,2,2,0
1712,Levent Mercan,de GER,FW,Schalke 04,de Bundesliga,19,2000,0.1,0,0,0,0,0,0,0,0,0,0,0,0
1713,Jorge Meré,es ESP,DF,Köln,de Bundesliga,23,1997,14.4,13,6,9,3,1,14,11,3,15,28,63,0
1714,Alex Meret,it ITA,GK,Napoli,it Serie A,23,1997,22,0,0,0,0,0,0,0,0,0,0,5,0
1715,Mikel Merino,es ESP,MF,Real Sociedad,es La Liga,24,1996,23.9,61,36,14,36,11,36,8,28,32,93,26,0
1716,Martín Merquelanz,es ESP,MFFW,Real Sociedad,es La Liga,25,1995,6.1,9,3,3,2,4,7,1,6,3,12,4,0
1717,Yıldırım Mert Çetin,tr TUR,DF,Hellas Verona,it Serie A,23,1997,4.6,8,4,3,5,0,9,6,3,14,22,13,1
1718,Dries Mertens,be BEL,FWMF,Napoli,it Serie A,33,1987,16.2,16,14,4,7,5,7,1,6,9,25,3,1
1719,Roque Mesa,es ESP,MF,Valladolid,es La Liga,31,1989,19.6,46,29,18,24,4,11,2,9,14,60,23,1
1720,Illan Meslier,fr FRA,GK,Leeds United,eng Premier League,20,2000,35,0,0,0,0,0,0,0,0,0,0,17,8
1721,Lionel Messi,ar ARG,FWMF,Barcelona,es La Liga,33,1987,33.6,18,10,3,9,6,12,0,12,6,24,0,2
1722,Junior Messias,br BRA,MFFW,Crotone,it Serie A,29,1991,35.7,60,35,26,24,10,32,12,20,35,95,40,0
1723,Thomas Meunier,be BEL,DF,Dortmund,de Bundesliga,28,1991,16.4,30,21,19,6,5,16,6,10,18,48,29,2
1724,Mexer,mz MOZ,DF,Bordeaux,fr Ligue 1,31,1988,7.9,9,6,8,0,1,8,5,3,17,26,22,0
1725,Max Meyer,de GER,MF,Köln,de Bundesliga,24,1995,3.9,7,4,3,3,1,4,1,3,3,10,1,0
1726,Omenuke Mfulu,cd COD,MF,Elche,es La Liga,26,1994,8.8,18,12,10,8,0,7,1,6,11,29,18,0
1727,Míchel,es ESP,MF,Valladolid,es La Liga,32,1988,10.5,18,11,10,3,5,10,1,9,9,27,12,1
1728,Jonas Michel Dirkner,de GER,MF,Hertha BSC,de Bundesliga,18,2002,0.2,0,0,0,0,0,0,0,0,0,0,0,0
1729,Jonas Michelbrink,de GER,MF,Hertha BSC,de Bundesliga,19,2001,0.4,0,0,0,0,0,0,0,0,0,0,0,0
1730,Clément Michelin,fr FRA,DF,Lens,fr Ligue 1,23,1997,12.8,25,19,13,9,3,13,4,9,25,50,32,0
1731,Edouard Michut,fr FRA,MF,Paris S-G,fr Ligue 1,17,2003,0,0,0,0,0,0,0,0,0,0,0,0,0
1732,Petar Mićin,rs SRB,MF,Udinese,it Serie A,21,1998,0.2,0,0,0,0,0,0,0,0,0,0,0,0
1733,Florian Miguel,fr FRA,DF,Nîmes,fr Ligue 1,23,1996,17.1,14,13,12,2,0,21,13,8,45,59,66,1
1734,Valentin Mihaila,ro ROU,FWMF,Parma,it Serie A,20,2000,7.8,2,1,1,1,0,8,1,7,5,7,8,0
1735,Nikola Milenković,rs SRB,DF,Fiorentina,it Serie A,22,1997,33.7,49,29,33,14,2,42,33,9,44,93,122,1
1736,Arkadiusz Milik,pl POL,FW,Marseille,fr Ligue 1,26,1994,13.6,14,9,0,7,7,5,1,4,2,16,9,0
1737,Sergej Milinković-Savić,rs SRB,MF,Lazio,it Serie A,25,1995,30.5,59,40,20,30,9,52,12,40,33,92,47,0
1738,Vanja Milinković-Savić,rs SRB,GK,Torino,it Serie A,23,1997,5,1,1,1,0,0,0,0,0,0,1,1,3
1739,Éder Militão,br BRA,DF,Real Madrid,es La Liga,22,1998,12.6,20,8,13,6,1,19,6,13,19,39,42,0
1740,Luka Milivojević,rs SRB,MF,Crystal Palace,eng Premier League,29,1991,26.2,65,34,25,31,9,29,6,23,35,100,47,2
1741,Luis Milla,es ESP,MF,Granada,es La Liga,25,1994,13.9,22,11,11,10,1,10,0,10,24,46,16,1
1742,Pere Milla,es ESP,FWMF,Elche,es La Liga,27,1992,22,24,17,12,10,2,17,5,12,13,37,17,1
1743,Álex Millán,es ESP,FW,Villarreal,es La Liga,20,1999,0,0,0,0,0,0,0,0,0,0,0,0,0
1744,Vincenzo Millico,it ITA,FWMF,Torino,it Serie A,19,2000,0.2,0,0,0,0,0,0,0,0,0,0,0,0
1745,Enzo Millot,fr FRA,MF,Monaco,fr Ligue 1,18,2002,0.5,2,0,0,1,1,0,0,0,2,4,0,0
1746,James Milner,eng ENG,MFDF,Liverpool,eng Premier League,34,1986,11.9,26,19,9,14,3,30,3,27,14,40,16,1
1747,Santi Mina,es ESP,FW,Celta Vigo,es La Liga,24,1995,26.8,31,13,9,12,10,15,3,12,6,37,17,0
1748,Yerry Mina,co COL,DF,Everton,eng Premier League,25,1994,21.5,21,14,17,4,0,30,23,7,24,45,110,1
1749,Takumi Minamino,jp JPN,MF,Southampton,eng Premier League,25,1995,7.9,7,3,2,5,0,13,1,12,4,11,9,0
1750,Takumi Minamino,jp JPN,MFFW,Liverpool,eng Premier League,25,1995,3.3,4,3,1,2,1,1,0,1,2,6,3,0
1751,Tyrone Mings,eng ENG,DF,Aston Villa,eng Premier League,27,1993,35.5,32,16,23,7,2,59,40,19,41,73,172,3
1752,Óscar Mingueza,es ESP,DF,Barcelona,es La Liga,21,1999,21.1,52,33,28,17,7,19,6,13,20,72,48,2
1753,Rafa Mir,es ESP,FW,Huesca,es La Liga,23,1997,32,15,9,4,4,7,14,2,12,15,30,25,0
1754,Jorge Miramón,es ESP,DF,Levante,es La Liga,31,1989,19.2,32,22,26,6,0,22,2,20,27,59,54,0
1755,Aleksei Miranchuk,ru RUS,MFFW,Atalanta,it Serie A,24,1995,7.5,24,13,8,9,7,1,0,1,3,27,1,0
1756,Juan Miranda,es ESP,DF,Betis,es La Liga,20,2000,18.4,27,11,16,9,2,18,2,16,29,56,58,1
1757,Antonio Mirante,it ITA,GK,Roma,it Serie A,37,1983,12.8,0,0,0,0,0,1,0,1,0,0,7,2
1758,Tyrick Mitchell,eng ENG,DF,Crystal Palace,eng Premier League,20,1999,19,64,35,48,9,7,29,10,19,21,85,62,1
1759,Aleksandar Mitrović,rs SRB,FW,Fulham,eng Premier League,25,1994,15.6,7,4,0,3,4,12,3,9,3,10,8,0
1760,Stefan Mitrović,rs SRB,DF,Strasbourg,fr Ligue 1,30,1990,30.9,36,27,29,7,0,23,13,10,31,67,108,5
1761,Maximilian Mittelstädt,de GER,DFFW,Hertha BSC,de Bundesliga,23,1997,20,66,39,42,21,3,34,5,29,55,121,61,1
1762,Henrikh Mkhitaryan,am ARM,MFFW,Roma,it Serie A,31,1989,30.5,59,24,13,28,18,34,0,34,39,98,10,0
1763,Jakub Moder,pl POL,DFMF,Brighton,eng Premier League,21,1999,7.2,15,7,5,7,3,12,1,11,3,18,9,0
1764,Anthony Modeste,fr FRA,FWMF,Saint-Étienne,fr Ligue 1,32,1988,3.3,2,1,0,2,0,3,1,2,0,2,3,0
1765,Anthony Modeste,fr FRA,FW,Köln,de Bundesliga,32,1988,2.5,2,0,0,2,0,0,0,0,0,2,2,0
1766,Luka Modrić,hr CRO,MF,Real Madrid,es La Liga,34,1985,30.4,37,23,18,16,3,14,2,12,48,85,14,1
1767,Terem Moffi,ng NGA,FW,Lorient,fr Ligue 1,21,1999,23,13,8,0,8,5,5,2,3,4,17,8,0
1768,Kevin Möhwald,de GER,MF,Werder Bremen,de Bundesliga,27,1993,17.3,15,9,9,5,1,10,3,7,32,47,19,2
1769,Niklas Moisander,fi FIN,DF,Werder Bremen,de Bundesliga,34,1985,13.6,14,11,11,3,0,15,8,7,22,36,61,0
1770,Dion Moise Sahi,ci CIV,FWMF,Strasbourg,fr Ligue 1,18,2001,1,1,0,0,1,0,1,0,1,0,1,0,0
1771,Johan Mojica,co COL,DF,Atalanta,it Serie A,27,1992,3.3,4,4,3,1,0,3,0,3,7,11,6,0
