Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Blocks,Blocks_Sh,Blocks_Pass,Int,Tkl+Int,Clr,Err
708,Shane Duffy,ie IRL,DF,Brighton,eng Premier League,26,1992,34.3,35,20,23,7,5,57,47,10,36,71,244,3
709,Demeaco Duhaney,eng ENG,DF,Huddersfield,eng Premier League,19,1998,0.5,1,0,1,0,0,2,0,2,1,2,1,0
710,Paul Dummett,wls WAL,DF,Newcastle Utd,eng Premier League,26,1991,22.1,34,22,24,9,1,25,11,14,37,71,133,0
711,Alfred Duncan,gh GHA,MF,Sassuolo,it Serie A,25,1993,20.5,33,21,15,15,3,20,6,14,15,48,18,0
712,Lewis Dunk,eng ENG,DF,Brighton,eng Premier League,26,1991,35,42,26,31,10,1,49,38,11,46,88,196,5
713,Maxime Dupé,fr FRA,GK,Nantes,fr Ligue 1,25,1993,10.4,0,0,0,0,0,0,0,0,0,0,3,1
714,Erik Durm,de GER,DF,Huddersfield,eng Premier League,26,1992,22.8,35,22,24,8,3,26,6,20,41,76,42,0
715,Jimmy Durmaz,se SWE,MFFW,Toulouse,fr Ligue 1,29,1989,21.1,34,22,8,13,13,14,2,12,11,45,16,1
716,Riza Durmisi,dk DEN,DF,Lazio,it Serie A,24,1994,3.6,4,4,2,0,2,0,0,0,1,5,9,0
717,Hugo Duro,es ESP,MFFW,Getafe,es La Liga,18,1999,4.6,6,4,1,2,3,6,1,5,3,9,4,0
718,Raphael Dwamena,gh GHA,FW,Levante,es La Liga,22,1995,2.5,0,0,0,0,0,2,1,1,0,0,2,0
719,Paulo Dybala,ar ARG,FWMF,Juventus,it Serie A,24,1993,23.7,17,8,3,9,5,20,2,18,14,31,1,0
720,Edin Džeko,ba BIH,FW,Roma,it Serie A,32,1986,28.7,13,7,3,5,5,10,1,9,0,13,36,1
721,Blerim Džemaili,ch SUI,MF,Bologna,it Serie A,32,1986,19.4,44,27,22,19,3,22,1,21,17,61,12,1
722,Félix Eboa Eboa,cm CMR,DF,Guingamp,fr Ligue 1,21,1997,27,47,33,26,20,1,37,24,13,39,86,136,2
723,Dennis Eckert,de GER,FW,Celta Vigo,es La Liga,21,1997,2.4,3,2,0,1,2,1,0,1,2,5,3,0
724,Bruno Ecuele Manga,ga GAB,DF,Cardiff City,eng Premier League,30,1988,37.5,69,36,48,16,5,62,28,34,81,150,179,4
725,Simone Edera,it ITA,MF,Torino,it Serie A,21,1997,0.9,0,0,0,0,0,1,0,1,1,1,0,0
726,Simone Edera,it ITA,FW,Bologna,it Serie A,21,1997,2.2,4,4,3,0,1,5,1,4,0,4,1,0
727,Ederson,br BRA,GK,Manchester City,eng Premier League,24,1993,38,3,3,2,1,0,0,0,0,1,4,12,2
728,Johannes Eggestein,de GER,FWMF,Werder Bremen,de Bundesliga,20,1998,12.4,13,9,7,4,2,13,0,13,4,17,7,0
729,Maximilian Eggestein,de GER,MF,Werder Bremen,de Bundesliga,21,1996,33.9,68,42,29,34,5,49,10,39,30,98,69,0
730,Albin Ekdal,se SWE,MF,Sampdoria,it Serie A,29,1989,29.4,61,39,16,38,7,42,12,30,53,114,62,1
731,Josip Elez,hr CRO,DF,Hannover 96,de Bundesliga,24,1994,7.2,8,3,5,3,0,13,4,9,6,14,27,0
732,Harvey Elliott,eng ENG,MF,Fulham,eng Premier League,15,2003,0.2,0,0,0,0,0,1,0,1,0,0,0,0
733,Mohamed Elneny,eg EGY,MF,Arsenal,eng Premier League,26,1992,4.2,13,4,9,1,3,7,4,3,2,15,8,0
734,Aritz Elustondo,es ESP,DF,Real Sociedad,es La Liga,24,1994,25,47,29,31,14,2,23,7,16,39,86,150,0
735,Gorka Elustondo,es ESP,MFDF,Rayo Vallecano,es La Liga,31,1987,3.2,7,5,4,3,0,6,1,5,6,13,10,0
736,Nico Elvedi,ch SUI,DF,M'Gladbach,de Bundesliga,21,1996,29.1,41,19,34,7,0,30,13,17,47,88,135,6
737,Rodrigo Ely,br BRA,DF,Alavés,es La Liga,24,1993,4.8,8,5,5,3,0,9,7,2,7,15,30,0
738,Mohamed Elyounoussi,no NOR,MF,Southampton,eng Premier League,23,1994,8.8,16,12,7,6,3,11,1,10,6,22,5,0
739,Adri Embarba,es ESP,MFFW,Rayo Vallecano,es La Liga,26,1992,25.4,54,26,20,24,10,38,2,36,29,83,22,0
740,Breel Embolo,ch SUI,FW,Schalke 04,de Bundesliga,21,1997,14.9,22,17,4,13,5,11,0,11,4,26,6,0
741,Emerson,br BRA,FWDF,Betis,es La Liga,19,1999,3.5,9,7,6,1,2,6,0,6,7,16,12,0
742,Youssef En-Nesyri,ma MAR,FW,Leganés,es La Liga,21,1997,23.4,16,8,6,5,5,18,3,15,6,22,23,0
743,Björn Engels,be BEL,DF,Reims,fr Ligue 1,23,1994,33,11,8,6,5,0,30,24,6,44,55,181,3
744,Sergi Enrich,es ESP,FW,Eibar,es La Liga,28,1990,28.7,27,17,3,11,13,11,1,10,6,33,14,0
745,Javier Eraso,es ESP,MFFW,Leganés,es La Liga,28,1990,7,6,3,3,2,1,3,1,2,7,13,4,0
746,Christian Eriksen,dk DEN,MF,Tottenham,eng Premier League,26,1992,30.8,41,25,8,20,13,26,3,23,15,56,13,0
747,Patrick Erras,de GER,MF,Nürnberg,de Bundesliga,23,1995,13.6,15,10,7,7,1,24,13,11,23,38,45,0
748,Gonzalo Escalante,ar ARG,MF,Eibar,es La Liga,25,1993,19.9,49,28,11,35,3,37,2,35,21,70,21,0
749,Sergio Escudero,es ESP,DFFW,Sevilla,es La Liga,28,1989,17.2,43,29,20,18,5,22,4,18,24,67,52,0
750,Bernardo Espinosa,co COL,DF,Girona,es La Liga,29,1989,30.3,20,14,16,4,0,46,31,15,40,60,197,5
751,Michael Esser,de GER,GK,Hannover 96,de Bundesliga,30,1987,32,3,2,3,0,0,1,0,1,1,4,15,0
752,Alexander Esswein,de GER,MFFW,Stuttgart,de Bundesliga,28,1990,13.9,17,11,6,4,7,17,0,17,12,29,16,0
753,Neil Etheridge,ph PHI,GK,Cardiff City,eng Premier League,28,1990,38,1,1,1,0,0,0,0,0,7,8,19,1
754,Beñat Etxebarria,es ESP,MF,Athletic Club,es La Liga,31,1987,22.6,47,24,14,25,8,18,1,17,24,71,11,0
755,Xabier Etxeita,es ESP,DF,Huesca,es La Liga,30,1987,29.7,47,23,32,12,3,38,25,13,39,86,163,3
756,Lucas Evangelista,br BRA,FWMF,Nantes,fr Ligue 1,23,1995,8,30,17,11,12,7,10,0,10,9,39,6,0
757,Jonny Evans,nir NIR,DF,Leicester City,eng Premier League,30,1988,22.2,24,13,20,4,0,28,10,18,33,57,152,3
758,Ewerton,br BRA,DF,Nürnberg,de Bundesliga,29,1989,14.9,24,20,21,3,0,23,16,7,25,49,108,1
759,Valentin Eysseric,fr FRA,FWMF,Fiorentina,it Serie A,26,1992,4,6,5,3,2,1,6,1,5,4,10,1,0
760,Valentin Eysseric,fr FRA,MFFW,Nantes,fr Ligue 1,26,1992,2.3,1,1,0,1,0,2,0,2,0,1,0,0
761,Marco Fabián,mx MEX,FW,Eint Frankfurt,de Bundesliga,29,1989,0.7,3,2,2,1,0,0,0,0,3,6,0,0
762,Łukasz Fabiański,pl POL,GK,West Ham,eng Premier League,33,1985,38,1,0,1,0,0,0,0,0,1,2,10,1
763,Fabinho,br BRA,MF,Liverpool,eng Premier League,24,1993,22.4,59,31,17,38,4,34,6,28,28,87,27,2
764,Fábio,br BRA,DFFW,Nantes,fr Ligue 1,28,1990,14.2,53,34,25,27,1,18,4,14,18,71,27,0
765,Cesc Fàbregas,es ESP,MF,Chelsea,eng Premier League,31,1987,2,6,4,4,2,0,2,1,1,1,7,0,0
766,Cesc Fàbregas,es ESP,MF,Monaco,fr Ligue 1,31,1987,10.7,14,10,5,5,4,12,3,9,9,23,5,1
767,Fabricio,es ESP,GK,Fulham,eng Premier League,30,1987,2,1,1,1,0,0,0,0,0,0,1,3,2
768,Ralf Fährmann,de GER,GK,Schalke 04,de Bundesliga,29,1988,16.3,0,0,0,0,0,0,0,0,2,2,10,4
769,Romain Faivre,fr FRA,MF,Monaco,fr Ligue 1,20,1998,1,1,0,0,1,0,0,0,0,1,2,1,1
770,Fayçal Fajr,ma MAR,MF,Caen,fr Ligue 1,29,1988,36,65,32,22,33,10,27,6,21,29,94,19,2
771,Radamel Falcao,co COL,FW,Monaco,fr Ligue 1,32,1986,28.4,34,15,6,16,12,11,6,5,3,37,23,2
772,Diego Falcinelli,it ITA,FW,Bologna,it Serie A,27,1991,7.8,8,5,1,3,4,4,1,3,1,9,5,0
773,Simon Falette,gn GUI,DF,Eint Frankfurt,de Bundesliga,26,1992,6.7,9,6,7,1,1,11,5,6,14,23,32,0
774,Iago Falque,es ESP,FWMF,Torino,it Serie A,28,1990,17.9,13,8,3,8,2,14,0,14,3,16,2,0
775,Paolo Faragò,it ITA,MFDF,Cagliari,it Serie A,25,1993,18.9,46,29,20,16,10,28,2,26,15,61,38,0
776,Mohamed Fares,dz ALG,DF,SPAL,it Serie A,22,1996,32.8,63,43,37,18,8,48,4,44,54,117,83,2
777,Diego Farias,br BRA,FW,Empoli,it Serie A,28,1990,13.3,11,4,2,8,1,7,1,6,0,11,4,0
778,Diego Farias,br BRA,FW,Cagliari,it Serie A,28,1990,7.8,13,9,3,7,3,7,1,6,1,14,5,0
779,Andrea Favilli,it ITA,FWDF,Genoa,it Serie A,21,1997,1.9,1,1,0,0,1,1,0,1,0,1,1,0
780,Federico Fazio,ar ARG,DF,Roma,it Serie A,31,1987,31.2,28,20,14,11,3,45,33,12,53,81,171,2
781,Zouhair Feddal,ma MAR,DF,Betis,es La Liga,29,1989,18.9,38,23,31,6,1,19,8,11,31,69,94,2
782,Nabil Fekir,fr FRA,MF,Lyon,fr Ligue 1,25,1993,22.1,51,31,16,19,16,42,0,42,7,58,3,0
783,Yassin Fekir,fr FRA,FW,Lyon,fr Ligue 1,21,1997,0.1,0,0,0,0,0,0,0,0,0,0,0,0
784,Felipe,br BRA,DF,Hannover 96,de Bundesliga,31,1987,12.2,23,15,21,2,0,17,9,8,35,58,71,0
785,Luiz Felipe,it ITA,DF,Lazio,it Serie A,21,1997,14.3,27,18,20,7,0,27,15,12,26,53,57,1
786,Ohis Felix Uduokhai,de GER,DF,Wolfsburg,de Bundesliga,20,1997,2.7,13,7,7,5,1,6,2,4,6,19,11,1
787,Marouane Fellaini,be BEL,MF,Manchester Utd,eng Premier League,30,1987,8.4,21,13,11,9,1,9,5,4,4,25,34,1
788,Kiko Femenía,es ESP,DF,Watford,eng Premier League,27,1991,22.8,48,30,34,12,2,24,6,18,36,84,68,0
789,Edimilson Fernandes,ch SUI,MF,Fiorentina,it Serie A,22,1996,21.9,36,24,17,16,3,31,6,25,26,62,31,0
790,Gelson Fernandes,ch SUI,MF,Eint Frankfurt,de Bundesliga,31,1986,24.7,74,48,33,38,3,45,9,36,53,127,16,0
791,Aitor Fernández,es ESP,GK,Levante,es La Liga,27,1991,16,1,0,1,0,0,0,0,0,1,2,10,1
792,Andrés Fernández,es ESP,GK,Villarreal,es La Liga,31,1986,6,1,0,1,0,0,0,0,0,0,1,4,1
793,Borja Fernández,es ESP,MFDF,Valladolid,es La Liga,37,1981,9.3,17,12,7,9,1,14,2,12,14,31,25,0
794,Federico Fernández,ar ARG,DF,Newcastle Utd,eng Premier League,29,1989,16.5,16,12,12,4,0,19,12,7,25,41,106,1
795,Joaquín Fernández,es ESP,DFMF,Valladolid,es La Liga,22,1996,9.3,16,9,14,1,1,9,7,2,17,33,45,0
796,Fernandinho,br BRA,MF,Manchester City,eng Premier League,33,1985,26.4,57,43,19,30,8,28,4,24,41,98,70,0
797,Juan Ferney Otero,co COL,FWMF,Amiens,fr Ligue 1,23,1995,24.2,29,13,11,12,6,23,3,20,22,51,18,0
798,Alex Ferrari,it ITA,DF,Sampdoria,it Serie A,24,1994,6,10,8,4,6,0,7,4,3,9,19,26,0
799,David Ferreiro,es ESP,MFFW,Huesca,es La Liga,30,1988,25.3,36,22,13,19,4,27,1,26,24,60,14,2
800,Facundo Ferreyra,ar ARG,FW,Espanyol,es La Liga,27,1991,2.3,5,2,0,4,1,3,0,3,0,5,5,0
801,Jordan Ferri,fr FRA,MF,Nîmes,fr Ligue 1,26,1992,20.8,52,31,22,23,7,27,2,25,15,67,9,1
802,Jordan Ferri,fr FRA,MF,Lyon,fr Ligue 1,26,1992,1.3,5,3,3,1,1,4,2,2,1,6,3,0
803,Oliver Fink,de GER,MF,Düsseldorf,de Bundesliga,36,1982,11.7,38,22,17,17,4,20,3,17,13,51,19,0
804,Alfreð Finnbogason,is ISL,FW,Augsburg,de Bundesliga,29,1989,14.8,7,3,2,5,0,6,1,5,3,10,11,0
805,Roberto Firmino,br BRA,FWMF,Liverpool,eng Premier League,26,1991,29,30,20,5,16,9,35,1,34,6,36,16,0
806,Junior Firpo,es ESP,DFFW,Betis,es La Liga,21,1996,21.5,38,25,16,14,8,27,2,25,23,61,48,0
807,Mathieu Flamini,fr FRA,MF,Getafe,es La Liga,34,1984,5,9,4,4,4,1,3,1,2,5,14,4,0
808,Mark Flekken,nl NED,GK,Freiburg,de Bundesliga,25,1993,1,0,0,0,0,0,0,0,0,0,0,0,0
809,Sergio Floccari,it ITA,FW,SPAL,it Serie A,36,1981,10.8,13,5,1,5,7,6,2,4,2,15,6,0
810,Alessandro Florenzi,it ITA,DFFW,Roma,it Serie A,27,1991,24.2,38,21,22,11,5,27,5,22,46,84,58,0
811,Phil Foden,eng ENG,MF,Manchester City,eng Premier League,18,2000,3.7,7,6,1,3,3,1,0,1,4,11,1,0
812,Guessouma Fofana,mr MTN,MF,Amiens,fr Ligue 1,25,1992,2.1,6,4,3,3,0,2,1,1,3,9,0,0
813,Guessouma Fofana,mr MTN,MF,Guingamp,fr Ligue 1,25,1992,5.3,14,9,2,10,2,3,0,3,6,20,8,0
814,Seko Fofana,ci CIV,MF,Udinese,it Serie A,23,1995,29.3,25,13,14,10,1,20,7,13,29,54,18,3
815,Wesley Fofana,fr FRA,DF,Saint-Étienne,fr Ligue 1,17,2000,1.8,7,6,5,2,0,1,0,1,4,11,9,0
816,Youssouf Fofana,fr FRA,MF,Strasbourg,fr Ligue 1,19,1999,10.1,28,20,5,20,3,7,0,7,11,39,8,0
817,Thomas Foket,be BEL,DF,Reims,fr Ligue 1,23,1994,32,91,52,55,23,13,30,4,26,49,140,80,1
818,Thomas Fontaine,mg MAD,DFMF,Reims,fr Ligue 1,27,1991,4.7,6,3,5,0,1,6,2,4,7,13,28,1
819,José Fonte,pt POR,DF,Lille,fr Ligue 1,34,1983,34.6,27,15,15,9,3,33,26,7,37,64,153,1
820,Rui Fonte,pt POR,FWMF,Lille,fr Ligue 1,28,1990,7,25,12,4,16,5,4,0,4,2,27,8,0
821,Pablo Fornals,es ESP,MFFW,Villarreal,es La Liga,22,1996,27.5,49,26,14,26,9,32,4,28,24,73,19,0
822,Emil Forsberg,se SWE,MFFW,RB Leipzig,de Bundesliga,26,1991,13.9,12,7,0,12,0,16,1,15,3,15,6,0
823,Fraser Forster,eng ENG,GK,Southampton,eng Premier League,30,1988,1,0,0,0,0,0,0,0,0,0,0,1,0
824,Steven Fortes,cv CPV,DF,Toulouse,fr Ligue 1,26,1992,1.5,3,1,1,2,0,1,1,0,2,5,9,2
825,Iver Fossum,no NOR,MF,Hannover 96,de Bundesliga,22,1996,5.1,9,5,1,7,1,8,2,6,7,16,10,0
826,Ben Foster,eng ENG,GK,Watford,eng Premier League,35,1983,38,2,2,2,0,0,0,0,0,2,4,34,3
827,Timothy Fosu-Mensah,nl NED,DF,Fulham,eng Premier League,20,1998,8.8,18,7,12,6,0,11,5,6,12,30,30,1
828,Dimitri Foulquier,fr FRA,MFDF,Getafe,es La Liga,25,1993,20,29,12,10,14,5,23,2,21,20,49,38,0
829,Juan Foyth,ar ARG,DF,Tottenham,eng Premier League,20,1998,9.9,31,17,20,11,0,12,5,7,10,41,50,1
830,Raphael Framberger,de GER,DFMF,Augsburg,de Bundesliga,22,1995,6.1,8,6,4,4,0,10,3,7,11,19,15,1
831,Simon Francis,eng ENG,DF,Bournemouth,eng Premier League,33,1985,13.7,25,14,19,5,1,15,7,8,19,44,73,1
832,Mike Frantz,de GER,MFFW,Freiburg,de Bundesliga,31,1986,24.6,34,26,15,15,4,24,4,20,21,55,32,0
833,Ryan Fraser,sct SCO,MFFW,Bournemouth,eng Premier League,24,1994,35.2,19,11,9,8,2,23,6,17,22,41,33,0
834,Pierluigi Frattali,it ITA,GK,Parma,it Serie A,32,1985,1,0,0,0,0,0,0,0,0,0,0,1,0
835,Fred,br BRA,MF,Manchester Utd,eng Premier League,25,1993,11.6,29,17,12,16,1,26,2,24,16,45,14,2
836,Ryan Fredericks,eng ENG,DF,West Ham,eng Premier League,25,1992,12.1,38,23,33,5,0,15,5,10,13,51,49,1
837,Remo Freuler,ch SUI,MF,Atalanta,it Serie A,26,1992,33.6,84,45,34,34,16,62,12,50,38,122,45,0
838,Nicolas Frey,fr FRA,DF,Chievo,it Serie A,34,1984,2.5,3,1,2,1,0,3,3,0,7,10,18,0
839,Marco Friedl,at AUT,DF,Werder Bremen,de Bundesliga,20,1998,5.3,8,6,4,3,1,9,6,3,13,21,21,0
840,Alexander Fuchs,de GER,MFFW,Nürnberg,de Bundesliga,21,1997,7.3,14,12,5,7,2,9,1,8,5,19,10,0
841,Christian Fuchs,at AUT,DF,Leicester City,eng Premier League,32,1986,2.3,4,3,0,4,0,0,0,0,4,8,8,0
842,Javi Fuego,es ESP,MF,Villarreal,es La Liga,34,1984,2.6,6,3,5,1,0,2,0,2,3,9,9,0
843,Angelo Fulgini,fr FRA,MFFW,Angers,fr Ligue 1,21,1996,18.2,38,22,18,13,7,21,3,18,28,66,15,0
844,Niclas Füllkrug,de GER,FW,Hannover 96,de Bundesliga,25,1993,12.4,3,0,0,1,2,10,4,6,1,4,17,0
845,Ramiro Funes Mori,ar ARG,DFMF,Villarreal,es La Liga,27,1991,29.2,41,29,30,9,2,36,24,12,42,83,149,2
846,Manolo Gabbiadini,it ITA,FWMF,Southampton,eng Premier League,26,1991,5.3,6,2,1,4,1,5,0,5,3,9,6,0
847,Manolo Gabbiadini,it ITA,FW,Sampdoria,it Serie A,26,1991,9,5,2,1,3,1,6,1,5,4,9,4,0
848,Mijat Gaćinović,rs SRB,MF,Eint Frankfurt,de Bundesliga,23,1995,18.1,31,20,7,13,11,26,1,25,24,55,10,0
849,Gianluca Gaetano,it ITA,MFFW,Napoli,it Serie A,18,2000,0.1,0,0,0,0,0,0,0,0,0,0,0,0
850,Roberto Gagliardini,it ITA,MF,Inter,it Serie A,24,1994,12.1,23,14,13,8,2,21,3,18,16,39,19,0
851,Riccardo Gagliolo,se SWE,DF,Parma,it Serie A,28,1990,33.8,69,45,52,15,2,60,33,27,66,135,213,2
852,Milan Gajić,rs SRB,DF,Bordeaux,fr Ligue 1,22,1996,1,2,1,1,0,1,0,0,0,1,3,7,0
853,Javi Galán,es ESP,DFFW,Huesca,es La Liga,23,1994,16,61,39,36,23,2,22,1,21,19,80,52,1
854,Sam Gallagher,eng ENG,FW,Southampton,eng Premier League,22,1995,0.4,0,0,0,0,0,1,0,1,0,0,1,0
855,Álex Gallar,es ESP,MFFW,Huesca,es La Liga,26,1992,11.2,15,9,6,5,4,9,1,8,9,24,5,0
856,Enric Gallego,es ESP,FW,Huesca,es La Liga,31,1986,17.1,21,15,3,13,5,17,2,15,8,29,32,0
857,Álex Gálvez,es ESP,DF,Rayo Vallecano,es La Liga,29,1989,15.7,38,28,25,13,0,7,2,5,45,83,69,1
858,Kévin Gameiro,fr FRA,FW,Valencia,es La Liga,31,1987,17.9,14,9,4,6,4,12,2,10,5,19,3,0
859,Idrissa Gana Gueye,sn SEN,MF,Everton,eng Premier League,28,1989,31.4,142,89,70,63,9,52,8,44,74,216,48,1
860,Ignatius Ganago,cm CMR,FW,Nice,fr Ligue 1,19,1999,11.5,3,1,0,2,1,2,0,2,1,4,7,0
861,Cristian Ganea,ro ROU,DF,Athletic Club,es La Liga,26,1992,0.5,0,0,0,0,0,1,0,1,1,1,2,0
862,Ganso,br BRA,MFFW,Amiens,fr Ligue 1,28,1989,5.8,12,8,2,8,2,5,1,4,6,18,0,0
863,Ezequiel Garay,ar ARG,DF,Valencia,es La Liga,31,1986,23.7,20,17,15,3,2,30,23,7,16,36,140,0
864,Borja Garcés,es ESP,FW,Atlético Madrid,es La Liga,18,1999,0.2,0,0,0,0,0,0,0,0,0,0,0,0
865,Alberto García,es ESP,GK,Rayo Vallecano,es La Liga,33,1985,17,1,1,1,0,0,1,0,1,2,3,1,2
866,Aleix García,es ESP,MF,Girona,es La Liga,21,1997,18.5,37,19,17,20,0,21,6,15,21,58,18,0
867,Álvaro García,es ESP,FWMF,Rayo Vallecano,es La Liga,25,1992,19.6,22,19,11,7,4,24,0,24,19,41,30,0
868,Borja García,es ESP,MFFW,Girona,es La Liga,27,1990,29.2,39,27,17,15,7,23,2,21,38,77,17,0
869,Dani García,es ESP,MF,Athletic Club,es La Liga,28,1990,27.5,56,34,21,32,3,28,8,20,49,105,46,1
870,Javi García,es ESP,DFMF,Betis,es La Liga,31,1987,5.8,3,1,3,0,0,5,1,4,5,8,27,0
871,Manu García,es ESP,MF,Alavés,es La Liga,32,1986,25.9,83,48,29,40,14,42,7,35,23,106,67,0
872,Manu García,es ESP,MF,Toulouse,fr Ligue 1,20,1998,20.5,37,26,14,17,6,16,1,15,15,52,5,0
873,Raúl García,es ESP,MFFW,Athletic Club,es La Liga,32,1986,26.3,61,41,13,37,11,56,1,55,21,82,39,0
874,Raúl García,es ESP,DF,Leganés,es La Liga,29,1989,4.2,8,6,4,4,0,5,2,3,6,14,28,1
875,Raúl García,es ESP,DF,Girona,es La Liga,29,1989,9.4,21,12,11,7,3,14,4,10,11,32,35,1
876,Sergio García,es ESP,FWMF,Espanyol,es La Liga,35,1983,16.5,18,10,4,11,3,6,1,5,10,28,4,0
877,James Garner,eng ENG,MF,Manchester Utd,eng Premier League,17,2001,0,0,0,0,0,0,0,0,0,0,0,0,0
878,Mario Gaspar,es ESP,DF,Villarreal,es La Liga,27,1990,28.9,62,43,39,17,6,48,11,37,42,104,91,0
879,Paulo Gazzaniga,ar ARG,GK,Tottenham,eng Premier League,26,1992,3,0,0,0,0,0,0,0,0,0,0,1,0
880,Marcello Gazzola,it ITA,DFMF,Parma,it Serie A,33,1985,10.2,9,4,2,5,2,6,3,3,4,13,33,0
881,Jean-Philippe Gbamin,ci CIV,MF,Mainz 05,de Bundesliga,22,1995,29.7,51,31,29,15,7,39,5,34,30,81,32,1
882,David de Gea,es ESP,GK,Manchester Utd,eng Premier League,27,1990,38,0,0,0,0,0,1,0,1,0,0,11,4
883,Theodor Gebre Selassie,cz CZE,DF,Werder Bremen,de Bundesliga,31,1986,31.3,53,38,27,16,10,33,8,25,69,122,100,0
884,Dennis Geiger,de GER,MF,Hoffenheim,de Bundesliga,20,1998,2.7,2,1,1,1,0,1,0,1,3,5,1,0
885,Jérémy Gélin,fr FRA,DFMF,Rennes,fr Ligue 1,21,1997,14.2,30,16,18,10,2,14,6,8,19,49,29,0
886,Romain Genevois,ht HAI,DF,Caen,fr Ligue 1,30,1987,4,10,6,9,1,0,3,0,3,8,18,13,0
887,Christian Gentner,de GER,MFFW,Stuttgart,de Bundesliga,32,1985,22.4,61,38,29,26,6,30,3,27,31,92,41,1
888,Yannick Gerhardt,de GER,MF,Wolfsburg,de Bundesliga,24,1994,27.3,52,34,22,20,10,35,7,28,30,82,34,0
889,Valère Germain,fr FRA,FW,Marseille,fr Ligue 1,28,1990,24.1,38,25,8,22,8,20,5,15,6,44,30,0
890,Gerson,br BRA,MFFW,Fiorentina,it Serie A,21,1997,27,42,26,22,15,5,46,9,37,16,58,32,0
891,Gervinho,ci CIV,FW,Parma,it Serie A,31,1987,25.6,19,12,11,5,3,7,0,7,10,29,2,0
892,Willem Geubbels,fr FRA,MF,Monaco,fr Ligue 1,16,2001,0.1,0,0,0,0,0,0,0,0,0,0,0,0
893,Lamine Ghezali,fr FRA,FWMF,Saint-Étienne,fr Ligue 1,19,1999,0.5,1,1,0,1,0,0,0,0,0,1,2,0
894,Rachid Ghezzal,dz ALG,FWMF,Leicester City,eng Premier League,26,1992,8.3,14,5,3,7,4,10,1,9,7,21,4,1
895,Paolo Ghiglione,it ITA,DF,Frosinone,it Serie A,21,1997,5.7,8,4,6,1,1,2,0,2,4,12,22,0
896,Saman Ghoddos,ir IRN,FWMF,Amiens,fr Ligue 1,24,1993,20.3,33,17,14,15,4,15,2,13,7,40,13,0
897,Faouzi Ghoulam,dz ALG,DF,Napoli,it Serie A,27,1991,12.8,9,7,3,5,1,6,2,4,8,17,17,0
898,Emanuele Giaccherini,it ITA,MFFW,Chievo,it Serie A,33,1985,22.3,14,8,5,7,2,21,2,19,16,30,10,2
899,Morgan Gibbs-White,eng ENG,MFFW,Wolves,eng Premier League,18,2000,7.4,6,3,2,4,0,6,0,6,1,7,0,0
900,Ben Gibson,eng ENG,DF,Burnley,eng Premier League,25,1993,0.7,1,1,1,0,0,1,1,0,0,1,2,0
901,Fabian Giefer,de GER,GK,Augsburg,de Bundesliga,28,1990,4,0,0,0,0,0,0,0,0,0,0,1,2
902,Niko Gießelmann,de GER,DF,Düsseldorf,de Bundesliga,26,1991,28.8,57,37,38,14,5,25,6,19,36,93,85,1
903,Daniel Ginczek,de GER,FW,Wolfsburg,de Bundesliga,27,1991,14.2,9,7,4,3,2,12,2,10,3,12,23,1
904,Matthias Ginter,de GER,DF,M'Gladbach,de Bundesliga,24,1994,26.4,24,14,16,7,1,31,19,12,17,41,98,1
905,Andrei Girotto,br BRA,MF,Nantes,fr Ligue 1,26,1992,16.4,57,40,18,36,3,22,6,16,29,86,43,1
906,Olivier Giroud,fr FRA,FW,Chelsea,eng Premier League,31,1986,9.4,3,2,0,1,2,6,1,5,3,6,7,0
907,Kamil Glik,pl POL,DF,Monaco,fr Ligue 1,30,1988,33,32,23,26,5,1,25,17,8,61,93,200,1
908,Serge Gnabry,de GER,FWMF,Bayern Munich,de Bundesliga,23,1995,19.6,36,20,12,13,11,18,0,18,11,47,3,0
909,Joris Gnagnon,fr FRA,DFMF,Sevilla,es La Liga,21,1997,5,11,8,6,4,1,2,2,0,10,21,16,0
910,Eddy Gnahoré,fr FRA,MF,Amiens,fr Ligue 1,24,1993,24.9,39,27,17,17,5,29,4,25,23,62,23,1
911,Massimo Gobbi,it ITA,DF,Parma,it Serie A,37,1980,13.1,14,7,5,5,4,16,8,8,9,23,48,0
912,Kevin Goden,de GER,DFMF,Nürnberg,de Bundesliga,19,1999,3,4,3,3,1,0,4,1,3,4,8,11,0
913,Diego Godín,uy URU,DF,Atlético Madrid,es La Liga,32,1986,27.9,52,30,33,19,0,22,9,13,45,97,141,2
914,Mauro Goicoechea,uy URU,GK,Toulouse,fr Ligue 1,30,1988,7.9,0,0,0,0,0,0,0,0,0,0,7,0
915,Edoardo Goldaniga,it ITA,DF,Frosinone,it Serie A,24,1993,29,43,28,34,7,2,29,16,13,57,100,119,0
916,Pierluigi Gollini,it ITA,GK,Atalanta,it Serie A,23,1995,20,2,2,2,0,0,0,0,0,0,2,3,2
917,Aleksandr Golovin,ru RUS,MFFW,Monaco,fr Ligue 1,22,1996,25.4,36,17,3,20,13,34,3,31,22,58,12,0
918,André Gomes,pt POR,MF,Everton,eng Premier League,25,1993,22,39,23,12,24,3,27,4,23,20,59,18,0
919,Angel Gomes,eng ENG,MFFW,Manchester Utd,eng Premier League,17,2000,0.3,1,0,0,0,1,0,0,0,0,1,0,0
