Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Blocks,Blocks_Sh,Blocks_Pass,Int,Tkl+Int,Clr,Err
36,Nathan Aké,nl NED,DF,Bournemouth,eng Premier League,23,1995,37.9,66,35,42,21,3,51,35,16,32,98,241,0
37,Sergio Akieme,es ESP,DF,Rayo Vallecano,es La Liga,20,1997,2,3,3,3,0,0,0,0,0,1,4,5,0
38,Chadrac Akolo,cd COD,MFFW,Stuttgart,de Bundesliga,23,1995,5.8,9,6,2,7,0,7,0,7,4,13,1,0
39,Kevin Akpoguma,ng NGA,DF,Hoffenheim,de Bundesliga,23,1995,5.5,23,15,13,10,0,18,5,13,12,35,20,2
40,Kevin Akpoguma,ng NGA,DF,Hannover 96,de Bundesliga,23,1995,3.5,10,6,5,5,0,7,2,5,10,20,7,2
41,David Alaba,at AUT,DF,Bayern Munich,de Bundesliga,26,1992,28.1,34,21,13,13,8,24,3,21,31,65,40,0
42,Sofiane Alakouch,ma MAR,DF,Nîmes,fr Ligue 1,20,1998,21.1,81,44,44,31,6,15,4,11,46,127,57,0
43,Lucas Alario,ar ARG,FW,Leverkusen,de Bundesliga,25,1992,14.1,15,8,5,6,4,9,0,9,1,16,16,0
44,Jordi Alba,es ESP,DF,Barcelona,es La Liga,29,1989,33.2,42,22,20,15,7,24,6,18,60,102,76,1
45,Luis Alberto,es ESP,MFFW,Lazio,it Serie A,25,1992,22.1,53,22,15,29,9,23,3,20,10,63,10,0
46,Raúl Albiol,es ESP,DF,Napoli,it Serie A,32,1985,19,16,8,12,4,0,19,16,3,20,36,90,1
47,Miiko Albornoz,cl CHI,DFMF,Hannover 96,de Bundesliga,27,1990,18.4,46,26,31,10,5,23,3,20,16,62,37,1
48,Marc Albrighton,eng ENG,FWMF,Leicester City,eng Premier League,28,1989,18.1,35,22,18,14,3,26,3,23,23,58,30,0
49,Paco Alcácer,es ESP,FW,Dortmund,de Bundesliga,24,1993,13.5,3,1,2,0,1,5,0,5,6,9,7,0
50,Pedro Alcalá,es ESP,DF,Girona,es La Liga,29,1989,20.8,32,23,23,9,0,21,18,3,36,68,120,0
51,Thiago Alcántara,es ESP,MF,Bayern Munich,de Bundesliga,27,1991,26.8,87,65,31,44,12,23,4,19,44,131,17,1
52,Rubén Alcaraz,es ESP,MF,Valladolid,es La Liga,27,1991,33.1,96,54,50,40,6,59,10,49,38,134,52,1
53,Toby Alderweireld,be BEL,DF,Tottenham,eng Premier League,29,1989,32.5,37,23,25,10,2,41,22,19,24,61,175,0
54,Álex Alegría,es ESP,FWMF,Rayo Vallecano,es La Liga,25,1992,1.6,1,1,0,1,0,1,0,1,0,1,0,0
55,Alexis Alegue,fr FRA,FW,Nantes,fr Ligue 1,21,1996,0.1,1,0,0,1,0,0,0,0,0,1,0,0
56,Iván Alejo,es ESP,MF,Getafe,es La Liga,23,1995,1.6,2,0,0,2,0,2,0,2,0,2,3,0
57,Carles Aleñá,es ESP,MF,Barcelona,es La Liga,20,1998,7.1,7,4,0,6,1,4,0,4,2,9,0,0
58,Rúnar Alex Rúnarsson,is ISL,GK,Dijon,fr Ligue 1,23,1995,25,2,0,2,0,0,0,0,0,1,3,7,2
59,Alexander,ar ARG,FW,Leganés,es La Liga,29,1988,0.1,1,0,1,0,0,0,0,0,0,1,0,0
60,Trent Alexander-Arnold,eng ENG,DF,Liverpool,eng Premier League,19,1998,27.4,61,39,31,22,8,19,3,16,35,96,68,0
61,Rachid Alioui,ma MAR,FW,Nîmes,fr Ligue 1,26,1992,13.9,15,5,3,9,3,8,1,7,10,25,11,0
62,Alisson,br BRA,GK,Liverpool,eng Premier League,25,1992,38,2,1,2,0,0,0,0,0,1,3,14,6
63,Bobby Allain,fr FRA,GK,Dijon,fr Ligue 1,26,1991,13,0,0,0,0,0,1,0,1,0,0,16,1
64,Allan,br BRA,MF,Napoli,it Serie A,27,1991,29.1,106,70,39,55,12,55,13,42,36,142,28,0
65,Allan,br BRA,MF,Eint Frankfurt,de Bundesliga,21,1997,2,4,4,2,2,0,4,2,2,0,4,1,0
66,Dele Alli,eng ENG,MF,Tottenham,eng Premier League,22,1996,20.3,33,19,6,14,13,33,5,28,19,52,20,0
67,Miguel Almirón,py PAR,MF,Newcastle Utd,eng Premier League,24,1994,8.4,20,12,7,10,3,14,1,13,8,28,5,0
68,Júnior Alonso,py PAR,DFMF,Celta Vigo,es La Liga,25,1993,6,13,9,8,4,1,8,3,5,5,18,24,1
69,Marcos Alonso,es ESP,DF,Chelsea,eng Premier League,27,1990,30.7,73,46,44,22,7,25,2,23,39,112,101,0
70,Mickaël Alphonse,gp GLP,DF,Dijon,fr Ligue 1,29,1989,6.3,10,5,6,1,3,3,1,2,9,19,30,0
71,Sergio Álvarez,es ESP,DFMF,Eibar,es La Liga,26,1992,11.9,34,25,12,20,2,9,4,5,17,51,43,0
72,Sergio Álvarez,es ESP,GK,Celta Vigo,es La Liga,31,1986,13,0,0,0,0,0,0,0,0,0,0,4,0
73,Yeray Álvarez,es ESP,DF,Athletic Club,es La Liga,23,1995,29,55,30,39,14,2,35,16,19,63,118,149,1
74,Bruno Alves,pt POR,DF,Parma,it Serie A,36,1981,32.5,15,8,11,4,0,36,28,8,29,44,210,0
75,Dani Alves,br BRA,MFDF,Paris S-G,fr Ligue 1,35,1983,18,42,22,16,23,3,18,5,13,8,50,11,0
76,Alfons Amade,de GER,MF,Hoffenheim,de Bundesliga,18,1999,0.1,1,1,0,1,0,0,0,0,1,2,0,0
77,Ibrahim Amadou,fr FRA,MFDF,Sevilla,es La Liga,25,1993,8.5,27,20,9,15,3,7,4,3,11,38,24,0
78,Romain Amalfitano,fr FRA,MFFW,Dijon,fr Ligue 1,28,1989,28,52,33,20,28,4,45,13,32,47,99,35,0
79,Daniel Amartey,gh GHA,DF,Leicester City,eng Premier League,23,1994,7.1,18,12,11,6,1,6,4,2,17,35,28,1
80,Jordi Amat,es ESP,DF,Rayo Vallecano,es La Liga,26,1992,30.7,54,31,34,19,1,31,10,21,43,97,133,1
81,Amath,sn SEN,MF,Getafe,es La Liga,22,1996,11.1,20,13,7,11,2,17,0,17,10,30,12,0
82,Jordan Amavi,fr FRA,DF,Marseille,fr Ligue 1,24,1994,24.2,74,50,34,26,14,24,8,16,46,120,93,4
83,Kelvin Amian,fr FRA,DF,Toulouse,fr Ligue 1,20,1998,32,68,45,54,12,2,36,13,23,36,104,113,1
84,Nadiem Amiri,de GER,MF,Hoffenheim,de Bundesliga,21,1996,8.4,14,9,8,4,2,11,0,11,7,21,4,0
85,Yanis Ammour,fr FRA,MF,Montpellier,fr Ligue 1,19,1999,0,0,0,0,0,0,0,0,0,0,0,0,0
86,Luke Amos,eng ENG,MF,Tottenham,eng Premier League,21,1997,0,1,0,0,1,0,0,0,0,0,1,0,0
87,Joachim Andersen,dk DEN,DF,Sampdoria,it Serie A,22,1996,32,40,27,31,8,1,30,15,15,35,75,147,1
88,Felipe Anderson,br BRA,MFFW,West Ham,eng Premier League,25,1993,33.8,89,49,33,44,12,71,0,71,41,130,18,1
89,Florin Andone,ro ROU,FW,Brighton,eng Premier League,25,1993,9.8,10,2,3,4,3,9,1,8,3,13,12,0
90,Benjamin André,fr FRA,MF,Rennes,fr Ligue 1,27,1990,27.7,101,60,39,50,12,40,6,34,54,155,58,0
91,Marco Andreolli,it ITA,DF,Cagliari,it Serie A,32,1986,1.2,1,1,1,0,0,2,1,1,1,2,5,0
92,Marco Andreolli,it ITA,DF,Chievo,it Serie A,32,1986,7.2,10,6,7,2,1,4,2,2,6,16,33,0
93,Yoann Andreu,fr FRA,DF,Angers,fr Ligue 1,29,1989,0,1,0,1,0,0,0,0,0,1,2,0,0
94,José Ángel,es ESP,DF,Eibar,es La Liga,28,1989,33.6,66,46,36,23,7,24,5,19,41,107,113,1
95,Miguel Ángel Moyá,es ESP,GK,Real Sociedad,es La Liga,34,1984,11,1,1,1,0,0,0,0,0,1,2,9,2
96,Cristian Ansaldi,ar ARG,DFMF,Torino,it Serie A,31,1986,20.1,50,26,19,21,10,21,4,17,15,65,31,0
97,Mirco Antenucci,it ITA,FW,SPAL,it Serie A,33,1984,23.7,11,9,5,1,5,14,0,14,5,16,5,0
98,Waldemar Anton,de GER,DF,Hannover 96,de Bundesliga,22,1996,34,49,32,33,14,2,56,33,23,69,118,169,3
99,Luca Antonelli,it ITA,DF,Empoli,it Serie A,31,1987,8.4,13,11,4,5,4,19,4,15,16,29,25,1
100,Mauro Antonio Burruchaga,ar ARG,MF,Chievo,it Serie A,20,1998,0.6,2,2,1,1,0,2,1,1,0,2,3,0
101,Michail Antonio,jm JAM,MFFW,West Ham,eng Premier League,28,1990,23.4,23,14,12,6,5,38,3,35,18,41,26,1
102,Antoñito,es ESP,DFMF,Valladolid,es La Liga,30,1987,20.7,35,21,16,15,4,21,8,13,18,53,31,0
103,Vitorino Antunes,pt POR,DFMF,Getafe,es La Liga,31,1987,24.2,41,26,22,17,2,33,7,26,43,84,75,1
104,Anuar,ma MAR,MFFW,Valladolid,es La Liga,23,1995,12,33,19,15,16,2,14,1,13,11,44,25,1
105,Dennis Aogo,de GER,MF,Stuttgart,de Bundesliga,31,1987,11.4,15,10,6,7,2,8,1,7,9,24,19,0
106,Houssem Aouar,fr FRA,MF,Lyon,fr Ligue 1,20,1998,34,63,38,28,25,10,33,6,27,32,95,25,3
107,Emmanuel Apeh,ng NGA,FWMF,Celta Vigo,es La Liga,21,1996,0.2,0,0,0,0,0,0,0,0,0,0,0,0
108,Mauro Arambarri,uy URU,MF,Getafe,es La Liga,22,1995,29.7,59,33,18,37,4,44,9,35,30,89,36,0
109,Guilherme Arana,br BRA,DF,Sevilla,es La Liga,21,1997,7,11,6,5,5,1,6,3,3,9,20,8,0
110,Charles Aránguiz,cl CHI,MF,Leverkusen,de Bundesliga,29,1989,21,48,30,21,22,5,31,2,29,25,73,27,1
111,Luiz Araújo,br BRA,FWMF,Lille,fr Ligue 1,22,1996,8.7,23,17,8,9,6,6,1,5,3,26,4,0
112,Néstor Araujo,mx MEX,DF,Celta Vigo,es La Liga,26,1991,29.8,42,22,32,9,1,32,21,11,35,77,153,1
113,Anaitz Arbilla,es ESP,DF,Eibar,es La Liga,31,1987,21.7,31,24,25,5,1,12,5,7,46,77,92,2
114,Joaquín Ardaiz,uy URU,FW,Frosinone,it Serie A,19,1999,0.2,0,0,0,0,0,0,0,0,0,0,0,0
115,Alphonse Areola,fr FRA,GK,Paris S-G,fr Ligue 1,25,1993,21,1,1,1,0,0,0,0,0,0,1,4,1
116,Santiago Arias,co COL,DF,Atlético Madrid,es La Liga,26,1992,19.7,48,32,31,16,1,14,2,12,34,82,43,0
117,Lorenzo Ariaudo,it ITA,DF,Frosinone,it Serie A,29,1989,18.7,20,14,15,4,1,31,20,11,14,34,103,0
118,Nicolò Armini,it ITA,DF,Lazio,it Serie A,17,2001,0.4,1,1,0,1,0,1,0,1,0,1,0,0
119,Yoël Armougom,fr FRA,DF,Caen,fr Ligue 1,20,1998,20.6,31,21,20,9,2,9,3,6,21,52,66,0
120,Stuart Armstrong,sct SCO,MF,Southampton,eng Premier League,26,1992,15.9,28,20,14,6,8,14,0,14,12,40,12,0
121,José Arnaiz,es ESP,MFFW,Leganés,es La Liga,23,1995,1.3,1,1,1,0,0,0,0,0,2,3,1,0
122,Marko Arnautović,at AUT,FW,West Ham,eng Premier League,29,1989,22.1,9,5,4,3,2,4,2,2,3,12,6,0
123,Maximilian Arnold,de GER,MF,Wolfsburg,de Bundesliga,24,1994,31.9,52,30,21,27,4,31,10,21,35,87,48,1
124,Kepa Arrizabalaga,es ESP,GK,Chelsea,eng Premier League,23,1994,36,1,1,1,0,0,1,0,1,0,1,4,2
125,Harry Arter,ie IRL,MF,Cardiff City,eng Premier League,28,1989,22.2,62,37,27,26,9,33,5,28,21,83,21,2
126,Kwadwo Asamoah,gh GHA,DF,Inter,it Serie A,29,1988,29.7,44,26,22,14,8,21,4,17,40,84,46,1
127,Takuma Asano,jp JPN,MFFW,Hannover 96,de Bundesliga,23,1994,7.8,5,3,1,1,3,9,0,9,2,7,2,0
128,Santiago Ascacíbar,ar ARG,MF,Stuttgart,de Bundesliga,21,1997,27,78,50,43,29,6,48,10,38,43,121,34,1
129,Sergio Asenjo,es ESP,GK,Villarreal,es La Liga,29,1989,32,0,0,0,0,0,0,0,0,3,3,26,2
130,Marco Asensio,es ESP,FW,Real Madrid,es La Liga,22,1996,19.8,12,8,3,5,4,16,1,15,14,26,7,0
131,Iago Aspas,es ESP,FWMF,Celta Vigo,es La Liga,30,1987,25,16,11,4,8,4,14,0,14,16,32,5,0
132,Simon Asta,de GER,DF,Augsburg,de Bundesliga,17,2001,1,6,3,4,2,0,2,1,1,3,9,1,0
133,Youcef Atal,dz ALG,DFFW,Nice,fr Ligue 1,22,1996,25.1,68,44,34,25,9,38,8,30,56,124,42,0
134,Christian Atsu,gh GHA,MF,Newcastle Utd,eng Premier League,26,1992,16.6,24,15,9,11,4,13,3,10,7,31,16,0
135,Pierre-Emerick Aubameyang,ga GAB,FW,Arsenal,eng Premier League,29,1989,30.3,21,17,6,9,6,26,0,26,8,29,22,0
136,Emil Audero,it ITA,GK,Sampdoria,it Serie A,21,1997,36,4,3,4,0,0,0,0,0,1,5,21,4
137,Jean-Kévin Augustin,fr FRA,FW,RB Leipzig,de Bundesliga,21,1997,5.1,2,0,0,0,2,6,0,6,3,5,0,0
138,Ludwig Augustinsson,se SWE,DF,Werder Bremen,de Bundesliga,24,1994,33.6,53,31,25,22,6,37,11,26,38,91,86,1
139,Serge Aurier,ci CIV,DF,Tottenham,eng Premier League,25,1992,6.3,20,12,12,4,4,8,2,6,7,27,20,0
140,Charlie Austin,eng ENG,FW,Southampton,eng Premier League,29,1989,10.9,13,7,3,6,4,12,2,10,2,15,13,0
141,Ezequiel Ávila,ar ARG,FWMF,Huesca,es La Liga,24,1994,22.2,18,10,7,7,4,21,2,19,13,31,22,0
142,Jordan Ayew,gh GHA,FW,Crystal Palace,eng Premier League,26,1991,13.1,38,23,12,19,7,16,0,16,7,45,6,0
143,Kaan Ayhan,tr TUR,DF,Düsseldorf,de Bundesliga,23,1994,27.2,53,29,38,15,0,34,16,18,59,112,118,3
144,Floyd Ayité,tg TOG,FWMF,Fulham,eng Premier League,29,1988,5.3,4,4,2,1,1,8,1,7,7,11,5,0
145,César Azpilicueta,es ESP,DF,Chelsea,eng Premier League,28,1989,37.8,105,60,52,40,13,63,16,47,43,148,91,3
146,Abdoulaye Ba,sn SEN,DF,Rayo Vallecano,es La Liga,27,1991,23.4,46,33,37,8,1,32,18,14,29,75,165,4
147,Florian Baak,de GER,MF,Hertha BSC,de Bundesliga,19,1999,0,0,0,0,0,0,0,0,0,0,0,0,0
148,Ludovic Baal,gf GUF,DF,Rennes,fr Ligue 1,32,1986,1.4,4,3,3,1,0,1,0,1,2,6,1,0
149,Khouma Babacar,sn SEN,FW,Sassuolo,it Serie A,25,1993,16.5,7,3,2,5,0,8,2,6,3,10,25,1
150,Ryan Babel,nl NED,FWMF,Fulham,eng Premier League,31,1986,13.9,8,4,1,5,2,12,0,12,6,14,13,1
151,Carlos Bacca,co COL,FW,Villarreal,es La Liga,31,1986,14.1,4,2,1,2,1,4,0,4,8,12,5,0
152,Juninho Bacuna,cw CUW,MFDF,Huddersfield,eng Premier League,20,1997,15.7,46,29,22,19,5,21,1,20,24,70,12,1
153,Leandro Bacuna,cw CUW,MF,Cardiff City,eng Premier League,26,1991,6.2,15,10,5,7,3,5,2,3,15,30,9,0
154,Milan Badelj,hr CRO,MF,Lazio,it Serie A,29,1989,12.7,33,20,10,19,4,27,9,18,33,66,20,1
155,Benoît Badiashile,fr FRA,DF,Monaco,fr Ligue 1,17,2001,19.6,25,18,18,7,0,12,5,7,21,46,79,2
156,Holger Badstuber,de GER,DF,Stuttgart,de Bundesliga,29,1989,5.8,12,4,8,4,0,6,2,4,9,21,21,1
157,Stéphane Bahoken,cm CMR,FW,Angers,fr Ligue 1,26,1992,27.4,15,7,0,10,5,35,3,32,8,23,5,0
158,Daniel Baier,de GER,MF,Augsburg,de Bundesliga,34,1984,31.3,62,39,21,37,4,27,8,19,60,122,48,2
159,Leon Bailey,jm JAM,FW,Leverkusen,de Bundesliga,20,1997,21.3,15,11,9,2,4,20,0,20,14,29,11,0
160,Eric Bailly,ci CIV,DF,Manchester Utd,eng Premier League,24,1994,7.1,15,9,14,1,0,9,4,5,13,28,39,1
161,Leighton Baines,eng ENG,DF,Everton,eng Premier League,33,1984,4.2,8,6,4,3,1,2,0,2,2,10,8,0
162,Marvin Bakalorz,de GER,MF,Hannover 96,de Bundesliga,28,1989,16.3,18,11,7,9,2,29,4,25,28,46,47,0
163,Tiemoué Bakayoko,fr FRA,MF,Milan,it Serie A,23,1994,25.6,69,43,22,40,7,34,5,29,50,119,42,2
164,Ridle Baku,de GER,MF,Mainz 05,de Bundesliga,20,1998,10.4,18,9,6,9,3,13,1,12,8,26,9,0
165,Fabián Balbuena,py PAR,DF,West Ham,eng Premier League,26,1991,22.4,40,20,34,6,0,23,15,8,53,93,175,0
166,Keita Baldé,sn SEN,FW,Inter,it Serie A,23,1995,9.9,10,6,4,2,4,8,0,8,3,13,1,0
167,Gareth Bale,wls WAL,FW,Real Madrid,es La Liga,29,1989,19.8,16,8,5,7,4,19,3,16,11,27,13,0
168,Mikel Balenziaga,es ESP,DF,Athletic Club,es La Liga,30,1988,5.8,10,6,7,1,2,6,2,4,2,12,21,0
169,Andrija Balić,hr CRO,FWMF,Udinese,it Serie A,20,1997,0.3,1,0,0,0,1,0,0,0,0,1,1,0
170,Fodé Ballo-Touré,sn SEN,DF,Lille,fr Ligue 1,21,1997,17.7,47,35,26,19,2,25,7,18,27,74,42,2
171,Fodé Ballo-Touré,sn SEN,DF,Monaco,fr Ligue 1,21,1997,17.7,46,31,26,16,4,20,2,18,28,74,38,2
172,Florent Balmont,fr FRA,MF,Dijon,fr Ligue 1,38,1980,12,29,16,16,10,3,13,2,11,6,35,8,0
173,Leon Balogun,ng NGA,DF,Brighton,eng Premier League,30,1988,6.6,12,6,11,1,0,5,3,2,17,29,32,1
174,Mario Balotelli,it ITA,FW,Nice,fr Ligue 1,27,1990,8.4,1,0,0,1,0,9,1,8,1,2,8,0
175,Mario Balotelli,it ITA,FW,Marseille,fr Ligue 1,27,1990,10.4,5,3,1,3,1,8,2,6,3,8,6,0
176,Abdoulaye Bamba,ci CIV,DF,Angers,fr Ligue 1,28,1990,28.6,51,29,31,14,6,20,4,16,37,88,86,0
177,Jonathan Bamba,fr FRA,FWMF,Lille,fr Ligue 1,22,1996,33.4,29,19,7,17,5,24,1,23,41,70,18,0
178,Sol Bamba,ci CIV,DF,Cardiff City,eng Premier League,33,1985,27.5,74,42,44,30,0,72,32,40,82,156,181,3
179,Yacine Bammou,ma MAR,FWMF,Caen,fr Ligue 1,26,1991,10.3,14,7,7,4,3,14,3,11,9,23,17,0
180,Éver Banega,ar ARG,MF,Sevilla,es La Liga,30,1988,29.6,71,50,32,35,4,26,5,21,28,99,28,0
181,Mattia Bani,it ITA,DF,Chievo,it Serie A,24,1993,29,67,40,46,21,0,51,35,16,57,124,162,2
182,Léo Baptistão,br BRA,FWMF,Espanyol,es La Liga,25,1992,13.7,22,14,11,5,6,17,0,17,8,30,14,0
183,Antonín Barák,cz CZE,MFFW,Udinese,it Serie A,23,1994,3.7,9,6,4,5,0,4,0,4,2,11,2,0
184,Federico Barba,it ITA,DF,Chievo,it Serie A,24,1993,27.6,30,14,21,9,0,29,15,14,65,95,129,0
185,Danilo Barbosa,br BRA,MF,Nice,fr Ligue 1,22,1996,17.2,29,20,13,13,3,17,2,15,15,44,25,1
186,Enis Bardhi,mk MKD,MF,Levante,es La Liga,23,1995,31.5,70,43,30,34,6,35,3,32,31,101,36,1
187,Francesco Bardi,it ITA,GK,Frosinone,it Serie A,26,1992,3,0,0,0,0,0,0,0,0,0,0,2,0
188,Phil Bardsley,sct SCO,DF,Burnley,eng Premier League,33,1985,18.6,32,19,15,14,3,25,12,13,31,63,68,1
189,Nicolò Barella,it ITA,MF,Cagliari,it Serie A,21,1997,34.5,99,65,38,41,20,61,2,59,38,137,27,0
190,Philipp Bargfrede,de GER,MFDF,Werder Bremen,de Bundesliga,29,1989,12,23,15,9,12,2,35,11,24,34,57,45,1
191,Antonino Barillà,it ITA,MF,Parma,it Serie A,30,1988,29.1,64,36,40,17,7,40,13,27,36,100,50,1
192,Ross Barkley,eng ENG,MF,Chelsea,eng Premier League,24,1993,13.8,15,10,5,7,3,8,1,7,9,24,17,2
193,Aymen Barkok,ma MAR,MF,Düsseldorf,de Bundesliga,20,1998,5.7,13,6,4,9,0,8,1,7,4,17,3,0
194,Ashley Barnes,eng ENG,FW,Burnley,eng Premier League,28,1989,26.5,28,17,4,17,7,29,8,21,2,30,25,0
195,Harvey Barnes,eng ENG,MFFW,Leicester City,eng Premier League,20,1997,11.2,10,6,5,4,1,7,1,6,3,13,7,0
196,Antonio Barragán,es ESP,DFFW,Betis,es La Liga,31,1987,10.4,14,8,9,4,1,15,4,11,5,19,30,2
197,Antonio Barreca,it ITA,DF,Newcastle Utd,eng Premier League,23,1995,0.1,0,0,0,0,0,0,0,0,0,0,0,0
198,Antonio Barreca,it ITA,DF,Monaco,fr Ligue 1,23,1995,6.6,11,8,8,3,0,3,2,1,7,18,18,0
199,Leandro Barreiro Martins,lu LUX,MF,Mainz 05,de Bundesliga,18,2000,1,4,4,2,0,2,0,0,0,2,6,1,0
200,Ander Barrenetxea,es ESP,FWMF,Real Sociedad,es La Liga,16,2001,4.4,7,2,2,0,5,8,0,8,4,11,1,0
201,Édgar Barreto,py PAR,MF,Sampdoria,it Serie A,34,1984,8.7,28,19,15,6,7,11,3,8,17,45,7,0
202,Musa Barrow,gm GAM,FW,Atalanta,it Serie A,19,1998,6.7,9,5,5,3,1,4,0,4,0,9,2,0
203,Fin Bartels,de GER,MFFW,Werder Bremen,de Bundesliga,31,1987,0.3,0,0,0,0,0,0,0,0,1,1,0,0
204,Marc Bartra,es ESP,DF,Betis,es La Liga,27,1991,32.5,86,55,55,26,5,46,21,25,60,146,132,2
205,Andrea Barzagli,it ITA,DF,Juventus,it Serie A,37,1981,2.9,1,1,0,1,0,2,2,0,4,5,10,0
206,Daniele Baselli,it ITA,MF,Torino,it Serie A,26,1992,26.4,65,45,22,34,9,30,6,24,34,99,32,0
207,Toma Bašić,hr CRO,MF,Bordeaux,fr Ligue 1,21,1996,14.8,32,16,5,21,6,13,1,12,9,41,22,1
208,Thomas Basila,fr FRA,DF,Nantes,fr Ligue 1,19,1999,1,2,1,1,1,0,2,1,1,0,2,8,0
209,Borja Bastón,es ESP,FW,Alavés,es La Liga,25,1992,16,16,7,4,9,3,16,5,11,4,20,10,0
