Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s
617,Mikkel Damsgaard,dk DEN,MFFW,Sampdoria,it Serie A,20,2000,35,18,1773,19.7
618,Flavius Daniliuc,at AUT,DF,Nice,fr Ligue 1,19,2001,23,15,1477,16.4
619,Danilo,br BRA,DFMF,Juventus,it Serie A,29,1991,34,32,2916,32.4
620,Scott Dann,eng ENG,DF,Crystal Palace,eng Premier League,33,1987,15,15,1350,15
621,Tiago Dantas,pt POR,MF,Bayern Munich,de Bundesliga,19,2000,2,1,69,0.8
622,Dante,br BRA,DF,Nice,fr Ligue 1,36,1983,9,9,774,8.6
623,Andrea Danzi,it ITA,MFDF,Hellas Verona,it Serie A,21,1999,2,1,104,1.2
624,Ebrima Darboe,gm GAM,MF,Roma,it Serie A,19,2001,5,4,323,3.6
625,Márton Dárdai,de GER,DFMF,Hertha BSC,de Bundesliga,18,2002,12,9,821,9.1
626,Vladimír Darida,cz CZE,MF,Hertha BSC,de Bundesliga,29,1990,27,24,1903,21.1
627,Karl Darlow,eng ENG,GK,Newcastle Utd,eng Premier League,29,1990,25,25,2250,25
628,Matteo Darmian,it ITA,DF,Inter,it Serie A,30,1989,26,14,1160,12.9
629,Matteo Darmian,it ITA,DF,Parma,it Serie A,30,1989,3,2,208,2.3
630,Jonathan David,ca CAN,FW,Lille,fr Ligue 1,20,2000,37,29,2354,26.2
631,Alphonso Davies,ca CAN,DF,Bayern Munich,de Bundesliga,19,2000,23,22,1763,19.6
632,Ben Davies,wls WAL,DF,Tottenham,eng Premier League,27,1993,20,14,1346,15
633,Tom Davies,eng ENG,MF,Everton,eng Premier League,22,1998,25,17,1423,15.8
634,Keinan Davis,eng ENG,FWMF,Aston Villa,eng Premier League,22,1998,15,1,277,3.1
635,Leif Davis,eng ENG,DF,Leeds United,eng Premier League,20,2000,2,0,33,0.4
636,Paweł Dawidowicz,pl POL,DF,Hellas Verona,it Serie A,25,1995,30,22,1860,20.7
637,Craig Dawson,eng ENG,DF,West Ham,eng Premier League,30,1990,22,22,1925,21.4
638,Kevin De Bruyne,be BEL,MF,Manchester City,eng Premier League,29,1991,25,23,1997,22.2
639,Sebastien De Maio,fr FRA,DF,Udinese,it Serie A,33,1987,15,9,853,9.5
640,Rodrigo De Paul,ar ARG,MF,Udinese,it Serie A,26,1994,36,36,3201,35.6
641,Mattia De Sciglio,it ITA,DF,Juventus,it Serie A,27,1992,1,0,24,0.3
642,Mattia De Sciglio,it ITA,DF,Lyon,fr Ligue 1,27,1992,29,14,1467,16.3
643,Lorenzo De Silvestri,it ITA,DF,Bologna,it Serie A,32,1988,29,25,2143,23.8
644,Thibault De Smet,be BEL,DF,Reims,fr Ligue 1,22,1998,8,6,496,5.5
645,Lucas Deaux,fr FRA,MFDF,Nîmes,fr Ligue 1,31,1988,25,19,1754,19.5
646,Mathieu Debuchy,fr FRA,DF,Saint-Étienne,fr Ligue 1,35,1985,26,25,2103,23.4
647,Grégoire Defrel,mq MTQ,MFFW,Sassuolo,it Serie A,29,1991,28,14,1336,14.8
648,Alessandro Deiola,it ITA,MF,Spezia,it Serie A,24,1995,12,4,360,4
649,Alessandro Deiola,it ITA,MF,Cagliari,it Serie A,24,1995,12,7,615,6.8
650,Romain Del Castillo,fr FRA,MFFW,Rennes,fr Ligue 1,24,1996,26,5,652,7.2
651,Lorenzo Del Pinto,it ITA,MF,Benevento,it Serie A,30,1990,1,0,11,0.1
652,Thomas Delaine,fr FRA,DFFW,Metz,fr Ligue 1,28,1992,24,19,1779,19.8
653,Thomas Delaney,dk DEN,MF,Dortmund,de Bundesliga,28,1991,20,14,1286,14.3
654,Liam Delap,eng ENG,FW,Manchester City,eng Premier League,17,2003,1,0,40,0.4
655,Jonathan Delaplace,fr FRA,DF,Lorient,fr Ligue 1,34,1986,18,9,906,10.1
656,Sacha Delaye,fr FRA,MF,Montpellier,fr Ligue 1,18,2002,1,0,7,0.1
657,Cristian Dell'Orco,it ITA,DF,Spezia,it Serie A,26,1994,8,2,262,2.9
658,Andy Delort,dz ALG,FW,Montpellier,fr Ligue 1,28,1991,30,30,2482,27.6
659,Fabian Delph,eng ENG,MFDF,Everton,eng Premier League,30,1989,8,2,266,3
660,Moussa Dembélé,fr FRA,FW,Atlético Madrid,es La Liga,24,1996,5,0,100,1.1
661,Moussa Dembélé,fr FRA,FW,Lyon,fr Ligue 1,24,1996,16,6,677,7.5
662,Ousmane Dembélé,fr FRA,FW,Barcelona,es La Liga,23,1997,30,19,1774,19.7
663,Merih Demiral,tr TUR,DF,Juventus,it Serie A,22,1998,15,10,940,10.4
664,Kerem Demirbay,de GER,MF,Leverkusen,de Bundesliga,27,1993,29,20,1744,19.4
665,Ermedin Demirović,ba BIH,FW,Freiburg,de Bundesliga,22,1998,30,19,1498,16.6
666,Diego Demme,de GER,MF,Napoli,it Serie A,28,1991,24,20,1590,17.7
667,Jason Denayer,be BEL,DF,Lyon,fr Ligue 1,25,1995,31,31,2614,29
668,Leander Dendoncker,be BEL,MFDF,Wolves,eng Premier League,25,1995,33,28,2503,27.8
669,Kevin Denkey,tg TOG,FW,Nîmes,fr Ligue 1,19,2000,10,6,524,5.8
670,Emmanuel Dennis,ng NGA,FW,Köln,de Bundesliga,22,1997,9,6,474,5.3
671,Stefano Denswil,nl NED,DF,Bologna,it Serie A,27,1993,5,1,115,1.3
672,Fabio Depaoli,it ITA,DF,Benevento,it Serie A,23,1997,15,14,1120,12.4
673,Fabio Depaoli,it ITA,MF,Sampdoria,it Serie A,23,1997,2,1,77,0.9
674,Fabio Depaoli,it ITA,DF,Atalanta,it Serie A,23,1997,5,3,191,2.1
675,Clément Depres,fr FRA,FW,Nîmes,fr Ligue 1,25,1994,1,0,14,0.2
676,Mike van der Hoorn,nl NED,DF,Arminia,de Bundesliga,27,1992,22,15,1356,15.1
677,Kastriot Dermaku,al ALB,DF,Parma,it Serie A,28,1992,2,1,100,1.1
678,Kiril Despodov,bg BUL,FW,Cagliari,it Serie A,23,1996,1,0,11,0.1
679,Sergiño Dest,us USA,DFFW,Barcelona,es La Liga,19,2000,30,23,1909,21.2
680,Mattia Destro,it ITA,FW,Genoa,it Serie A,29,1991,29,22,1606,17.8
681,Gerard Deulofeu,es ESP,FWMF,Udinese,it Serie A,26,1994,13,7,598,6.6
682,Deyverson,br BRA,FW,Alavés,es La Liga,29,1991,27,11,874,9.7
683,Jacopo Dezi,it ITA,FWMF,Parma,it Serie A,28,1992,2,1,79,0.9
684,Samuel Di Carmine,it ITA,FW,Hellas Verona,it Serie A,31,1988,11,6,500,5.6
685,Samuel Di Carmine,it ITA,FW,Crotone,it Serie A,31,1988,11,6,475,5.3
686,Giovanni Di Lorenzo,it ITA,DF,Napoli,it Serie A,26,1993,36,36,3240,36
687,Ángel Di María,ar ARG,FWMF,Paris S-G,fr Ligue 1,32,1988,27,23,1853,20.6
688,Alessandro Di Pardo,it ITA,FWDF,Juventus,it Serie A,21,1999,4,0,14,0.2
689,Giuseppe Di Serio,it ITA,FWMF,Benevento,it Serie A,19,2001,16,1,292,3.2
690,Boulaye Dia,sn SEN,FWMF,Reims,fr Ligue 1,23,1996,36,35,2930,32.6
691,Abdoulay Diaby,ml MLI,DF,Getafe,es La Liga,29,1991,1,0,18,0.2
692,Moussa Diaby,fr FRA,FWMF,Leverkusen,de Bundesliga,21,1999,32,28,2388,26.5
693,Mbaye Diagne,sn SEN,FW,West Brom,eng Premier League,28,1991,16,14,1189,13.2
694,Mouctar Diakhaby,gn GUI,DF,Valencia,es La Liga,23,1996,26,24,2079,23.1
695,Abdou Diallo,sn SEN,DF,Paris S-G,fr Ligue 1,24,1996,22,17,1490,16.6
696,Amad Diallo,ci CIV,FW,Manchester Utd,eng Premier League,18,2002,3,2,166,1.8
697,Amad Diallo,ci CIV,MF,Atalanta,it Serie A,18,2002,1,0,14,0.2
698,Habib Diallo,sn SEN,FW,Strasbourg,fr Ligue 1,25,1995,32,27,2322,25.8
699,Habib Diallo,sn SEN,FWMF,Metz,fr Ligue 1,25,1995,4,1,143,1.6
700,Ibrahima Diallo,fr FRA,MF,Southampton,eng Premier League,21,1999,22,10,1020,11.3
701,Ibrahima Diallo,fr FRA,MF,Brest,fr Ligue 1,21,1999,5,5,440,4.9
702,Amadou Diambo,gh GHA,FW,Benevento,it Serie A,19,2001,1,0,3,0
703,Grady Diangana,eng ENG,MFFW,West Brom,eng Premier League,22,1998,20,15,1235,13.7
704,Stéphane Diarra,fr FRA,MFFW,Lorient,fr Ligue 1,21,1998,13,2,197,2.2
705,Rúben Dias,pt POR,DF,Manchester City,eng Premier League,23,1997,32,32,2843,31.6
706,Krépin Diatta,sn SEN,MFDF,Monaco,fr Ligue 1,21,1999,12,3,389,4.3
707,Amadou Diawara,gn GUI,MF,Roma,it Serie A,23,1997,18,7,658,7.3
708,Brahim Díaz,es ESP,MFFW,Milan,it Serie A,20,1999,27,15,1228,13.6
709,Víctor Díaz,es ESP,DF,Granada,es La Liga,32,1988,17,7,828,9.2
710,Daniel Didavi,de GER,MFFW,Stuttgart,de Bundesliga,30,1990,23,10,970,10.8
711,Bamba Dieng,sn SEN,FWDF,Marseille,fr Ligue 1,20,2000,5,2,129,1.4
712,Eric Dier,eng ENG,DF,Tottenham,eng Premier League,26,1994,28,28,2520,28
713,Daan Dierckx,be BEL,DF,Parma,it Serie A,17,2003,7,6,471,5.2
714,Lucas Digne,fr FRA,DFMF,Everton,eng Premier League,27,1993,30,30,2681,29.8
715,Mitchell Dijks,nl NED,DF,Bologna,it Serie A,27,1993,20,18,1481,16.5
716,Javairô Dilrosun,nl NED,FWMF,Hertha BSC,de Bundesliga,22,1998,12,5,529,5.9
717,Federico Dimarco,it ITA,DF,Hellas Verona,it Serie A,22,1997,35,29,2613,29
718,Junior Dina Ebimbe,fr FRA,FWMF,Dijon,fr Ligue 1,19,2000,30,25,2144,23.8
719,Tristan Dingomé,cm CMR,MF,Reims,fr Ligue 1,29,1991,1,0,15,0.2
720,Eren Dinkçi,de GER,MFFW,Werder Bremen,de Bundesliga,18,2001,8,1,108,1.2
721,Sinaly Diomande,ci CIV,DF,Lyon,fr Ligue 1,19,2001,27,10,1133,12.6
722,Lois Diony,fr FRA,FW,Angers,fr Ligue 1,27,1992,36,20,1749,19.4
723,Issa Diop,fr FRA,DF,West Ham,eng Premier League,23,1997,18,15,1381,15.3
724,Papakouli Diop,sn SEN,MF,Eibar,es La Liga,34,1986,33,28,2324,25.8
725,Sofiane Diop,fr FRA,MFFW,Monaco,fr Ligue 1,20,2000,32,24,2023,22.5
726,Andy Diouf,fr FRA,FW,Rennes,fr Ligue 1,17,2003,1,0,12,0.1
727,Yehvann Diouf,fr FRA,GK,Reims,fr Ligue 1,20,1999,2,1,135,1.5
728,Assane Dioussé,sn SEN,DF,Saint-Étienne,fr Ligue 1,22,1997,1,0,1,0
729,Axel Disasi,fr FRA,DF,Monaco,fr Ligue 1,22,1998,29,24,2011,22.3
730,Tiago Djaló,pt POR,DF,Lille,fr Ligue 1,20,2000,17,8,873,9.7
731,Djené,tg TOG,DF,Getafe,es La Liga,28,1991,34,34,2941,32.7
732,Moussa Djenepo,ml MLI,MF,Southampton,eng Premier League,22,1998,27,15,1240,13.8
733,Koffi Djidji,ci CIV,DF,Crotone,it Serie A,27,1992,20,16,1524,16.9
734,Alexander Djiku,gh GHA,DFMF,Strasbourg,fr Ligue 1,25,1994,30,29,2552,28.4
735,Berat Djimsiti,al ALB,DF,Atalanta,it Serie A,27,1993,33,28,2625,29.2
736,Marko Dmitrović,rs SRB,GK,Eibar,es La Liga,28,1992,35,35,3120,34.7
737,Ritsu Doan,jp JPN,MFFW,Arminia,de Bundesliga,22,1998,34,33,2768,30.8
738,Mihai Dobre,ro ROU,FW,Dijon,fr Ligue 1,21,1998,22,4,529,5.9
739,Matt Doherty,ie IRL,DF,Tottenham,eng Premier League,28,1992,17,13,1240,13.8
740,Jeremy Doku,be BEL,MFFW,Rennes,fr Ligue 1,18,2002,30,26,2313,25.7
741,Kasper Dolberg,dk DEN,FW,Nice,fr Ligue 1,22,1997,25,21,1928,21.4
742,Keagan Dolly,za RSA,MF,Montpellier,fr Ligue 1,27,1993,18,3,452,5
743,Jaume Doménech,es ESP,GK,Valencia,es La Liga,29,1990,28,28,2520,28
744,Carlos Dominguez,es ESP,DF,Celta Vigo,es La Liga,19,2001,4,4,360,4
745,Nicolás Domínguez,ar ARG,MF,Bologna,it Serie A,22,1998,28,15,1255,13.9
746,John Donald,es ESP,DFMF,Elche,es La Liga,19,2000,2,1,50,0.6
747,Ji Dong-won,kr KOR,FW,Mainz 05,de Bundesliga,29,1991,6,0,62,0.7
748,Anastasios Donis,gr GRE,MF,Reims,fr Ligue 1,23,1996,3,1,97,1.1
749,Gianluigi Donnarumma,it ITA,GK,Milan,it Serie A,21,1999,37,37,3330,37
750,Gabriel Dos Santos,br BRA,DF,Arsenal,eng Premier League,22,1997,23,22,1996,22.2
751,Bas Dost,nl NED,FW,Eint Frankfurt,de Bundesliga,31,1989,12,9,817,9.1
752,Abdoulaye Doucouré,ml MLI,MF,Everton,eng Premier League,27,1993,29,29,2443,27.1
753,Cheick Doucouré,ml MLI,MF,Lens,fr Ligue 1,20,2000,33,30,2627,29.2
754,Fodé Doucouré,ml MLI,DF,Reims,fr Ligue 1,19,2001,7,3,333,3.7
755,Mahamadou Doucouré,ml MLI,FWMF,Nîmes,fr Ligue 1,20,2000,3,0,45,0.5
756,Cheick Doukouré,ci CIV,MFFW,Levante,es La Liga,27,1992,7,0,101,1.1
757,Idrissa Doumbia,ci CIV,MF,Huesca,es La Liga,22,1998,23,7,779,8.7
758,Moussa Doumbia,ml MLI,MFFW,Reims,fr Ligue 1,25,1994,23,9,899,10
759,Souleyman Doumbia,ci CIV,DF,Angers,fr Ligue 1,23,1996,27,24,2222,24.7
760,Aleksandar Dragović,at AUT,DF,Leverkusen,de Bundesliga,29,1991,18,11,1136,12.6
761,Bartłomiej Drągowski,pl POL,GK,Fiorentina,it Serie A,22,1997,36,36,3148,35
762,Denis Drăguș,ro ROU,FWMF,Crotone,it Serie A,21,1999,9,1,177,2
763,Radu Drăgușin,ro ROU,DF,Juventus,it Serie A,18,2002,1,0,1,0
764,Mouhamadou Drammeh,fr FRA,MF,Reims,fr Ligue 1,21,1999,6,1,173,1.9
765,Julian Draxler,de GER,MFFW,Paris S-G,fr Ligue 1,26,1993,24,12,1064,11.8
766,Dominick Drexler,de GER,MFFW,Köln,de Bundesliga,30,1990,27,11,1233,13.7
767,Matthieu Dreyer,fr FRA,GK,Lorient,fr Ligue 1,31,1989,15,15,1350,15
768,Domingos Duarte,pt POR,DF,Granada,es La Liga,25,1995,29,27,2363,26.3
769,Léo Duarte,br BRA,DF,Milan,it Serie A,24,1996,1,0,19,0.2
770,Óscar Duarte,cr CRC,DF,Levante,es La Liga,31,1989,29,23,2060,22.9
771,Rubén Duarte,es ESP,DF,Alavés,es La Liga,24,1995,31,29,2545,28.3
772,Leo Dubois,fr FRA,DF,Lyon,fr Ligue 1,25,1994,37,35,2903,32.3
773,Martin Dúbravka,sk SVK,GK,Newcastle Utd,eng Premier League,31,1989,13,13,1170,13
774,Ondrej Duda,sk SVK,FWMF,Köln,de Bundesliga,25,1994,32,32,2537,28.2
775,Unai Dufur,es ESP,DF,Eibar,es La Liga,21,1999,1,1,62,0.7
776,Haris Duljević,ba BIH,MFFW,Nîmes,fr Ligue 1,26,1993,20,8,773,8.6
777,Paul Dummett,wls WAL,DF,Newcastle Utd,eng Premier League,28,1991,15,14,1255,13.9
778,Alfred Duncan,gh GHA,MF,Fiorentina,it Serie A,27,1993,4,2,162,1.8
779,Alfred Duncan,gh GHA,MF,Cagliari,it Serie A,27,1993,19,12,1068,11.9
780,Lewis Dunk,eng ENG,DF,Brighton,eng Premier League,28,1991,33,33,2931,32.6
781,Jimmy Dunne,ie IRL,DF,Burnley,eng Premier League,22,1997,3,3,270,3
782,Erik Durm,de GER,DF,Eint Frankfurt,de Bundesliga,28,1992,21,19,1480,16.4
783,Hugo Duro,es ESP,FW,Real Madrid,es La Liga,20,1999,2,0,55,0.6
784,Jean-Kevin Duverne,fr FRA,DF,Brest,fr Ligue 1,23,1997,27,22,2029,22.5
785,Paulo Dybala,ar ARG,FW,Juventus,it Serie A,26,1993,20,14,1132,12.6
786,Edin Džeko,ba BIH,FW,Roma,it Serie A,34,1986,27,20,1824,20.3
787,Steeve-Mike Ebongue,fr FRA,MF,Genoa,it Serie A,19,2001,3,0,52,0.6
788,Enzo Ebosse,cm CMR,DF,Angers,fr Ligue 1,21,1999,6,3,260,2.9
789,Bruno Ecuele Manga,ga GAB,DF,Dijon,fr Ligue 1,32,1988,38,38,3420,38
790,Simone Edera,it ITA,DFMF,Torino,it Serie A,23,1997,2,0,52,0.6
791,Ederson,br BRA,GK,Manchester City,eng Premier League,26,1993,36,36,3240,36
792,Kyle Edwards,eng ENG,MFFW,West Brom,eng Premier League,22,1998,5,1,118,1.3
793,John Egan,ie IRL,DF,Sheffield Utd,eng Premier League,27,1992,31,30,2629,29.2
794,Johannes Eggestein,de GER,FWMF,Werder Bremen,de Bundesliga,22,1998,2,0,33,0.4
795,Maximilian Eggestein,de GER,MF,Werder Bremen,de Bundesliga,23,1996,33,33,2942,32.7
796,Lilian Egloff,de GER,MF,Stuttgart,de Bundesliga,17,2002,2,0,16,0.2
797,Kingsley Ehizibue,nl NED,DF,Köln,de Bundesliga,25,1995,21,15,1133,12.6
798,Albin Ekdal,se SWE,MF,Sampdoria,it Serie A,31,1989,32,26,2299,25.5
799,Hugo Ekitike,fr FRA,FWMF,Reims,fr Ligue 1,18,2002,2,0,88,1
800,Anthony Elanga,se SWE,FW,Manchester Utd,eng Premier League,18,2002,2,2,155,1.7
801,Niclas Eliasson,se SWE,MFFW,Nîmes,fr Ligue 1,24,1995,30,19,1799,20
802,Elif Elmas,mk MKD,MFFW,Napoli,it Serie A,20,1999,33,3,740,8.2
803,Ahmed Elmohamady,eg EGY,DF,Aston Villa,eng Premier League,32,1987,14,8,839,9.3
804,Mohamed Elneny,eg EGY,MF,Arsenal,eng Premier League,28,1992,23,17,1544,17.2
805,Aritz Elustondo,es ESP,DF,Real Sociedad,es La Liga,26,1994,23,22,1884,20.9
806,Nico Elvedi,ch SUI,DF,M'Gladbach,de Bundesliga,23,1996,29,29,2536,28.2
807,Rodrigo Ely,br BRA,DF,Alavés,es La Liga,26,1993,8,6,468,5.2
808,Sepe Elye Wahi,fr FRA,FW,Montpellier,fr Ligue 1,17,2003,18,3,555,6.2
809,Breel Embolo,ch SUI,FWMF,M'Gladbach,de Bundesliga,23,1997,31,16,1440,16
810,Emerson,br BRA,DF,Betis,es La Liga,21,1999,34,34,2991,33.2
811,Renaud Emond,be BEL,FWMF,Nantes,fr Ligue 1,28,1991,22,3,354,3.9
812,Alan Empereur,br BRA,DF,Hellas Verona,it Serie A,26,1994,4,4,219,2.4
813,Youssef En-Nesyri,ma MAR,FW,Sevilla,es La Liga,23,1997,38,23,2311,25.7
814,Keita Endo,jp JPN,MFFW,Union Berlin,de Bundesliga,22,1997,16,4,456,5.1
815,Wataru Endo,jp JPN,MF,Stuttgart,de Bundesliga,27,1993,33,33,2955,32.8
816,Sergi Enrich,es ESP,FW,Eibar,es La Liga,30,1990,27,13,1404,15.6
817,Christian Eriksen,dk DEN,MF,Inter,it Serie A,28,1992,26,17,1385,15.4
818,Martin Erlic,hr CRO,DF,Spezia,it Serie A,22,1998,27,19,1798,20
819,Patrick Erras,de GER,FWMF,Werder Bremen,de Bundesliga,25,1995,4,0,26,0.3
820,Gonzalo Escalante,ar ARG,MF,Lazio,it Serie A,27,1993,24,4,733,8.1
821,Aarón Escandell,es ESP,GK,Granada,es La Liga,24,1995,5,5,450,5
822,Dani Escriche,es ESP,FWMF,Huesca,es La Liga,22,1998,23,7,857,9.5
823,Sergio Escudero,es ESP,DF,Sevilla,es La Liga,30,1989,9,7,565,6.3
824,Alfonso Espino,uy URU,DF,Cádiz,es La Liga,28,1992,32,31,2601,28.9
825,Vicente Esquerdo,es ESP,MF,Valencia,es La Liga,21,1999,4,3,231,2.6
826,Nahuel Estévez,ar ARG,MF,Spezia,it Serie A,24,1995,27,19,1768,19.6
827,Pervis Estupiñán,ec ECU,DF,Villarreal,es La Liga,22,1998,25,12,1168,13
828,Yoann Etienne,fr FRA,DF,Lorient,fr Ligue 1,23,1997,1,1,90,1
829,Xabier Etxeita,es ESP,DF,Getafe,es La Liga,32,1987,11,9,883,9.8
830,Jonny Evans,nir NIR,DF,Leicester City,eng Premier League,32,1988,28,28,2473,27.5
831,Edu Expósito,es ESP,MF,Eibar,es La Liga,23,1996,31,27,2455,27.3
832,Valentin Eysseric,fr FRA,MFFW,Fiorentina,it Serie A,28,1992,16,6,729,8.1
833,Eberechi Eze,eng ENG,MF,Crystal Palace,eng Premier League,22,1998,34,29,2559,28.4
834,Jokin Ezkieta,es ESP,GK,Athletic Club,es La Liga,23,1996,1,1,90,1
835,Łukasz Fabiański,pl POL,GK,West Ham,eng Premier League,35,1985,35,35,3150,35
836,Fabinho,br BRA,DFMF,Liverpool,eng Premier League,26,1993,30,28,2567,28.5
837,Fábio,br BRA,DF,Nantes,fr Ligue 1,30,1990,22,19,1507,16.7
838,Cesc Fàbregas,es ESP,MFFW,Monaco,fr Ligue 1,33,1987,21,7,877,9.7
839,Bandiougou Fadiga,fr FRA,FWMF,Paris S-G,fr Ligue 1,19,2001,6,0,63,0.7
840,Bandiougou Fadiga,fr FRA,MFFW,Brest,fr Ligue 1,19,2001,4,0,43,0.5
841,Wout Faes,be BEL,DF,Reims,fr Ligue 1,22,1998,33,33,2899,32.2
842,Nicolò Fagioli,it ITA,MF,Juventus,it Serie A,19,2001,1,0,21,0.2
843,Ralf Fährmann,de GER,GK,Schalke 04,de Bundesliga,31,1988,22,22,1876,20.8
844,Romain Faivre,fr FRA,MFFW,Brest,fr Ligue 1,22,1998,36,33,2891,32.1
845,Fali,es ESP,DFMF,Cádiz,es La Liga,26,1993,34,29,2637,29.3
846,Iago Falque,es ESP,MFFW,Benevento,it Serie A,30,1990,11,4,358,4
847,Andri Fannar Baldursson,is ISL,MF,Bologna,it Serie A,18,2002,8,1,217,2.4
848,Paolo Faragò,it ITA,DF,Bologna,it Serie A,27,1993,1,0,23,0.3
849,Paolo Faragò,it ITA,DF,Cagliari,it Serie A,27,1993,8,4,369,4.1
850,Davide Faraoni,it ITA,DF,Hellas Verona,it Serie A,28,1991,34,33,2891,32.1
851,Mohamed Fares,dz ALG,DF,Lazio,it Serie A,24,1996,21,12,1139,12.7
852,Diego Farias,br BRA,FW,Spezia,it Serie A,30,1990,29,17,1514,16.8
853,Wuilker Faríñez,ve VEN,GK,Lens,fr Ligue 1,22,1998,3,1,107,1.2
854,Noah Fatar,fr FRA,FWMF,Angers,fr Ligue 1,18,2002,2,0,21,0.2
855,Ansu Fati,es ESP,FW,Barcelona,es La Liga,17,2002,7,6,431,4.8
856,Julien Faussurier,fr FRA,DF,Brest,fr Ligue 1,33,1987,17,9,955,10.6
857,Andrea Favilli,it ITA,FW,Hellas Verona,it Serie A,23,1997,11,2,339,3.8
858,Federico Fazio,ar ARG,DF,Roma,it Serie A,33,1987,6,5,406,4.5
859,Nabil Fekir,fr FRA,MFFW,Betis,es La Liga,27,1993,33,33,2622,29.1
860,Felipe,br BRA,DF,Atlético Madrid,es La Liga,31,1989,31,23,2057,22.9
861,Luiz Felipe,it ITA,DF,Lazio,it Serie A,23,1997,14,10,909,10.1
862,João Félix,pt POR,FWMF,Atlético Madrid,es La Liga,20,1999,31,14,1572,17.5
863,Ohis Felix Uduokhai,de GER,DF,Augsburg,de Bundesliga,22,1997,29,29,2610,29
864,Zinedine Ferhat,dz ALG,FWMF,Nîmes,fr Ligue 1,27,1993,33,33,2957,32.9
865,Bruno Fernandes,pt POR,MF,Manchester Utd,eng Premier League,25,1994,37,35,3099,34.4
866,Edimilson Fernandes,ch SUI,MFFW,Mainz 05,de Bundesliga,24,1996,14,9,841,9.3
867,Aitor Fernández,es ESP,GK,Levante,es La Liga,29,1991,29,29,2610,29
868,Álex Fernández,es ESP,MF,Cádiz,es La Liga,27,1992,25,21,1946,21.6
869,Álvaro Fernández,es ESP,GK,Huesca,es La Liga,22,1998,22,22,1980,22
870,Andrés Fernández,es ESP,GK,Huesca,es La Liga,33,1986,16,16,1440,16
871,Augusto Fernández,ar ARG,MF,Cádiz,es La Liga,34,1986,12,4,369,4.1
872,Carlos Fernández,es ESP,FW,Sevilla,es La Liga,24,1996,5,2,143,1.6
873,Carlos Fernández,es ESP,FWMF,Real Sociedad,es La Liga,24,1996,11,4,390,4.3
874,Federico Fernández,ar ARG,DF,Newcastle Utd,eng Premier League,31,1989,24,24,2079,23.1
875,Joaquín Fernández,es ESP,DF,Valladolid,es La Liga,24,1996,25,24,2073,23
876,Fernandinho,br BRA,MF,Manchester City,eng Premier League,35,1985,21,12,1188,13.2
877,Fernando,br BRA,MF,Sevilla,es La Liga,33,1987,31,28,2546,28.3
878,Alex Ferrari,it ITA,DF,Sampdoria,it Serie A,26,1994,12,11,880,9.8
879,David Ferreiro,es ESP,MFFW,Huesca,es La Liga,32,1988,37,29,2527,28.1
880,Salvador Ferrer,es ESP,DF,Spezia,it Serie A,22,1998,18,14,1190,13.2
881,Facundo Ferreyra,ar ARG,FW,Celta Vigo,es La Liga,29,1991,13,2,300,3.3
882,Jordan Ferri,fr FRA,MF,Montpellier,fr Ligue 1,28,1992,34,31,2577,28.6
883,Marco Festa,it ITA,GK,Crotone,it Serie A,28,1992,1,1,90,1
884,Fidel,es ESP,MFDF,Elche,es La Liga,30,1989,30,28,2396,26.6
885,Sam Field,eng ENG,MF,West Brom,eng Premier League,22,1998,3,0,62,0.7
886,Alfreð Finnbogason,is ISL,FW,Augsburg,de Bundesliga,31,1989,17,4,544,6
887,Roberto Firmino,br BRA,FW,Liverpool,eng Premier League,28,1991,36,33,2838,31.5
888,Junior Firpo,es ESP,DFMF,Barcelona,es La Liga,23,1996,7,3,289,3.2
889,John Fleck,sct SCO,MF,Sheffield Utd,eng Premier League,28,1991,31,29,2575,28.6
890,Mark Flekken,nl NED,GK,Freiburg,de Bundesliga,27,1993,3,3,270,3
891,Florian Flick,de GER,MF,Schalke 04,de Bundesliga,20,2000,4,4,360,4
892,Alexis Flips,fr FRA,MFFW,Reims,fr Ligue 1,20,2000,2,0,43,0.5
893,Alessandro Florenzi,it ITA,DF,Paris S-G,fr Ligue 1,29,1991,21,18,1538,17.1
894,Kingsley Fobi,gh GHA,DF,Granada,es La Liga,21,1998,1,0,45,0.5
895,Phil Foden,eng ENG,FWMF,Manchester City,eng Premier League,20,2000,28,17,1616,18
896,Mamadou Fofana,ml MLI,MFDF,Metz,fr Ligue 1,22,1998,16,11,1070,11.9
897,Seko Fofana,ci CIV,MF,Lens,fr Ligue 1,25,1995,30,25,2309,25.7
898,Wesley Fofana,fr FRA,DF,Leicester City,eng Premier League,19,2000,28,27,2262,25.1
899,Wesley Fofana,fr FRA,DF,Saint-Étienne,fr Ligue 1,19,2000,4,3,315,3.5
900,Youssouf Fofana,fr FRA,MF,Monaco,fr Ligue 1,21,1999,35,35,2873,31.9
901,Thomas Foket,be BEL,DF,Reims,fr Ligue 1,25,1994,37,37,3324,36.9
902,Ramón Folch,es ESP,MF,Elche,es La Liga,30,1989,1,0,1,0
903,Lamine Fomba,fr FRA,MF,Nîmes,fr Ligue 1,22,1998,32,24,2175,24.2
904,Thomas Fontaine,mg MAD,DF,Lorient,fr Ligue 1,29,1991,4,4,320,3.6
905,José Fontán,es ESP,DF,Celta Vigo,es La Liga,20,2000,14,7,652,7.2
