Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches,-9999
45,Jean-Daniel Akpa-Akpro,ci CIV,MF,Lazio,it Serie A,28,1992,3.5,0,3,0,0,0.86,0,0,,18.6,0,0,0,0.2,0.2,0.07,-0.2,-0.2,Matches,fdf4b948
46,Kevin Akpoguma,ng NGA,DFFW,Hoffenheim,de Bundesliga,26,1995,17,2,12,4,33.3,0.71,0.24,0.17,0.5,12.8,0,0,0,1.4,1.4,0.12,+0.6,+0.6,Matches,6ec6fde0
47,David Alaba,at AUT,DF,Real Madrid,es La Liga,29,1992,29.4,2,21,7,33.3,0.72,0.24,0.1,0.29,21.8,7,0,0,1.7,1.7,0.09,+0.3,+0.3,Matches,05439de2
48,Sofiane Alakouch,ma MAR,DFMF,Metz,fr Ligue 1,23,1998,1.8,0,1,0,0,0.57,0,0,,27.4,0,0,0,0,0,0.04,0,0,Matches,5.31E+70
49,Tomás Alarcón,cl CHI,MF,Cádiz,es La Liga,22,1999,15.8,0,15,2,13.3,0.95,0.13,0,0,24.1,0,0,0,1.2,1.2,0.08,-1.2,-1.2,Matches,99ea2ddd
50,Lucas Alario,ar ARG,FW,Leverkusen,de Bundesliga,28,1992,7.3,6,22,13,59.1,3.02,1.79,0.27,0.46,11.7,0,0,1,6.2,5.4,0.25,-0.2,+0.6,Matches,834d0be5
51,Jordi Alba,es ESP,DF,Barcelona,es La Liga,32,1989,29.4,2,31,6,19.4,1.06,0.2,0.06,0.33,23.2,1,0,0,1.8,1.8,0.06,+0.2,+0.2,Matches,4.60E+197
52,Josué Albert,gf GUF,DF,Clermont Foot,fr Ligue 1,29,1992,0.2,0,1,0,0,4.09,0,0,,19.3,0,0,0,0.1,0.1,0.06,-0.1,-0.1,Matches,3d738df0
53,Luis Alberto,es ESP,MF,Lazio,it Serie A,28,1992,26.1,5,47,16,34,1.8,0.61,0.11,0.31,21,2,0,0,4.1,4.1,0.09,+0.9,+0.9,Matches,5294a83f
54,Raúl Albiol,es ESP,DF,Villarreal,es La Liga,35,1985,27.4,0,5,1,20,0.18,0.04,0,0,7.5,0,0,0,0.5,0.5,0.09,-0.5,-0.5,Matches,4bd414c1
55,Marc Albrighton,eng ENG,FWDF,Leicester City,eng Premier League,31,1989,12.6,1,4,1,25,0.32,0.08,0.25,1,16.3,0,0,0,0.5,0.5,0.13,+0.5,+0.5,Matches,b827d5b3
56,Paco Alcácer,es ESP,FW,Villarreal,es La Liga,27,1993,8.7,1,18,7,38.9,2.06,0.8,0.06,0.14,13.5,1,0,0,3.3,3.3,0.18,-2.3,-2.3,Matches,a7a9d95a
57,Thiago Alcántara,es ESP,MF,Liverpool,eng Premier League,30,1991,17,1,25,6,24,1.47,0.35,0.04,0.17,19.3,0,0,0,2.3,2.3,0.1,-1.3,-1.3,Matches,77e84962
58,Rubén Alcaraz,es ESP,MF,Cádiz,es La Liga,30,1991,12.3,2,23,6,26.1,1.87,0.49,0.09,0.33,23.1,5,0,0,1.6,1.6,0.07,+0.4,+0.4,Matches,036bba5f
59,Omar Alderete,py PAR,DF,Valencia,es La Liga,24,1996,26.7,2,18,5,27.8,0.67,0.19,0.11,0.4,16.7,0,0,0,0.9,0.9,0.05,+1.1,+1.1,Matches,bb08bce9
60,Iván Alejo,es ESP,MFFW,Cádiz,es La Liga,26,1995,11.8,2,12,4,33.3,1.01,0.34,0.17,0.5,21.5,0,0,0,1.3,1.3,0.11,+0.7,+0.7,Matches,3d7e48ce
61,Doğan Alemdar,tr TUR,GK,Rennes,fr Ligue 1,18,2002,12,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,Matches,9e17ccff
62,Carles Aleñá,es ESP,MF,Getafe,es La Liga,23,1998,25.8,1,46,14,30.4,1.78,0.54,0.02,0.07,24.2,0,0,0,2.4,2.3,0.05,-1.4,-1.3,Matches,6c811eb7
63,Trent Alexander-Arnold,eng ENG,DF,Liverpool,eng Premier League,22,1998,31.7,2,51,15,29.4,1.61,0.47,0.04,0.13,24,8,0,0,2.9,2.9,0.06,-0.9,-0.9,Matches,cd1acf9d
64,Mircea Alexandru Tirlea,ro ROU,DF,Alavés,es La Liga,21,2000,0.2,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,Matches,683a1d81
65,Mohamed Ali Cho,fr FRA,FW,Angers,fr Ligue 1,17,2004,20.4,4,42,15,35.7,2.06,0.73,0.1,0.27,15.3,0,0,0,6.6,6.6,0.16,-2.6,-2.6,Matches,f8405304
66,Alisson,br BRA,GK,Liverpool,eng Premier League,28,1992,36,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,Matches,7a2e46a8
67,Allan,br BRA,MF,Everton,eng Premier League,30,1991,24.3,0,7,3,42.9,0.29,0.12,0,0,24.5,0,0,0,0.3,0.3,0.05,-0.3,-0.3,Matches,cc700722
68,Jim Allevinah,ga GAB,FW,Clermont Foot,fr Ligue 1,26,1995,16.5,1,43,15,34.9,2.6,0.91,0.02,0.07,19.2,1,0,0,3.5,3.5,0.08,-2.5,-2.5,Matches,1956b948
69,Dele Alli,eng ENG,MF,Tottenham,eng Premier League,25,1996,7.3,1,3,2,66.7,0.41,0.27,0,0,21.4,0,1,1,1.6,0.8,0.26,-0.6,-0.8,Matches,cea4ee8f
70,Dele Alli,eng ENG,MFFW,Everton,eng Premier League,25,1996,3.8,0,3,0,0,0.8,0,0,,19.4,0,0,0,0.2,0.2,0.05,-0.2,-0.2,Matches,cea4ee8f
71,Miguel Almirón,py PAR,MFFW,Newcastle Utd,eng Premier League,27,1994,19.1,1,32,7,21.9,1.68,0.37,0.03,0.14,19.6,0,0,0,2.5,2.5,0.08,-1.5,-1.5,Matches,862a1c15
72,Marcos Alonso,es ESP,DF,Chelsea,eng Premier League,30,1990,24.1,4,43,10,23.3,1.79,0.42,0.09,0.4,18.7,9,0,0,3.6,3.6,0.08,+0.4,+0.4,Matches,f4290206
73,Giorgio Altare,it ITA,DF,Cagliari,it Serie A,22,1998,16.3,1,18,6,33.3,1.11,0.37,0.06,0.17,13.7,0,0,0,1.3,1.3,0.08,-0.3,-0.3,Matches,aa5322d5
74,Hugo Álvarez,es ESP,FW,Celta Vigo,es La Liga,18,2003,0.1,0,1,0,0,8.18,0,0,,11.5,0,0,0,0.2,0.2,0.19,-0.2,-0.2,Matches,6f392eb8
75,Yeray Álvarez,es ESP,DF,Athletic Club,es La Liga,26,1995,20.7,0,7,0,0,0.34,0,0,,14.1,0,0,0,0.6,0.6,0.09,-0.6,-0.6,Matches,3ecc11d8
76,Dani Alves,br BRA,DF,Barcelona,es La Liga,38,1983,12.2,1,5,2,40,0.41,0.16,0.2,0.5,31.4,0,0,0,0.3,0.3,0.05,+0.7,+0.7,Matches,c9e99e49
77,Steven Alzate,co COL,MF,Brighton,eng Premier League,22,1998,4.5,0,1,1,100,0.22,0.22,0,0,16.1,0,0,0,0.1,0.1,0.08,-0.1,-0.1,Matches,ad1f61f3
78,Ibrahim Amadou,fr FRA,DFMF,Metz,fr Ligue 1,28,1993,9,1,3,2,66.7,0.33,0.22,0.33,0.5,9.4,0,0,0,0.4,0.4,0.14,+0.6,+0.6,Matches,9260926b
79,Emmanuel Amankwaa Akurugu,gh GHA,DF,Getafe,es La Liga,19,2001,0.9,0,1,0,0,1.14,0,0,,22.2,0,0,0,0,0,0.04,0,0,Matches,69c5633e
80,Daniel Amartey,gh GHA,DF,Leicester City,eng Premier League,26,1994,23.6,0,2,1,50,0.08,0.04,0,0,34.1,0,0,0,0,0,0.02,0,0,Matches,1a4ef233
81,Amath,sn SEN,FWMF,Mallorca,es La Liga,25,1996,9.8,0,11,4,36.4,1.12,0.41,0,0,17.3,0,0,0,1.5,1.5,0.14,-1.5,-1.5,Matches,f3b1d9a2
82,Jordan Amavi,fr FRA,DF,Nice,fr Ligue 1,27,1994,4.6,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,Matches,22721b88
83,Jordan Amavi,fr FRA,DFFW,Marseille,fr Ligue 1,27,1994,1.4,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,Matches,22721b88
84,Wisdom Amey,it ITA,DF,Bologna,it Serie A,15,2005,0.8,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,Matches,35b4bc62
85,Kelvin Amian,fr FRA,DF,Spezia,it Serie A,23,1998,29.4,1,26,7,26.9,0.88,0.24,0.04,0.14,15.1,0,0,0,3.2,3.2,0.12,-2.2,-2.2,Matches,bcc81786
86,Nadiem Amiri,de GER,MFFW,Genoa,it Serie A,24,1996,7.6,0,16,6,37.5,2.11,0.79,0,0,23.8,1,0,0,1,1,0.07,-1,-1,Matches,555d5edd
87,Nadiem Amiri,de GER,MFFW,Leverkusen,de Bundesliga,24,1996,4.1,1,8,2,25,1.95,0.49,0.13,0.5,21.1,1,0,0,0.5,0.5,0.07,+0.5,+0.5,Matches,555d5edd
88,Ethan Ampadu,wls WAL,MFDF,Venezia,it Serie A,20,2000,25.4,0,7,1,14.3,0.28,0.04,0,0,20.2,0,0,0,0.3,0.3,0.05,-0.3,-0.3,Matches,10b9fa99
89,Sofyan Amrabat,ma MAR,MF,Fiorentina,it Serie A,24,1996,10.5,1,4,3,75,0.38,0.29,0.25,0.33,26.6,0,0,0,0.2,0.2,0.04,+0.8,+0.8,Matches,5a2cb25d
90,Joachim Andersen,dk DEN,DF,Crystal Palace,eng Premier League,25,1996,32.4,0,8,3,37.5,0.25,0.09,0,0,15.3,1,0,0,0.9,0.9,0.11,-0.9,-0.9,Matches,e34fc66d
91,Felipe Anderson,br BRA,FW,Lazio,it Serie A,28,1993,32.1,6,44,16,36.4,1.37,0.5,0.14,0.38,16.4,0,0,0,7.1,7.1,0.16,-1.1,-1.1,Matches,9f1893b9
92,Sebastian Andersson,se SWE,FW,Köln,de Bundesliga,30,1991,14,3,35,12,34.3,2.51,0.86,0.09,0.25,11.8,0,0,0,4.6,4.6,0.13,-1.6,-1.6,Matches,b4cf5806
93,Florin Andone,ro ROU,FW,Cádiz,es La Liga,28,1993,2,0,3,1,33.3,1.53,0.51,0,0,12.6,0,0,0,0.3,0.3,0.08,-0.3,-0.3,Matches,dc008610
94,Andrés Andrade Cedeño,pa PAN,DF,Arminia,de Bundesliga,22,1998,11.6,0,7,3,42.9,0.6,0.26,0,0,19.6,0,0,0,0.4,0.4,0.05,-0.4,-0.4,Matches,6ea23758
95,Benjamin André,fr FRA,MF,Lille,fr Ligue 1,30,1990,30.6,2,18,5,27.8,0.59,0.16,0.11,0.4,14.5,0,0,0,1.6,1.6,0.09,+0.4,+0.4,Matches,ef9c1c95
96,Fredrik André Bjørkan,no NOR,DF,Hertha BSC,de Bundesliga,22,1998,3.9,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,Matches,3724baa1
97,Robert Andrich,de GER,MF,Leverkusen,de Bundesliga,26,1994,20.2,4,30,7,23.3,1.49,0.35,0.13,0.57,18.4,1,0,0,3.8,3.4,0.11,+0.2,+0.6,Matches,e0b113a7
98,José Ángel,es ESP,DF,Osasuna,es La Liga,31,1989,12,1,11,3,27.3,0.91,0.25,0.09,0.33,27.3,0,0,0,0.3,0.3,0.03,+0.7,+0.7,Matches,3024e383
99,Angeliño,es ESP,DF,RB Leipzig,de Bundesliga,24,1997,25.5,2,12,6,50,0.47,0.23,0.17,0.33,16.1,0,0,0,1.1,1.1,0.09,+0.9,+0.9,Matches,3.09E+100
100,Ebenezer Annan,gh GHA,DF,Bologna,it Serie A,18,2002,0.3,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,Matches,39aa05a7
101,Cristian Ansaldi,ar ARG,DF,Torino,it Serie A,34,1986,7.7,0,7,1,14.3,0.91,0.13,0,0,18.4,0,0,0,0.4,0.4,0.06,-0.4,-0.4,Matches,bbafc0c4
102,Janis Antiste,fr FRA,FW,Spezia,it Serie A,18,2002,8.8,1,11,2,18.2,1.24,0.23,0.09,0.5,10.4,0,0,0,1.3,1.3,0.12,-0.3,-0.3,Matches,38d9ce53
103,Waldemar Anton,de GER,DF,Stuttgart,de Bundesliga,25,1996,28.8,2,24,6,25,0.83,0.21,0.08,0.33,14.1,0,0,0,2.4,2.4,0.1,-0.4,-0.4,Matches,5e66fa06
104,Josep Antoni Gayá,es ESP,DF,Mallorca,es La Liga,21,2000,0.6,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,Matches,4a5f2032
105,Michail Antonio,jm JAM,FW,West Ham,eng Premier League,31,1990,33,10,82,27,32.9,2.48,0.82,0.12,0.37,14.9,0,0,1,12.8,12.3,0.15,-2.8,-2.3,Matches,ac05f970
106,Christopher Antwi-Adjei,gh GHA,FWMF,Bochum,de Bundesliga,27,1994,12.6,1,29,10,34.5,2.31,0.8,0.03,0.1,14.9,0,0,0,2.8,2.8,0.1,-1.8,-1.8,Matches,0a3f6cde
107,Houssem Aouar,fr FRA,MFFW,Lyon,fr Ligue 1,23,1998,27.8,6,76,24,31.6,2.73,0.86,0.08,0.25,17.9,0,0,0,8.9,8.9,0.12,-2.9,-2.9,Matches,a5db0bec
108,Adil Aouchiche,fr FRA,MFFW,Saint-Étienne,fr Ligue 1,19,2002,12,0,21,10,47.6,1.75,0.83,0,0,22.5,0,0,0,1.4,1.4,0.07,-1.4,-1.4,Matches,b94b8be1
109,Dennis Appiah,fr FRA,DF,Nantes,fr Ligue 1,29,1992,23.3,0,2,0,0,0.09,0,0,,22.2,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches,feb5d3ab
110,Mauro Arambarri,uy URU,MF,Getafe,es La Liga,25,1995,29.6,0,37,8,21.6,1.25,0.27,0,0,27.8,2,0,0,1.7,1.7,0.05,-1.7,-1.7,Matches,58afe001
111,Mattia Aramu,it ITA,MFFW,Venezia,it Serie A,26,1995,23.3,7,55,15,27.3,2.36,0.64,0.07,0.27,24.5,17,3,4,7.2,4.1,0.07,-0.2,-0.1,Matches,0847b5a5
112,Charles Aránguiz,cl CHI,MF,Leverkusen,de Bundesliga,32,1989,17.5,1,10,3,30,0.57,0.17,0.1,0.33,19.6,0,0,0,1.7,1.7,0.17,-0.7,-0.7,Matches,56413b1f
113,Néstor Araujo,mx MEX,DF,Celta Vigo,es La Liga,29,1991,29.1,0,8,1,12.5,0.28,0.03,0,0,21.5,0,0,0,0.4,0.4,0.05,-0.4,-0.4,Matches,27a013f7
114,Ronald Araújo,uy URU,DF,Barcelona,es La Liga,22,1999,25.2,4,18,10,55.6,0.71,0.4,0.22,0.4,12.6,0,0,0,1.8,1.8,0.1,+2.2,+2.2,Matches,2bef2bca
115,Cameron Archer,eng ENG,FWMF,Aston Villa,eng Premier League,20,2001,0.3,0,1,0,0,3.33,0,0,,12.6,0,0,0,0.1,0.1,0.06,-0.1,-0.1,Matches,05e8ca6d
116,Alphonse Areola,fr FRA,GK,West Ham,eng Premier League,28,1993,1,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,Matches,2f965a72
117,Jesús Areso,es ESP,DF,Osasuna,es La Liga,22,1999,2.1,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,Matches,94e01ec6
118,Matias Arezo,uy URU,FWMF,Granada,es La Liga,18,2002,1.8,0,5,3,60,2.78,1.67,0,0,17.5,0,0,0,1,1,0.19,-1,-1,Matches,484ebdb0
119,Santiago Arias,co COL,DF,Granada,es La Liga,29,1992,4.9,1,3,1,33.3,0.61,0.2,0.33,1,14.6,0,0,0,0.6,0.6,0.21,+0.4,+0.4,Matches,fdd60087
120,Adam Armstrong,eng ENG,FW,Southampton,eng Premier League,24,1997,15.7,2,47,14,29.8,2.99,0.89,0.04,0.14,17.2,0,0,0,4.9,4.9,0.11,-2.9,-2.9,Matches,68c720b5
121,Stuart Armstrong,sct SCO,MF,Southampton,eng Premier League,29,1992,16.4,2,38,9,23.7,2.32,0.55,0.05,0.22,20.5,0,0,0,3.3,3.3,0.09,-1.3,-1.3,Matches,97333cf5
122,Marko Arnautović,at AUT,FW,Bologna,it Serie A,32,1989,29.9,14,89,32,36,2.97,1.07,0.13,0.38,15.2,3,2,3,15,12.8,0.14,-1,-0.8,Matches,459419
123,Maximilian Arnold,de GER,MF,Wolfsburg,de Bundesliga,27,1994,33.3,4,39,15,38.5,1.17,0.45,0.1,0.27,32,12,0,0,1.7,1.7,0.04,+2.3,+2.3,Matches,86e119e0
