Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Blocks,Blocks_Sh,Blocks_Pass,Int,Tkl+Int,Clr,Err
1495,Maxim Leitsch,de GER,DF,Bochum,de Bundesliga,23,1998,17.1,18,10,9,7,2,31,19,12,31,49,74,1
1496,Lucas Leiva,br BRA,MF,Lazio,it Serie A,34,1987,18.9,55,30,26,25,4,27,10,17,28,83,37,0
1497,Florian Lejeune,fr FRA,DF,Alavés,es La Liga,30,1991,30,33,24,22,10,1,30,19,11,31,64,158,0
1498,Iñigo Lekue,es ESP,DF,Athletic Club,es La Liga,28,1993,21.4,32,23,16,12,4,37,12,25,23,55,63,0
1499,Thomas Lemar,fr FRA,MF,Atlético Madrid,es La Liga,25,1995,16,24,14,9,12,3,18,0,18,8,32,11,0
1500,Félix Lemaréchal,ci CIV,MF,Monaco,fr Ligue 1,17,2003,0.1,0,0,0,0,0,0,0,0,0,0,0,0
1501,Mario Lemina,ga GAB,MF,Nice,fr Ligue 1,27,1993,21.9,62,35,25,33,4,32,9,23,48,110,37,0
1502,Fabien Lemoine,fr FRA,MF,Lorient,fr Ligue 1,34,1987,12.4,35,22,20,14,1,21,4,17,14,49,24,1
1503,Tim Lemperle,de GER,FWMF,Köln,de Bundesliga,19,2002,1.7,4,1,2,1,1,1,0,1,2,6,2,0
1504,Ruben Lendinez,es ESP,DF,Valencia,es La Liga,18,2003,1.5,3,3,1,2,0,4,0,4,2,5,6,0
1505,Clément Lenglet,fr FRA,DF,Barcelona,es La Liga,26,1995,9.2,20,11,11,7,2,7,3,4,13,33,21,0
1506,Aaron Lennon,eng ENG,MFFW,Burnley,eng Premier League,34,1987,17.2,33,17,10,13,10,26,4,22,9,42,14,0
1507,Bernd Leno,de GER,GK,Arsenal,eng Premier League,29,1992,4,1,1,1,0,0,0,0,0,0,1,1,0
1508,Christopher Lenz,de GER,DF,Eint Frankfurt,de Bundesliga,26,1994,7.4,29,15,22,6,1,9,4,5,7,36,21,0
1509,Léo Leroy,fr FRA,MF,Montpellier,fr Ligue 1,21,2000,7,31,21,17,11,3,20,4,16,8,39,8,0
1510,Alexandre Letellier,fr FRA,GK,Paris S-G,fr Ligue 1,30,1990,0.1,0,0,0,0,0,0,0,0,0,0,0,0
1511,Robert Lewandowski,pl POL,FW,Bayern Munich,de Bundesliga,32,1988,32.7,10,3,0,6,4,17,2,15,6,16,8,0
1512,Jamie Leweling,de GER,FWMF,Greuther Fürth,de Bundesliga,20,2001,21.8,13,8,3,7,3,9,0,9,13,26,5,0
1513,Jamal Lewis,nir NIR,DF,Newcastle Utd,eng Premier League,23,1998,2.9,8,6,6,1,1,3,2,1,3,11,8,0
1514,Luca Lezzerini,it ITA,GK,Venezia,it Serie A,26,1995,5.5,0,0,0,0,0,1,0,1,0,0,0,0
1515,Ben Lhassine Kone,ci CIV,MF,Torino,it Serie A,21,2000,0.9,3,3,1,2,0,0,0,0,1,4,1,0
1516,Yanis Lhery,fr FRA,FWMF,Saint-Étienne,fr Ligue 1,18,2003,0.8,0,0,0,0,0,4,0,4,0,0,0,0
1517,Dimitri Liénard,fr FRA,DFMF,Strasbourg,fr Ligue 1,33,1988,22.7,71,43,40,21,10,12,0,12,21,92,28,0
1518,Philipp Lienhart,at AUT,DF,Freiburg,de Bundesliga,25,1996,31.9,24,13,17,6,1,33,23,10,50,74,158,1
1519,Matthijs de Ligt,nl NED,DF,Juventus,it Serie A,21,1999,29.7,34,19,21,13,0,31,21,10,26,60,103,0
1520,Isaac Lihadji,fr FRA,MFFW,Lille,fr Ligue 1,19,2002,2.6,3,3,1,1,1,1,0,1,2,5,0,0
1521,Anderson Lima,br BRA,MF,Lazio,it Serie A,21,1999,0.7,2,0,1,1,0,1,0,1,2,4,1,0
1522,Andreas Linde,se SWE,GK,Greuther Fürth,de Bundesliga,28,1993,12,0,0,0,0,0,0,0,0,1,1,1,1
1523,Victor Lindelöf,se SWE,DF,Manchester Utd,eng Premier League,27,1994,26.2,16,11,9,7,0,26,17,9,25,41,96,0
1524,Jesper Lindstrøm,dk DEN,MFFW,Eint Frankfurt,de Bundesliga,21,2000,22,28,13,6,13,9,30,0,30,24,52,11,1
1525,Karol Linetty,pl POL,MFFW,Torino,it Serie A,26,1995,10,14,8,3,4,7,8,0,8,3,17,2,0
1526,Jesse Lingard,eng ENG,FWMF,Manchester Utd,eng Premier League,28,1992,4.1,9,7,4,3,2,4,0,4,0,9,1,0
1527,Pol Lirola,es ESP,DFFW,Marseille,fr Ligue 1,23,1997,19.7,28,16,15,9,4,15,0,15,13,41,22,0
1528,Valentino Livramento,eng ENG,DF,Southampton,eng Premier League,18,2002,24.5,54,28,30,18,6,23,9,14,47,101,50,1
1529,Dejan Ljubicic,at AUT,MFFW,Köln,de Bundesliga,23,1997,21.9,33,19,12,13,8,19,1,18,15,48,11,0
1530,Javier Llabrés,es ESP,FWMF,Mallorca,es La Liga,18,2002,1.5,2,1,0,1,1,1,0,1,0,2,0,0
1531,Diego Llorente,es ESP,DF,Leeds United,eng Premier League,27,1993,26,53,31,32,19,2,35,17,18,40,93,77,2
1532,Marcos Llorente,es ESP,MFDF,Atlético Madrid,es La Liga,26,1995,27.2,51,23,25,22,4,33,10,23,27,78,44,0
1533,Hugo Lloris,fr FRA,GK,Tottenham,eng Premier League,34,1986,38,1,1,1,0,0,0,0,0,1,2,24,3
1534,Giovani Lo Celso,ar ARG,MFFW,Tottenham,eng Premier League,25,1996,2.6,8,4,4,2,2,6,1,5,1,9,0,1
1535,Giovani Lo Celso,ar ARG,FWMF,Villarreal,es La Liga,25,1996,11,22,12,8,10,4,4,0,4,5,27,3,0
1536,Julen Lobete,es ESP,FWMF,Real Sociedad,es La Liga,20,2000,3.2,4,3,3,0,1,6,1,5,1,5,1,0
1537,Stanislav Lobotka,sk SVK,MF,Napoli,it Serie A,26,1994,18.7,39,24,16,20,3,9,1,8,12,51,13,1
1538,Jürgen Locadia,nl NED,MFFW,Brighton,eng Premier League,27,1993,0.3,0,0,0,0,0,0,0,0,0,0,0,0
1539,Jürgen Locadia,nl NED,FWMF,Bochum,de Bundesliga,27,1993,4.9,4,2,1,0,3,1,0,1,1,5,2,0
1540,Manuel Locatelli,it ITA,MF,Juventus,it Serie A,23,1998,24,44,25,21,16,7,43,21,22,22,66,33,0
1541,Banzouzi Locko,fr FRA,MFDF,Reims,fr Ligue 1,19,2002,11.2,28,19,13,11,4,20,8,12,14,42,15,0
1542,Renan Lodi,br BRA,DF,Atlético Madrid,es La Liga,23,1998,13.1,31,18,14,13,4,22,4,18,13,44,19,1
1543,Ruben Loftus-Cheek,eng ENG,MFDF,Chelsea,eng Premier League,25,1996,15.5,29,10,16,11,2,15,6,9,11,40,17,0
1544,Kevin Long,ie IRL,DF,Burnley,eng Premier League,30,1990,4.6,3,2,1,2,0,4,1,3,1,4,20,0
1545,Shane Long,ie IRL,FW,Southampton,eng Premier League,34,1987,3.4,9,5,2,4,3,4,0,4,0,9,2,0
1546,Sean Longstaff,eng ENG,MF,Newcastle Utd,eng Premier League,23,1997,16.3,54,34,18,31,5,18,6,12,9,63,18,0
1547,Ademola Lookman,ng NGA,FWMF,Leicester City,eng Premier League,23,1997,16.1,32,14,10,13,9,19,1,18,10,42,4,0
1548,Anthony Lopes,pt POR,GK,Lyon,fr Ligue 1,30,1990,33.1,0,0,0,0,0,0,0,0,3,3,12,3
1549,David López,es ESP,MFDF,Espanyol,es La Liga,31,1989,8.3,18,13,9,8,1,10,8,2,10,28,25,2
1550,Diego López,es ESP,GK,Espanyol,es La Liga,39,1981,35.3,0,0,0,0,0,0,0,0,1,1,21,1
1551,Javi López,es ESP,DF,Alavés,es La Liga,19,2002,5.1,8,6,6,2,0,7,1,6,4,12,15,0
1552,Maxime Lopez,fr FRA,MF,Sassuolo,it Serie A,23,1997,32.6,69,36,40,27,2,33,7,26,42,111,38,1
1553,Pau López,es ESP,GK,Marseille,fr Ligue 1,26,1994,29,0,0,0,0,0,0,0,0,0,0,12,1
1554,Unai López,es ESP,MF,Rayo Vallecano,es La Liga,25,1995,12.9,19,9,6,10,3,7,0,7,10,29,8,1
1555,Dion Lopy,sn SEN,MF,Reims,fr Ligue 1,19,2002,18.2,53,29,22,24,7,20,4,16,22,75,17,0
1556,Samuel Loric,fr FRA,DF,Lorient,fr Ligue 1,21,2000,3,7,5,2,3,2,2,0,2,5,12,9,0
1557,Anthony Losilla,fr FRA,MF,Bochum,de Bundesliga,35,1986,32.6,67,39,29,32,6,33,9,24,70,137,54,1
1558,Jonas Lössl,dk DEN,GK,Brentford,eng Premier League,32,1989,2,0,0,0,0,0,0,0,0,0,0,1,0
1559,Marcel Lotka,pl POL,GK,Hertha BSC,de Bundesliga,20,2001,9.8,1,0,1,0,0,0,0,0,1,2,3,3
1560,Jordan Lotomba,ch SUI,DF,Nice,fr Ligue 1,22,1998,19.8,33,17,21,9,3,17,4,13,12,45,28,0
1561,Johaneko Louisjean,fr FRA,DF,Bordeaux,fr Ligue 1,17,2004,0.1,0,0,0,0,0,0,0,0,0,0,0,0
1562,Mamadou Loum,sn SEN,MF,Alavés,es La Liga,24,1996,25.7,49,22,26,22,1,30,11,19,37,86,68,1
1563,Imran Louza,ma MAR,MF,Watford,eng Premier League,22,1999,15.7,41,21,18,20,3,28,6,22,42,83,20,1
1564,Matteo Lovato,it ITA,DF,Atalanta,it Serie A,21,2000,3.4,5,4,4,1,0,4,2,2,7,12,8,0
1565,Matteo Lovato,it ITA,DF,Cagliari,it Serie A,21,2000,13.8,23,15,13,10,0,21,10,11,28,51,43,0
1566,Eduard Löwen,de GER,MF,Bochum,de Bundesliga,24,1997,15.7,33,22,12,13,8,17,2,15,9,42,15,1
1567,Matthew Lowton,eng ENG,DF,Burnley,eng Premier League,32,1989,19.7,38,24,20,10,8,25,11,14,26,64,68,0
1568,Anthony Lozano,hn HON,FWMF,Cádiz,es La Liga,28,1993,18.6,8,4,2,3,3,16,2,14,2,10,7,0
1569,Hirving Lozano,mx MEX,FW,Napoli,it Serie A,26,1995,17.9,28,20,12,11,5,24,0,24,9,37,9,0
1570,Jean Lucas,br BRA,MF,Monaco,fr Ligue 1,23,1998,16.1,43,25,14,24,5,15,5,10,13,56,4,1
1571,Anderson Lucoqui,ao ANG,DF,Mainz 05,de Bundesliga,24,1997,8.3,22,10,11,6,5,15,3,12,11,33,10,0
1572,Florentino Luís,pt POR,MF,Getafe,es La Liga,21,1999,11,42,25,22,17,3,21,2,19,21,63,11,1
1573,José Luis Gayà,es ESP,DF,Valencia,es La Liga,26,1995,20.8,35,21,24,10,1,17,3,14,19,54,37,0
1574,José Luis Morales,es ESP,FWMF,Levante,es La Liga,34,1987,30.2,27,17,6,9,12,29,0,29,4,31,7,0
1575,José Luis Palomino,ar ARG,DF,Atalanta,it Serie A,31,1990,29.7,78,40,42,33,3,43,21,22,100,178,80,2
1576,Luismi,es ESP,FWMF,Sevilla,es La Liga,20,2001,0.1,0,0,0,0,0,0,0,0,0,0,0,0
1577,Douglas Luiz,br BRA,MF,Aston Villa,eng Premier League,23,1998,30.2,59,39,30,24,5,30,7,23,34,93,28,1
1578,Romelu Lukaku,be BEL,FW,Chelsea,eng Premier League,28,1993,17.7,2,1,0,1,1,11,1,10,0,2,20,0
1579,Castello Lukeba,fr FRA,DF,Lyon,fr Ligue 1,18,2002,23.3,34,19,27,7,0,18,9,9,38,72,64,2
1580,Dodi Lukebakio,be BEL,FW,Hertha BSC,de Bundesliga,23,1997,2,2,1,2,0,0,2,0,2,2,4,0,0
1581,Dodi Lukebakio,be BEL,FWMF,Wolfsburg,de Bundesliga,23,1997,9.8,7,4,3,2,2,5,0,5,13,20,4,0
1582,Saša Lukić,rs SRB,MF,Torino,it Serie A,24,1996,33.1,51,34,17,27,7,34,6,28,24,75,41,0
1583,Levi Lumeka,eng ENG,MFFW,Troyes,fr Ligue 1,22,1998,0.7,0,0,0,0,0,0,0,0,0,0,2,0
1584,Andriy Lunin,ua UKR,GK,Real Madrid,es La Liga,22,1999,2,0,0,0,0,0,0,0,0,0,0,2,0
1585,Andrey Lunyov,ru RUS,GK,Leverkusen,de Bundesliga,29,1991,1,0,0,0,0,0,0,0,0,0,0,0,0
1586,Sebastiano Luperto,it ITA,DF,Empoli,it Serie A,24,1996,21.8,29,17,17,10,2,32,26,6,45,74,132,0
1587,Andreas Luthe,de GER,GK,Union Berlin,de Bundesliga,34,1987,27,0,0,0,0,0,0,0,0,0,0,11,4
1588,Lyanco,br BRA,DF,Southampton,eng Premier League,24,1997,10.1,18,15,11,7,0,18,13,5,13,31,50,1
1589,Charalambos Lykogiannis,gr GRE,DFFW,Cagliari,it Serie A,27,1993,20.2,19,12,16,1,2,18,8,10,31,50,73,0
1590,Yannis M'Bemba,fr FRA,DFFW,Nantes,fr Ligue 1,20,2001,0.1,0,0,0,0,0,0,0,0,0,0,1,0
1591,Alexis Mac Allister,ar ARG,MFFW,Brighton,eng Premier League,22,1998,23.6,65,40,23,30,12,37,7,30,13,78,22,0
1592,Deiver Machado,co COL,DFMF,Lens,fr Ligue 1,27,1993,5.8,16,14,11,1,4,9,1,8,3,19,12,1
1593,Darwin Machís,ve VEN,MFFW,Granada,es La Liga,28,1993,15.3,23,13,11,8,4,10,0,10,15,38,17,0
1594,Yvann Macon,fr FRA,DF,Saint-Étienne,fr Ligue 1,22,1998,17,41,22,24,14,3,18,4,14,18,59,27,0
1595,James Maddison,eng ENG,MFFW,Leicester City,eng Premier League,24,1996,27.3,40,20,8,24,8,18,3,15,11,51,12,0
1596,Niki Mäenpää,fi FIN,GK,Venezia,it Serie A,36,1985,16.5,0,0,0,0,0,0,0,0,0,0,8,2
1597,Pablo Maffeo,es ESP,DF,Mallorca,es La Liga,24,1997,32.7,84,47,48,28,8,30,13,17,46,130,74,0
1598,Louis Mafouta,cf CTA,FW,Metz,fr Ligue 1,27,1994,5.8,0,0,0,0,0,1,0,1,0,0,4,0
1599,Giulio Maggiore,it ITA,MF,Spezia,it Serie A,23,1998,31.3,58,32,20,32,6,30,5,25,29,87,33,0
1600,Matej Maglica,hr CRO,MF,Stuttgart,de Bundesliga,22,1998,0.1,0,0,0,0,0,0,0,0,0,0,0,0
1601,Francesco Magnanelli,it ITA,MF,Sassuolo,it Serie A,36,1984,3,5,4,4,1,0,3,1,2,1,6,3,0
1602,Giangiacomo Magnani,it ITA,DF,Hellas Verona,it Serie A,25,1995,5.9,10,7,5,5,0,5,3,2,10,20,46,0
1603,Giangiacomo Magnani,it ITA,DF,Sampdoria,it Serie A,25,1995,2.7,4,2,4,0,0,2,2,0,7,11,12,0
1604,Hugo Magnetti,fr FRA,MF,Brest,fr Ligue 1,23,1998,16.3,50,34,27,20,3,13,3,10,25,75,13,0
1605,Yohann Magnin,fr FRA,MFDF,Clermont Foot,fr Ligue 1,24,1997,19.1,53,31,22,26,5,17,7,10,20,73,36,0
1606,Harry Maguire,eng ENG,DF,Manchester Utd,eng Premier League,28,1993,27.9,34,21,22,8,4,36,29,7,32,66,101,3
1607,Riyad Mahrez,dz ALG,FW,Manchester City,eng Premier League,30,1991,16.6,11,3,5,4,2,15,1,14,6,17,6,0
1608,Arne Maier,de GER,MF,Augsburg,de Bundesliga,22,1999,20.7,20,13,6,10,4,18,1,17,15,35,13,0
1609,Habib Maïga,ci CIV,MF,Metz,fr Ligue 1,25,1996,14.1,47,28,29,13,5,20,7,13,14,61,18,0
1610,Mike Maignan,fr FRA,GK,Milan,it Serie A,26,1995,32,2,1,2,0,0,0,0,0,1,3,4,2
1611,Ainsley Maitland-Niles,eng ENG,MF,Arsenal,eng Premier League,23,1997,3,8,4,5,3,0,2,0,2,4,12,4,0
1612,Ainsley Maitland-Niles,eng ENG,DF,Roma,it Serie A,23,1997,5.4,8,6,5,0,3,7,0,7,6,14,7,0
1613,Josh Maja,ng NGA,FW,Bordeaux,fr Ligue 1,22,1998,0.1,0,0,0,0,0,1,0,1,0,0,0,0
1614,Abdul Majeed Waris,gh GHA,FWMF,Strasbourg,fr Ligue 1,29,1991,3.6,5,3,2,3,0,2,0,2,0,5,1,0
1615,Lovro Majer,hr CRO,MFFW,Rennes,fr Ligue 1,23,1998,20.4,32,21,9,14,9,26,2,24,11,43,9,0
1616,Jean-Victor Makengo,fr FRA,MF,Udinese,it Serie A,23,1998,26.1,30,21,7,17,6,26,6,20,19,49,17,0
1617,Béni Makouana,cg CGO,FWMF,Montpellier,fr Ligue 1,18,2002,3.6,2,2,0,0,2,1,0,1,3,5,2,0
1618,Nemanja Maksimović,rs SRB,MF,Getafe,es La Liga,26,1995,32.6,56,32,24,26,6,42,13,29,71,127,41,0
1619,Nikola Maksimović,rs SRB,DF,Genoa,it Serie A,29,1991,12.4,14,6,10,4,0,17,11,6,12,26,61,1
1620,Kévin Malcuit,ma MAR,DFMF,Napoli,it Serie A,30,1991,3.2,4,2,4,0,0,3,0,3,8,12,6,0
1621,Daniel Maldini,it ITA,MF,Milan,it Serie A,19,2001,1.6,8,3,4,3,1,4,0,4,1,9,0,0
1622,Youssef Maleh,it ITA,MF,Fiorentina,it Serie A,22,1998,11.3,27,16,8,13,6,14,1,13,6,33,2,0
1623,Donyell Malen,nl NED,FW,Dortmund,de Bundesliga,22,1999,18.7,13,10,4,5,4,10,0,10,10,23,11,0
1624,Ruslan Malinovskyi,ua UKR,MFFW,Atalanta,it Serie A,28,1993,17.7,18,10,3,10,5,27,3,24,5,23,1,0
1625,Hugo Mallo,es ESP,DF,Celta Vigo,es La Liga,30,1991,20.3,45,25,24,19,2,23,9,14,20,65,53,0
1626,Lennard Maloney,us USA,DF,Dortmund,de Bundesliga,21,1999,0.1,1,0,1,0,0,0,0,0,0,1,0,0
1627,Mickael Malsa,mq MTQ,MF,Levante,es La Liga,25,1995,12.7,37,17,16,18,3,20,8,12,18,55,15,0
1628,Giorgi Mamardashvili,ge GEO,GK,Valencia,es La Liga,20,2000,18,0,0,0,0,0,0,0,0,0,0,6,1
1629,Rey Manaj,al ALB,FW,Spezia,it Serie A,24,1997,19.6,19,12,3,11,5,16,0,16,4,23,13,0
1630,Hianga Mananga Mbock,fr FRA,MF,Brest,fr Ligue 1,21,1999,8.9,18,12,8,7,3,5,2,3,5,23,6,0
1631,Vincent Manceau,fr FRA,DF,Angers,fr Ligue 1,32,1989,26.2,32,19,18,13,1,23,6,17,32,64,72,0
1632,Gianluca Mancini,it ITA,DF,Roma,it Serie A,25,1996,32,41,25,22,18,1,38,19,19,39,80,69,0
1633,Leonardo Mancuso,it ITA,FW,Empoli,it Serie A,29,1992,4.7,1,1,0,1,0,2,0,2,1,2,2,0
1634,Steve Mandanda,fr FRA,GK,Marseille,fr Ligue 1,36,1985,9,0,0,0,0,0,1,0,1,1,1,4,1
1635,Reinildo Mandava,mz MOZ,DF,Atlético Madrid,es La Liga,27,1994,14.4,45,25,30,14,1,18,9,9,21,66,38,0
1636,Reinildo Mandava,mz MOZ,DF,Lille,fr Ligue 1,27,1994,16.9,43,23,29,11,3,13,4,9,37,80,55,0
1637,Aïssa Mandi,dz ALG,DF,Villarreal,es La Liga,29,1991,15.3,11,5,2,8,1,17,14,3,13,24,49,3
1638,Rolando Mandragora,it ITA,MF,Torino,it Serie A,24,1997,14.7,21,10,3,16,2,18,4,14,10,31,13,0
1639,Anthony Mandrea,dz ALG,GK,Angers,fr Ligue 1,24,1996,10,0,0,0,0,0,0,0,0,0,0,9,0
1640,Sadio Mané,sn SEN,FW,Liverpool,eng Premier League,29,1992,31.3,33,20,7,14,12,30,1,29,8,41,15,0
1641,Eliaquim Mangala,fr FRA,DF,Saint-Étienne,fr Ligue 1,30,1991,13.1,17,12,12,5,0,11,8,3,17,34,61,1
1642,Orel Mangala,be BEL,MF,Stuttgart,de Bundesliga,23,1998,20.6,17,10,5,7,5,11,4,7,12,29,19,1
1643,Thomas Mangani,fr FRA,MF,Angers,fr Ligue 1,34,1987,24.4,58,30,23,34,1,38,11,27,36,94,29,0
1644,Ricardo Mangas,pt POR,DF,Bordeaux,fr Ligue 1,23,1998,26.1,35,22,22,8,5,18,4,14,25,60,47,3
1645,Kostas Manolas,gr GRE,DF,Napoli,it Serie A,30,1991,3.5,2,2,1,1,0,2,1,1,4,6,10,1
1646,Javier Manquillo,es ESP,DF,Newcastle Utd,eng Premier League,27,1994,14,39,29,28,10,1,15,6,9,10,49,32,0
1647,Myziane Maolida,fr FRA,MF,Nice,fr Ligue 1,22,1999,0.4,1,0,0,1,0,1,0,1,0,1,0,0
1648,Myziane Maolida,fr FRA,FWMF,Hertha BSC,de Bundesliga,22,1999,8.6,7,4,5,1,1,5,0,5,1,8,6,0
1649,Sekou Mara,fr FRA,FWMF,Bordeaux,fr Ligue 1,19,2002,10.1,8,4,1,1,6,7,0,7,2,10,6,0
1650,Maranhão,br BRA,FWMF,Valencia,es La Liga,24,1996,10.8,15,11,4,6,5,15,0,15,7,22,13,0
1651,Nikola Maraš,rs SRB,DF,Rayo Vallecano,es La Liga,25,1995,11.6,13,9,12,1,0,17,13,4,15,28,51,0
1652,Fernando Marçal,br BRA,MFDF,Wolves,eng Premier League,32,1989,16.1,42,22,27,14,1,25,4,21,28,70,52,0
1653,Marcelo,br BRA,DF,Real Madrid,es La Liga,33,1988,5.8,8,4,2,3,3,7,2,5,1,9,11,0
1654,Marcelo,br BRA,DF,Bordeaux,fr Ligue 1,34,1987,10,9,5,7,2,0,4,3,1,13,22,46,1
1655,Marcelo,br BRA,DF,Lyon,fr Ligue 1,34,1987,2,4,3,0,4,0,3,2,1,4,8,10,0
1656,Solly March,eng ENG,DFFW,Brighton,eng Premier League,27,1994,19.4,30,17,11,9,10,22,3,19,17,47,25,0
1657,Riccardo Marchizza,it ITA,DF,Empoli,it Serie A,23,1998,15,21,15,11,8,2,15,6,9,10,31,24,0
1658,Gian Marco Ferrari,it ITA,DF,Sassuolo,it Serie A,29,1992,34.7,16,11,10,6,0,37,27,10,43,59,114,2
1659,Iván Marcone,ar ARG,MF,Elche,es La Liga,31,1990,9,24,14,17,6,1,8,3,5,12,36,13,0
1660,Óscar de Marcos,es ESP,DF,Athletic Club,es La Liga,32,1989,18.7,50,37,24,19,7,20,3,17,19,69,27,0
1661,Davide Marfella,it ITA,GK,Napoli,it Serie A,21,1999,0.1,0,0,0,0,0,0,0,0,0,0,0,0
1662,José Mari,es ESP,MF,Cádiz,es La Liga,33,1987,4.3,14,7,3,10,1,4,1,3,7,21,2,0
1663,Pablo Marí,es ESP,DF,Arsenal,eng Premier League,27,1993,2,5,3,1,3,1,5,4,1,3,8,10,0
1664,Pablo Marí,es ESP,DF,Udinese,it Serie A,27,1993,14.9,16,8,8,6,2,18,12,6,21,37,72,0
1665,José María Giménez,uy URU,DF,Atlético Madrid,es La Liga,26,1995,22.7,18,12,12,6,0,25,19,6,25,43,96,1
1666,Mariano,do DOM,FW,Real Madrid,es La Liga,27,1993,3.8,2,0,2,0,0,2,0,2,1,3,3,0
1667,Răzvan Marin,ro ROU,MF,Cagliari,it Serie A,25,1996,31.3,42,21,16,22,4,23,5,18,10,52,17,1
1668,Guillermo Maripán,cl CHI,DF,Monaco,fr Ligue 1,27,1994,20.4,36,24,27,9,0,21,14,7,25,61,66,1
1669,Mika Màrmol,es ESP,DF,Barcelona,es La Liga,19,2002,0,0,0,0,0,0,0,0,0,0,0,0,0
1670,Omar Marmoush,eg EGY,FW,Wolfsburg,de Bundesliga,22,1999,0.3,0,0,0,0,0,0,0,0,0,0,0,0
1671,Omar Marmoush,eg EGY,FW,Stuttgart,de Bundesliga,22,1999,17.5,26,17,6,14,6,9,1,8,7,33,6,0
1672,Marquinhos,br BRA,DF,Paris S-G,fr Ligue 1,27,1994,31.8,37,14,25,11,1,35,19,16,16,53,102,0
1673,Roger Martí,es ESP,FW,Levante,es La Liga,30,1991,23.5,23,14,3,13,7,14,0,14,2,25,8,0
1674,Anthony Martial,fr FRA,FW,Manchester Utd,eng Premier League,25,1995,2.4,0,0,0,0,0,1,0,1,0,0,1,0
1675,Anthony Martial,fr FRA,FWMF,Sevilla,es La Liga,25,1995,5.4,2,1,0,0,2,4,0,4,0,2,3,0
1676,Martín,es ESP,MF,Cádiz,es La Liga,22,1999,1.3,2,2,0,2,0,1,0,1,1,3,3,0
1677,Aarón Martín,es ESP,DF,Mainz 05,de Bundesliga,24,1997,25.5,54,33,32,18,4,24,4,20,20,74,35,0
1678,Ander Martin,es ESP,FWMF,Real Sociedad,es La Liga,20,2000,1,1,0,0,1,0,0,0,0,3,4,1,0
1679,Andrés Martín,es ESP,FWMF,Rayo Vallecano,es La Liga,22,1999,2.1,0,0,0,0,0,1,0,1,0,0,0,0
1680,Carlos Martín,es ESP,DF,Atlético Madrid,es La Liga,19,2002,0.1,0,0,0,0,0,0,0,0,0,0,1,0
1681,Iván Martín,es ESP,MFFW,Alavés,es La Liga,22,1999,1.8,1,1,1,0,0,2,0,2,1,2,1,0
1682,Jonas Martin,fr FRA,MF,Rennes,fr Ligue 1,31,1990,23.4,35,20,12,21,2,17,3,14,22,57,28,1
1683,Martinelli,br BRA,FWMF,Arsenal,eng Premier League,20,2001,20.7,27,19,7,14,6,26,1,25,20,47,15,0
1684,Emiliano Martínez,ar ARG,GK,Aston Villa,eng Premier League,28,1992,36,1,1,1,0,0,0,0,0,0,1,6,1
1685,Iñigo Martínez,es ESP,DF,Athletic Club,es La Liga,30,1991,26,28,13,18,7,3,22,10,12,39,67,143,0
1686,Javi Martínez,es ESP,MFFW,Osasuna,es La Liga,21,1999,9.8,21,14,8,11,2,6,0,6,9,30,10,0
1687,Josep Martinez,es ESP,GK,RB Leipzig,de Bundesliga,23,1998,1,0,0,0,0,0,0,0,0,0,0,0,0
1688,Lautaro Martínez,ar ARG,FW,Inter,it Serie A,23,1997,25.4,20,10,3,10,7,21,1,20,18,38,6,0
1689,Pablo Martínez,es ESP,MF,Levante,es La Liga,23,1998,7.3,15,8,7,8,0,6,3,3,15,30,5,0
1690,Lucas Martínez Quarta,ar ARG,DF,Fiorentina,it Serie A,25,1996,15.9,36,25,23,11,2,22,9,13,19,55,46,0
1691,Gelson Martins,pt POR,MFFW,Monaco,fr Ligue 1,26,1995,21.2,42,27,10,26,6,26,1,25,17,59,4,0
1692,Adam Marušić,me MNE,DF,Lazio,it Serie A,28,1992,30.2,30,18,16,12,2,19,8,11,41,71,71,0
1693,Omar Mascarell,es ESP,MF,Elche,es La Liga,28,1993,27.7,46,26,16,23,7,42,14,28,48,94,52,2
1694,Andrea Masiello,it ITA,DF,Genoa,it Serie A,35,1986,5.7,5,3,4,1,0,8,4,4,11,16,20,1
1695,Adam Masina,ma MAR,DF,Watford,eng Premier League,27,1994,12,24,13,11,10,3,18,6,12,18,42,45,0
1696,Erhan Mašović,rs SRB,DF,Bochum,de Bundesliga,22,1998,17.2,37,20,22,14,1,31,20,11,34,71,65,1
1697,Roberto Massimo,de GER,DFFW,Stuttgart,de Bundesliga,20,2000,9.7,14,5,6,7,1,9,0,9,3,17,6,0
1698,Arthur Masuaku,cd COD,DFFW,West Ham,eng Premier League,27,1993,7.2,31,23,19,11,1,9,1,8,9,40,17,0
1699,Jaime Mata,es ESP,FW,Getafe,es La Liga,32,1988,7.5,7,5,3,1,3,4,1,3,1,8,5,0
1700,Juan Mata,es ESP,MF,Manchester Utd,eng Premier League,33,1988,2.6,6,4,2,3,1,1,0,1,1,7,1,0
1701,Pape Matar Sarr,sn SEN,MF,Metz,fr Ligue 1,18,2002,23.7,45,26,21,23,1,33,3,30,29,74,22,0
1702,Eliot Matazo,be BEL,MF,Monaco,fr Ligue 1,19,2002,8.8,8,7,4,4,0,11,3,8,13,21,9,0
