Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks
761,Fodé Doucouré,ml MLI,DFFW,Reims,fr Ligue 1,20,2001,1.7,79,65,14,0,0,0,4,14,0,0,0,0,55,0,3
762,Ismaël Doukouré,fr FRA,DF,Strasbourg,fr Ligue 1,18,2003,0.2,3,3,0,0,0,0,0,0,0,0,0,0,1,0,0
763,Kamory Doumbia,ml MLI,MFFW,Reims,fr Ligue 1,18,2003,3.9,166,154,11,5,0,4,9,0,6,4,1,0,131,1,4
764,Moussa Doumbia,ml MLI,FW,Reims,fr Ligue 1,26,1994,1,35,32,3,1,0,0,2,0,1,1,0,0,28,0,1
765,Souleyman Doumbia,ci CIV,DFFW,Angers,fr Ligue 1,24,1996,24.7,1083,894,185,5,0,2,69,180,0,0,0,0,886,4,26
766,Kieran Dowell,eng ENG,FWMF,Norwich City,eng Premier League,23,1997,10.1,334,304,28,11,3,5,38,1,16,13,2,0,223,2,12
767,Bartłomiej Drągowski,pl POL,GK,Fiorentina,it Serie A,23,1997,6.2,345,294,49,10,0,1,0,0,0,0,0,0,276,2,0
768,Radu Drăgușin,ro ROU,DF,Sampdoria,it Serie A,19,2002,6.9,261,212,48,10,1,2,4,38,0,0,0,0,178,1,2
769,Radu Drăgușin,ro ROU,DF,Salernitana,it Serie A,19,2002,5.4,163,145,18,14,0,1,0,4,0,0,0,0,131,0,2
770,Cody Drameh,eng ENG,DFMF,Leeds United,eng Premier League,19,2001,1.4,82,55,27,2,0,0,2,25,0,0,0,0,62,0,5
771,Julian Draxler,de GER,FWMF,Paris S-G,fr Ligue 1,27,1993,6.1,306,298,5,1,1,5,5,1,3,2,0,0,275,3,3
772,Matthieu Dreyer,fr FRA,GK,Lorient,fr Ligue 1,32,1989,16,416,238,177,44,0,1,0,0,0,0,0,0,267,1,0
773,Domingos Duarte,pt POR,DF,Granada,es La Liga,26,1995,18.7,738,702,33,30,0,7,1,3,0,0,0,0,567,3,7
774,Óscar Duarte,cr CRC,DF,Levante,es La Liga,32,1989,19.7,970,918,47,43,0,4,0,0,0,0,0,0,807,5,4
775,Rubén Duarte,es ESP,DF,Alavés,es La Liga,25,1995,29.1,1352,1003,338,25,1,8,119,299,13,9,3,0,897,11,32
776,Leo Dubois,fr FRA,DF,Lyon,fr Ligue 1,26,1994,19.4,1366,1168,195,22,2,7,76,168,5,0,4,1,1125,3,11
777,Martin Dúbravka,sk SVK,GK,Newcastle Utd,eng Premier League,32,1989,26,846,501,340,104,0,1,0,0,0,0,0,0,534,5,0
778,Ondrej Duda,sk SVK,MFFW,Köln,de Bundesliga,26,1994,17.9,678,617,53,11,2,10,27,6,18,5,8,0,491,8,14
779,Jeremy Dudziak,tn TUN,MFFW,Greuther Fürth,de Bundesliga,25,1995,12.6,341,291,47,13,5,0,34,1,17,13,2,0,222,3,13
780,Shane Duffy,ie IRL,DF,Brighton,eng Premier League,29,1992,16,1039,1018,20,12,0,10,1,8,0,0,0,0,906,1,3
781,Unai Dufur,es ESP,DF,Osasuna,es La Liga,22,1999,1,49,49,0,0,0,0,0,0,0,0,0,0,35,0,0
782,Denzel Dumfries,nl NED,DF,Inter,it Serie A,25,1996,22.5,860,712,143,2,0,2,36,141,0,0,0,0,630,5,30
783,Paul Dummett,wls WAL,DF,Newcastle Utd,eng Premier League,29,1991,2.2,73,55,18,0,0,0,3,18,0,0,0,0,51,0,1
784,Alfred Duncan,gh GHA,MF,Fiorentina,it Serie A,28,1993,21.5,947,918,23,11,4,20,44,9,3,1,0,0,740,6,26
785,Lewis Dunk,eng ENG,DF,Brighton,eng Premier League,29,1991,28.6,1958,1885,69,62,0,16,3,6,0,0,0,0,1726,4,4
786,Erik Durm,de GER,DF,Eint Frankfurt,de Bundesliga,29,1992,5.3,278,211,66,2,0,1,14,64,0,0,0,0,183,1,10
787,Hugo Duro,es ESP,DFMF,Getafe,es La Liga,21,1999,0.1,5,5,0,0,0,0,0,0,0,0,0,0,2,0,0
788,Hugo Duro,es ESP,FWMF,Valencia,es La Liga,21,1999,20.4,391,367,21,1,0,0,12,3,0,0,0,0,271,3,12
789,Jean-Kevin Duverne,fr FRA,DF,Brest,fr Ligue 1,24,1997,33.4,1782,1472,307,28,0,13,74,279,0,0,0,0,1327,3,26
790,Paulo Dybala,ar ARG,FWMF,Juventus,it Serie A,27,1993,22.9,1137,1010,120,29,9,25,66,10,40,12,20,0,912,7,27
791,Edin Džeko,ba BIH,FW,Inter,it Serie A,35,1986,27.4,804,774,29,1,2,11,35,2,0,0,0,0,568,1,28
792,Enzo Ebosse,cm CMR,DF,Angers,fr Ligue 1,22,1999,21,1086,1017,68,30,1,5,16,38,0,0,0,0,911,1,13
793,Tyronne Ebuehi,ng NGA,DF,Venezia,it Serie A,25,1995,12.6,506,407,99,5,0,0,28,94,0,0,0,0,392,0,20
794,Ederson,br BRA,GK,Manchester City,eng Premier League,27,1993,37,1128,951,175,36,1,2,0,1,0,0,0,0,1016,2,2
795,Éderson,br BRA,MF,Salernitana,it Serie A,22,1999,12.7,370,366,3,3,1,9,5,0,0,0,0,0,297,1,13
796,Odsonne Édouard,fr FRA,FW,Crystal Palace,eng Premier League,23,1998,17.4,429,406,19,0,0,0,7,3,0,0,0,0,309,4,13
797,CJ Egan-Riley,eng ENG,DF,Manchester City,eng Premier League,18,2003,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
798,Maximilian Eggestein,de GER,MF,Freiburg,de Bundesliga,24,1996,24.4,942,918,19,13,4,6,11,4,2,0,0,0,690,5,27
799,Lilian Egloff,de GER,MFDF,Stuttgart,de Bundesliga,18,2002,0.3,9,9,0,0,0,0,0,0,0,0,0,0,6,0,0
800,Kingsley Ehizibue,nl NED,DF,Köln,de Bundesliga,26,1995,7.6,364,287,76,4,0,1,17,72,0,0,0,0,248,1,12
801,Julian Eitschberger,de GER,DF,Hertha BSC,de Bundesliga,17,2004,0.5,32,29,3,1,0,0,0,2,0,0,0,0,20,0,0
802,Albin Ekdal,se SWE,MF,Sampdoria,it Serie A,32,1989,18.2,747,692,53,51,2,4,2,2,0,0,0,0,589,2,14
803,Hugo Ekitike,fr FRA,FW,Reims,fr Ligue 1,19,2002,14.1,393,367,25,1,1,2,4,0,0,0,0,0,277,1,13
804,Jurgen Ekkelenkamp,nl NED,MFFW,Hertha BSC,de Bundesliga,21,2000,8,241,230,9,1,1,3,3,5,2,0,0,0,165,2,15
805,Caleb Ekuban,gh GHA,FWMF,Genoa,it Serie A,27,1994,19.1,431,413,18,1,2,2,13,2,0,0,0,0,297,0,17
806,Anthony Elanga,se SWE,FW,Manchester Utd,eng Premier League,19,2002,13.5,450,434,14,0,2,1,21,14,0,0,0,0,340,2,16
807,Alberth Elis,hn HON,FWMF,Bordeaux,fr Ligue 1,25,1996,15.7,309,292,17,0,0,0,28,5,0,0,0,0,185,0,17
808,Harvey Elliott,eng ENG,MF,Liverpool,eng Premier League,18,2003,3.8,256,246,8,0,1,1,10,3,2,1,0,0,209,2,8
809,Elif Elmas,mk MKD,FWMF,Napoli,it Serie A,21,1999,18,817,784,28,5,3,2,10,7,9,4,1,0,705,5,17
810,Mohamed Elneny,eg EGY,MF,Arsenal,eng Premier League,29,1992,9,565,549,16,14,1,0,0,0,0,0,0,0,528,0,6
811,Aritz Elustondo,es ESP,DF,Real Sociedad,es La Liga,27,1994,23.4,1184,1107,76,34,1,8,5,42,0,0,0,0,989,1,9
812,Nico Elvedi,ch SUI,DF,M'Gladbach,de Bundesliga,24,1996,27,1754,1666,87,76,0,4,0,5,0,0,0,0,1615,1,11
813,Sepe Elye Wahi,fr FRA,FW,Montpellier,fr Ligue 1,18,2003,19.8,245,232,11,0,0,0,11,1,0,0,0,0,158,2,10
814,Mohamed Elyounoussi,no NOR,MFFW,Southampton,eng Premier League,26,1994,22.7,638,629,6,1,5,1,29,2,1,0,0,0,432,3,24
815,Adri Embarba,es ESP,FWMF,Espanyol,es La Liga,29,1992,22.1,782,621,154,38,0,6,192,7,109,38,43,1,474,7,20
816,Breel Embolo,ch SUI,FWMF,M'Gladbach,de Bundesliga,24,1997,24.1,569,530,36,1,11,2,2,1,0,0,0,0,412,3,19
817,Emerson,br BRA,DFMF,Tottenham,eng Premier League,22,1999,25.4,1450,1194,254,16,1,2,74,238,0,0,0,0,1170,2,47
818,Emerson,br BRA,DF,Barcelona,es La Liga,22,1999,1,68,54,14,0,0,0,2,14,0,0,0,0,57,0,3
819,Renaud Emond,be BEL,FWMF,Nantes,fr Ligue 1,29,1991,2.1,32,32,0,0,0,0,0,0,0,0,0,0,20,0,0
820,Youssef En-Nesyri,ma MAR,FW,Sevilla,es La Liga,24,1997,14.2,191,172,16,0,1,2,5,1,0,0,0,0,122,3,4
821,Keita Endo,jp JPN,MF,Union Berlin,de Bundesliga,23,1997,0.6,27,27,0,0,0,0,3,0,0,0,0,0,16,0,2
822,Wataru Endo,jp JPN,MF,Stuttgart,de Bundesliga,28,1993,32.2,1579,1548,22,17,8,8,7,5,0,0,0,0,1264,9,35
823,Christian Eriksen,dk DEN,MF,Brentford,eng Premier League,29,1992,10.4,639,524,111,43,4,8,86,5,54,21,22,4,478,4,7
824,Martin Erlic,hr CRO,DF,Spezia,it Serie A,23,1998,28.6,1101,1036,60,56,2,12,2,1,0,0,0,0,882,5,8
825,Gonzalo Escalante,ar ARG,MF,Lazio,it Serie A,28,1993,0.1,5,4,1,1,0,0,0,0,0,0,0,0,4,0,0
826,Gonzalo Escalante,ar ARG,MF,Alavés,es La Liga,28,1993,14.4,399,395,3,0,0,3,3,0,0,0,0,0,265,1,10
827,Aarón Escandell,es ESP,GK,Granada,es La Liga,25,1995,3.2,128,73,55,18,0,1,0,0,0,0,0,0,72,0,0
828,Sergio Escudero,es ESP,DFMF,Granada,es La Liga,31,1989,15.9,732,562,167,24,0,7,30,138,5,0,1,0,521,3,10
829,Alfonso Espino,uy URU,DF,Cádiz,es La Liga,29,1992,37,1757,1369,376,53,5,24,150,321,2,2,0,0,1092,12,63
830,Michael Esser,de GER,GK,Bochum,de Bundesliga,33,1987,3,135,101,33,3,0,0,0,0,0,0,0,0,81,1,0
831,Estanis,es ESP,FW,Barcelona,es La Liga,17,2003,0.1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
832,Maxime Estève,fr FRA,DF,Montpellier,fr Ligue 1,19,2002,20.6,814,788,26,13,0,4,0,4,0,0,0,0,688,0,8
833,Pervis Estupiñán,ec ECU,DF,Villarreal,es La Liga,23,1998,17.5,1061,885,174,12,0,4,73,161,1,0,0,0,820,2,32
834,Oghenekaro Etebo,ng NGA,MF,Watford,eng Premier League,25,1995,4.5,168,156,11,11,0,2,2,0,0,0,0,0,151,1,1
835,Jonny Evans,nir NIR,DF,Leicester City,eng Premier League,33,1988,15,1020,974,44,36,1,1,3,8,0,0,0,0,846,2,3
836,Eberechi Eze,eng ENG,MFFW,Crystal Palace,eng Premier League,23,1998,6.7,304,268,33,12,1,3,27,1,16,9,3,0,234,3,7
837,Abdessamad Ezzalzouli,ma MAR,FW,Barcelona,es La Liga,19,2001,6.4,186,182,4,0,0,1,15,3,1,0,0,0,132,0,8
838,Łukasz Fabiański,pl POL,GK,West Ham,eng Premier League,36,1985,37,1013,665,348,71,0,1,0,0,0,0,0,0,666,0,1
839,Fabinho,br BRA,MF,Liverpool,eng Premier League,27,1993,25.7,1550,1525,23,23,5,4,6,0,0,0,0,0,1350,2,17
840,Fábio,br BRA,DF,Nantes,fr Ligue 1,31,1990,18.5,853,649,199,17,1,4,35,182,0,0,0,0,618,5,14
841,Cesc Fàbregas,es ESP,MF,Monaco,fr Ligue 1,34,1987,0.4,54,45,8,5,0,0,5,1,2,0,1,0,42,1,1
842,Wout Faes,be BEL,DF,Reims,fr Ligue 1,23,1998,37,1472,1414,52,47,1,9,3,0,0,0,0,0,1254,6,15
843,Wahidullah Faghir,dk DEN,FW,Stuttgart,de Bundesliga,18,2003,1.4,32,31,1,1,0,0,0,0,0,0,0,0,21,0,1
844,Romain Faivre,fr FRA,FWMF,Lyon,fr Ligue 1,23,1998,9.9,597,525,68,22,2,4,61,4,37,20,11,0,492,4,8
845,Romain Faivre,fr FRA,MF,Brest,fr Ligue 1,23,1998,19.9,862,725,132,29,2,7,115,7,65,41,19,0,656,5,18
846,Radamel Falcao,co COL,FW,Rayo Vallecano,es La Liga,35,1986,9.3,173,158,13,0,0,1,4,0,0,0,0,0,132,2,5
847,Diego Falcinelli,it ITA,FW,Bologna,it Serie A,30,1991,0.7,22,21,1,1,0,0,0,0,0,0,0,0,13,0,1
848,Wladimiro Falcone,it ITA,GK,Sampdoria,it Serie A,26,1995,9.5,359,261,97,23,0,0,0,0,0,0,0,0,260,1,0
849,Fali,es ESP,DFMF,Cádiz,es La Liga,27,1993,20,690,652,36,21,3,5,11,13,0,0,0,0,520,2,2
850,Paolo Faragò,it ITA,MF,Cagliari,it Serie A,28,1993,0.2,8,8,0,0,0,0,0,0,0,0,0,0,6,0,0
851,Omar Faraj,se SWE,FW,Levante,es La Liga,19,2002,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
852,Davide Faraoni,it ITA,DF,Hellas Verona,it Serie A,29,1991,28.6,1359,1058,289,13,3,16,82,276,0,0,0,0,923,12,33
853,Mohamed Fares,dz ALG,DFFW,Genoa,it Serie A,25,1996,6.5,257,204,48,4,1,2,24,44,0,0,0,0,177,5,8
854,Diego Farias,br BRA,MFFW,Cagliari,it Serie A,31,1990,0.7,35,34,1,0,0,1,2,1,0,0,0,0,29,0,1
855,Wuilker Faríñez,ve VEN,GK,Lens,fr Ligue 1,23,1998,12.3,304,207,96,14,0,2,0,0,0,0,0,0,236,1,0
856,Ömer Faruk Beyaz,tr TUR,DFMF,Stuttgart,de Bundesliga,17,2003,0.8,36,36,0,0,0,0,2,0,0,0,0,0,27,0,1
857,Noah Fatar,fr FRA,DFMF,Angers,fr Ligue 1,19,2002,0.1,8,3,5,0,0,0,0,5,0,0,0,0,5,0,0
858,Ansu Fati,es ESP,FW,Barcelona,es La Liga,18,2002,3.7,160,148,10,2,1,1,3,1,4,0,1,0,133,2,7
859,Julien Faussurier,fr FRA,MFDF,Brest,fr Ligue 1,34,1987,5.4,275,222,51,5,0,5,38,42,4,1,2,0,197,2,8
860,Andrea Favilli,it ITA,FW,Genoa,it Serie A,24,1997,0.4,6,4,2,0,0,0,0,0,0,0,0,0,5,0,1
861,Federico Fazio,ar ARG,DF,Salernitana,it Serie A,34,1987,15.9,633,580,51,34,1,4,6,17,0,0,0,0,511,2,6
862,Aleix Febas,es ESP,MF,Mallorca,es La Liga,25,1996,1.3,53,53,0,0,1,1,0,0,0,0,0,0,46,0,2
863,Adrian Fein,de GER,MF,Greuther Fürth,de Bundesliga,22,1999,0.4,9,8,1,0,0,0,0,1,0,0,0,0,6,0,0
864,Nabil Fekir,fr FRA,MF,Betis,es La Liga,28,1993,31,1507,1279,220,72,9,7,173,8,133,45,60,0,1207,8,31
865,Felipe,br BRA,DF,Atlético Madrid,es La Liga,32,1989,16.7,780,745,29,26,0,4,0,3,0,0,0,0,632,6,10
866,Luiz Felipe,it ITA,DF,Lazio,it Serie A,24,1997,27.7,1825,1757,65,51,1,11,2,11,0,0,0,0,1668,3,10
867,João Félix,pt POR,FWMF,Atlético Madrid,es La Liga,21,1999,14,451,414,32,8,10,11,18,8,2,1,0,0,325,5,12
868,Ohis Felix Uduokhai,de GER,DF,Augsburg,de Bundesliga,23,1997,8.7,420,394,25,13,0,4,4,12,0,0,0,0,324,1,6
869,Kiko Femenía,es ESP,DF,Watford,eng Premier League,30,1991,23.8,1228,917,308,29,0,1,106,242,37,25,11,0,867,3,23
870,Evan Ferguson,ie IRL,MF,Brighton,eng Premier League,16,2004,0.3,6,6,0,0,0,0,1,0,0,0,0,0,5,0,0
871,Nathan Ferguson,eng ENG,DF,Crystal Palace,eng Premier League,20,2000,0.1,5,3,2,0,0,0,0,2,0,0,0,0,3,0,0
872,Bruno Fernandes,pt POR,MF,Manchester Utd,eng Premier League,26,1994,34.6,2093,1891,180,39,22,29,148,22,68,22,29,0,1549,22,50
873,Edimilson Fernandes,ch SUI,MFFW,Arminia,de Bundesliga,25,1996,3.1,128,120,8,2,0,1,14,3,3,0,1,0,95,0,4
874,Aitor Fernández,es ESP,GK,Levante,es La Liga,30,1991,13,381,260,118,26,0,0,0,0,0,0,0,0,267,3,0
875,Álex Fernández,es ESP,MF,Cádiz,es La Liga,28,1992,22.8,1042,948,90,40,2,24,69,5,36,10,15,1,807,4,14
876,Álvaro Fernández,es ESP,GK,Brentford,eng Premier League,23,1998,12,517,396,120,37,0,0,0,0,0,0,0,0,336,1,0
877,Federico Fernández,ar ARG,DF,Newcastle Utd,eng Premier League,32,1989,5.8,211,202,8,6,1,1,1,2,0,0,0,0,182,1,2
878,Fernandinho,br BRA,MFDF,Manchester City,eng Premier League,36,1985,10.7,842,833,8,7,6,2,2,1,0,0,0,0,746,1,7
879,Fernando,br BRA,MFDF,Sevilla,es La Liga,34,1987,20.6,1253,1213,37,32,2,16,1,5,0,0,0,0,1115,3,8
880,Alex Ferrari,it ITA,DF,Sampdoria,it Serie A,27,1994,18.3,823,749,72,47,1,2,7,23,0,0,0,0,683,2,13
881,Salvador Ferrer,es ESP,DFMF,Spezia,it Serie A,23,1998,16.6,763,640,121,9,0,4,44,109,3,1,2,0,573,2,15
882,Jordan Ferri,fr FRA,MF,Montpellier,fr Ligue 1,29,1992,32.3,2558,2431,117,87,4,32,39,25,2,0,0,0,2136,10,34
883,Riccardo Fiamozzi,it ITA,DF,Empoli,it Serie A,28,1993,6.9,387,302,85,6,0,6,11,79,0,0,0,0,291,0,15
884,Fidel,es ESP,MF,Elche,es La Liga,31,1989,25.1,1112,1015,89,26,5,7,118,12,50,22,24,1,802,8,45
885,Karol Fila,pl POL,DF,Strasbourg,fr Ligue 1,23,1998,6.2,377,302,74,7,0,1,24,67,0,0,0,0,294,1,6
886,Alfreð Finnbogason,is ISL,FW,Augsburg,de Bundesliga,32,1989,3.2,68,67,1,1,1,0,2,0,0,0,0,0,42,0,4
887,Luca Fiordilino,it ITA,MF,Venezia,it Serie A,25,1996,7.3,307,298,8,5,0,3,9,0,1,0,0,0,260,1,10
888,Vincenzo Fiorillo,it ITA,GK,Salernitana,it Serie A,31,1990,1,31,19,12,0,0,0,0,0,0,0,0,0,23,0,0
889,Roberto Firmino,br BRA,FW,Liverpool,eng Premier League,29,1991,11,501,486,15,1,5,2,8,7,0,0,0,0,390,0,16
890,Junior Firpo,es ESP,DFMF,Leeds United,eng Premier League,24,1996,19,952,799,149,5,0,3,26,144,0,0,0,0,768,4,15
891,Mark Flekken,nl NED,GK,Freiburg,de Bundesliga,28,1993,32,1333,989,339,95,0,8,0,0,0,0,0,0,915,5,0
892,Ashley Fletcher,eng ENG,FW,Watford,eng Premier League,25,1995,0.3,7,7,0,0,0,0,1,0,0,0,0,0,3,0,1
893,Alexis Flips,fr FRA,MFDF,Reims,fr Ligue 1,21,2000,11.7,508,397,107,29,2,2,88,29,45,17,21,1,310,4,21
894,Alessandro Florenzi,it ITA,DFFW,Milan,it Serie A,30,1991,12.8,812,686,121,23,4,11,56,79,19,9,5,0,646,5,17
895,Phil Foden,eng ENG,FW,Manchester City,eng Premier League,21,2000,23.6,1102,995,104,19,7,8,132,7,65,32,23,0,881,3,32
896,Mamadou Fofana,ml MLI,DF,Metz,fr Ligue 1,23,1998,0.4,5,4,1,1,0,0,0,0,0,0,0,0,3,0,0
897,Seko Fofana,ci CIV,MF,Lens,fr Ligue 1,26,1995,37.3,1786,1773,13,9,2,22,41,4,0,0,0,0,1574,0,19
898,Wesley Fofana,fr FRA,DF,Leicester City,eng Premier League,20,2000,7,528,520,8,7,0,1,0,1,0,0,0,0,470,0,4
899,Youssouf Fofana,fr FRA,MF,Monaco,fr Ligue 1,22,1999,24.3,1187,1152,23,21,19,16,6,1,1,0,0,0,895,12,20
900,Thomas Foket,be BEL,DFFW,Reims,fr Ligue 1,26,1994,24.8,1076,906,166,18,1,12,64,146,2,2,0,0,834,4,22
901,Thomas Fontaine,mg MAD,DF,Lorient,fr Ligue 1,30,1991,1.9,57,55,2,2,0,1,0,0,0,0,0,0,49,0,3
902,José Fontán,es ESP,DF,Celta Vigo,es La Liga,21,2000,3.1,205,195,9,3,0,0,5,6,0,0,0,0,170,1,1
903,José Fonte,pt POR,DF,Lille,fr Ligue 1,37,1983,38,2097,2014,79,70,1,34,6,7,0,0,0,0,1821,4,15
904,Fernando Forestieri,it ITA,FWMF,Udinese,it Serie A,31,1990,0.6,24,20,4,1,0,0,4,2,1,1,0,0,18,0,1
905,Pablo Fornals,es ESP,FWMF,West Ham,eng Premier League,25,1996,31.1,1417,1339,73,5,11,19,87,9,41,32,2,0,1052,5,36
906,Emil Forsberg,se SWE,MF,RB Leipzig,de Bundesliga,29,1991,19,766,713,50,22,11,4,38,4,20,8,12,0,624,3,11
907,Adam Forshaw,eng ENG,MF,Leeds United,eng Premier League,29,1991,17,842,805,31,25,6,6,5,5,0,0,0,0,695,6,18
908,Marcus Forss,fi FIN,FWMF,Brentford,eng Premier League,22,1999,2.3,38,34,3,0,0,1,1,0,0,0,0,0,22,1,1
909,Fraser Forster,eng ENG,GK,Southampton,eng Premier League,33,1988,19,603,393,208,68,0,0,0,0,0,0,0,0,360,2,1
910,Philipp Förster,de GER,MFFW,Stuttgart,de Bundesliga,26,1995,10.7,444,427,15,2,1,1,8,9,3,0,0,0,377,2,11
911,Francesco Forte,it ITA,FW,Venezia,it Serie A,28,1993,4.7,75,71,4,0,0,0,2,0,0,0,0,0,52,0,1
912,Steven Fortes,cv CPV,DF,Lens,fr Ligue 1,29,1992,1,28,27,1,1,0,1,0,0,0,0,0,0,27,0,0
913,Ben Foster,eng ENG,GK,Watford,eng Premier League,38,1983,26,886,552,328,105,0,3,0,0,0,0,0,0,428,6,1
914,Tariqe Fosu,gh GHA,DF,Brentford,eng Premier League,25,1995,0.2,7,7,0,0,0,0,1,0,0,0,0,0,6,0,0
915,Timothy Fosu-Mensah,nl NED,DF,Leverkusen,de Bundesliga,23,1998,1.6,94,70,24,2,0,0,4,22,0,0,0,0,73,0,1
916,Dimitri Foulquier,fr FRA,DF,Granada,es La Liga,28,1993,2,72,50,22,0,0,0,7,22,0,0,0,0,46,0,6
917,Dimitri Foulquier,fr FRA,DF,Valencia,es La Liga,28,1993,26,1014,765,247,25,0,10,60,222,0,0,0,0,702,2,36
918,Juan Foyth,ar ARG,DF,Villarreal,es La Liga,23,1998,21.4,1178,965,208,16,2,5,7,192,0,0,0,0,982,5,21
919,Gianluca Frabotta,it ITA,DFMF,Hellas Verona,it Serie A,22,1999,0.2,10,10,0,0,0,0,3,0,0,0,0,0,4,0,0
920,Raphael Framberger,de GER,DF,Augsburg,de Bundesliga,25,1995,9.4,445,345,96,4,1,1,36,92,0,0,0,0,297,4,13
921,Przemysław Frankowski,pl POL,DF,Lens,fr Ligue 1,26,1995,27.2,1449,1211,229,8,4,5,71,216,5,2,3,0,1156,9,39
922,Enric Franquesa,es ESP,DFFW,Levante,es La Liga,24,1997,6.9,263,208,54,0,0,0,10,53,1,1,0,0,198,1,12
923,Fransérgio,br BRA,MF,Bordeaux,fr Ligue 1,30,1990,14,533,519,11,8,2,7,6,3,0,0,0,0,379,3,21
924,Ryan Fraser,sct SCO,FWMF,Newcastle Utd,eng Premier League,27,1994,16.3,482,432,44,9,1,2,88,2,29,15,6,5,334,6,14
925,Davide Frattesi,it ITA,MF,Sassuolo,it Serie A,21,1999,31.7,1249,1216,29,22,5,12,14,7,0,0,0,0,1035,4,33
926,Fred,br BRA,MF,Manchester Utd,eng Premier League,28,1993,22.5,1358,1319,35,27,11,13,3,8,0,0,0,0,1137,4,34
927,Ryan Fredericks,eng ENG,DF,West Ham,eng Premier League,28,1992,3.4,150,128,21,0,0,0,9,21,0,0,0,0,113,1,3
928,Morten Frendrup,dk DEN,DFMF,Genoa,it Serie A,20,2001,7.7,349,277,72,3,0,2,8,69,0,0,0,0,239,0,14
929,Remo Freuler,ch SUI,MF,Atalanta,it Serie A,29,1992,26.3,1728,1644,79,64,2,13,25,14,1,0,0,0,1486,5,25
930,Marvin Friedrich,de GER,DF,M'Gladbach,de Bundesliga,25,1995,6.7,477,460,16,11,0,3,0,4,0,0,0,0,424,1,4
931,Marvin Friedrich,de GER,DF,Union Berlin,de Bundesliga,25,1995,13,630,611,18,16,0,5,5,2,0,0,0,0,464,1,11
932,Jeremie Frimpong,nl NED,DF,Leverkusen,de Bundesliga,20,2000,22.8,1211,972,235,18,0,1,58,217,0,0,0,0,970,4,37
933,Christian Früchtl,de GER,GK,Bayern Munich,de Bundesliga,21,2000,0.1,4,3,1,1,0,0,0,0,0,0,0,0,4,0,0
934,Jorge de Frutos,es ESP,MFFW,Levante,es La Liga,24,1997,19.6,499,470,25,1,0,5,69,16,6,0,4,0,320,4,21
935,Leo Fuhr Hjelde,no NOR,MFDF,Leeds United,eng Premier League,17,2003,1.7,108,83,25,0,0,1,3,25,0,0,0,0,79,0,2
936,Chris Führich,de GER,FWMF,Stuttgart,de Bundesliga,23,1998,19,698,610,84,28,4,4,61,26,23,4,17,0,553,4,15
937,Angelo Fulgini,fr FRA,MFFW,Angers,fr Ligue 1,24,1996,32.5,1376,1243,128,27,4,8,69,5,43,15,19,0,1108,5,27
938,Marius Funk,de GER,GK,Greuther Fürth,de Bundesliga,25,1996,8,361,262,96,26,0,1,0,0,0,0,0,0,225,3,1
939,Stephan Fürstner,de GER,MF,Mainz 05,de Bundesliga,33,1987,0.1,4,4,0,0,0,0,0,0,0,0,0,0,1,0,0
940,Matteo Gabbia,it ITA,DF,Milan,it Serie A,21,1999,6,437,417,19,11,0,1,0,0,0,0,0,0,377,1,1
941,Manolo Gabbiadini,it ITA,FWMF,Sampdoria,it Serie A,29,1991,12.7,338,313,23,4,3,1,24,3,11,3,4,0,213,2,13
942,Mijat Gaćinović,rs SRB,FWMF,Hoffenheim,de Bundesliga,26,1995,1.2,53,46,7,0,0,1,0,7,0,0,0,0,39,0,5
943,Gianluca Gaetano,it ITA,MF,Napoli,it Serie A,21,2000,0.2,12,12,0,0,0,0,0,0,0,0,0,0,9,0,0
944,Luca Gagliano,it ITA,FWDF,Cagliari,it Serie A,21,2000,0.1,6,6,0,0,0,0,0,0,0,0,0,0,3,0,0
945,Roberto Gagliardini,it ITA,MF,Inter,it Serie A,27,1994,7.2,336,330,5,3,1,2,5,2,0,0,0,0,285,1,7
946,Riccardo Gagliolo,se SWE,DF,Salernitana,it Serie A,31,1990,12.6,510,463,45,20,0,2,15,25,0,0,0,0,392,2,9
947,Javi Galán,es ESP,DF,Celta Vigo,es La Liga,26,1994,36.6,2182,1759,417,33,1,17,173,380,4,2,2,0,1697,6,49
948,Iñigo Ruiz de Galarreta,es ESP,MF,Mallorca,es La Liga,27,1993,15.3,761,716,41,27,5,8,14,2,5,3,0,0,616,4,15
949,Nicolas Galazzi,it ITA,MF,Venezia,it Serie A,20,2000,0.2,8,6,2,0,0,0,3,2,0,0,0,0,5,0,0
950,Pablo Galdames Millán,cl CHI,MF,Genoa,it Serie A,24,1996,11.4,443,403,38,25,1,7,31,4,8,2,5,1,324,2,7
951,Thiago Galhardo,br BRA,FWMF,Celta Vigo,es La Liga,32,1989,12.8,276,265,7,1,2,0,9,3,0,0,0,0,170,4,7
952,Conor Gallagher,eng ENG,MF,Crystal Palace,eng Premier League,21,2000,31.6,1188,1030,151,70,2,8,128,4,62,26,16,4,890,7,27
