Player,Nation,Pos,Squad,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt
Marko Rog,hr CRO,MF,Cagliari,it Serie A,26,1995,3.5,0,7,1,14.3,2.03,0.29,0.00,0.00,22.7,0,0,0
Rogério,br BRA,DF,Sassuolo,it Serie A,23,1998,19.2,0,14,4,28.6,0.73,0.21,0.00,0.00,23.4,0,0,0
Alessio Romagnoli,it ITA,DF,Milan,it Serie A,26,1995,15.7,1,12,5,41.7,0.77,0.32,0.08,0.20,14.2,0,0,0
Simone Romagnoli,it ITA,DF,Empoli,it Serie A,31,1990,16.6,2,5,2,40.0,0.30,0.12,0.40,1.00,6.5,0,0,0
Leonardo Román,es ESP,GK,Mallorca,es La Liga,21,2000,2.0,0,0,0,,0.00,0.00,,,,0,0,0
Cristian Romero,ar ARG,DF,Tottenham,eng Premier League,23,1998,20.5,1,6,2,33.3,0.29,0.10,0.17,0.50,13.9,0,0,0
Iván Romero,es ESP,FW,Sevilla,es La Liga,20,2001,2.0,0,2,1,50.0,1.01,0.51,0.00,0.00,12.5,0,0,0
Luka Romero,ar ARG,FW,Lazio,it Serie A,16,2004,0.9,0,1,1,100.0,1.07,1.07,0.00,0.00,29.3,0,0,0
Sergio Romero,ar ARG,GK,Venezia,it Serie A,34,1987,16.0,0,0,0,,0.00,0.00,,,,0,0,0
Oriol Romeu,es ESP,MF,Southampton,eng Premier League,29,1991,32.1,2,24,4,16.7,0.75,0.12,0.08,0.50,22.4,0,0,0
Cristiano Ronaldo,pt POR,FW,Manchester Utd,eng Premier League,36,1985,27.3,18,107,39,36.4,3.92,1.43,0.14,0.38,15.5,8,3,3
Cristiano Ronaldo,pt POR,FW,Juventus,it Serie A,36,1985,0.3,0,1,0,0.0,2.90,0.00,0.00,,11.1,0,0,0
Salomón Rondón,ve VEN,FW,Everton,eng Premier League,31,1989,8.8,1,21,6,28.6,2.39,0.68,0.05,0.17,12.0,0,0,0
Valentin Rongier,fr FRA,MFDF,Marseille,fr Ligue 1,26,1994,24.4,0,28,9,32.1,1.15,0.37,0.00,0.00,21.5,0,0,0
Marten de Roon,nl NED,MFDF,Atalanta,it Serie A,30,1991,28.3,3,23,5,21.7,0.81,0.18,0.13,0.60,19.7,0,0,0
Unai Ropero,es ESP,MF,Alavés,es La Liga,19,2001,0.1,0,0,0,,0.00,0.00,,,,0,0,0
Pablo Rosario,nl NED,MF,Nice,fr Ligue 1,24,1997,30.3,0,19,3,15.8,0.63,0.10,0.00,0.00,19.7,0,0,0
Romario Rösch,de GER,MF,Mainz 05,de Bundesliga,22,1999,0.0,0,0,0,,0.00,0.00,,,,0,0,0
Danny Rose,eng ENG,DF,Watford,eng Premier League,31,1990,7.7,0,4,1,25.0,0.52,0.13,0.00,0.00,20.6,0,0,0
Francesco Rossi,it ITA,GK,Atalanta,it Serie A,30,1991,0.4,0,0,0,,0.00,0.00,,,,0,0,0
Tom Rothe,de GER,DF,Dortmund,de Bundesliga,16,2004,1.0,1,2,1,50.0,1.91,0.96,0.50,1.00,12.9,0,0,0
Jérôme Roussillon,fr FRA,DF,Wolfsburg,de Bundesliga,28,1993,19.7,1,12,5,41.7,0.61,0.25,0.08,0.20,23.8,0,0,0
Nicolò Rovella,it ITA,MF,Genoa,it Serie A,19,2001,16.3,0,17,4,23.5,1.04,0.25,0.00,0.00,27.7,6,0,0
Jon Rowe,eng ENG,FWMF,Norwich City,eng Premier League,18,2003,2.5,0,3,2,66.7,1.21,0.81,0.00,0.00,16.1,0,0,0
Amir Rrahmani,xk KVX,DF,Napoli,it Serie A,27,1994,32.5,4,22,9,40.9,0.68,0.28,0.18,0.44,9.4,0,0,0
Ruan,br BRA,DF,Sassuolo,it Serie A,22,1999,2.4,0,0,0,,0.00,0.00,,,,0,0,0
Rubén,es ESP,DF,Espanyol,es La Liga,20,2001,1.7,0,1,0,0.0,0.60,0.00,0.00,,31.2,0,0,0
John Ruddy,eng ENG,GK,Wolves,eng Premier League,34,1986,1.5,0,0,0,,0.00,0.00,,,,0,0,0
Antonio Rüdiger,de GER,DF,Chelsea,eng Premier League,28,1993,33.7,3,48,13,27.1,1.42,0.39,0.06,0.23,19.9,0,0,0
Sebastian Rudy,de GER,MF,Hoffenheim,de Bundesliga,31,1990,8.6,3,14,5,35.7,1.63,0.58,0.21,0.60,20.1,0,0,0
Daniele Rugani,it ITA,DF,Juventus,it Serie A,27,1994,9.8,0,2,0,0.0,0.20,0.00,0.00,,8.5,0,0,0
Matteo Ruggeri,it ITA,DF,Salernitana,it Serie A,19,2002,7.5,0,3,0,0.0,0.40,0.00,0.00,,10.9,0,0,0
Mário Rui,pt POR,DF,Napoli,it Serie A,30,1991,33.2,0,32,10,31.3,0.96,0.30,0.00,0.00,20.3,5,0,0
Aitor Ruibal,es ESP,FWDF,Betis,es La Liga,25,1996,9.5,0,20,3,15.0,2.10,0.32,0.00,0.00,18.2,0,0,0
Isma Ruiz,es ESP,MF,Granada,es La Liga,20,2001,3.1,0,4,1,25.0,1.27,0.32,0.00,0.00,27.2,0,0,0
Fabián Ruiz Peña,es ESP,MF,Napoli,it Serie A,25,1996,26.5,7,40,13,32.5,1.51,0.49,0.18,0.54,23.7,0,0,0
Víctor Ruiz,es ESP,DF,Betis,es La Liga,32,1989,15.8,0,7,1,14.3,0.44,0.06,0.00,0.00,8.5,0,0,0
Gerónimo Rulli,ar ARG,GK,Villarreal,es La Liga,29,1992,32.0,0,0,0,,0.00,0.00,,,,0,0,0
Lukas Rupp,de GER,MF,Norwich City,eng Premier League,30,1991,8.5,0,12,2,16.7,1.40,0.23,0.00,0.00,21.2,0,0,0
Alessandro Russo,it ITA,MF,Salernitana,it Serie A,17,2003,0.3,0,0,0,,0.00,0.00,,,,0,0,0
Franco Russo,ar ARG,DF,Mallorca,es La Liga,26,1994,16.3,1,6,2,33.3,0.37,0.12,0.17,0.50,12.8,0,0,0
Georginio Rutter,fr FRA,FWMF,Hoffenheim,de Bundesliga,19,2002,17.9,8,52,21,40.4,2.91,1.17,0.15,0.38,13.9,0,0,0
Mathew Ryan,au AUS,GK,Real Sociedad,es La Liga,29,1992,3.0,0,0,0,,0.00,0.00,,,,0,0,0
Julian Ryerson,no NOR,DF,Union Berlin,de Bundesliga,23,1997,15.9,2,17,6,35.3,1.07,0.38,0.12,0.33,19.8,0,0,0
Frederik Rønnow,dk DEN,GK,Union Berlin,de Bundesliga,28,1992,7.0,0,0,0,,0.00,0.00,,,,0,0,0
José Sá,pt POR,GK,Wolves,eng Premier League,28,1993,36.5,0,0,0,,0.00,0.00,,,,0,0,0
Roli Pereira de Sa,fr FRA,MF,Nantes,fr Ligue 1,24,1996,6.4,0,5,1,20.0,0.79,0.16,0.00,0.00,16.1,0,0,0
Youssouf Sabaly,sn SEN,DF,Betis,es La Liga,28,1993,8.8,0,4,1,25.0,0.46,0.11,0.00,0.00,24.2,0,0,0
Mathys Saban,fr FRA,FWMF,Saint-Étienne,fr Ligue 1,19,2002,0.8,0,0,0,,0.00,0.00,,,,0,0,0
Stefano Sabelli,it ITA,DF,Genoa,it Serie A,28,1993,3.9,0,2,1,50.0,0.52,0.26,0.00,0.00,19.9,0,0,0
Abdelhamid Sabiri,ma MAR,MFFW,Sampdoria,it Serie A,24,1996,9.9,3,16,9,56.3,1.61,0.91,0.19,0.33,23.6,3,0,0
Marcel Sabitzer,at AUT,MFDF,Bayern Munich,de Bundesliga,27,1994,10.1,1,20,6,30.0,1.99,0.60,0.05,0.17,19.8,1,0,0
Marcel Sabitzer,at AUT,MFFW,RB Leipzig,de Bundesliga,27,1994,0.5,0,2,0,0.0,3.67,0.00,0.00,,30.5,0,0,0
Falaye Sacko,ml MLI,DF,Saint-Étienne,fr Ligue 1,26,1995,7.4,0,1,0,0.0,0.13,0.00,0.00,,17.1,0,0,0
Alexis Saelemaekers,be BEL,FW,Milan,it Serie A,22,1999,20.7,1,39,12,30.8,1.88,0.58,0.03,0.08,20.7,0,0,0
Rafiki Said Ahamada,fr FRA,MFFW,Brest,fr Ligue 1,21,2000,1.4,0,6,2,33.3,4.43,1.48,0.00,0.00,17.4,0,0,0
Wesley Saïd,fr FRA,FWMF,Lens,fr Ligue 1,26,1995,7.3,5,26,10,38.5,3.58,1.38,0.19,0.50,14.0,0,0,0
Allan Saint-Maximin,fr FRA,FWMF,Newcastle Utd,eng Premier League,24,1997,31.2,5,64,26,40.6,2.05,0.83,0.08,0.19,19.7,0,0,0
Romain Saïss,ma MAR,DF,Wolves,eng Premier League,31,1990,30.1,2,18,6,33.3,0.60,0.20,0.11,0.33,12.3,1,0,0
Bukayo Saka,eng ENG,FWMF,Arsenal,eng Premier League,19,2001,33.1,11,95,29,30.5,2.87,0.88,0.09,0.31,17.1,0,2,2
Mamadou Sakho,fr FRA,DF,Montpellier,fr Ligue 1,31,1990,28.6,0,1,0,0.0,0.03,0.00,0.00,,6.4,0,0,0
Bakary Sako,ml MLI,FWMF,Saint-Étienne,fr Ligue 1,33,1988,1.7,0,6,0,0.0,3.46,0.00,0.00,,23.0,1,0,0
Jacopo Sala,it ITA,MF,Spezia,it Serie A,29,1991,9.8,1,4,2,50.0,0.41,0.20,0.25,0.50,30.5,0,0,0
Mohamed Salah,eg EGY,FW,Liverpool,eng Premier League,29,1992,30.7,23,133,49,36.8,4.33,1.60,0.14,0.37,15.8,1,5,6
Eddie Salcedo,it ITA,MFFW,Spezia,it Serie A,19,2001,4.8,0,16,4,25.0,3.36,0.84,0.00,0.00,15.2,1,0,0
William Saliba,fr FRA,DF,Marseille,fr Ligue 1,20,2001,36.0,0,17,4,23.5,0.47,0.11,0.00,0.00,10.0,0,0,0
Romain Salin,fr FRA,GK,Rennes,fr Ligue 1,37,1984,1.0,0,0,0,,0.00,0.00,,,,0,0,0
Mohammed Salisu,gh GHA,DF,Southampton,eng Premier League,22,1999,33.0,0,24,9,37.5,0.73,0.27,0.00,0.00,12.2,0,0,0
Roland Sallai,hu HUN,MFFW,Freiburg,de Bundesliga,24,1997,17.2,4,48,9,18.8,2.79,0.52,0.08,0.44,15.4,0,0,0
Yoann Salmier,gf GUF,DF,Troyes,fr Ligue 1,28,1992,29.6,0,10,1,10.0,0.34,0.03,0.00,0.00,16.1,0,0,0
Salvi,es ESP,MFFW,Cádiz,es La Liga,30,1991,15.5,2,19,7,36.8,1.23,0.45,0.11,0.29,16.1,0,0,1
Lazar Samardzic,de GER,MFFW,Udinese,it Serie A,19,2002,5.4,2,17,6,35.3,3.12,1.10,0.12,0.33,24.0,1,0,0
Diadie Samassékou,ml MLI,MF,Hoffenheim,de Bundesliga,25,1996,18.4,2,15,4,26.7,0.82,0.22,0.13,0.50,17.4,0,0,0
Mama Samba Baldé,gw GNB,MFFW,Troyes,fr Ligue 1,25,1995,19.1,3,47,17,36.2,2.46,0.89,0.06,0.18,16.4,0,0,1
Albert Sambi Lokonga,be BEL,MF,Arsenal,eng Premier League,21,1999,12.6,0,20,8,40.0,1.59,0.63,0.00,0.00,26.8,0,0,0
Junior Sambia,fr FRA,DFFW,Montpellier,fr Ligue 1,24,1996,17.0,1,21,6,28.6,1.23,0.35,0.05,0.17,23.6,3,0,0
Luigi Samele,it ITA,FW,Sassuolo,it Serie A,19,2002,0.1,0,0,0,,0.00,0.00,,,,0,0,0
Fede San Emeterio,es ESP,MF,Cádiz,es La Liga,24,1997,9.2,0,0,0,,0.00,0.00,,,,0,0,0
Antonio Sanabria,py PAR,FW,Torino,it Serie A,25,1996,20.0,6,49,19,38.8,2.45,0.95,0.12,0.32,12.5,1,0,0
Oihan Sancet,es ESP,FW,Athletic Club,es La Liga,21,2000,15.8,6,30,14,46.7,1.90,0.89,0.20,0.43,15.0,0,0,0
Renato Sanches,pt POR,MFFW,Lille,fr Ligue 1,23,1997,18.3,2,22,4,18.2,1.20,0.22,0.09,0.50,25.0,3,0,0
Alexis Sánchez,cl CHI,FW,Inter,it Serie A,32,1988,9.8,5,33,13,39.4,3.37,1.33,0.15,0.38,16.0,1,0,0
Antonio Sánchez,es ESP,MFFW,Mallorca,es La Liga,24,1997,18.0,1,18,4,22.2,1.00,0.22,0.06,0.25,22.0,0,0,0
Davinson Sánchez,co COL,DF,Tottenham,eng Premier League,25,1996,18.1,2,13,3,23.1,0.72,0.17,0.15,0.67,9.6,0,0,0
Germán Sánchez,es ESP,DF,Granada,es La Liga,34,1986,25.5,2,13,4,30.8,0.51,0.16,0.15,0.50,9.4,0,0,0
Juan Sánchez,es ESP,,Sevilla,es La Liga,17,2003,0.1,0,0,0,,0.00,0.00,,,,,0,0
Manuel Sánchez,es ESP,DF,Osasuna,es La Liga,20,2000,25.1,1,6,2,33.3,0.24,0.08,0.17,0.50,21.0,0,0,0
Robert Sánchez,es ESP,GK,Brighton,eng Premier League,23,1997,37.0,0,0,0,,0.00,0.00,,,,0,0,0
Jadon Sancho,eng ENG,FWMF,Manchester Utd,eng Premier League,21,2000,21.1,3,26,9,34.6,1.23,0.43,0.12,0.33,14.1,0,0,0
Philippe Sandler,nl NED,DF,Troyes,fr Ligue 1,24,1997,0.8,0,0,0,,0.00,0.00,,,,0,0,0
Alex Sandro,br BRA,DF,Juventus,it Serie A,30,1991,19.8,0,9,2,22.2,0.46,0.10,0.00,0.00,13.0,0,0,0
Leroy Sané,de GER,FWMF,Bayern Munich,de Bundesliga,25,1996,22.0,7,89,32,36.0,4.05,1.46,0.08,0.22,20.8,8,0,0
Oier Sanjurjo,es ESP,MF,Osasuna,es La Liga,35,1986,8.4,1,9,1,11.1,1.07,0.12,0.11,1.00,17.5,0,0,0
Mohamed Sankoh,nl NED,FW,Stuttgart,de Bundesliga,17,2003,0.0,0,1,1,100.0,22.50,22.50,0.00,0.00,15.5,0,0,0
Morgan Sanson,fr FRA,MF,Aston Villa,eng Premier League,26,1994,4.0,0,1,0,0.0,0.25,0.00,0.00,,33.2,0,0,0
Nicola Sansone,it ITA,FWMF,Bologna,it Serie A,29,1991,10.0,2,24,6,25.0,2.41,0.60,0.08,0.33,20.5,1,0,0
Baptiste Santamaria,fr FRA,MFDF,Rennes,fr Ligue 1,26,1995,28.0,2,34,7,20.6,1.22,0.25,0.06,0.29,18.0,0,0,0
Baptiste Santamaria,fr FRA,MF,Freiburg,de Bundesliga,26,1995,0.2,0,0,0,,0.00,0.00,,,,0,0,0
Federico Santander,py PAR,FWDF,Bologna,it Serie A,30,1991,0.7,1,2,1,50.0,2.69,1.34,0.50,1.00,13.3,0,0,0
Jesús Santiago,es ESP,MF,Valencia,es La Liga,17,2004,0.9,0,0,0,,0.00,0.00,,,,0,0,0
Samir Santos,br BRA,DF,Watford,eng Premier League,26,1994,18.6,0,8,2,25.0,0.43,0.11,0.00,0.00,13.0,0,0,0
Samir Santos,br BRA,DF,Udinese,it Serie A,26,1994,15.8,0,7,3,42.9,0.44,0.19,0.00,0.00,12.8,0,0,0
Sergio Santos,es ESP,DF,Real Madrid,es La Liga,20,2001,0.1,0,0,0,,0.00,0.00,,,,0,0,0
Alvaro Sanz,es ESP,MF,Barcelona,es La Liga,20,2001,0.3,0,0,0,,0.00,0.00,,,,0,0,0
Riccardo Saponara,it ITA,FW,Fiorentina,it Serie A,29,1991,14.3,3,37,14,37.8,2.59,0.98,0.08,0.21,20.1,0,0,0
Pablo Sarabia,es ESP,FW,Paris S-G,fr Ligue 1,29,1992,0.2,1,1,1,100.0,4.09,4.09,1.00,1.00,3.6,0,0,0
Marcelo Saracchi,uy URU,DF,Levante,es La Liga,23,1998,2.1,0,0,0,,0.00,0.00,,,,0,0,0
Josh Sargent,us USA,FWMF,Norwich City,eng Premier League,21,2000,17.5,2,24,2,8.3,1.37,0.11,0.08,1.00,17.1,0,0,0
Jeremy Sarmiento,ec ECU,FWMF,Brighton,eng Premier League,19,2002,0.5,0,0,0,,0.00,0.00,,,,0,0,0
Bouna Sarr,sn SEN,DF,Bayern Munich,de Bundesliga,29,1992,0.7,0,1,0,0.0,1.41,0.00,0.00,,17.9,0,0,0
Ismaila Sarr,sn SEN,FWMF,Watford,eng Premier League,23,1998,20.7,5,39,15,38.5,1.89,0.73,0.13,0.33,18.3,0,0,1
Malang Sarr,fr FRA,DF,Chelsea,eng Premier League,22,1999,6.1,0,1,0,0.0,0.16,0.00,0.00,,21.6,0,0,0
Joan Sastre Vanrell,es ESP,DF,Mallorca,es La Liga,24,1997,2.9,0,2,0,0.0,0.70,0.00,0.00,,25.4,0,0,0
Giacomo Satalino,it ITA,GK,Sassuolo,it Serie A,22,1999,0.1,0,0,0,,0.00,0.00,,,,0,0,0
Martin Satriano,uy URU,FWMF,Inter,it Serie A,20,2001,0.4,0,0,0,,0.00,0.00,,,,0,0,0
Martin Satriano,uy URU,FW,Brest,fr Ligue 1,20,2001,10.4,4,24,10,41.7,2.32,0.97,0.17,0.40,15.7,0,0,0
Téji Savanier,fr FRA,MF,Montpellier,fr Ligue 1,29,1991,26.8,8,77,34,44.2,2.87,1.27,0.06,0.15,25.1,22,3,4
Esteban Saveljich,me MNE,DF,Rayo Vallecano,es La Liga,30,1991,18.9,0,9,3,33.3,0.48,0.16,0.00,0.00,8.4,0,0,0
Stefan Savić,me MNE,DF,Atlético Madrid,es La Liga,30,1991,27.1,0,15,5,33.3,0.55,0.18,0.00,0.00,8.8,0,0,0
Joe Scally,us USA,DF,M'Gladbach,de Bundesliga,18,2002,21.2,1,18,6,33.3,0.85,0.28,0.06,0.17,18.5,0,0,0
Giorgio Scalvini,it ITA,DFMF,Atalanta,it Serie A,17,2003,8.5,1,16,3,18.8,1.89,0.35,0.06,0.33,11.5,0,0,0
Gianluca Scamacca,it ITA,FW,Sassuolo,it Serie A,22,1999,23.8,16,78,36,46.2,3.27,1.51,0.19,0.42,17.4,1,1,1
Dane Scarlett,eng ENG,MF,Tottenham,eng Premier League,17,2004,0.0,0,0,0,,0.00,0.00,,,,0,0,0
Kevin Schade,de GER,MFFW,Freiburg,de Bundesliga,19,2001,9.2,4,19,9,47.4,2.06,0.97,0.21,0.44,13.1,0,0,0
András Schäfer,hu HUN,MF,Union Berlin,de Bundesliga,22,1999,2.7,1,7,3,42.9,2.64,1.13,0.14,0.33,19.1,0,0,0
Fabian Schär,ch SUI,DF,Newcastle Utd,eng Premier League,29,1991,24.0,2,21,8,38.1,0.88,0.33,0.10,0.25,19.5,4,0,0
Louis Schaub,at AUT,MFFW,Köln,de Bundesliga,26,1994,7.3,1,14,2,14.3,1.93,0.28,0.07,0.50,16.7,0,0,0
Andrea Schiavone,it ITA,MF,Salernitana,it Serie A,28,1993,6.3,1,2,1,50.0,0.32,0.16,0.50,1.00,12.4,0,0,0
Patrik Schick,cz CZE,FW,Leverkusen,de Bundesliga,25,1996,23.1,24,88,43,48.9,3.82,1.86,0.26,0.53,12.8,2,1,2
Kingsley Schindler,de GER,DFFW,Köln,de Bundesliga,28,1993,3.9,1,3,1,33.3,0.77,0.26,0.33,1.00,16.5,0,0,0
Xaver Schlager,at AUT,MF,Wolfsburg,de Bundesliga,23,1997,11.6,0,10,1,10.0,0.87,0.09,0.00,0.00,21.4,0,0,0
Keven Schlotterbeck,de GER,DFFW,Freiburg,de Bundesliga,24,1997,3.5,0,1,0,0.0,0.29,0.00,0.00,,14.8,0,0,0
Nico Schlotterbeck,de GER,DF,Freiburg,de Bundesliga,21,1999,30.9,4,36,16,44.4,1.16,0.52,0.11,0.25,13.2,0,0,0
Jeffrey Schlupp,gh GHA,MFFW,Crystal Palace,eng Premier League,28,1992,20.6,4,33,9,27.3,1.60,0.44,0.12,0.44,14.3,0,0,0
Kasper Schmeichel,dk DEN,GK,Leicester City,eng Premier League,34,1986,37.0,0,0,0,,0.00,0.00,,,,0,0,0
Jonathan Schmid,fr FRA,DF,Freiburg,de Bundesliga,31,1990,6.5,0,5,1,20.0,0.77,0.15,0.00,0.00,22.1,1,0,0
Benno Schmitz,de GER,DF,Köln,de Bundesliga,26,1994,26.9,0,12,3,25.0,0.45,0.11,0.00,0.00,21.6,0,0,0
David Schnegg,at AUT,DF,Venezia,it Serie A,22,1998,1.6,0,0,0,,0.00,0.00,,,,0,0,0
Morgan Schneiderlin,fr FRA,MF,Nice,fr Ligue 1,31,1989,7.2,0,2,0,0.0,0.28,0.00,0.00,,12.2,0,0,0
Alessandro Schöpf,at AUT,MF,Arminia,de Bundesliga,27,1994,26.6,1,35,9,25.7,1.31,0.34,0.03,0.11,21.4,2,0,0
Jerdy Schouten,nl NED,MF,Bologna,it Serie A,24,1997,15.5,1,6,1,16.7,0.39,0.06,0.17,1.00,24.2,0,0,0
Nico Schulz,de GER,DF,Dortmund,de Bundesliga,28,1993,9.3,0,3,2,66.7,0.32,0.22,0.00,0.00,13.8,0,0,0
Marvin Schwäbe,de GER,GK,Köln,de Bundesliga,26,1995,21.0,0,0,0,,0.00,0.00,,,,0,0,0
Alexander Schwolow,de GER,GK,Hertha BSC,de Bundesliga,29,1992,24.2,0,0,0,,0.00,0.00,,,,0,0,0
Valentino Scotta,es ESP,DF,Sevilla,es La Liga,19,2001,0.0,0,0,0,,0.00,0.00,,,,0,0,0
Demba Seck,sn SEN,MFFW,Torino,it Serie A,20,2001,1.6,0,4,3,75.0,2.47,1.85,0.00,0.00,18.4,0,0,0
Aleksandar Sedlar,rs SRB,DFMF,Mallorca,es La Liga,29,1991,4.5,0,0,0,,0.00,0.00,,,,0,0,0
Paul Seguin,de GER,MF,Greuther Fürth,de Bundesliga,26,1995,23.4,0,11,2,18.2,0.47,0.09,0.00,0.00,23.8,2,0,0
Alidu Seidu,gh GHA,DF,Clermont Foot,fr Ligue 1,21,2000,15.7,0,9,1,11.1,0.57,0.06,0.00,0.00,22.5,0,0,0
Davie Selke,de GER,FW,Hertha BSC,de Bundesliga,26,1995,11.2,4,24,9,37.5,2.15,0.81,0.13,0.33,13.3,0,1,1
Matz Sels,be BEL,GK,Strasbourg,fr Ligue 1,29,1992,37.0,0,2,0,0.0,0.05,0.00,0.00,,14.5,0,0,0
Ken Sema,se SWE,MFFW,Watford,eng Premier League,27,1993,9.5,0,3,1,33.3,0.32,0.11,0.00,0.00,20.5,1,0,0
Nélson Semedo,pt POR,MFDF,Wolves,eng Premier League,27,1993,23.7,0,19,4,21.1,0.80,0.17,0.00,0.00,20.2,0,0,0
Lion Semić,de GER,DF,Dortmund,de Bundesliga,17,2003,0.0,0,0,0,,0.00,0.00,,,,0,0,0
Adrian Šemper,hr CRO,GK,Genoa,it Serie A,23,1998,1.0,0,0,0,,0.00,0.00,,,,0,0,0
Stefano Sensi,it ITA,MFFW,Sampdoria,it Serie A,25,1995,8.4,1,10,4,40.0,1.19,0.48,0.10,0.25,22.2,0,0,0
Stefano Sensi,it ITA,MFFW,Inter,it Serie A,25,1995,1.9,0,3,0,0.0,1.62,0.00,0.00,,12.3,0,0,0
Luigi Sepe,it ITA,GK,Salernitana,it Serie A,30,1991,15.5,0,0,0,,0.00,0.00,,,,0,0,0
Suat Serdar,de GER,MFFW,Hertha BSC,de Bundesliga,24,1997,24.6,3,33,10,30.3,1.34,0.41,0.09,0.30,17.7,0,0,0
Laurens Serpe,it ITA,DF,Genoa,it Serie A,20,2001,0.5,0,0,0,,0.00,0.00,,,,0,0,0
Janni Serra,de GER,FW,Arminia,de Bundesliga,23,1998,12.4,3,24,9,37.5,1.93,0.73,0.13,0.33,14.2,0,0,0
Javier Serrano,es ESP,MF,Atlético Madrid,es La Liga,18,2003,0.8,0,0,0,,0.00,0.00,,,,0,0,0
Nicolás Serrano,es ESP,MFFW,Athletic Club,es La Liga,18,2003,3.5,1,9,4,44.4,2.56,1.14,0.11,0.25,25.1,0,0,0
Zidan Sertdemir,dk DEN,MFFW,Leverkusen,de Bundesliga,16,2005,0.2,0,0,0,,0.00,0.00,,,,0,0,0
Ryan Sessegnon,eng ENG,DFMF,Tottenham,eng Premier League,21,2000,11.6,0,6,1,16.7,0.52,0.09,0.00,0.00,13.5,0,0,0
Nils Seufert,de GER,MF,Greuther Fürth,de Bundesliga,24,1997,1.1,0,0,0,,0.00,0.00,,,,0,0,0
Salva Sevilla,es ESP,MF,Mallorca,es La Liga,37,1984,16.7,5,22,4,18.2,1.31,0.24,0.05,0.25,27.4,7,4,4
Stephan El Shaarawy,it ITA,FWDF,Roma,it Serie A,28,1992,11.7,3,39,12,30.8,3.33,1.02,0.08,0.25,19.3,1,0,0
Jamie Shackleton,eng ENG,DFMF,Leeds United,eng Premier League,21,1999,7.9,0,4,1,25.0,0.51,0.13,0.00,0.00,18.3,0,0,0
Xherdan Shaqiri,ch SUI,FWMF,Lyon,fr Ligue 1,29,1991,7.5,2,13,5,38.5,1.72,0.66,0.15,0.40,20.3,3,0,0
Luke Shaw,eng ENG,DF,Manchester Utd,eng Premier League,26,1995,17.8,0,6,1,16.7,0.34,0.06,0.00,0.00,24.7,0,0,0
Jonjo Shelvey,eng ENG,MF,Newcastle Utd,eng Premier League,29,1992,22.0,2,30,14,46.7,1.36,0.64,0.07,0.14,27.8,6,0,0
Aimar Sher,se SWE,MF,Spezia,it Serie A,18,2002,0.5,0,0,0,,0.00,0.00,,,,0,0,0
Eldor Shomurodov,uz UZB,FWMF,Roma,it Serie A,26,1995,8.7,3,31,11,35.5,3.56,1.26,0.10,0.27,12.3,0,0,0
Shola Shoretire,eng ENG,MF,Manchester Utd,eng Premier League,17,2004,0.2,0,0,0,,0.00,0.00,,,,0,0,0
Mahame Siby,ml MLI,DF,Strasbourg,fr Ligue 1,25,1996,0.2,0,0,0,,0.00,0.00,,,,0,0,0
Aboubakar Sidibé,fr FRA,DF,Clermont Foot,fr Ligue 1,25,1996,0.1,0,0,0,,0.00,0.00,,,,0,0,0
Alassane Sidibe,ci CIV,MF,Atalanta,it Serie A,19,2002,0.1,0,0,0,,0.00,0.00,,,,0,0,0
Djibril Sidibé,fr FRA,DF,Monaco,fr Ligue 1,29,1992,10.5,0,4,1,25.0,0.38,0.09,0.00,0.00,23.9,1,0,0
Kaj Sierhuis,nl NED,FW,Reims,fr Ligue 1,23,1998,0.9,0,2,0,0.0,2.25,0.00,0.00,,20.8,0,0,0
Francisco Sierralta,cl CHI,DF,Watford,eng Premier League,24,1997,4.7,0,1,1,100.0,0.21,0.21,0.00,0.00,10.0,0,0,0
Arnór Sigurðsson,is ISL,FWMF,Venezia,it Serie A,22,1999,2.0,0,1,0,0.0,0.49,0.00,0.00,,11.2,0,0,0
Kiliann Sildillia,fr FRA,DFMF,Freiburg,de Bundesliga,19,2002,1.9,0,0,0,,0.00,0.00,,,,0,0,0
Adrien Silva,pt POR,MF,Sampdoria,it Serie A,32,1989,12.0,0,8,2,25.0,0.66,0.17,0.00,0.00,25.9,0,0,0
André Silva,pt POR,FW,RB Leipzig,de Bundesliga,25,1995,23.1,11,55,23,41.8,2.38,1.00,0.15,0.35,11.8,0,3,3
Bernardo Silva,pt POR,MFFW,Manchester City,eng Premier League,26,1994,31.7,8,47,19,40.4,1.48,0.60,0.17,0.42,12.6,0,0,0
Caio Henrique Oliveira Silva,br BRA,DF,Monaco,fr Ligue 1,24,1997,29.6,2,19,6,31.6,0.64,0.20,0.11,0.33,21.8,4,0,0
David Silva,es ESP,MF,Real Sociedad,es La Liga,35,1986,19.1,2,21,6,28.6,1.10,0.31,0.10,0.33,16.4,0,0,0
Fábio Silva,pt POR,FW,Wolves,eng Premier League,19,2002,6.4,0,19,5,26.3,2.99,0.79,0.00,0.00,13.7,0,0,0
Gabriel Silva,br BRA,DFMF,Saint-Étienne,fr Ligue 1,30,1991,7.9,0,1,0,0.0,0.13,0.00,0.00,,16.3,0,0,0
